"날짜","종목코드","종목명","급등 사유","등락"
"2006-09-27","","","삼성물산과 은나노제휴소식",""
"2006-09-27","","","시장 지배력 강화 기대감",""
"2006-09-27","","","헤파호프의 인공간 美FDA 허가 기대감으로 동반 상승",""
"2006-09-27","","","나노복합캡슐 신기술을 이용한 제품 양산화 성공소식",""
"2006-09-27","","","팬택앤큐리텔의 대규모 해외 공급계약 모멘텀",""
"2006-09-27","","","인공간 美FDA 허가 기대감",""
"2006-09-27","","","헤파호프의 인공간 美FDA 허가 기대감으로 동반 상승",""
"2006-09-27","","","증권사 호평(두드러진 매출 실적, 가격경쟁 완화, 이익 지속성 등)",""
"2006-09-28","","","ETRI와 공동으로 기가급 WDM-PON기술 개발, 상용화 모멘텀 지속",""
"2006-09-28","","","대규모 해외 공급계약 모멘텀",""
"2006-09-28","","","팬택앤큐리텔의 대규모 해외 공급계약 모멘텀",""
"2006-09-28","","","인공간 美FDA 허가 기대감",""
"2006-09-28","","","성장성 부각",""
"2006-09-28","","","코스모화학(GS그룹 계열)이 동사 인수 우선협상대상자로 선정됐다는 소식",""
"2006-09-28","","","보르네오 인수 우선협상대상자로 선정 소식",""
"2006-09-28","","","에멀젼연료를 공개검증키로 했다는 소식",""
"2006-09-28","","","고제로 경영권 이전 소식",""
"2006-09-28","","","신주발행금지가처분 신청 기각 소식",""
"2006-09-28","","","성장 기대감",""
"2006-09-28","","","KT에서 중계기 회사로 발주한 와이브로용 초소형 RF중계기의 모뎀모듈 수주 소식",""
"2006-09-29","","","ETRI와 공동으로 기가급 WDM-PON기술 개발, 상용화 모멘텀 지속",""
"2006-09-29","","","대규모 해외 공급계약 모멘텀",""
"2006-09-29","","","성장 기대감",""
"2006-09-29","","","대규모 3자 유상증자 발표",""
"2006-09-29","","","코스모화학(GS그룹 계열)이 보르네오 인수 우선협상대상자로 선정됐다는 소식",""
"2006-09-29","","","화인케미칼과 기업분할 재상장한 첫날 급등",""
"2006-09-29","","","관리종목 해제소식",""
"2006-09-29","","","대규모 공급계약 공시",""
"2006-10-02","","","대규모 해외 공급계약 모멘텀",""
"2006-10-02","","","성장 기대감",""
"2006-10-02","","","바이오에탄올 사업에 대한 기대감",""
"2006-10-02","","","대규모 3자 유상증자 발표",""
"2006-10-02","","","바이오에탄올 사업에 대한 기대감",""
"2006-10-02","","","대규모 공급계약 공시",""
"2006-10-02","","","박근혜 전 한나라당 대표 대선 출마 효과",""
"2006-10-02","","","온세통신의 무상감자 소식",""
"2006-10-04","","","대규모 3자 유상증자 발표",""
"2006-10-04","","","유비스타의 알덱스 최대주주 등극소식에 동반 급등",""
"2006-10-04","","","사모펀드 지분 취득 소식",""
"2006-10-04","","","사모펀드 지분 취득 소식",""
"2006-10-04","","","유비스타의 알덱스 최대주주 등극소식에 동반 급등",""
"2006-10-09","","","대규모 3자 유상증자 발표",""
"2006-10-09","","","美의료정보시장 진출소식",""
"2006-10-09","","","일부 전쟁 및 테러관련주 강세",""
"2006-10-09","","","일부 전쟁 및 테러관련주 강세",""
"2006-10-10","","","대규모 3자 유상증자 발표",""
"2006-10-10","","","美의료정보시장 진출소식",""
"2006-10-10","","","이즈온에 적대적 M&A를 시도",""
"2006-10-10","","","경영권 양도에 대한 기대감",""
"2006-10-10","","","휴대단말기 이용 뉴스제공시스템 관련 특허취득 소식",""
"2006-10-10","","","경영권 분쟁가능성 부각",""
"2006-10-10","","","외국계 펀드 지분 매입 소식",""
"2006-10-10","","","자회사 제품의 미국 FDA 검사 신청소식",""
"2006-10-10","","","인간유전체 기능 연구사업자로 선정됐다는 소식",""
"2006-10-10","","","영화사그림과 영화공동제작 계약 체결 소식",""
"2006-10-10","","","전용 사설망 서비스 방법 관련 미국 특허취득 소식",""
"2006-10-11","","","대규모 3자 유상증자 발표",""
"2006-10-11","","","美의료정보시장 진출소식",""
"2006-10-11","","","인간유전체 기능 연구사업자로 선정됐다는 소식",""
"2006-10-11","","","자회사 제품의 미국 FDA 검사 신청소식",""
"2006-10-11","","","미주제강이 동사에 적대적 M&A를 시도할 것이라는 전망",""
"2006-10-11","","","고속터미널 이전 가능성 부각",""
"2006-10-11","","","동사가 성원파이프에 적대적 M&A를 시도할 것이라는 전망",""
"2006-10-11","","","합병 시너지 효과 기대감",""
"2006-10-11","","","에릭슨의 인터넷폰 공급업체로 선정됐다는 소식",""
"2006-10-11","","","합병 시너지 효과 기대감",""
"2006-10-12","","","대규모 3자 유상증자 발표",""
"2006-10-12","","","美의료정보시장 진출소식",""
"2006-10-12","","","고속터미널 이전 가능성 부각",""
"2006-10-12","","","3분기 실적호전",""
"2006-10-12","","","대규모 유상증자 결정 소식",""
"2006-10-12","","","합병 시너지 효과 기대감",""
"2006-10-12","","","베어엔터테인먼트의 우회상장 소식",""
"2006-10-12","","","美에 메탄올 연료전지 카트리지 공급 소식",""
"2006-10-12","","","4분기 19장의 음반 출시 소식",""
"2006-10-12","","","멕시코 수출확대 재료",""
"2006-10-12","","","바이오에탄올 관련주 강세",""
"2006-10-12","","","최대대주주의 경영권 매각 소식",""
"2006-10-12","","","바이오에탄올 관련주 강세",""
"2006-10-12","","","삼성 콘텐츠 강화 수혜 기대감",""
"2006-10-12","","","대우부품의 엠케이전자 인수 소식",""
"2006-10-12","","","멕시코 수출확대 재료",""
"2006-10-12","","","M&A설 재부각",""
"2006-10-12","","","최대주주 관계사 상장 추진 소식",""
"2006-10-12","","","대우부품의 엠케이전자 인수 소식",""
"2006-10-12","","","가수 비 월드투어 서울공연 투자계약 소식",""
"2006-10-12","","","양호한 실적 모멘텀",""
"2006-10-13","","","경영권 양도계약 체결(LG家 구본호씨 등 동사 지분 인수)",""
"2006-10-13","","","광인터넷 기술 장비 개발 기대감",""
"2006-10-13","","","최대주주 관계사 상장 추진소식과 윈도비스타 출시 수혜기대감",""
"2006-10-13","","","최대주주의 경영권 매각 소식",""
"2006-10-13","","","美에 메탄올 연료전지 카트리지 공급 소식",""
"2006-10-13","","","해외 CB 만기전 취득소각키로 했다는 소식과 저평가 부각",""
"2006-10-13","","","최대실적 경신 전망 및 실질적인 북핵 수혜주라는 증권사 긍정적 평가 부각",""
"2006-10-13","","","실적호전주로 부각",""
"2006-10-16","","","경영권 양도계약 체결(LG家 구본호씨 등 동사 지분 인수)",""
"2006-10-16","","","최대주주 관계사 상장 추진소식과 윈도비스타 출시 수혜기대감",""
"2006-10-16","","","바이오디젤관련주 강세",""
"2006-10-16","","","바이오디젤관련주 강세",""
"2006-10-16","","","바이오디젤관련주 강세",""
"2006-10-16","","","바이오디젤관련주 강세",""
"2006-10-16","","","바이오디젤관련주 강세",""
"2006-10-16","","","네오웨이브 자회사 편입소식",""
"2006-10-16","","","고기능 은나노 섬유제품 개발 소식",""
"2006-10-16","","","회사분할로 인한 재상장 첫날 급등",""
"2006-10-16","","","현대건설 인수용 상환우선주 발행소식",""
"2006-10-16","","","개인 투자자 동사 지분 6.05% 확보 소식",""
"2006-10-16","","","영화 디워(D-WAR) 투자업체 강세",""
"2006-10-16","","","내년 긍정적 실적 전망",""
"2006-10-17","","","경영권 양도계약 체결(LG家 구본호씨 등 동사 지분 인수)",""
"2006-10-17","","","회사분할로 인한 재상장 이후 연일 급등",""
"2006-10-17","","","개인 투자자 동사 지분 6.05% 확보 소식",""
"2006-10-17","","","영화 디워(D-WAR) 모멘텀",""
"2006-10-17","","","아시아 최초 테트라 TRS 단말기 국산화 성공 소식",""
"2006-10-17","","","실적 호전 기대감 부각",""
"2006-10-17","","","바이오디젤 사업 진출 컨설팅 계약 체결 공시",""
"2006-10-18","","","경영권 양도계약 체결(LG家 구본호씨 등 동사 지분 인수)",""
"2006-10-18","","","회사분할로 인한 재상장 이후 연일 급등",""
"2006-10-18","","","아시아 최초 테트라 TRS 단말기 국산화 성공 소식",""
"2006-10-18","","","실적 호전 기대감 부각",""
"2006-10-18","","","바이오디젤 사업 진출 컨설팅 계약 체결 공시",""
"2006-10-18","","","장하성 펀드의 지분 매입설",""
"2006-10-18","","","외인 지분율 급증소식",""
"2006-10-18","","","미국투자법인의 항암제 임상 1상 종료 소식",""
"2006-10-18","","","계열사인 씨에스엠에 골드만삭스가 추가 출자키로 했다는 소식",""
"2006-10-18","","","스포테인먼트 시장 진출 소식",""
"2006-10-18","","","대규모 휴대폰 공급계약 체결 소식",""
"2006-10-18","","","실적 호전 기대감",""
"2006-10-19","","","회사분할로 인한 재상장 이후 연일 급등",""
"2006-10-19","","","아시아 최초 테트라 TRS 단말기 국산화 성공 소식",""
"2006-10-19","","","대규모 휴대폰 공급계약 체결 소식",""
"2006-10-19","","","고속적외선소자用 에피웨이퍼 개발 소식",""
"2006-10-19","","","장하성 펀드의 지분 매입설",""
"2006-10-19","","","고속적외선소자用 에피웨이퍼 개발 소식",""
"2006-10-19","","","바이오셔츠 상용화 기대감",""
"2006-10-19","","","모바일 컨텐츠사업 양해각서 체결공시",""
"2006-10-19","","","SK커뮤니케이션즈의 동사 인수소식",""
"2006-10-20","","","아시아 최초 테트라 TRS 단말기 국산화 성공 소식",""
"2006-10-20","","","고속적외선소자用 에피웨이퍼 개발 소식",""
"2006-10-20","","","SK커뮤니케이션즈의 동사 인수소식",""
"2006-10-20","","","골다공증치료제 동물실험 완료 소식",""
"2006-10-20","","","알피에이네트웍스 인수 결정 소식",""
"2006-10-20","","","포털시장 재편 기대감",""
"2006-10-23","","","아시아 최초 테트라 TRS 단말기 국산화 성공 소식",""
"2006-10-23","","","고속적외선소자用 에피웨이퍼 개발 소식",""
"2006-10-23","","","SK커뮤니케이션즈의 동사 인수소식",""
"2006-10-23","","","신규상장후 연일 급등",""
"2006-10-23","","","3분기 실적호전 및 연간 실적전망 상향소식",""
"2006-10-23","","","포털시장 재편 기대감",""
"2006-10-23","","","본격 성장 기대감",""
"2006-10-23","","","턴어라운드 기대감",""
"2006-10-23","","","AI 및 사스 관련주(수산, 방역, 백신, 진단시약 등) 강세",""
"2006-10-23","","","감자후 첫거래일 급등",""
"2006-10-23","","","외국계펀드의 지분증가 부각",""
"2006-10-23","","","AI 및 사스 관련주(수산, 방역, 백신, 진단시약 등) 강세",""
"2006-10-23","","","AI 및 사스 관련주(수산, 방역, 백신, 진단시약 등) 강세",""
"2006-10-23","","","ARM과 동급수준 컴파일러 개발 소식",""
"2006-10-23","","","AI 및 사스 관련주(수산, 방역, 백신, 진단시약 등) 강세",""
"2006-10-24","","","고속적외선소자用 에피웨이퍼 개발 소식",""
"2006-10-24","","","SK커뮤니케이션즈의 동사 인수소식",""
"2006-10-24","","","감자로 변경상장후 연일 급등",""
"2006-10-24","","","추진중인 두바이 주상복합 건물에 대한 기대감, 건설주 강세",""
"2006-10-24","","","감자후 첫 거래일 급등",""
"2006-10-24","","","디지털 컨텐츠를 활용한 WiBro 공동사업에 대한 MOU를 체결",""
"2006-10-24","","","4분기 사상 최대 실적 전망",""
"2006-10-25","","","SK커뮤니케이션즈의 동사 인수소식",""
"2006-10-25","","","하이브리드카관련주 강세",""
"2006-10-25","","","와이브로장비 미국시장 진출 소식, 와이브로관련주 강세",""
"2006-10-25","","","하이브리드카관련주 강세",""
"2006-10-25","","","하이브리드카관련주 강세",""
"2006-10-25","","","비타민 B2 생산방법 특허취득 소식",""
"2006-10-25","","","타이거펀드의 동사 지분 취득 소식",""
"2006-10-25","","","하이브리드카관련주 강세",""
"2006-10-25","","","하이브리드카관련주 강세",""
"2006-10-26","","","하이브리드카관련주 강세",""
"2006-10-26","","","하이브리드카관련주 강세",""
"2006-10-26","","","하이브리드카관련주 강세",""
"2006-10-26","","","하이브리드카관련주 강세",""
"2006-10-26","","","하이브리드카관련주 강세",""
"2006-10-26","","","풍력발전기 수주 기대감",""
"2006-10-26","","","대규모 공급계약 소식",""
"2006-10-26","","","실적호전",""
"2006-10-27","","","엠벤처투자 우회상장 소식",""
"2006-10-27","","","유가증권시장 상장심사 통과 소식",""
"2006-10-27","","","실적개선과 신사업 기대감",""
"2006-10-27","","","긍정적인 실적 재료",""
"2006-10-30","","","홍석현 전 중앙일보 회장의 60억 규모 동사 CB 인수 소식",""
"2006-10-30","","","배너플렉스 제품 생산 본격화 소식",""
"2006-10-30","","","항암제 데이터리뷰관련 긍정적 결과 소식",""
"2006-10-30","","","해외시장 본격화 기대감, M&A설(사실과 무관하다고 공식 부인)",""
"2006-10-30","","","라자드운용 방문 소식",""
"2006-10-31","","","전 주미대사인 홍석현씨의 지분투자 모멘텀",""
"2006-10-31","","","마이크로소프트(MS)와의 전략적 제휴설",""
"2006-10-31","","","전 주미대사인 홍석현씨의 지분투자 모멘텀",""
"2006-10-31","","","전 주미대사인 홍석현씨의 지분투자 모멘텀",""
"2006-10-31","","","무상증자 결정공시",""
"2006-11-01","","","전 주미대사인 홍석현씨의 지분투자 모멘텀",""
"2006-11-01","","","무상증자 결정공시",""
"2006-11-01","","","저평가 부각",""
"2006-11-01","","","신규상장 첫날 급등",""
"2006-11-01","","","실적호전 소식",""
"2006-11-01","","","북한의 6자회담 복귀소식으로 전력설비주 강세",""
"2006-11-01","","","북한의 6자회담 복귀소식으로 전력설비주 강세",""
"2006-11-01","","","바이오디젤 관련 MOU체결공시",""
"2006-11-01","","","유진기업의 동사 주식 매입소식",""
"2006-11-01","","","북한의 6자회담 복귀소식으로 전력설비주 강세",""
"2006-11-01","","","북한의 6자회담 복귀소식으로 전력설비주 강세",""
"2006-11-01","","","북한의 6자회담 복귀소식으로 전력설비주 강세",""
"2006-11-01","","","북한의 6자회담 복귀소식으로 전력설비주 강세",""
"2006-11-01","","","북한의 6자회담 복귀소식으로 남북경협주 강세",""
"2006-11-02","","","전 주미대사인 홍석현씨의 지분투자 모멘텀",""
"2006-11-02","","","무상증자 결정공시",""
"2006-11-02","","","신규상장 이후 연일 급등",""
"2006-11-02","","","SBS프로덕션과 전략적제휴를 위한 MOU 체결 소식",""
"2006-11-03","","","전 주미대사인 홍석현씨의 지분투자 모멘텀",""
"2006-11-03","","","네오디스 우회상장 소식",""
"2006-11-03","","","워너뮤직과의 합작사 설립소식",""
"2006-11-06","","","워너뮤직과의 합작사 설립소식",""
"2006-11-06","","","네오디스 우회상장 모멘텀",""
"2006-11-06","","","김종학프로덕션 우회상장 추진소식",""
"2006-11-06","","","실적호전",""
"2006-11-07","","","대규모 공사 수주 소식",""
"2006-11-07","","","출자회사 러시아 자원개발권 획득소식",""
"2006-11-07","","","올해 실적 기대감",""
"2006-11-07","","","투자사 항암후보물질 미국 특허취득 소식",""
"2006-11-07","","","669% 무상증자 결정 소식",""
"2006-11-08","","","669% 무상증자 결정 소식",""
"2006-11-08","","","신규 상장 첫날 급등",""
"2006-11-09","","","669% 무상증자 결정 소식",""
"2006-11-09","","","신규 상장후 연일 급등",""
"2006-11-09","","","산자부 하이브리드차 개발지원 소식으로 관련주 강세",""
"2006-11-09","","","뺑소니 방지장치 특허취득",""
"2006-11-09","","","뺑소니 방지장치 특허취득",""
"2006-11-09","","","산자부 하이브리드차 개발지원 소식으로 관련주 강세",""
"2006-11-09","","","윈도비스타 수혜주로 부각",""
"2006-11-09","","","윈도비스타 수혜주로 부각",""
"2006-11-09","","","윈도비스타 수혜주로 부각",""
"2006-11-10","","","무상증자 결정 소식",""
"2006-11-10","","","신규 상장후 연일 급등",""
"2006-11-10","","","윈도비스타수혜주 강세",""
"2006-11-10","","","중국 현지법인의 중국 증시에 상장하는 방안 검토소식, 윈도비스타수혜주 강세",""
"2006-11-10","","","윈도비스타수혜주 강세",""
"2006-11-10","","","창투사주 강세",""
"2006-11-10","","","(주)디지탈인사이드 지분 취득소식, 창투사주 강세",""
"2006-11-10","","","윈도비스타수혜주 강세",""
"2006-11-10","","","실적호전",""
"2006-11-10","","","신규 상장 첫날 급등",""
"2006-11-13","","","디지탈인사이드 지분 취득소식",""
"2006-11-13","","","신규상장후 연일 급등",""
"2006-11-13","","","디지털인사이드 지분 보유 부각",""
"2006-11-13","","","나노엑사로의 피인수 소식",""
"2006-11-13","","","심혈관질환 진단 지원 시스템 개발소식",""
"2006-11-13","","","디지탈인사이드로의 피인수 소식",""
"2006-11-14","","","50% 무상증자 결정",""
"2006-11-14","","","자산가치 부각",""
"2006-11-14","","","경쟁업체대비 저평가 부각, TFT-LCD관련주 강세",""
"2006-11-14","","","실적 호전",""
"2006-11-14","","","TFT-LCD관련주 강세",""
"2006-11-14","","","나노엑사로의 피인수 모멘텀",""
"2006-11-14","","","디지탈인사이드로의 피인수 모멘텀",""
"2006-11-14","","","독일업체와 대규모 공급계약 체결공시",""
"2006-11-14","","","독일업체와 대규모 공급계약 체결공시",""
"2006-11-14","","","구조조정 전문기업에 구조조정 일임 소식",""
"2006-11-14","","","실적 호전",""
"2006-11-14","","","TFT-LCD관련주 강세",""
"2006-11-14","","","경쟁업체대비 저평가 부각, TFT-LCD관련주 강세",""
"2006-11-14","","","50% 무상증자 결정",""
"2006-11-15","","","자산가치 부각",""
"2006-11-15","","","나노엑사로의 피인수 모멘텀",""
"2006-11-15","","","디지탈인사이드로의 피인수 모멘텀",""
"2006-11-15","","","대규모 무상증자 모멘텀 지속",""
"2006-11-15","","","제이엠피 인수소식",""
"2006-11-15","","","정소프트로의 피인수 소식",""
"2006-11-15","","","신규상장 첫날 급등",""
"2006-11-16","","","자산가치 부각",""
"2006-11-16","","","일부 하이브리드카관련주 강세",""
"2006-11-16","","","대규모 무상증자 모멘텀 지속",""
"2006-11-16","","","신규상장후 연일 급등",""
"2006-11-16","","","신규상장 첫날 급등",""
"2006-11-16","","","M&A 이슈 부각",""
"2006-11-16","","","친환경 LCD 공정처리 특허 취득",""
"2006-11-17","","","자산가치 부각",""
"2006-11-17","","","신규상장후 연일 급등",""
"2006-11-17","","","100% 무상증자 결정",""
"2006-11-17","","","남오세티아 탐사 개발생산권 획득소식",""
"2006-11-17","","","증권사 긍정적 평가(내년 이익 성장 전망)",""
"2006-11-20","","","자산가치 부각",""
"2006-11-20","","","신규 상장후 연일 급등",""
"2006-11-20","","","100% 무상증자 결정",""
"2006-11-20","","","2건의 특허 취득공시",""
"2006-11-20","","","감자로 인한 변경상장후 급등",""
"2006-11-20","","","대주주 지분양도",""
"2006-11-21","","","자산가치 부각",""
"2006-11-21","","","대주주 지분 양도 모멘텀",""
"2006-11-21","","","안양 이마트 가치부각",""
"2006-11-21","","","2건의 특허취득 모멘텀",""
"2006-11-21","","","필코전자와 수소연료전지 자동차용 필름캐패시터 공동개발 협약 체결",""
"2006-11-21","","","일본에서 출시한 휴대폰의 판매호조 등",""
"2006-11-21","","","이달 말 기업용 판매 시작 기대감으로 윈도비스타수혜주 강세",""
"2006-11-21","","","뉴인텍과 수소연료전지 자동차용 필름캐패시터 공동개발 협약 체결",""
"2006-11-21","","","이달 말 기업용 판매 시작 기대감으로 윈도비스타수혜주 강세",""
"2006-11-21","","","제2의 싸이월드 기대감",""
"2006-11-21","","","일본에서 출시한 휴대폰의 판매호조 등",""
"2006-11-22","","","대주주 지분양도 모멘텀",""
"2006-11-22","","","안양 이마트 점포 가치 부각",""
"2006-11-22","","","2건의 특허취득 모멘텀",""
"2006-11-22","","","어닝서프라이즈 기대감",""
"2006-11-22","","","윈도비스타수혜주 강세",""
"2006-11-22","","","윈도비스타수혜주 강세",""
"2006-11-22","","","제2의 싸이월드 기대감",""
"2006-11-22","","","자회사 엘렉스테크 상장 추진 소식",""
"2006-11-22","","","에스엠으로의 피인수 소식",""
"2006-11-22","","","티엔터테인먼트의 바른손 최대주주사 인수소식",""
"2006-11-22","","","우리제약 인수 모멘텀",""
"2006-11-22","","","장하성펀드의 지분 매입 소식",""
"2006-11-22","","","일부 장하성펀드 관련주 강세",""
"2006-11-23","","","안양 이마트 가치 부각",""
"2006-11-23","","","대주주 지분 양도 모멘텀",""
"2006-11-23","","","장하성펀드의 지분 매입 소식",""
"2006-11-23","","","AI 의심 바이러스 국내 발견 소식으로 수산주 강세",""
"2006-11-23","","","AI 의심 바이러스 국내 발견 소식으로 수산주 강세",""
"2006-11-23","","","AI 의심 바이러스 국내 발견 소식으로 수산주 강세",""
"2006-11-23","","","AI 의심 바이러스 국내 발견 소식으로 수산주 강세",""
"2006-11-23","","","AI 의심 바이러스 국내 발견 소식으로 수산주 강세",""
"2006-11-23","","","AI 의심 바이러스 국내 발견 소식으로 수산주 강세",""
"2006-11-23","","","AI 의심 바이러스 국내 발견 소식으로 수산주 강세",""
"2006-11-23","","","AI 의심 바이러스 국내 발견 소식으로 수산주 강세",""
"2006-11-23","","","AI 의심 바이러스 국내 발견 소식으로 백신/진단시약/방역관련주 강세",""
"2006-11-23","","","AI 의심 바이러스 국내 발견 소식으로 백신/진단시약/방역관련주 강세",""
"2006-11-23","","","AI 의심 바이러스 국내 발견 소식으로 백신/진단시약/방역관련주 강세",""
"2006-11-23","","","AI 의심 바이러스 국내 발견 소식으로 백신/진단시약/방역관련주 강세",""
"2006-11-23","","","AI 의심 바이러스 국내 발견 소식으로 백신/진단시약/방역관련주 강세",""
"2006-11-23","","","AI 의심 바이러스 국내 발견 소식으로 AI치료물질관련주 강세",""
"2006-11-23","","","AI 의심 바이러스 국내 발견 소식으로 백신/진단시약/방역관련주 강세",""
"2006-11-23","","","AI 의심 바이러스 국내 발견 소식으로 백신/진단시약/방역관련주 강세",""
"2006-11-23","","","AI 의심 바이러스 국내 발견 소식으로 백신/진단시약/방역관련주 강세",""
"2006-11-23","","","AI 의심 바이러스 국내 발견 소식으로 백신/진단시약/방역관련주 강세",""
"2006-11-23","","","AI 의심 바이러스 국내 발견 소식으로 백신/진단시약/방역관련주 강세",""
"2006-11-24","","","장하성 펀드의 동사 지분 매입 모멘텀",""
"2006-11-24","","","대주주 지분 양도 모멘텀",""
"2006-11-24","","","안양 이미트 가치 부각",""
"2006-11-24","","","백신/진단시약/방역주 강세",""
"2006-11-24","","","백신/진단시약/방역주 강세",""
"2006-11-24","","","백신/진단시약/방역주 강세",""
"2006-11-24","","","백신/진단시약/방역주 강세",""
"2006-11-24","","","일부 수산주 강세",""
