"날짜","종목코드","종목명","급등 사유","등락"
"2006-11-24","","","하이브리드카용 배터리 제품 개발·테스트 소식",""
"2006-11-24","","","보유 부동산 · 주식 가치 부각",""
"2006-11-27","","","수산주 강세",""
"2006-11-27","","","백신/진단시약/방역 관련주 강세",""
"2006-11-27","","","백신/진단시약/방역 관련주 강세",""
"2006-11-27","","","백신/진단시약/방역 관련주 강세",""
"2006-11-27","","","백신/진단시약/방역 관련주 강세",""
"2006-11-27","","","보유 부동산·주식 가치 부각",""
"2006-11-27","","","수산주 강세",""
"2006-11-27","","","백신/진단시약/방역 관련주 강세",""
"2006-11-27","","","백신/진단시약/방역 관련주 강세",""
"2006-11-27","","","AI 예방 공기청정기 개발 소식",""
"2006-11-27","","","AI치료물질관련주 강세",""
"2006-11-27","","","백신/진단시약/방역 관련주 강세",""
"2006-11-27","","","수산주 강세",""
"2006-11-27","","","독일계 투자회사 피터벡앤파트너의 동사 지분 확대 모멘텀",""
"2006-11-27","","","백신/진단시약/방역 관련주 강세",""
"2006-11-27","","","백신/진단시약/방역 관련주 강세",""
"2006-11-27","","","백신/진단시약/방역 관련주 강세",""
"2006-11-27","","","중소형증권사 강세",""
"2006-11-27","","","AI살균제 매출증가 기대감, AI치료물질관련주 강세",""
"2006-11-27","","","수산주 강세",""
"2006-11-27","","","수산주 강세",""
"2006-11-27","","","수산주 강세",""
"2006-11-27","","","수산주 강세",""
"2006-11-27","","","수산주 강세",""
"2006-11-27","","","한불종금 인수 승인 모멘텀, 중소형증권사 강세",""
"2006-11-27","","","수산주 강세",""
"2006-11-27","","","백신/진단시약/방역 관련주 강세",""
"2006-11-28","","","독일계 투자회사 피터벡앤파트너의 동사 지분 확대 모멘텀",""
"2006-11-28","","","윈도비스타수혜주 강세",""
"2006-11-28","","","유보율 높은 자산주로 부각, 일부 대북송전주 강세",""
"2006-11-28","","","계열사 퓨리메드의 정신질환 우울증 치료제 개발 소식",""
"2006-11-28","","","상장 첫날 급등",""
"2006-11-28","","","유보율 높은 자산주로 부각",""
"2006-11-28","","","유보율 높은 자산주로 부각",""
"2006-11-28","","","감자후 첫거래일 급등",""
"2006-11-28","","","유보율 높은 자산주로 부각",""
"2006-11-28","","","유보율 높은 자산주로 부각",""
"2006-11-28","","","윈도비스타수혜주 강세",""
"2006-11-29","","","계열사의 우울증 치료제 개발소식",""
"2006-11-29","","","해외미수 채권 회수 기대감",""
"2006-11-29","","","윈도비스타 수혜 및 성장 기대감",""
"2006-11-30","","","계열사의 우울증 치료제 개발소식",""
"2006-11-30","","","해외미수 채권 회수 기대감",""
"2006-11-30","","","산업자원부 중소기업 거점기술개발사업과제 주관업체 선정소식",""
"2006-11-30","","","한류엑스포 개막과 권리락 효과",""
"2006-11-30","","","네오웨이브 인수소식",""
"2006-12-01","","","계열사 우울증 치료제 개발 모멘텀",""
"2006-12-01","","","숙취해소제 출시 공시",""
"2006-12-01","","","중앙일보사 등과 엔터사업 제휴 양해각서(MOU) 체결소식",""
"2006-12-01","","","윈도비스타 수혜주로 부각",""
"2006-12-04","","","계열사 우울증 치료제 개발 모멘텀",""
"2006-12-04","","","인터클릭 합병을 위한 외부평가계약 체결 소식",""
"2006-12-04","","","윈도비스타 수혜주로 부각",""
"2006-12-04","","","저평가 메리트 부각",""
"2006-12-04","","","DKR오아시스의 동사 BW 인수 소식",""
"2006-12-05","","","윈도비스타 수혜주로 부각",""
"2006-12-05","","","다모임 인수 소식",""
"2006-12-05","","","와이브로관련주 강세",""
"2006-12-05","","","쿠도커뮤니케이션 대표의 동사 지분 취득 소식",""
"2006-12-05","","","긍정적 성장 전망",""
"2006-12-05","","","와이브로관련주 강세",""
"2006-12-05","","","상장 첫날 급등",""
"2006-12-05","","","하이브리드카 관련주 강세",""
"2006-12-05","","","하이브리드카 관련주 강세",""
"2006-12-05","","","와이브로관련주 강세",""
"2006-12-05","","","와이브로관련주 강세",""
"2006-12-06","","","쿠도커뮤니케이션 대표의 동사 지분 취득소식",""
"2006-12-06","","","국방부와의 대규모 공급계약 체결 기대감",""
"2006-12-06","","","대주주 추가 지분 매입 소식, 환율 하락 수혜 기대감",""
"2006-12-07","","","국방부를 통한 전군에 오피스 프로그램 보급 소식, 자회사 씽크프리에 대한 구글의 관심 소식",""
"2006-12-07","","","M&A 이슈 재부각",""
"2006-12-07","","","모바일 커뮤니티서비스에 대한 기대감",""
"2006-12-07","","","액면병합 결정",""
"2006-12-08","","","배당기대와 자산매력 부각",""
"2006-12-08","","","윈도비스타수혜주 강세",""
"2006-12-08","","","당뇨병 치료제 관련 특허 취득 소식",""
"2006-12-08","","","윈도비스타 출시로 인한 외형성장 기대감, 윈도비스타 수혜주 강세",""
"2006-12-08","","","윈도비스타수혜주 강세",""
"2006-12-08","","","윈도비스타수혜주 강세",""
"2006-12-08","","","차세대 백신소재 제조기술 특허출원 소식",""
"2006-12-08","","","액면분할 결정",""
"2006-12-11","","","신사업 기대감",""
"2006-12-11","","","배당기대와 자산매력 부각",""
"2006-12-11","","","액면분할 결정",""
"2006-12-11","","","윈도비스타 출시로 인한 외형성장 기대감",""
"2006-12-11","","","조류인플루엔자(AI) 추가발생 소식에 백신/ 진단시약/방역주 강세",""
"2006-12-11","","","조류인플루엔자(AI) 추가발생 소식에 백신/ 진단시약/방역주 강세",""
"2006-12-11","","","조류인플루엔자(AI) 추가발생 소식에 백신/ 진단시약/방역주 강세",""
"2006-12-11","","","조류인플루엔자(AI) 추가발생 소식에 AI치료물질관련주 강세",""
"2006-12-11","","","조류인플루엔자(AI) 추가발생 소식에 백신/ 진단시약/방역주 강세",""
"2006-12-11","","","조류인플루엔자(AI) 추가발생 소식에 백신/ 진단시약/방역주 강세",""
"2006-12-11","","","조류인플루엔자(AI) 추가발생 소식에 백신/ 진단시약/방역주 강세",""
"2006-12-11","","","조류인플루엔자(AI) 추가발생 소식에 백신/ 진단시약/방역주 강세",""
"2006-12-11","","","조류인플루엔자(AI) 추가발생 소식에 백신/ 진단시약/방역주 강세",""
"2006-12-11","","","일부 전력설비주 강세",""
"2006-12-11","","","조류인플루엔자(AI) 추가발생 소식에 수산주 강세",""
"2006-12-11","","","조류인플루엔자(AI) 추가발생 소식에 수산주 강세",""
"2006-12-11","","","Active tag용 박형 망간전지 개발 소식",""
"2006-12-11","","","조류인플루엔자(AI) 추가발생 소식에 AI치료물질관련주 강세",""
"2006-12-11","","","조류인플루엔자(AI) 추가발생 소식에 수산주 강세",""
"2006-12-11","","","조류인플루엔자(AI) 추가발생 소식에 수산주 강세",""
"2006-12-11","","","조류인플루엔자(AI) 추가발생 소식에 수산주 강세",""
"2006-12-11","","","조류인플루엔자(AI) 추가발생 소식에 수산주 강세",""
"2006-12-11","","","조류인플루엔자(AI) 추가발생 소식에 수산주 강세",""
"2006-12-11","","","조류인플루엔자(AI) 추가발생 소식에 백신/ 진단시약/방역주 강세",""
"2006-12-11","","","한국전자통신연구원과 GW-PON 관련 기술이전계약 체결 소식",""
"2006-12-12","","","신사업 기대감",""
"2006-12-12","","","배당기대와 자산매력 부각",""
"2006-12-12","","","윈도비스타 출시로 인한 외형성장 기대감",""
"2006-12-12","","","일부 와이브로관련주 강세",""
"2006-12-12","","","티니아텍 인수 소식",""
"2006-12-12","","","최대주주 변경 소식",""
"2006-12-13","","","배당기대와 자산매력 부각",""
"2006-12-13","","","윈도비스타 출시로 인한 외형성장 기대감",""
"2006-12-13","","","최대주주 변경 소식",""
"2006-12-13","","","줄기세포 자동분리기 개발성공에 따른 바이오사업부문 확대 소식",""
"2006-12-13","","","06사업년도 1주당 100원 현금배당 예정 공시",""
"2006-12-13","","","신규 상장 첫날 급등",""
"2006-12-13","","","신규 상장 첫날 급등",""
"2006-12-14","","","배당기대와 자산매력 부각",""
"2006-12-14","","","신규 상장후 연일 급등",""
"2006-12-14","","","한국전자통신연구원(ETRI)과의 기술이전 계약 체결 소식",""
"2006-12-14","","","대규모 무상증자 결정 공시",""
"2006-12-14","","","오영주 회장의 그룹 경영권 강화 기대감",""
"2006-12-14","","","태광그룹과 장하성펀드의 지배구조 개선 합의 소식",""
"2006-12-14","","","태광그룹과 장하성펀드의 지배구조 개선 합의 소식",""
"2006-12-14","","","오영주 회장의 그룹 경영권 강화 기대감",""
"2006-12-15","","","대표 검찰고발 무혐의 통지 영향",""
"2006-12-15","","","나노복합분말 소재 실용화 추진소식",""
"2006-12-15","","","나노복합분말 소재 실용화 추진소식",""
"2006-12-18","","","무상증자 기대감",""
"2006-12-18","","","저평가 부각",""
"2006-12-18","","","대규모 3자배정 유상증자, 제대혈테마주 강세",""
"2006-12-18","","","한국정보통신연구원(ETRI)과 기술도입 계약 체결 소식",""
"2006-12-19","","","저평가 부각",""
"2006-12-19","","","무상증자 기대감",""
"2006-12-19","","","자산가치 부각",""
"2006-12-19","","","경영권 매각 이슈",""
"2006-12-19","","","이라크 원유 및 가스탐사 개발 MOU체결소식",""
"2006-12-19","","","무선인터넷테마 강세",""
"2006-12-19","","","실적 및 해외 성과 기대감, 무선인터넷테마 강세",""
"2006-12-19","","","무선인터넷테마 강세",""
"2006-12-19","","","실적 및 해외 성과 기대감, 무선인터넷테마 강세",""
"2006-12-20","","","경영권 매각 이슈",""
"2006-12-20","","","윈도비스타수혜주 강세",""
"2006-12-20","","","팬텀엔터그룹으로의 피인수 모멘텀",""
"2006-12-20","","","윈도비스타수혜주 강세",""
"2006-12-20","","","현물출자 유상증자소식",""
"2006-12-20","","","성장 회복 기대감",""
"2006-12-20","","","윈도비스타수혜주 강세",""
"2006-12-20","","","윈도비스타수혜주 강세",""
"2006-12-20","","","하이얼과 근거리 무선 통신 기술 제휴소식",""
"2006-12-21","","","경영권 매각 이슈",""
"2006-12-21","","","윈도비스타수혜주 강세",""
"2006-12-21","","","팬텀엔터그룹으로의 피인수 모멘텀",""
"2006-12-21","","","윈도비스타수혜주 강세",""
"2006-12-21","","","윈도비스타수혜주 강세",""
"2006-12-21","","","윈도비스타수혜주 강세",""
"2006-12-21","","","장하성펀드와 지배구조개선 합의 소식",""
"2006-12-21","","","윈도비스타수혜주 강세",""
"2006-12-21","","","와이브로망 기반 UCC 솔루션 개발 소식",""
"2006-12-21","","","200% 무상증자 결정",""
"2006-12-22","","","윈도비스타수혜주 강세",""
"2006-12-22","","","윈도비스타수혜주 강세",""
"2006-12-22","","","윈도비스타수혜주 강세",""
"2006-12-22","","","자회사의 에이즈백신 국내 특허승인 소식",""
"2006-12-22","","","정통부의 라디오 디지털화 추진 발표",""
"2006-12-22","","","에스티더블유로의 경영권 이전 확정 소식",""
"2006-12-26","","","일부 윈도비스타수혜주 강세",""
"2006-12-26","","","에스티더블유로의 경영권 이전 확정 소식",""
"2006-12-26","","","하이브리드카관련주 강세",""
"2006-12-26","","","하이브리드카관련주 강세",""
"2006-12-26","","","동사 모니터제품 윈도비스타 프리미엄 인증 획득소식",""
"2006-12-26","","","하이브리드카관련주 강세",""
"2006-12-26","","","일부 윈도비스타수혜주 강세",""
"2006-12-26","","","하이브리드카관련주 강세",""
"2006-12-26","","","하이브리드카관련주 강세",""
"2006-12-27","","","하이브리드카관련주 강세",""
"2006-12-27","","","하이브리드카관련주 강세",""
"2006-12-27","","","하이브리드카관련주 강세",""
"2006-12-27","","","동사 모니터제품 윈도비스타 프리미엄 인증 획득소식",""
"2006-12-27","","","윈도비스타주로 부각",""
"2006-12-27","","","내년 실적 기대감",""
"2006-12-27","","","신규상장 첫날 급등",""
"2006-12-27","","","최대주주 경영권 매각 소식",""
"2006-12-28","","","동사 모니터제품 윈도비스타 프리미엄 인증 획득소식",""
"2006-12-28","","","통신장비주 강세",""
"2006-12-28","","","통신장비주 강세",""
"2006-12-28","","","대규모 공급계약 소식",""
"2006-12-28","","","무선인터넷주 강세",""
"2006-12-28","","","무선인터넷주 강세",""
"2006-12-28","","","통신장비주 강세",""
"2006-12-28","","","지능형로봇 관련주 강세",""
"2006-12-28","","","무선인터넷주 강세",""
"2006-12-28","","","내년 실적개선 기대감",""
"2006-12-28","","","무선인터넷주 강세",""
"2006-12-28","","","무선인터넷주 강세",""
"2006-12-28","","","통신장비주 강세",""
"2006-12-28","","","윈도드레싱효과(기관 대규모 매수세 유입)",""
"2006-12-28","","","무선인터넷주 강세",""
"2006-12-28","","","통신장비주 강세",""
