"날짜","종목코드","종목명","급등 사유","등락"
"2019-01-04",217730.0,"강스템바이오텍","JP모건 헬스케어 컨퍼런스 기대감 등으로 제약/바이오 관련주 상승 속 급등",11.39
"2019-01-04",19170.0,"신풍제약","JP모건 헬스케어 컨퍼런스 기대감 등으로 제약/바이오 관련주 상승 속 급등",10.86
"2019-01-04",118000.0,"우리들휴브레인","JP모건 헬스케어 컨퍼런스 기대감 등으로 제약/바이오 관련주 상승 속 급등",10.85
"2019-01-04",263690.0,"디알젬","일부 의료기기 관련주 상승 속 급등",10.24
"2019-01-04",220180.0,"핸디소프트","통신장비 관련주 상승 속 급등",9.8
"2019-01-04",69540.0,"라이트론","통신장비 관련주 상승 속 급등",9.74
"2019-01-04",2620.0,"제일파마홀딩스","자회사 제일약품, 뇌졸중 신약 임상 결과 및 JP모건 헬스케어 파트너링 미팅 기대감에 급등",9.35
"2019-01-04",18700.0,"바른손","게임/모바일게임 관련주 상승 속 급등",9.31
"2019-01-04",119650.0,"KC코트렐","삼성전자, 미세먼지연구소 신설 소식에 황사/미세먼지 관련주 상승 속 급등",9.28
"2019-01-04",101730.0,"조이맥스","게임/모바일게임 관련주 상승 속 급등",9.27
"2019-01-04",189300.0,"인텔리안테크","통신장비 관련주 상승 속 급등",9.15
"2019-01-07",41140.0,"넥슨지티","김정주 대표, 넥슨 매각 추진 모멘텀 지속 등에 상한가",29.99
"2019-01-07",16380.0,"동부제철","철강 주요종목 상승 속 신규 자본 유치 및 경영권 이전 추진에 상한가",29.97
"2019-01-07",33170.0,"시그네틱스","2차 북미 정상회담 개최지 협상 논의 소식에 대북관련주 상승 속 상한가",29.47
"2019-01-07",225570.0,"넷게임즈","김정주 대표, 넥슨 매각 추진 모멘텀 지속 등에 급등",24.88
"2019-01-07",8420.0,"문배철강","철강 중소형 및 대북관련주 상승 속 급등",24.66
"2019-01-07",38060.0,"루멘스","CES 2019서 플렉시블 디스플레이 제품 등 공개 예정 소식에 급등",18.51
"2019-01-07",9520.0,"포스코엠텍","2차 북미 정상회담 개최지 협상 논의 소식에 대북관련주 상승 속 급등",13.75
"2019-01-07",2310.0,"아세아제지","골판지 제조 관련주 상승 속 급등",13.12
"2019-01-07",19570.0,"리더스 기술투자","대규모 자금조달 기대감에 급등",12.86
"2019-01-07",49080.0,"기가레인","통신장비 관련주 상승 속 급등",11.8
"2019-01-07",100590.0,"머큐리","통신장비 관련주 상승 속 급등",11.67
"2019-01-07",28100.0,"동아지질","2차 북미 정상회담 개최지 협상 논의 소식에 대북관련주 상승 속 급등",11.41
"2019-01-07",11780.0,"금호석유","국제유가 상승세 지속 등으로 석유화학주 상승 속 급등",10.65
"2019-01-07",196450.0,"디오스텍","디오스텍, 100억원 규모 베트남 생산설비 투자 소식에 급등",10.28
"2019-01-07",66910.0,"손오공","최대주주 마텔, BTS 패션인형 출시 소식에 급등",10.16
"2019-01-07",1290.0,"상상인증권","美 증시 급등 및 네이버 증권사 인수 추진설 등으로 증권주 상승 속 급등",9.94
"2019-01-07",138080.0,"오이솔루션","통신장비 관련주 상승 속 급등",9.55
"2019-01-07",17480.0,"삼현철강","철강 중소형 및 대북관련주 상승 속 급등",9.5
"2019-01-07",118990.0,"모트렉스","CES 2019서 자율주행 관련 제품 등 공개 예정 소식에 급등",9.39
"2019-01-07",187790.0,"나노","일부 황사/미세먼지 관련주 상승 속 급등",9.24
"2019-01-08",16380.0,"동부제철","신규 자본 유치 및 경영권 이전 추진 기대감 지속에 이틀째 상한가",29.91
"2019-01-08",46940.0,"우원개발","北 김정은 방중 소식 등에 대북관련주 상승 속 상한가",29.83
"2019-01-08",25980.0,"아난티","北 김정은 방중 소식 등에 대북관련주 상승 속 급등",19.18
"2019-01-08",26150.0,"특수건설","北 김정은 방중 소식 등에 대북관련주 상승 속 급등",18.2
"2019-01-08",263920.0,"블러썸엠앤씨","中 한한령 해제 기대감에 일부 화장품 관련주 상승 속 급등",16.55
"2019-01-08",89150.0,"케이씨티","최저임금 결정구조 개편 초안 발표에 따른 수혜 기대감에 키오스크 관련주 상승 속 급등",13.8
"2019-01-08",33170.0,"시그네틱스","北 김정은 방중 소식 등에 대북관련주 상승 속 급등",11.52
"2019-01-08",6390.0,"한일현대시멘트","北 김정은 방중 소식 등에 대북관련주 상승 속 급등",11.37
"2019-01-08",3230.0,"삼양식품","中 유베이와 총판 MOU 체결 모멘텀 지속에 급등",10.86
"2019-01-08",208860.0,"엔지스테크널러지","KT와 커넥티드카 온라인서비스 플랫폼 개발 계약 체결 모멘텀 지속에 급등",10.56
"2019-01-08",1840.0,"이화공영","北 김정은 방중 소식 등에 대북관련주 상승 속 급등",10.5
"2019-01-08",214420.0,"토니모리","中 한한령 해제 기대감에 일부 화장품 관련주 상승 속 급등",10.27
"2019-01-08",13360.0,"일성건설","北 김정은 방중 소식 등에 대북관련주 상승 속 급등",10.24
"2019-01-08",1260.0,"남광토건","北 김정은 방중 소식 등에 대북관련주 상승 속 급등",9.96
"2019-01-08",7110.0,"일신석재","北 김정은 방중 소식 등에 대북관련주 상승 속 급등",9.78
"2019-01-08",65530.0,"전파기지국","KT와 지하철 5G 무선망 공사 계약 체결에 급등",8.75
"2019-01-08",53590.0,"한국테크놀로지","CES 2019서 전장부품 및 솔루션 공개 예정 소식에 급등",8.19
"2019-01-09",53590.0,"한국테크놀로지","대규모 자금 조달 기대감에 상한가",29.97
"2019-01-09",68290.0,"삼성출판사","스마트스터디 핑크퐁 동요 상어가족 글로벌 흥행 소식에 상한가",29.82
"2019-01-09",189860.0,"서전기전","대북관련주 상승 속 상한가",29.79
"2019-01-09",900100.0,"뉴프라이드","의료용 대마 처방 확대 촉구 등에 마리화나 관련주 강세 속 상한가",29.79
"2019-01-09",215480.0,"토박스코리아","스마트스터디 핑크퐁 동요 상어가족 글로벌 흥행 소식에 상한가",29.72
"2019-01-09",39830.0,"오로라","스마트스터디 핑크퐁 동요 상어가족 글로벌 흥행 소식에 급등",20.75
"2019-01-09",4140.0,"동방","대북관련주 상승 속 급등",18.25
"2019-01-09",54220.0,"비츠로시스","대북관련주 상승 속 급등",16.91
"2019-01-09",24840.0,"KBI메탈","대북관련주 상승 속 급등",16.24
"2019-01-09",166090.0,"하나머티리얼즈","반도체 관련주 강세 속 급등",14.03
"2019-01-09",78600.0,"대주전자재료","태양광에너지 및 MLCC 관련주 강세 속 급등",13.85
"2019-01-09",65940.0,"바이오빌","의료용 대마 처방 확대 촉구 등에 마리화나 관련주 강세 속 급등",12.53
"2019-01-09",1820.0,"삼화콘덴서","MLCC 관련주 강세 속 MLCC 실적 증가 기대감 등에 급등",12.5
"2019-01-09",108320.0,"실리콘웍스","반도체 관련주 강세 속 급등",12.42
"2019-01-09",52710.0,"아모텍","MLCC 관련주 강세 속 급등",12.08
"2019-01-09",65170.0,"넥스트BT","대북관련주 상승 속 급등",11.82
"2019-01-09",64760.0,"티씨케이","반도체 관련주 강세 속 저평가 분석 등에 급등",11.79
"2019-01-09",74600.0,"원익QnC","반도체 관련주 강세 속 급등",11.57
"2019-01-09",49950.0,"미래컴퍼니","CES 2019에 3D 카메라 큐브아이 탑재 제품 전시 모멘텀 지속에 급등",11.06
"2019-01-09",50860.0,"아세아텍","대북관련주 상승 속 급등",10.69
"2019-01-09",272290.0,"이녹스첨단소재","반도체 관련주 강세 속 급등",10.46
"2019-01-09",192440.0,"슈피겐코리아","실적 개선 및 배당확대 기대감 지속에 급등",10.0
"2019-01-10",215480.0,"토박스코리아","스마트스터디 핑크퐁 동요 상어가족 글로벌 흥행 모멘텀 지속에 이틀째 상한가",30.0
"2019-01-10",153710.0,"옵티팜","농촌진흥청, 이종 장기용 개발 돼지 공개 속 관련 사업 부각에 상한가",30.0
"2019-01-10",68290.0,"삼성출판사","스마트스터디 핑크퐁 동요 상어가족 글로벌 흥행 모멘텀 지속에 급등",21.96
"2019-01-10",151910.0,"나노스","김영수 전 국회 대변인 등 사외이사 선임 예정 모멘텀 지속에 급등",20.51
"2019-01-10",53590.0,"한국테크놀로지","대규모 자금 조달 기대감 지속에 급등",18.15
"2019-01-10",52790.0,"액토즈소프트","일부 게임/모바일게임 관련주 상승 속 미르의전설2 IP 공동 소유 사실 부각 등에 급등",15.57
"2019-01-10",41930.0,"동아화성","文대통령, 전기·수소차 보급 확대 발언에 일부 수소차 관련주 상승 속 급등",13.42
"2019-01-10",299910.0,"베스파","일부 모바일게임 관련주 상승 속 기업 가치 재평가 기대감 등에 급등",13.36
"2019-01-10",214310.0,"세미콘라이트","초소형 마이크로 LED 기술 확보 등에 급등",9.81
"2019-01-10",6490.0,"인스코비","자회사 셀루메드, 산자부 소재부품 기술개발사업 2단계 사업자 선정 소식에 급등",9.14
"2019-01-11",10040.0,"한국내화","강경화 외교부 장관, 2차 북미정상회담 관련 낙관적 발언 등에 대북관련주 상승 속 상한가",29.95
"2019-01-11",97870.0,"효성오앤비","강경화 외교부 장관, 2차 북미정상회담 관련 낙관적 발언 등에 대북관련주 상승 속 상한가",29.65
"2019-01-11",9520.0,"포스코엠텍","강경화 외교부 장관, 2차 북미정상회담 관련 낙관적 발언 등에 대북관련주 상승 속 급등",21.77
"2019-01-11",206560.0,"덱스터","CJ ENM 피인수설에 급등",16.15
"2019-01-11",171090.0,"선익시스템","OLED 관련주 상승 속 급등",14.36
"2019-01-11",106240.0,"파인테크닉스","삼성전자의 폴더블폰 공개 기대감에 폴더블폰 관련주 상승 속 급등",14.04
"2019-01-11",81150.0,"티플랙스","강경화 외교부 장관, 2차 북미정상회담 관련 낙관적 발언 등에 대북관련주 상승 속 급등",12.5
"2019-01-11",9810.0,"엔케이물산","강경화 외교부 장관, 2차 북미정상회담 관련 낙관적 발언 등에 대북관련주 상승 속 급등",12.43
"2019-01-11",232140.0,"와이아이케이","자사주 처분 결정 속 급등",11.93
"2019-01-11",25890.0,"한국주강","강경화 외교부 장관, 2차 북미정상회담 관련 낙관적 발언 등에 대북관련주 상승 속 급등",11.33
"2019-01-11",25980.0,"아난티","강경화 외교부 장관, 2차 북미정상회담 관련 낙관적 발언 등에 대북관련주 상승 속 급등",11.18
"2019-01-11",128660.0,"피제이메탈","강경화 외교부 장관, 2차 북미정상회담 관련 낙관적 발언 등에 대북관련주 상승 속 급등",10.19
"2019-01-11",251630.0,"브이원텍","삼성전자의 폴더블폰 공개 기대감에 플렉서블 디스플레이 관련주 상승 속 급등",10.08
"2019-01-11",1550.0,"조비","강경화 외교부 장관, 2차 북미정상회담 관련 낙관적 발언 등에 대북관련주 상승 속 급등",9.67
"2019-01-11",39610.0,"화성밸브","강경화 외교부 장관, 2차 북미정상회담 관련 낙관적 발언 등에 대북관련주 상승 속 급등",9.52
"2019-01-14",215480.0,"토박스코리아","스마트스터디 핑크퐁 동요 상어가족 글로벌 흥행 모멘텀 지속에 상한가",29.97
"2019-01-14",2100.0,"경농","北/美 2차 정상회담 개최 기대감 등에 대북관련주 상승 속 상한가",29.92
"2019-01-14",910.0,"유니온","北/美 2차 정상회담 개최 기대감 등에 대북관련주 상승 속 상한가",29.86
"2019-01-14",9460.0,"한창제지","황교안 전 총리가 자유한국당에 입당한다는 소식에 관련주로 시장에서 부각되며 상한가",29.85
"2019-01-14",50860.0,"아세아텍","대북관련주 상승 속 황교안 전 총리가 자유한국당에 입당한다는 소식에 관련주로 시장에서 부각되며 급등",25.18
"2019-01-14",14910.0,"성문전자","황교안 전 총리가 자유한국당에 입당한다는 소식에 관련주로 시장에서 부각되며 급등",24.15
"2019-01-14",206560.0,"덱스터","CJ ENM과 향후 전략적 투자 관계 등에 대한 기대감에 급등",21.44
"2019-01-14",290380.0,"대유","北/美 2차 정상회담 개최 기대감 등에 대북관련주 상승 속 급등",19.01
"2019-01-14",226340.0,"본느","화장품 산업 규모 성장 및 실적 기대감 등에 화장품 관련주 상승 속 급등",18.4
"2019-01-14",25890.0,"한국주강","北/美 2차 정상회담 개최 기대감 등에 대북관련주 상승 속 급등",14.64
"2019-01-14",52690.0,"한전기술","北/美 2차 정상회담 개최 기대감 등에 대북관련주 상승 속 급등",12.98
"2019-01-14",17250.0,"인터엠","황교안 전 총리가 자유한국당에 입당한다는 소식에 관련주로 시장에서 부각되며 급등",12.15
"2019-01-14",60480.0,"국일신동","황교안 전 총리가 자유한국당에 입당한다는 소식에 관련주로 시장에서 부각되며 급등",11.98
"2019-01-14",1550.0,"조비","北/美 2차 정상회담 개최 기대감 등에 대북관련주 상승 속 급등",11.64
"2019-01-14",14790.0,"한라","北/美 2차 정상회담 개최 기대감 등에 대북관련주 상승 속 급등",11.51
"2019-01-14",49630.0,"재영솔루텍","北/美 2차 정상회담 개최 기대감 등에 대북관련주 상승 속 급등",11.11
"2019-01-14",71460.0,"위니아딤채","미세먼지 비상저감조치 시행에 황사/미세먼지/공기청정기 관련주 상승 속 급등",9.84
"2019-01-14",154030.0,"아시아종묘","北/美 2차 정상회담 개최 기대감 등에 대북관련주 상승 속 급등",9.26
"2019-01-14",5860.0,"한일사료","北/美 2차 정상회담 개최 기대감 등에 대북관련주 상승 속 급등",9.12
"2019-01-14",10040.0,"한국내화","北/美 2차 정상회담 개최 기대감 등에 대북관련주 상승 속 급등",9.05
"2019-01-15",3480.0,"한진중공업홀딩스","피보증법인인 필리핀 계열회사 수빅조선소 회생절차 개시 결정문 접수에 상한가",30.0
"2019-01-15",97230.0,"한진중공업","필리핀 종속회사 수빅조선소 회생절차 개시 결정문 접수에 상한가",29.97
"2019-01-15",11810.0,"STX","STX바이오 계열회사 추가 속 상한가",29.96
"2019-01-15",54930.0,"유신","일부 대북관련주 상승 속 남북 철도사업 수혜 기대감에 상한가",29.92
"2019-01-15",41140.0,"넥슨지티","김정주 대표, 넥슨 매각 추진 모멘텀 지속 속 급등",23.85
"2019-01-15",10040.0,"한국내화","2차 미북정상회담 기대감 지속 등에 일부 대북관련주 상승 속 급등",21.13
"2019-01-15",232140.0,"와이아이케이","이재용 부회장 반도체 수요 증가 발언 속 반도체 검사장비 글로벌 1위 기술 부각에 급등",13.39
"2019-01-15",64550.0,"바이오니아","한림병원과 유전자검사서비스 공급 계약 체결 소식에 급등",11.85
"2019-01-15",151910.0,"나노스","김형기 전 통일부 차관 고문 영입 소식에 급등",10.81
"2019-01-15",106240.0,"파인테크닉스","폴더블폰 관련주 상승 속 급등",10.78
"2019-01-15",225570.0,"넷게임즈","김정주 대표, 넥슨 매각 추진 모멘텀 지속 속 급등",9.95
"2019-01-15",60720.0,"KH바텍","폴더블폰 관련주 상승 속 급등",9.61
"2019-01-15",217500.0,"러셀","49억원 규모 반도체장비 공급계약 체결 모멘텀 지속에 급등",9.59
"2019-01-16",54930.0,"유신","대북관련주 상승 속 남북 철도사업 수혜 기대감 지속에 이틀째 상한가",29.92
"2019-01-16",100660.0,"서암기계공업","풍력에너지 및 대북관련주 상승 속 상한가",30.0
"2019-01-16",54220.0,"비츠로시스","대북관련주 상승 속 최대주주 변경에 상한가",29.98
"2019-01-16",50860.0,"아세아텍","대북관련주 상승 속 황교안 친분 관계 관련 조회공시 요구 답변에 상한가",29.97
"2019-01-16",7720.0,"대명코퍼레이션","北 인프라 개발 기대감 등에 대북관련주 상승 속 상한가",29.9
"2019-01-16",2150.0,"도화엔지니어링","北 인프라 개발 기대감 등에 대북관련주 상승 속 상한가",29.74
"2019-01-16",68290.0,"삼성출판사","美 아마존에서 핑크퐁 제품 품절 소식에 상한가",29.71
"2019-01-16",39830.0,"오로라","美 아마존에서 핑크퐁 제품 품절 소식에 상한가",29.55
"2019-01-16",32790.0,"엠젠플러스","첨단재생의료법 통과 기대감에 급등",24.53
"2019-01-16",32560.0,"황금에스티","北 인프라 개발 기대감 등에 대북관련주 상승 속 급등",23.03
"2019-01-16",226360.0,"이엑스티","北 인프라 개발 기대감 등에 대북관련주 상승 속 급등",22.09
"2019-01-16",23350.0,"한국종합기술","北 인프라 개발 기대감 등에 대북관련주 상승 속 급등",18.59
"2019-01-16",174880.0,"장원테크","최대주주 변경 및 자금조달 기대감 지속에 급등",15.59
"2019-01-16",11320.0,"유니크","수소차 2022년까지 8만대 보급 정책 발표에 수소차 관련주 상승 속 급등",14.92
"2019-01-16",53690.0,"한미글로벌","北 인프라 개발 기대감 등에 대북관련주 상승 속 급등",13.72
"2019-01-16",110990.0,"디아이티","수소차 2022년까지 8만대 보급 정책 발표에 수소차 관련주 상승 속 급등",13.2
"2019-01-16",38500.0,"삼표시멘트","北 인프라 개발 기대감 등에 대북관련주 상승 속 급등",12.95
"2019-01-16",42370.0,"비츠로테크","北 인프라 개발 기대감 등에 대북관련주 상승 속 급등",12.15
"2019-01-16",215480.0,"토박스코리아","美 아마존에서 핑크퐁 제품 품절 소식에 급등",11.8
"2019-01-16",95190.0,"이엠코리아","수소차 2022년까지 8만대 보급 정책 발표에 수소차 관련주 상승 속 급등",11.67
"2019-01-16",9070.0,"KCTC","北 인프라 개발 기대감 등에 대북관련주 상승 속 급등",11.53
"2019-01-16",9450.0,"경동나비엔","북미시장 공략 가속화 소식에 급등",10.51
"2019-01-16",65950.0,"웰크론","北 인프라 개발 기대감 등에 대북관련주 상승 속 급등",10.51
"2019-01-16",490.0,"대동공업","北 인프라 개발 기대감 등에 대북관련주 상승 속 급등",10.25
"2019-01-17",108230.0,"톱텍","상장적격성 실질심사 대상제외 결정에 따른 거래재개 첫날 상한가",29.99
"2019-01-17",143540.0,"영우디에스피","日 시장 진출 기대감에 상한가",29.99
"2019-01-17",126880.0,"제이엔케이히터","文 대통령, 수소경제 활성화 로드맵 발표 소식에 수소차 관련주 강세 속 상한가",29.92
"2019-01-17",11320.0,"유니크","文 대통령, 수소경제 활성화 로드맵 발표 소식에 수소차 관련주 강세 속 상한가",29.82
"2019-01-17",33830.0,"티비씨","정치/인맥(황교안) 관련주로 시장에서 부각되며 급등",26.94
"2019-01-17",54930.0,"유신","남북 철도사업 수혜 기대감 지속에 급등",23.33
"2019-01-17",288620.0,"에스퓨얼셀","文 대통령, 수소경제 활성화 로드맵 발표 등으로 시장에서 관련주로 부각되며 급등",23.04
"2019-01-17",54220.0,"비츠로시스","최대주주 변경 모멘텀 지속에 급등",21.13
"2019-01-17",3010.0,"혜인","美 록히드마틴사와 PSPN 계약 체결 소식에 급등",18.12
"2019-01-17",7390.0,"네이처셀","미국 임상 2상 마무리 소식에 급등",14.95
"2019-01-17",80470.0,"성창오토텍","文 대통령, 수소경제 활성화 로드맵 발표 소식에 수소차 관련주 강세 속 급등",13.1
"2019-01-17",68930.0,"디지털대성","대성마이맥 19패스 기대감 등에 급등",11.34
"2019-01-17",69540.0,"라이트론","文 대통령, 수소경제 활성화 로드맵 발표 소식에 수소차 관련주 강세 속 급등",11.22
"2019-01-17",68290.0,"삼성출판사","스마트스터디 핑크퐁 동요 상어가족 글로벌 흥행 모멘텀 지속에 급등",11.08
"2019-01-17",196450.0,"디오스텍","디오스텍 인수 완료 모멘텀 지속에 급등",9.33
"2019-01-18",234100.0,"세원","수소차 관련주 상승 속 상한가",29.94
"2019-01-18",9320.0,"대우부품","수소차 관련주 상승 속 상한가",29.82
"2019-01-18",80470.0,"성창오토텍","수소차 관련주 상승 속 상한가",29.7
"2019-01-18",225570.0,"넷게임즈","모바일게임 관련주 상승 속 넥슨 매각 흥행 기대감에 상한가",29.56
"2019-01-18",9680.0,"모토닉","수소차 관련주 상승 속 급등",24.64
"2019-01-18",144620.0,"코오롱머티리얼","수소차 관련주 상승 속 급등",24.6
"2019-01-18",11230.0,"삼화전자","수소차 관련주 상승 속 급등",23.46
"2019-01-18",10770.0,"평화홀딩스","수소차 관련주 상승 속 급등",23.45
"2019-01-18",12340.0,"뉴인텍","수소차 관련주 상승 속 급등",20.58
"2019-01-18",41140.0,"넥슨지티","게임/모바일게임 관련주 상승 속 넥슨 매각 흥행 기대감에 급등",20.47
"2019-01-18",19540.0,"일지테크","수소차 관련주 상승 속 급등",19.31
"2019-01-18",108230.0,"톱텍","상장적격성 실질심사 대상제외 결정에 따른 거래재개 이틀째 급등",16.35
"2019-01-18",126880.0,"제이엔케이히터","수소차 관련주 상승 속 급등",15.39
"2019-01-18",66590.0,"우수AMS","수소차 관련주 상승 속 급등",14.73
"2019-01-18",53700.0,"삼보모터스","수소차 관련주 상승 속 급등",14.72
"2019-01-18",92780.0,"동양피스톤","수소차 관련주 상승 속 급등",14.6
"2019-01-18",39860.0,"나노엔텍","자동세포계수기 'ADAM-MC2' 출시 소식에 급등",13.43
"2019-01-18",90080.0,"평화산업","수소차 관련주 상승 속 급등",12.19
"2019-01-18",38530.0,"골드퍼시픽","올해 신작 출시 기대감 등에 게임/모바일게임 관련주 상승 속 급등",11.29
"2019-01-18",64960.0,"S&T모티브","수소차 관련주 상승 속 급등",10.76
"2019-01-18",265560.0,"영화테크","수소차 관련주 상승 속 급등",10.31
"2019-01-18",32790.0,"엠젠플러스","첨단재생의료법 통과 기대감 지속에 급등",10.0
"2019-01-18",41930.0,"동아화성","수소차 관련주 상승 속 급등",9.84
"2019-01-18",228850.0,"레이언스","4분기 실적 기대감 등으로 급등",9.73
"2019-01-18",91970.0,"나노캠텍","50억원 규모 자사주 취득 결정 모멘텀 지속에 급등",9.52
"2019-01-21",81000.0,"일진다이아","수소차 관련주 강세 속 상한가",29.98
"2019-01-21",43100.0,"솔고바이오","경추용 임플란트 신제품 美 FDA 승인 소식에 상한가",29.95
"2019-01-21",13310.0,"아진산업","수소차 관련주로 시장에서 부각되며 상한가",29.84
"2019-01-21",37370.0,"EG","수소차 관련주 강세 속 상한가",29.64
"2019-01-21",23800.0,"인지컨트롤스","수소차 관련주 강세 속 상한가",29.46
"2019-01-21",53270.0,"구영테크","자동차부품 관련주 상승 속 급등",23.63
"2019-01-21",92780.0,"동양피스톤","수소차 관련주 강세 속 급등",23.23
"2019-01-21",122350.0,"삼기오토모티브","수소차 관련주 강세 속 현대 수소전기차 '넥쏘' 부품 독점 공급 소식에 급등",20.78
"2019-01-21",24910.0,"경창산업","자동차부품 관련주 상승 속 급등",19.39
"2019-01-21",41930.0,"동아화성","수소차 관련주 강세 속 급등",18.11
"2019-01-21",16920.0,"카스","황교안 전 총리 관련주로 시장에서 부각되며 급등",16.84
"2019-01-21",15860.0,"일진홀딩스","수소차 관련주 강세 속 자회사 일진다이아 상한가에 급등",15.92
"2019-01-21",265560.0,"영화테크","수소차 관련주 강세 속 급등",15.85
"2019-01-21",89980.0,"상아프론테크","지난해 4분기 실적 호조 등에 급등",15.48
