"종목코드","종목명","가격","등락","상한가일수","사유","날짜"
"052420","오성엘에스티",1320.0,19.46,"","워크아웃 졸업 기대감에 급등","2017-01-06"
"061040","알에프텍",5960.0,12.67,"","삼성전자 어닝서프라이즈 소식에 일부 휴대폰부품주 급등","2017-01-06"
"065060","지엔코",8670.0,10.87,"","일부 반기문 관련주 급등","2017-01-06"
"073190","디비케이",3110.0,29.85,1.0,"반기문 정책 기대감 속 일자리/교육 관련주로 시장에서 부각되며 상한가","2017-01-10"
"036630","세종텔레콤",1195.0,29.47,1.0,"기간통신사업자 진입규제 개선 논의 소식에 상한가","2017-01-10"
"117930","한진해운",1100.0,26.0,"","SM상선에 미주노선 매각 모멘텀 지속에 급등","2017-01-10"
"096630","에스코넥",3160.0,24.9,"","반기문 정책 기대감에 일자리 관련주 상승 속 급등","2017-01-10"
"071970","STX중공업",2535.0,17.63,"","매각 기대감 지속에 급등","2017-01-10"
"031820","콤텍시스템",1740.0,15.61,"","기간통신사업자 진입규제 개선 논의 소식에 급등","2017-01-10"
"008600","윌비스",3750.0,10.78,"","반기문 정책 기대감에 일자리/교육 관련주 상승 속 급등","2017-01-10"
"035460","기산텔레콤",3980.0,9.19,"","기간통신사업자 진입규제 개선 논의 소식에 급등","2017-01-10"
"071970","STX중공업",3295.0,29.98,1.0,"매각 기대감 지속에 상한가","2017-01-11"
"011810","STX",2760.0,29.88,1.0,"STX중공업 매각 기대감 지속에 상한가","2017-01-11"
"176440","에이치엔티",12500.0,29.53,1.0,"사진 촬영 가능한 휴대용 단말기 관련 특허 취득에 상한가","2017-01-11"
"077970","STX엔진",8380.0,20.06,"","STX중공업 매각 기대감 지속에 급등","2017-01-11"
"230360","에코마케팅",22800.0,12.04,"","中 텐센트 ‘광디엔통’과 ‘위챗 광고’ 수권계약 최초 체결 소식에 급등","2017-01-11"
"177830","파버나인",6250.0,11.61,"","삼성전자 헬스케어 부품 공급 부각에 급등","2017-01-11"
"001230","동국제강",13000.0,11.59,"","업황 개선 기대감에 철강주 강세 속 급등","2017-01-11"
"196450","온다 엔터테인먼트",3205.0,10.9,"","에이치이앤엠 합병 완료 소식에 급등","2017-01-11"
"117930","한진해운",1430.0,30.0,1.0,"SM상선에 미주노선 매각 모멘텀 지속에 상한가","2017-01-12"
"003280","흥아해운",1865.0,29.97,1.0,"해운주 강세 속 상한가","2017-01-12"
"032860","GMR머티리얼즈",1140.0,29.55,1.0,"철강 가격 상승 수혜 기대감에 상한가","2017-01-12"
"048870","코아로직",4730.0,29.77,"","관리종목 탈피 기대감 지속에 급등","2017-01-12"
"011810","STX",3480.0,26.09,"","채권단 지분 공개매각 기대감에 급등","2017-01-12"
"071970","STX중공업",3945.0,19.73,"","매각 기대감 지속에 급등","2017-01-12"
"077970","STX엔진",9850.0,17.54,"","STX중공업 매각 기대감 지속에 급등","2017-01-12"
"004560","현대비앤지스틸",14250.0,11.33,"","업황회복 기대감에 일부 철강주 강세 속 급등","2017-01-12"
"014940","오리엔탈정공",2420.0,11.26,"","매각 기대감에 급등","2017-01-12"
"011200","현대상선",8200.0,10.66,"","해운주 강세 속 급등","2017-01-12"
"159910","MBK",1130.0,10.24,"","150억원 규모 CB발행 결정에 급등","2017-01-12"
"155660","DSR",10600.0,29.9,1.0,"문재인 지지율 30% 돌파 소식에 일부 관련주 급등 속 상한가","2017-01-13"
"069730","DSR제강",10450.0,29.81,1.0,"문재인 지지율 30% 돌파 소식에 일부 관련주 급등 속 상한가","2017-01-13"
"014940","오리엔탈정공",2935.0,21.28,"","매각 기대감에 이틀째 급등","2017-01-13"
"144510","녹십자랩셀",28800.0,19.25,"","자연살해세포 배양방법 관련 특허 취득에 급등","2017-01-13"
"002140","고려산업",7490.0,13.31,"","문재인 지지율 30% 돌파 소식에 일부 관련주 급등","2017-01-13"
"025620","제이준",6770.0,10.44,"","화장품 생산업체 실적 기대감에 화장품주 상승 속 급등","2017-01-13"
"002900","동양물산",4850.0,14.66,"","일부 반기문 관련주 급등","2017-01-16"
"226350","아이엠텍",7830.0,8.75,"","LG전자 스마트폰 G6 기대감에 급등","2017-01-16"
"114190","웰크론강원",3255.0,29.94,1.0,"역대 최대 수주 잔고 분석에 상한가","2017-01-17"
"076080","웰크론한텍",3060.0,15.25,"","웰크론강원 역대 최대 수주 잔고 분석에 급등","2017-01-17"
"241710","코스메카코리아",57700.0,8.87,"","국내외 증설에 따른 실적개선 기대감에 급등","2017-01-17"
"010060","OCI",88700.0,8.83,"","폴리실리콘 가격 반등 기대감에 태양광에너지 관련주 상승 속 급등","2017-01-17"
"002420","세기상사",92900.0,22.88,"","도시재생 수혜주로 부각되며 급등","2017-01-18"
"117930","한진해운",1195.0,15.46,"","SM상선에 미주노선 매각 모멘텀 지속에 급등","2017-01-18"
"088390","이녹스",27400.0,11.16,"","PCB(FPCB 등) 관련주 강세 속 급등","2017-01-18"
"024800","유성티엔에스",6150.0,9.63,"","일부 문재인 관련주 급등","2017-01-18"
"052420","오성엘에스티",1810.0,29.75,1.0,"워크아웃 졸업 기대감에 상한가","2017-01-19"
"079650","서산",5940.0,17.39,"","액면분할 후 거래재개 첫날 급등","2017-01-19"
"054180","중앙오션",2210.0,14.51,"","자회사 흡수합병 결정에 급등","2017-01-19"
"130960","CJ E&M",87200.0,10.8,"","주가 상승 지속 전망에 급등","2017-01-19"
"069730","DSR제강",12300.0,9.33,"","중국 철강사 구조조정 기대감에 중소형 철강주 상승 속 급등","2017-01-19"
"079650","서산",7720.0,29.97,1.0,"액면분할 후 거래재개 이틀째 급등","2017-01-20"
"002420","세기상사",121500.0,29.95,1.0,"경영권 이슈 및 품절주로 부각되며 상한가","2017-01-20"
"024850","피에스엠씨",1055.0,29.61,1.0,"반기문 관련주로 시장에서 부각되며 상한가","2017-01-20"
"069730","DSR제강",13750.0,11.79,"","일부 문재인 관련주 급등","2017-01-20"
"004990","롯데제과",195000.0,9.86,"","지주사 체제 전환 검토 결정에 롯데그룹주 상승 속 급등","2017-01-20"
"149940","모다정보통신",10200.0,9.44,"","리니지2 레볼루션 흥행에 따른 1분기 실적 기대감에 급등","2017-01-20"
"011390","부산산업",58100.0,29.98,1.0,"트럼프 수혜주 및 품절주로 부각되며 상한가","2017-01-23"
"052790","액토즈소프트",17150.0,29.92,1.0,"中 대표이사 선입 소식에 따른 기대감에 상한가","2017-01-23"
"033180","필룩스",4295.0,23.78,"","지난해 실적 호조에 급등","2017-01-23"
"008870","금비",127500.0,15.91,"","품절주로 부각되며 급등","2017-01-23"
"004090","한국석유",116000.0,14.29,"","품절주로 부각되며 급등","2017-01-23"
"079650","서산",8760.0,13.47,"","액면분할 후 거래재개 사흘째 급등","2017-01-23"
"036480","대성미생물",162800.0,13.13,"","품절주로 부각되며 급등","2017-01-23"
"003070","코오롱글로벌",12850.0,12.23,"","실적 개선 기대감에 급등","2017-01-23"
"020400","대동금속",47950.0,11.9,"","품절주로 부각되며 급등","2017-01-23"
"030960","양지사",7360.0,11.85,"","품절주로 부각되며 급등","2017-01-23"
"000650","천일고속",114000.0,11.76,"","품절주로 부각되며 급등","2017-01-23"
"000760","이화산업",21700.0,10.15,"","품절주로 부각되며 급등","2017-01-23"
"001140","국보",26200.0,10.08,"","품절주로 부각되며 급등","2017-01-23"
"230360","에코마케팅",25000.0,9.17,"","실적 개선 기대감 지속에 급등","2017-01-23"
"101390","아이엠",4810.0,30.0,1.0,"포켓몬고 국내 정식 출시 소식에 증강현실(AR)/가상현실(VR) 관련주 강세 속 상한가","2017-01-24"
"106080","하이소닉",4550.0,30.0,1.0,"포켓몬고 국내 정식 출시 소식에 증강현실(AR)/가상현실(VR) 관련주 강세 속 상한가","2017-01-24"
"047080","한빛소프트",5660.0,29.82,1.0,"포켓몬고 국내 정식 출시 소식에 증강현실(AR)/가상현실(VR) 관련주 강세 속 상한가","2017-01-24"
"064260","다날",6190.0,21.85,"","포켓몬고 국내 정식 출시 소식에 증강현실(AR)/가상현실(VR) 관련주 강세 속 급등","2017-01-24"
"030350","드래곤플라이",7610.0,13.58,"","포켓몬고 국내 정식 출시 소식에 증강현실(AR)/가상현실(VR) 관련주 강세 속 급등","2017-01-24"
"036620","버추얼텍",2510.0,9.85,"","포켓몬고 국내 정식 출시 소식에 휴대용 보조배터리 제조업체라는 점이 시장에서 부각되며 급등","2017-01-24"
"115610","이미지스",7200.0,9.42,"","멤스 마이크로폰 특허 취득에 급등","2017-01-24"
"017250","인터엠",4975.0,29.9,1.0,"새누리당, 황교안 대권출마 가능성 시사에 관련주로 부각되며 상한가","2017-01-25"
"131370","알서포트",2680.0,29.78,1.0,"자회사 게임덕, '포켓몬고' 중계 채널 오픈 부각에 상한가","2017-01-25"
"900100","뉴프라이드",3270.0,23.86,"","中 타이어 업체와 국내 타이어 시장 진출 소식에 급등","2017-01-25"
"047080","한빛소프트",6830.0,20.67,"","포켓몬고 국내 정식 출시 모멘텀 지속에 급등","2017-01-25"
"064520","바른전자",2135.0,14.78,"","갤럭시S8 기대감에 스마트폰 관련주 강세 속 급등","2017-01-25"
"083650","비에이치아이",5870.0,12.88,"","천연가스 수요 증가에 따른 수혜 전망에 급등","2017-01-25"
"033240","자화전자",19450.0,12.75,"","갤럭시S8 기대감에 스마트폰 관련주 강세 속 급등","2017-01-25"
"053450","세코닉스",15850.0,9.69,"","갤럭시S8 기대감에 휴대폰부품주 강세 속 급등","2017-01-25"
"082210","옵트론텍",6780.0,9.53,"","갤럭시S8 기대감에 휴대폰부품주 강세 속 급등","2017-01-25"
"140070","서플러스글로벌",9280.0,29.97,1.0,"삼성전자 역사적 신고가 경신 속 상장 이틀만에 상한가","2017-01-26"
"099830","씨그널엔터테인먼트그룹",916.0,19.74,"","드라마 '사임당, 빛의 일기' 기대감에 급등","2017-01-26"
"083930","아바코",7320.0,19.02,"","OLED 관련주 강세 속 급등","2017-01-26"
"036620","버추얼텍",2600.0,13.04,"","포켓몬고 국내 정식 출시에 따른 기대감 지속에 급등","2017-01-26"
"241790","오션브릿지",12650.0,12.95,"","삼성전자 역사적 신고가 경신에 반도체 장비주 강세 속 급등","2017-01-26"
"089790","제이티",4725.0,11.7,"","삼성전자 역사적 신고가 경신에 반도체 장비주 강세 속 급등","2017-01-26"
"020400","대동금속",49550.0,10.73,"","품절주로 부각되며 급등","2017-01-26"
"088290","이원컴포텍",3105.0,29.92,1.0,"안희정 관련주 급등 속 상한가","2017-01-31"
"044180","KD건설",258.0,29.65,1.0,"안희정 관련주로 시장에서 부각되며 상한가","2017-01-31"
"003310","대주산업",2600.0,27.45,"","안희정 관련주 급등","2017-01-31"
"001380","SG충방",4150.0,21.35,"","안희정 관련주 급등","2017-01-31"
"046310","백금T&A",5900.0,18.36,"","안희정 관련주 급등","2017-01-31"
"017250","인터엠",6140.0,15.85,"","시장에서 황교안 관련주로 부각되며 급등","2017-01-31"
"026910","광진실업",6130.0,15.01,"","지난해 영업이익 흑자전환에 급등","2017-01-31"
"900100","뉴프라이드",3500.0,14.57,"","中 타이어 업체와 국내 타이어 시장 진출 모멘텀 지속에 급등","2017-01-31"
"193250","와이제이엠게임즈",6240.0,11.23,"","신작 VR게임 흥행 기대감에 급등","2017-01-31"
"008260","NI스틸",3480.0,9.95,"","실적 호조에 급등","2017-01-31"
"030000","제일기획",18550.0,9.12,"","4분기 어닝 서프라이즈 및 현금배당 결정에 급등","2017-01-31"
"117930","한진해운",951.0,29.92,1.0,"투자위험종목 해제에 상한가","2017-02-01"
"011810","STX",3280.0,29.9,1.0,"매각 예비입찰을 앞두고 상한가","2017-02-01"
"217270","넵튠",2355.0,29.75,1.0,"카카오게임즈 등 대상 유상증자 및 블루홀 지분 취득 결정에 상한가","2017-02-01"
"044180","KD건설",325.0,25.97,"","안희정 관련주로 시장에서 부각되며 급등","2017-02-01"
"077970","STX엔진",8540.0,21.83,"","STX 매각 예비입찰을 앞두고 급등","2017-02-01"
"200230","텔콘",4550.0,20.85,"","비보존, 개발 신약 中 물질특허 등록 소식에 급등","2017-02-01"
"003280","흥아해운",1950.0,16.77,"","일부 해운주 급등","2017-02-01"
"003310","대주산업",2880.0,10.77,"","안희정 관련주로 시장에서 부각되며 급등","2017-02-01"
"007700","F&F",20200.0,9.78,"","지난해 실적 호조 소식에 급등","2017-02-01"
"060480","국일신동",6350.0,29.99,1.0,"반기문 대선 불출마 선언에 시장에서 황교안 관련주로 부각되며 상한가","2017-02-02"
"020180","대신정보통신",3030.0,27.04,"","반기문 대선 불출마 선언에 일부 유승민 관련주 급등","2017-02-02"
"004770","써니전자",5060.0,25.71,"","반기문 대선 불출마 선언에 일부 안철수 관련주 급등","2017-02-02"
"003310","대주산업",3585.0,24.48,"","반기문 대선 불출마 선언에 일부 안희정 관련주 급등","2017-02-02"
"001380","SG충방",5210.0,24.2,"","반기문 대선 불출마 선언에 일부 안희정 관련주 급등","2017-02-02"
"046310","백금T&A",7330.0,23.82,"","반기문 대선 불출마 선언에 일부 안희정 관련주 급등","2017-02-02"
"013720","청보산업",5020.0,22.74,"","반기문 대선 불출마 선언에 시장에서 안희정 관련주로 부각되며 급등","2017-02-02"
"013000","세우글로벌",2640.0,17.33,"","반기문 대선 불출마 선언에 일부 유승민 관련주 급등","2017-02-02"
"002290","삼일기업공사",4580.0,15.08,"","반기문 대선 불출마 선언에 일부 유승민 관련주 급등","2017-02-02"
"003280","흥아해운",2210.0,13.33,"","한진해운 파산 우려에 따른 반사익 기대감에 급등","2017-02-02"
"054410","케이피티",11400.0,12.32,"","반기문 대선 불출마 선언에 일부 안희정 관련주 급등","2017-02-02"
"037350","성도이엔지",6930.0,11.06,"","지난해 실적 호조 및 현금배당 결정에 급등","2017-02-02"
"043100","솔고바이오",1030.0,10.52,"","반기문 대선 불출마 선언에 시장에서 황교안 관련주로 부각되며 급등","2017-02-02"
"088290","이원컴포텍",3620.0,10.2,"","반기문 대선 불출마 선언에 일부 안희정 관련주 급등","2017-02-02"
"093640","다믈멀티미디어",6400.0,9.97,"","반기문 대선 불출마 선언에 일부 안철수 관련주 급등","2017-02-02"
"017250","인터엠",6750.0,9.93,"","반기문 대선 불출마 선언에 시장에서 황교안 관련주로 부각되며 급등","2017-02-02"
"113810","디젠스",3520.0,9.15,"","반기문 대선 불출마 선언에 시장에서 황교안 관련주로 부각되며 급등","2017-02-02"
"246690","티에스인베스트먼트",3265.0,29.82,1.0,"일부 창투사 관련주 급등 속 상한가","2017-02-03"
"044180","KD건설",375.0,29.76,1.0,"안희정 관련주로 시장에서 부각되며 상한가","2017-02-03"
"026910","광진실업",6900.0,23.21,"","일부 문재인 관련주 급등","2017-02-03"
"241520","DSC인베스트먼트",3105.0,16.73,"","일부 창투사 관련주 급등","2017-02-03"
"018700","바른손",12250.0,13.95,"","일부 문재인 관련주 급등","2017-02-03"
"000950","전방",31300.0,10.99,"","일부 김무성 관련주 급등","2017-02-03"
"069730","DSR제강",13800.0,9.96,"","일부 문재인 관련주 급등","2017-02-03"
"033250","체시스",1560.0,9.86,"","일부 김무성 관련주 급등","2017-02-03"
"086450","동국제약",59600.0,9.76,"","지난해 실적 호조에 급등","2017-02-03"
"013720","청보산업",5500.0,9.56,"","일부 안희정 관련주 급등","2017-02-03"
"040610","SG&G",5130.0,29.87,1.0,"안희정 관련주로 시장에서 부각되며 상한가","2017-02-06"
"051170","썬코어",2470.0,22.28,"","요르단 전기버스 구매계약 소식에 급등","2017-02-06"
"122800","썬텍",2360.0,15.69,"","요르단 전기버스 구매계약 소식에 급등","2017-02-06"
"052670","제일바이오",4525.0,13.41,"","AI 확산 우려 및 구제역 발생 소식에 백신/진단시약/방역주 상승 속 급등","2017-02-06"
"052770","와이디온라인",3805.0,11.26,"","신작 '오르텐시아 사가' 사전예약자 10만명 돌파 소식에 급등","2017-02-06"
"016600","큐캐피탈",857.0,10.72,"","지난해 영업이익 및 순이익 흑자전환에 급등","2017-02-06"
"214870","에치디프로",8570.0,10.58,"","최대주주 변경 수반 주식양수도 계약 체결 및 CB 발행 결정에 급등","2017-02-06"
"007310","오뚜기",765000.0,9.91,"","음식료 업종 강세 속 급등","2017-02-06"
"006090","사조오양",16400.0,9.33,"","AI 확산 우려 및 구제역 발생 소식에 구제역/광우병 관련주 상승 속 급등","2017-02-06"
"097520","엠씨넥스",22800.0,9.09,"","80억원 규모 전환사채 발행 결정에 급등","2017-02-06"
"083650","비에이치아이",5900.0,9.06,"","실적 개선 전망에 급등","2017-02-06"
"100090","삼강엠앤티",8280.0,29.98,1.0,"해외 유전 광구개발사업 독점 주선권 획득 소식에 상한가","2017-02-07"
"044060","조광ILI",6960.0,29.85,1.0,"일부 문재인 관련주 급등 속 상한가","2017-02-07"
"214310","세미콘라이트",1965.0,25.16,"","29.98억원 규모 제3자 유상증자 결정에 급등","2017-02-07"
"009190","대양금속",4580.0,22.95,"","지난해 흑자전환에 급등","2017-02-07"
"086670","비엠티",8300.0,19.6,"","일부 문재인 관련주 급등","2017-02-07"
"900100","뉴프라이드",3775.0,13.19,"","美 대마 재배사업 이달 허가 기대감 지속에 급등","2017-02-07"
"217270","넵튠",2590.0,12.61,"","카카오 자금유치 모멘텀 지속에 급등","2017-02-07"
"005620","대성합동지주",48050.0,12.14,"","대성산업가스 매각 기대감 지속에 급등","2017-02-07"
"005860","한일사료",2240.0,9.27,"","구제역 수혜 기대감에 급등","2017-02-07"
"049120","파인디앤씨",3430.0,29.92,1.0,"시장에서 드론 연구개발을 통한 4차 산업혁명 수혜주로 부각되며 상한가","2017-02-08"
"096870","엘디티",5410.0,29.89,1.0,"안희정 관련주로 시장에서 부각되며 상한가","2017-02-08"
"219550","한강인터트레이드",2630.0,29.88,1.0,"스팩합병 상장 첫날 상한가","2017-02-08"
"065150","MPK",2220.0,14.14,"","자회사 한강인터트레이드 스팩합병 상장 효과에 힘입어 급등","2017-02-08"
"044180","KD건설",438.0,14.06,"","안희정 관련주로 시장에서 부각되며 급등","2017-02-08"
"078340","컴투스",100900.0,10.88,"","지난해 역대 최대 실적 달성에 급등","2017-02-08"
"059090","미코",3475.0,10.67,"","지난해 실적 호조에 급등","2017-02-08"
"083640","인콘",12200.0,10.41,"","최대주주 지분매각 기대감에 급등","2017-02-08"
"216050","인크로스",42300.0,10.01,"","지난해 실적 호조에 급등","2017-02-08"
"060980","한라홀딩스",64300.0,9.73,"","자회사 실적 개선에 급등","2017-02-08"
"005860","한일사료",2455.0,9.6,"","구제역 수혜 기대감 지속에 급등","2017-02-08"
"033250","체시스",1675.0,9.48,"","일부 김무성 관련주 급등","2017-02-08"
"001380","SG충방",5800.0,9.43,"","일부 안희정 관련주 급등","2017-02-08"
"208140","정다운",3575.0,30.0,1.0,"일부 이재명 관련주 급등 속 구제역 우려 확산 수혜 기대감에 상한가","2017-02-09"
"113810","디젠스",3495.0,29.93,1.0,"일부 황교안 관련주 급등 속 상한가","2017-02-09"
"003230","삼양식품",57700.0,19.71,"","해외서 불닭볶음면 흥행 소식에 급등","2017-02-09"
"219550","한강인터트레이드",3140.0,19.39,"","스팩합병 상장 후 이틀째 급등","2017-02-09"
"060480","국일신동",6460.0,17.88,"","일부 황교안 관련주 급등","2017-02-09"
"049120","파인디앤씨",4005.0,16.76,"","드론 연구개발을 통한 4차 산업혁명 수혜 기대감 지속에 급등","2017-02-09"
"064240","홈캐스트",10250.0,15.3,"","경영에 문제없다는 회사 측의 적극 해명에 급등","2017-02-09"
"017250","인터엠",5560.0,13.7,"","일부 황교안 관련주 급등","2017-02-09"
"044180","KD건설",487.0,11.19,"","시장에서 안희정 관련주로 부각되며 급등","2017-02-09"
"096040","이트론",457.0,10.39,"","시장에서 이재명 관련주로 언급되며 급등","2017-02-09"
"033130","디지틀조선",3180.0,10.23,"","일부 김무성 관련주 급등","2017-02-09"
"013870","지엠비코리아",5480.0,9.71,"","지난해 실적 호조에 급등","2017-02-09"
"089790","제이티",4325.0,9.49,"","일부 황교안 관련주 급등","2017-02-09"
"047040","대우건설",5840.0,9.16,"","올해 흑자전환 기대감에 급등","2017-02-09"
"049630","재영솔루텍",2860.0,30.0,1.0,"문재인, 개성공단 확장 발언에 남북경협 관련주 상승 속 상한가","2017-02-10"
"001380","SG충방",7500.0,27.33,"","안희정 지사 지지율 급등 소식에 안희정 관련주로 부각되며 급등","2017-02-10"
"048430","유라테크",11250.0,23.76,"","안희정 지사 지지율 급등 소식에 시장에서 안희정 관련주로 부각되며 급등","2017-02-10"
"035200","프럼파스트",6550.0,23.35,"","안희정 지사 지지율 급등 소식에 시장에서 안희정 관련주로 부각되며 급등","2017-02-10"
"004200","고려개발",6370.0,17.53,"","대림산업 대상 500억원 규모 3자배정 유증 결정에 급등","2017-02-10"
"088290","이원컴포텍",3800.0,17.1,"","안희정 지사 지지율 급등 소식에 안희정 관련주로 부각되며 급등","2017-02-10"
"052900","KMH하이텍",1740.0,13.73,"","안희정 지사 지지율 급등 소식에 시장에서 안희정 관련주로 부각되며 급등","2017-02-10"
"003310","대주산업",3835.0,11.97,"","안희정 지사 지지율 급등 소식에 안희정 관련주로 부각되며 급등","2017-02-10"
"054410","케이피티",11600.0,11.54,"","안희정 지사 지지율 급등 소식에 안희정 관련주로 부각되며 급등","2017-02-10"
"005860","한일사료",2740.0,10.93,"","구제역 위기경보 ""심각"" 격상 소식에 일부 구제역/광우병 수혜주 상승 속 급등","2017-02-10"
"040610","SG&G",5490.0,10.91,"","안희정 지사 지지율 급등 소식에 안희정 관련주로 부각되며 급등","2017-02-10"
"046310","백금T&A",7790.0,9.87,"","안희정 지사 지지율 급등 소식에 안희정 관련주로 부각되며 급등","2017-02-10"
"044180","KD건설",535.0,9.86,"","안희정 지사 지지율 급등 소식에 시장에서 안희정 관련주로 부각되며 급등","2017-02-10"
"052770","와이디온라인",4080.0,9.53,"","2017년 실적 개선 기대감에 급등","2017-02-10"
"006260","LS",70200.0,9.35,"","지난해 실적 호조에 급등","2017-02-10"
"008370","원풍",5980.0,30.0,1.0,"안희정 관련주로 시장에서 부각되며 상한가","2017-02-13"
"043910","자연과환경",2650.0,29.9,1.0,"안희정 '녹색성장' 발언에 시장에서 관련주로 부각되며 상한가","2017-02-13"
"088290","이원컴포텍",4520.0,18.95,"","일부 안희정 관련주 급등","2017-02-13"
"027040","서울전자통신",1485.0,16.02,"","지난해 흑자전환에 급등","2017-02-13"
"040610","SG&G",6250.0,13.84,"","일부 안희정 관련주 급등","2017-02-13"
"150900","파수닷컴",6400.0,9.97,"","데이터 보안 토털 서비스 출시 소식에 급등","2017-02-13"
"204990","현성바이탈",6600.0,9.45,"","수소수 시장 성장 수혜 기대감에 급등","2017-02-13"
"017480","삼현철강",5850.0,30.0,1.0,"업황 개선 기대감에 철강주 강세 속 상한가","2017-02-14"
"039790","위노바",848.0,29.86,1.0,"일부 문재인 관련주 급등 속 상한가","2017-02-14"
"052190","이에스에이",5220.0,29.85,1.0,"이재명 관련주로 시장에서 부각되며 상한가","2017-02-14"
"049120","파인디앤씨",5020.0,25.34,"","일부 안희정 관련주 급등","2017-02-14"
"224060","코디엠",1500.0,15.83,"","일부 안희정 관련주 급등","2017-02-14"
"024720","한국콜마홀딩스",30150.0,15.08,"","지난해 실적 호조 및 화장품주 강세 속 급등","2017-02-14"
"043910","자연과환경",3040.0,14.72,"","일부 안희정 관련주 급등","2017-02-14"
"025620","제이준",7810.0,13.52,"","화장품주 강세 속 급등","2017-02-14"
"044820","코스맥스비티아이",36750.0,9.87,"","지난해 실적 호조에 급등","2017-02-14"
"014200","광림",5580.0,29.92,1.0,"나노스 회생절차 종결에 상한가","2017-02-15"
"024120","KB오토시스",9300.0,29.35,"","지난해 실적 호조 및 현금배당 결정에 급등","2017-02-15"
"101330","모베이스",11350.0,11.82,"","지난해 실적 호조에 급등","2017-02-15"
"001380","SG충방",8990.0,11.68,"","일부 안희정 관련주 급등","2017-02-15"
"102280","쌍방울",2030.0,11.54,"","나노스 회생절차 종결에 급등","2017-02-15"
"071280","로체시스템즈",13050.0,10.59,"","911억원 규모 제조장비 공급계약 체결에 급등","2017-02-15"
"241520","DSC인베스트먼트",4205.0,29.98,1.0,"미래 일자리 창출 지원 기대감에 창투사 관련주 강세 속 상한가","2017-02-16"
"053660","현진소재",1605.0,29.96,1.0,"지난해 영업이익 흑자전환에 상한가","2017-02-16"
"078130","국일제지",669.0,29.9,1.0,"필로시스 혈당측정기 국내 독점판매권 획득 모멘텀 지속에 상한가","2017-02-16"
"078590","두올산업",3055.0,23.94,"","홍준표 경남지사 항소심 무죄 소식에 시장에서 관련주로 부각되며 급등","2017-02-16"
"246690","티에스인베스트먼트",4450.0,17.11,"","미래 일자리 창출 지원 기대감에 창투사 관련주 강세 속 급등","2017-02-16"
