"종목코드","종목명","가격","등락","상한가일수","사유","날짜"
"109610","에스와이패널",9210.0,18.99,"","계열사 흡수합병 결정에 급등","2017-04-19"
"046970","우리로",3110.0,15.4,"","양자암호통신 핵심 기술 부각에 급등","2017-04-19"
"010170","대한광통신",2340.0,13.87,"","5G(세대) 상용화에 따른 수요 증가 기대감 부각에 급등","2017-04-19"
"001470","삼부토건",14500.0,11.54,"","매각 기대감 지속에 사흘째 급등","2017-04-19"
"006880","신송홀딩스",6340.0,10.07,"","하림그룹, 신송식품 인수 추진 소식에 급등","2017-04-19"
"145720","덴티움",40450.0,10.07,"","문재인 대선후보 임플란트 관련 정책 발표에 치아치료(임플란트 등)관련주 상승 속 급등","2017-04-19"
"063080","게임빌",68800.0,9.03,"","신작 '워오브크라운' 흥행 기대감에 급등","2017-04-19"
"122800","썬텍",3600.0,29.96,1.0,"도담시스템스가 사우디 KBW인베스트먼트와 합작법인 설립계약 체결 소식에 상한가","2017-04-20"
"124500","아이티센",4685.0,29.96,1.0,"공군 통합전산운영 사업 수주 소식에 상한가","2017-04-20"
"017510","세명전기",7100.0,28.62,"","김해신공항 입찰공고 소식에 급등","2017-04-20"
"089980","상아프론테크",13000.0,18.18,"","고어텍스 멤브레인 개발에 따른 성장 기대감에 급등","2017-04-20"
"030270","에스마크",2070.0,13.74,"","중국 홈쇼핑 진출 기대감 등으로 이틀째 급등","2017-04-20"
"026910","광진실업",5640.0,11.46,"","김해신공항 입찰공고 소식에 급등","2017-04-20"
"023350","한국종합기술",8250.0,29.92,1.0,"최대주주 지분매각 검토 소식에 상한가","2017-04-21"
"004100","태양금속",2310.0,18.46,"","주요주주 지분 확대 소식에 급등","2017-04-21"
"203650","드림시큐리티",2530.0,17.13,"","암호기술연구센터 개소 예정 모멘텀 지속에 급등","2017-04-21"
"139670","넥스트리밍",5660.0,13.65,"","구글 와이드바인이 탑재된 HLS 플레이어 출시 소식에 급등","2017-04-21"
"094190","이엘케이",1635.0,12.37,"","삼성전자 갤럭시S8 '포스터치' 확대 적용 기대감 부각에 급등","2017-04-21"
"050860","아세아텍",3660.0,10.57,"","대규모 자사주 취득 결정에 급등","2017-04-21"
"194510","파티게임즈",15100.0,9.42,"","모바일 소셜 카지노 시장 성장 기대감 지속에 급등","2017-04-21"
"041020","인프라웨어",2455.0,9.11,"","인도 주정부에 폴라리스 오피스 공급 합의 소식에 급등","2017-04-21"
"063440","에프엔씨애드컬쳐",1845.0,29.93,1.0,"나눔로또 계약 소식에 상한가","2017-04-24"
"014940","오리엔탈정공",2000.0,21.95,"","매각 본계약 체결 기대감에 급등","2017-04-24"
"003160","디아이",6190.0,16.14,"","싸이 컴백 소식에 급등","2017-04-24"
"173940","에프엔씨엔터",8600.0,15.13,"","에프엔씨애드컬쳐 나눔로또 계약 소식에 급등","2017-04-24"
"033100","제룡전기",5380.0,10.47,"","中 왕이 외교부장, 한반도 문제 관련 평화적 해결 강조 발언에 전력설비주 상승 속 급등","2017-04-24"
"189860","서전기전",11500.0,29.94,1.0,"북한 무력도발 가능성 약화에 전력설비주 상승 속 상한가","2017-04-25"
"054180","중앙오션",1980.0,29.84,1.0,"대북 철도사업 수혜 기대감 부각에 상한가","2017-04-25"
"208870","하나머스트3호스팩",3520.0,17.14,"","일부 스팩주 급등","2017-04-25"
"006910","보성파워텍",3060.0,15.25,"","북한 무력도발 가능성 약화에 전력설비주 상승 속 급등","2017-04-25"
"030270","에스마크",2325.0,12.32,"","中 영유아 시장 진출에 따른 기대감 부각에 급등","2017-04-25"
"195990","유지인트",438.0,11.45,"","경영권 분쟁 조짐에 급등","2017-04-25"
"056000","신스타임즈",3430.0,9.41,"","1분기 호실적에 급등","2017-04-25"
"197210","리드",2690.0,29.95,1.0,"액면분할 후 거래재개 첫날 상한가","2017-04-26"
"090370","아비스타",978.0,29.88,1.0,"경영정상화 기대감에 상한가","2017-04-26"
"043580","에임하이",2935.0,25.16,"","최대주주 변경에 급등","2017-04-26"
"002630","오리엔트바이오",1420.0,19.83,"","발모신약 개발 기대감 부각에 급등","2017-04-26"
"215380","한화MGI스팩",2790.0,17.47,"","우정비에스씨 합병상장을 앞두고 급등","2017-04-26"
"900130","웨이포트",1915.0,17.13,"","사드 기습 배치에 따른 반사이익 기대감에 국내 상장 중국기업 상승 속 급등","2017-04-26"
"059120","아진엑스텍",10400.0,14.16,"","中 로봇굴기 수혜 기대감 지속에 급등","2017-04-26"
"206560","덱스터",8570.0,11.59,"","아세안 디지털콘텐츠 수출 확대 기대감 부각에 급등","2017-04-26"
"065500","오리엔트정공",829.0,11.57,"","오리엔트바이오 발모신약 개발 기대감 부각에 급등","2017-04-26"
"060570","아이리버",5750.0,11.0,"","4차산업 혁명 관련 융합얼라이언스 출범 소식에 따른 수혜 기대감에 급등","2017-04-26"
"002320","한진",30500.0,10.11,"","턴어라운드 기대감에 급등","2017-04-26"
"060260","뉴보텍",3025.0,29.83,1.0,"한거희 회장 문재인 캠프 합류 소식에 상한가","2017-04-27"
"005740","크라운해태홀딩스",35450.0,22.45,"","공정위로부터 지주사 기준요건 충족 통보에 급등","2017-04-27"
"069730","DSR제강",10350.0,20.07,"","시장에서 문재인 관련주로 부각되며 급등","2017-04-27"
"014940","오리엔탈정공",2255.0,17.75,"","매각 본계약 체결 기대감 지속에 급등","2017-04-27"
"054180","중앙오션",2170.0,16.98,"","대북 철도사업 수혜 기대감 지속에 급등","2017-04-27"
"215480","대우SBI스팩1호",6090.0,12.57,"","토박스코리아 합병 신주상장을 앞두고 급등","2017-04-27"
"155660","DSR",10750.0,11.75,"","시장에서 문재인 관련주로 부각되며 급등","2017-04-27"
"014990","인디에프",1780.0,10.9,"","개성공단 재개 기대감에 남북경협주 상승 속 급등","2017-04-27"
"005300","롯데칠성",1815000.0,10.87,"","롯데그룹 지주사 전환 소식에 급등","2017-04-27"
"197210","리드",2970.0,10.41,"","주당 0.5주 무상증자 결정 및 액면분할 효과 지속에 급등","2017-04-27"
"052190","이에스에이",5100.0,10.15,"","엘피파트너스 대상 3자배정 유증 모멘텀 지속에 급등","2017-04-27"
"005860","한일사료",2715.0,29.9,1.0,"트럼프 한미FTA 재협상 발언에 상한가","2017-04-28"
"023350","한국종합기술",11100.0,15.63,"","최대주주 지분매각 검토 기대감 지속에 급등","2017-04-28"
"008290","원풍물산",4495.0,11.12,"","美 투자 바이오사, 신약 FDA 패스트트랙 지정 소식에 급등","2017-04-28"
"064090","한양하이타오",1885.0,30.0,1.0,"투자주의환기종목 해제 소식에 상한가","2017-05-02"
"033100","제룡전기",6400.0,13.88,"","트럼프, 김정은 대면 관련 발언에 전력설비 관련주 상승 속 급등","2017-05-02"
"077970","STX엔진",10700.0,13.35,"","알파라발과 선박평형수처리시스템 관련 업무협약 체결 모멘텀 지속에 급등","2017-05-02"
"043580","에임하이",2850.0,10.89,"","최대주주 변경 기대감에 급등","2017-05-02"
"047770","코데즈컴바인",3505.0,10.74,"","투자주의환기종목 해제 소식에 급등","2017-05-02"
"023350","한국종합기술",12250.0,10.36,"","최대주주 지분매각 검토 기대감 지속에 이틀째 급등","2017-05-02"
"087260","모바일어플라이언스",11400.0,9.62,"","삼성전자 자율주행차 국토부 임시운행 허가 소식에 자율주행차 관련주 상승 속 급등","2017-05-02"
"077970","STX엔진",13500.0,26.17,"","매각 주간사 선정 소식에 급등","2017-05-04"
"064090","한양하이타오",2290.0,21.49,"","경영권 변경 및 자금조달 기대감에 급등","2017-05-04"
"060260","뉴보텍",3010.0,21.37,"","문재인 관련주로 시장에서 부각되며 급등","2017-05-04"
"095660","네오위즈",14150.0,16.46,"","신작게임 성장 기대감에 급등","2017-05-04"
"069730","DSR제강",8460.0,12.95,"","문재인 관련주로 시장에서 부각되며 급등","2017-05-04"
"001470","삼부토건",15250.0,10.11,"","매각 흥행 기대감에 급등","2017-05-04"
"042420","네오위즈홀딩스",17150.0,9.24,"","자회사 네오위즈의 신작게임 성장 기대감에 급등","2017-05-04"
"155660","DSR",8510.0,9.1,"","문재인 관련주로 시장에서 부각되며 급등","2017-05-04"
"005620","대성합동지주",51600.0,29.97,1.0,"대성산업의 흡수합병 결정에 상한가","2017-05-08"
"045520","크린앤사이언스",13450.0,29.95,1.0,"미세먼지 영향에 황사/미세먼지 관련주 강세 속 상한가","2017-05-08"
"128820","대성산업",3150.0,29.9,1.0,"대성합동지주 흡수합병 결정에 상한가","2017-05-08"
"094190","이엘케이",1380.0,18.97,"","유상증자 권리락 효과로 급등","2017-05-08"
"155660","DSR",10100.0,18.68,"","문재인 관련주로 시장에서 부각되며 이틀째 급등","2017-05-08"
"241520","DSC인베스트먼트",6740.0,12.52,"","창투사 관련주 상승 속 급등","2017-05-08"
"080470","성창오토텍",5380.0,12.32,"","미세먼지 영향에 황사/미세먼지 관련주 강세 속 급등","2017-05-08"
"044340","위닉스",11650.0,10.95,"","미세먼지 영향에 황사/미세먼지 관련주 강세 속 급등","2017-05-08"
"128940","한미약품",349000.0,10.27,"","항암신약 국내 임상 승인 소식에 급등","2017-05-08"
"069730","DSR제강",9310.0,10.05,"","문재인 관련주로 시장에서 부각되며 이틀째 급등","2017-05-08"
"009270","신원",2615.0,29.78,1.0,"문재인 정부 출범에 따른 정책 기대감에 남북경협주 상승 속 상한가","2017-05-10"
"091590","남화토건",7450.0,23.34,"","이낙연 전남지사 총리 지명 소식에 시장에서 관련주로 부각되며 급등","2017-05-10"
"024810","이화전기",484.0,21.61,"","문재인 정부 출범에 따른 정책 기대감에 전력설비주 상승 속 급등","2017-05-10"
"030270","에스마크",3160.0,20.61,"","아노토와 협력 강화 소식에 급등","2017-05-10"
"128820","대성산업",3760.0,19.37,"","대성합동지주 흡수합병 모멘텀 지속에 이틀째 급등","2017-05-10"
"009540","현대중공업",180500.0,14.97,"","기업분할 후 변경상장 첫날 급등","2017-05-10"
"043910","자연과환경",2395.0,14.05,"","문재인 정부 출범에 따른 정책 기대감에 4대강 복원주 상승 속 급등","2017-05-10"
"223310","이에스브이",3165.0,13.04,"","거래재개 첫날 급등","2017-05-10"
"033340","좋은사람들",3050.0,12.13,"","문재인 정부 출범에 따른 정책 기대감에 남북경협주 상승 속 급등","2017-05-10"
"077970","STX엔진",14500.0,11.11,"","매각 기대감 지속에 급등","2017-05-10"
"204630","화이브라더스",5940.0,10.41,"","MBC드라마 '군주 - 가면의 주인' 첫방 기대감에 급등","2017-05-10"
"212560","네오오토",9940.0,29.93,1.0,"대통령 직속 4차산업혁명위 기대감에 상한가","2017-05-11"
"003010","혜인",5490.0,20.79,"","4대강 복원 기대감에 관련주로 부각되며 급등","2017-05-11"
"007280","한국특수형강",2300.0,16.46,"","최대주주, 법원에 M&A 추진 요청 소식에 급등","2017-05-11"
"024810","이화전기",560.0,15.7,"","문재인 정부 출범에 따른 정책 기대감 지속에 급등","2017-05-11"
"049950","미래컴퍼니",48650.0,11.71,"","1분기 사상 최대 실적 및 OLED 관련주 강세 등으로 급등","2017-05-11"
"025980","에머슨퍼시픽",35500.0,10.94,"","문재인 정부 출범에 따른 정책 기대감 지속에 급등","2017-05-11"
"080470","성창오토텍",5840.0,9.77,"","중국發 황사 예보 속 황사/미세먼지 관련주 상승 속 급등","2017-05-11"
"080000","에스엔유",5270.0,9.11,"","삼성디스플레이 OLED 설비 증설 소식에 OLED 관련주 상승 속 급등","2017-05-11"
"265520","AP시스템",56600.0,9.06,"","삼성디스플레이 OLED 설비 증설 소식에 OLED 관련주 상승 속 급등","2017-05-11"
"011700","한신기계",4185.0,29.97,1.0,"미국계 투자회사의 적대적 M&A 본격화로 급등","2017-05-12"
"002780","진흥기업",2565.0,29.87,1.0,"文 대통령 도시재생·뉴스테이 공약 기대감에 상한가","2017-05-12"
"090710","디에스티로봇",3365.0,24.4,"","中 로봇시장 진출 기대감에 급등","2017-05-12"
"123690","한국화장품",18500.0,10.12,"","中 사드 갈등 해결 기대감에 급등","2017-05-12"
"035890","서희건설",1440.0,9.09,"","文 대통령 도시재생·뉴스테이 공약 기대감에 급등","2017-05-12"
"001470","삼부토건",20000.0,29.87,1.0,"매각 흥행 기대감에 상한가","2017-05-15"
"198440","고려시멘트",3090.0,29.83,1.0,"스팩 합병 상장 첫날 상한가","2017-05-15"
"002600","조흥",285500.0,19.71,"","1분기 실적 호조에 급등","2017-05-15"
"123690","한국화장품",20850.0,12.7,"","中 사드 문제 해결 기대감에 일부 화장품 관련주 강세 속 급등","2017-05-15"
"032860","GMR머티리얼즈",904.0,11.47,"","1분기 흑자전환에 급등","2017-05-15"
"119860","다나와",8080.0,11.45,"","1분기 실적 호조에 급등","2017-05-15"
"031980","피에스케이",15750.0,11.31,"","1분기 실적 호조에 급등","2017-05-15"
"091590","남화토건",8100.0,11.11,"","文 대통령 도시재생·뉴스테이 공약 기대감 지속에 급등","2017-05-15"
"036830","솔브레인",62000.0,9.93,"","하반기 실적 개선 기대감에 급등","2017-05-15"
"032980","바이온",1695.0,9.71,"","투자사, 심근세포 속성 분화 기술 개발 소식에 급등","2017-05-15"
"104040","대성파인텍",2440.0,29.79,1.0,"미세먼지 감축 위한 노후 화력발전 중단에 대체에너지 관련주 상승 속 상한가","2017-05-16"
"078940","일경산업개발",1330.0,29.76,1.0,"미세먼지 감축 위한 노후 화력발전 중단에 대체에너지 관련주 상승 속 상한가","2017-05-16"
"050110","캠시스",3515.0,19.97,"","1분기 흑자전환 모멘텀 지속 및 中 기업과 자율주행 사업 협력 기대감 부각에 급등","2017-05-16"
"005880","대한해운",29450.0,19.47,"","1분기 깜짝실적 발표에 급등","2017-05-16"
"018000","유니슨",2245.0,16.32,"","미세먼지 감축 위한 노후 화력발전 중단에 대체에너지 관련주 상승 속 급등","2017-05-16"
"095910","에스에너지",9350.0,15.86,"","미세먼지 감축 위한 노후 화력발전 중단에 대체에너지 관련주 상승 속 급등","2017-05-16"
"011700","한신기계",4675.0,14.16,"","미국계 투자회사의 적대적 M&A 본격화 모멘텀 지속에 급등","2017-05-16"
"077970","STX엔진",16200.0,13.29,"","매각 기대감 지속에 급등","2017-05-16"
"099220","SDN",1610.0,12.98,"","미세먼지 감축 위한 노후 화력발전 중단에 대체에너지 관련주 상승 속 급등","2017-05-16"
"005450","신한",9900.0,11.49,"","미세먼지 감축 위한 노후 화력발전 중단에 대체에너지 관련주 상승 속 급등","2017-05-16"
"197210","리드",1975.0,9.72,"","1분기 흑자전환에 급등","2017-05-16"
"219550","한강인터트레이드",3430.0,29.92,1.0,"H&B스토어 시장 확대 기대감 및 화장품 관련주 강세 등으로 상한가","2017-05-17"
"208870","하나머스트3호스팩",3500.0,29.87,1.0,"일부 스팩주 급등 속 상한가","2017-05-17"
"218150","하나머스트5호스팩",2400.0,14.83,"","일부 스팩주 급등","2017-05-17"
"058110","멕아이씨에스",5990.0,13.23,"","1분기 흑자전환에 급등","2017-05-17"
"035480","마제스타",1890.0,12.84,"","中 사드 보복 완화 기대감에 카지노주 상승 속 급등","2017-05-17"
"215100","하나머스트4호스팩",2465.0,12.81,"","일부 스팩주 급등","2017-05-17"
"002780","진흥기업",2855.0,11.74,"","文 대통령 도시재생·뉴스테이 공약 기대감 지속에 급등","2017-05-17"
"053110","소리바다",1345.0,11.16,"","음원/음반주 상승 속 급등","2017-05-17"
"900100","뉴프라이드",2695.0,10.68,"","美 의료용 대마 재배 최종 허가 완료 소식에 급등","2017-05-17"
"267260","현대일렉트릭",270000.0,10.2,"","실적 개선 기대감에 급등","2017-05-17"
"109070","KGP",363.0,10.0,"","자회사 매출 호조 소식에 급등","2017-05-17"
"092460","한라IMS",8970.0,9.93,"","선박 평형수 시장 부각에 급등","2017-05-17"
"003350","한국화장품제조",34450.0,9.71,"","中 사드 보복 완화 기대감에 화장품주 상승 속 급등","2017-05-17"
"090460","비에이치",24600.0,9.58,"","PCB(FPCB 등) 관련주 상승 속 급등","2017-05-17"
"016100","리더스코스메틱",20400.0,9.09,"","中 사드 보복 완화 기대감에 화장품주 상승 속 급등","2017-05-17"
"109070","KGP",471.0,29.75,1.0,"자회사, 日 국영통신사와 통신중계기용 드론 공동개발 소식에 상한가","2017-05-18"
"900120","씨케이에이치",1660.0,29.69,1.0,"차세대 건강보조식품 中 CFDA 행정심사 소식 부각에 상한가","2017-05-18"
"217480","에스디생명공학",12300.0,20.0,"","中 공장 본격 가동 소식에 급등","2017-05-18"
"035480","마제스타",2160.0,14.29,"","中 사드 보복 완화 기대감 지속에 급등","2017-05-18"
"223310","이에스브이",3420.0,13.25,"","美 뉴랩과 공동투자 검토 소식 및 4차산업 핵심기술 확보 소식에 급등","2017-05-18"
"096760","JW홀딩스",9200.0,12.33,"","코스피200 지수 신규편입에 급등","2017-05-18"
"182360","큐브엔터",2155.0,9.95,"","中 사드 보복 완화 기대감 지속에 급등","2017-05-18"
"023350","한국종합기술",12600.0,29.9,1.0,"최대주주 지분매각 추진 소식에 상한가","2017-05-19"
"051780","큐로홀딩스",1325.0,20.45,"","스마젠, 에이즈 치료 백신 개발 기대감에 급등","2017-05-19"
"006340","대원전선",1525.0,17.76,"","최대주주 자사주 매입 소식에 급등","2017-05-19"
"040350","큐로컴",2600.0,14.79,"","스마젠, 에이즈 치료 백신 개발 기대감에 급등","2017-05-19"
"065060","지엔코",2115.0,13.71,"","스마젠, 에이즈 치료 백신 개발 기대감에 급등","2017-05-19"
"019770","서연탑메탈",5130.0,12.01,"","실적 개선 모멘텀 지속에 급등","2017-05-19"
"065420","에스아이리소스",980.0,10.36,"","유상증자 및 CB발행 결정에 급등","2017-05-19"
"004000","롯데정밀화학",40900.0,9.07,"","실적 개선 기대감에 급등","2017-05-19"
"043910","자연과환경",3170.0,29.92,1.0,"4대강 보 상시개방 및 정책감사 지시에 4대강복원 관련주 급등 속 상한가","2017-05-22"
"087220","스틸플라워",557.0,29.84,1.0,"한-러 가스관 프로젝트 재추진 기대감 지속에 남-북-러 가스관사업 관련주 급등 속 상한가","2017-05-22"
"032750","삼진",10050.0,23.46,"","삼성전자 인수 기업에 허브 등 공급 소식 부각에 급등","2017-05-22"
"001840","이화공영",7870.0,21.64,"","4대강 보 상시개방 및 정책감사 지시에 4대강복원 관련주 급등","2017-05-22"
"008970","동양철관",1570.0,12.14,"","한-러 가스관 프로젝트 재추진 기대감 지속에 남-북-러 가스관사업 관련주 급등","2017-05-22"
"031860","엔에스엔",5720.0,11.72,"","신규 사업 검토 소식에 급등","2017-05-22"
"196450","온다 엔터테인먼트",2235.0,10.1,"","엔터사업 진출 본격화 기대감에 급등","2017-05-22"
"006650","대한유화",255500.0,9.19,"","국제유가 상승 및 업황 개선 기대감에 석유화학주 상승 속 급등","2017-05-22"
"090410","덕신하우징",1445.0,9.06,"","액면분할 후 거래재개 첫날 급등","2017-05-22"
"094190","이엘케이",1670.0,29.96,1.0,"최대주주 주식담보계약 전량 해지 소식에 상한가","2017-05-23"
"005030","부산주공",2440.0,29.79,1.0,"자산재평가 결정에 상한가","2017-05-23"
"196300","애니젠",14400.0,17.07,"","펩타이드 의약품 시장 성장 수혜 전망에 급등","2017-05-23"
"065560","큐브스",8150.0,11.64,"","감자 후 거래재개 첫날 급등","2017-05-23"
"000700","유수홀딩스",7090.0,10.78,"","올해 실적개선 기대감에 급등","2017-05-23"
"092460","한라IMS",10450.0,10.47,"","선박평형수시장 부각 모멘텀 지속에 급등","2017-05-23"
"107590","미원홀딩스",74100.0,30.0,1.0,"분할 후 변경상장 3거래일만에 반등하며 상한가","2017-05-24"
"268280","미원에스씨",72000.0,16.69,"","분할 재상장 3거래일만에 반등하며 급등","2017-05-24"
"004410","서울식품",4705.0,12.56,"","냉동피자 시장 성장 수혜 기대감에 급등","2017-05-24"
"030790","동양네트웍스",1770.0,11.32,"","신용보증기금 차세대 정보시스템 구축 우선협상대상자 선정에 급등","2017-05-24"
"200710","에이디테크놀로지",6090.0,10.93,"","차세대 메모리 컨트롤러 IC 양산 소식 부각에 급등","2017-05-24"
"065060","지엔코",2285.0,10.12,"","스마젠, 에이즈 치료 백신 개발 기대감 지속에 급등","2017-05-24"
"267270","현대건설기계",319000.0,9.81,"","올해 실적 기대감에 급등","2017-05-24"
"107590","미원홀딩스",96300.0,29.96,2.0,"변경상장(분할) 이후 저가매수세 유입 등으로 이틀째 상한가","2017-05-25"
"060260","뉴보텍",3230.0,29.98,1.0,"녹조정상화정책 및 상수도 개량사업 수혜 기대감에 상한가","2017-05-25"
"131090","시큐브",1565.0,16.79,"","생체수기서명 인증기술 부각에 급등","2017-05-25"
"127160","매직마이크로",1025.0,13.51,"","스텔스 페인트업체 지분 취득 결정에 급등","2017-05-25"
"006650","대한유화",276500.0,10.16,"","증설에 따른 밸류에이션 재평가 기대감 및 석유화학주 강세 속 급등","2017-05-25"
"026910","광진실업",5060.0,9.76,"","김해신공항 기대감 부각에 급등","2017-05-25"
"057880","토필드",4370.0,9.52,"","中 완다 공급기업과 MOU 체결 소식에 급등","2017-05-25"
"000700","유수홀딩스",8080.0,9.19,"","올해 실적 개선 기대감 지속에 급등","2017-05-25"
"268280","미원에스씨",89500.0,29.9,1.0,"재상장(분할) 이후 이상 급등, 상한가","2017-05-26"
"049180","셀루메드",8390.0,29.88,1.0,"연골 치료 신소재 개발 발표 소식에 상한가","2017-05-26"
"107590","미원홀딩스",125000.0,29.8,1.0,"변경상장(분할) 이후 이상 급등, 사흘째 상한가","2017-05-26"
"134380","미원화학",83100.0,24.22,"","미원홀딩스/미원에스씨 변경상장/재상장(분할) 후 이상 급등","2017-05-26"
"072470","우리산업홀딩스",8400.0,18.31,"","전기차 시장 확대에 따른 수혜 전망 등에 우리산업 강세 속 급등","2017-05-26"
"073640","삼원테크",880.0,12.39,"","변경상장 첫날 급등","2017-05-26"
"038530","골드퍼시픽",5390.0,11.36,"","줄기세포 신사업 기대감 부각에 급등","2017-05-26"
"007210","벽산",4010.0,10.32,"","리모델링/인테리어 관련주 상승 속 급등","2017-05-26"
"215360","우리산업",29900.0,10.13,"","전기차 시장 확대에 따른 수혜 전망 등에 급등","2017-05-26"
"073070","넥센테크",6470.0,9.66,"","지난해 2차전지 수출 호조 소식에 2차전지/전기차 관련주 상승 속 급등","2017-05-26"
"084370","유진테크",18950.0,9.54,"","美 엑시트론 반도체 증착장비 사업부 인수에 급등","2017-05-26"
"123260","사파이어테크놀로지",2395.0,9.11,"","유상증자 권리락 효과로 급등","2017-05-26"
"049180","셀루메드",10900.0,29.92,2.0,"연골 치료 신소재 개발 발표 모멘텀 지속에 이틀째 상한가","2017-05-29"
"101140","아티스",2800.0,16.91,"","자금조달 기대감 부각에 급등","2017-05-29"
"091590","남화토건",8440.0,16.09,"","이낙연 국무총리 후보자 관련주로 시장에서 부각되며 급등","2017-05-29"
"251370","와이엠티",37150.0,13.09,"","PCB(FPCB 등) 관련주 강세 속 전방산업 우호적 분석에 급등","2017-05-29"
"052710","아모텍",28750.0,12.09,"","사상 최대 분기 실적 전망에 급등","2017-05-29"
"074610","이엔쓰리",3805.0,11.58,"","자금 조달 기대감에 급등","2017-05-29"
"007810","코리아써키트",15150.0,9.78,"","애플의 하반기 부품투자 확대 전망에 급등","2017-05-29"
"036690","코맥스",8220.0,29.86,1.0,"삼성전자와 홈 IoT 협력 소식에 상한가","2017-05-30"
"001510","SK증권",1725.0,29.7,1.0,"미래에셋대우 피인수설에 상한가","2017-05-30"
"144960","뉴파워프라즈마",26650.0,18.44,"","하반기부터 LG디스플레이 OLED 투자 본격화 전망에 OLED 관련주 상승 속 급등","2017-05-30"
"001290","골든브릿지증권",1230.0,17.14,"","미래에셋대우의 SK증권 인수설 속 일부 중소형 증권주 급등","2017-05-30"
"214870","에치디프로",9570.0,14.47,"","경영권 분쟁 소식에 급등","2017-05-30"
"047920","씨트리",6380.0,13.12,"","치매치료제 엑셀씨 생산 확대 및 정부 치매국가책임제 우선 추진 소식에 급등","2017-05-30"
"147760","마이크로프랜드",12000.0,12.68,"","주요 고객사 3D NAND 투자 수혜 기대감에 급등","2017-05-30"
"003520","영진약품",11850.0,12.32,"","주요제약업체 강세 속 급등","2017-05-30"
"024840","갑을메탈",2460.0,11.31,"","최대주주 지분매각 추진설에 급등","2017-05-30"
"049180","셀루메드",12000.0,10.09,"","신제품 출시 기대감에 급등","2017-05-30"
"214180","민앤지",19950.0,9.92,"","1분기 실적 호조에 급등","2017-05-30"
"036930","주성엔지니어링",11550.0,9.48,"","하반기부터 LG디스플레이 OLED 투자 본격화 전망에 OLED 관련주 상승 속 급등","2017-05-30"
"083660","CSA 코스믹",6020.0,29.88,1.0,"중상그룹 합자법인과 5,000억원 규모 판매 본계약 체결 소식에 상한가","2017-05-31"
"071970","STX중공업",10550.0,29.77,1.0,"스토킹호스 M&A 검토 소식에 상한가","2017-05-31"
"077970","STX엔진",18350.0,27.43,"","STX중공업 스토킹호스 M&A 검토 소식에 급등","2017-05-31"
"003580","동원",51900.0,24.01,"","액면분할 소식에 급등","2017-05-31"
"002900","동양물산",2250.0,16.88,"","필립모리스에 필터 독점공급 사실이 부각되며 급등","2017-05-31"
"004130","대덕GDS",18150.0,11.69,"","대덕전자의 동사 지분 매입 소식에 급등","2017-05-31"
"115180","큐리언트",32950.0,10.02,"","치료제 기술수출 기대감에 급등","2017-05-31"
"224060","코디엠",1720.0,9.9,"","항암제 정부 국책과제 선정 소식에 급등","2017-05-31"
"024840","갑을메탈",3045.0,29.85,1.0,"최대주주 지분매각 검토 모멘텀 지속에 상한가","2017-06-01"
"201490","미투온",10650.0,29.4,1.0,"중국 카지노 서비스 개시 기대감에 상한가","2017-06-01"
"161580","필옵틱스",56000.0,16.18,"","신규상장 첫날 급등","2017-06-01"
"014940","오리엔탈정공",1945.0,12.75,"","재매각 추진 모멘텀 지속에 급등","2017-06-01"
"217270","넵튠",8490.0,12.6,"","미투온 中 카지노 서비스 개시 기대감에 소셜카지노 게임주로 부각되며 급등","2017-06-01"
"214870","에치디프로",9900.0,11.24,"","경영권 분쟁 모멘텀 지속에 급등","2017-06-01"
"074610","이엔쓰리",4365.0,10.79,"","경영 정상화 기대감에 급등","2017-06-01"
"071970","STX중공업",11550.0,9.48,"","스토킹호스 M&A 검토 모멘텀 지속에 급등","2017-06-01"
"067170","오텍",16050.0,9.18,"","때이른 무더위 수혜 기대감 지속에 급등","2017-06-01"
"123260","사파이어테크놀로지",3685.0,29.98,1.0,"中 납품 기대감에 상한가","2017-06-02"
"006050","국영지앤엠",1540.0,14.5,"","정부 도시재생 뉴딜정책 기대감에 급등","2017-06-02"
"214870","에치디프로",11150.0,12.63,"","경영권 분쟁 모멘텀 지속에 급등","2017-06-02"
"134060","이퓨쳐",5920.0,9.02,"","중국 시장 기대감에 급등","2017-06-02"
"017180","명문제약",6950.0,29.91,1.0,"치매 국가책임제 공식화에 치매관련주 상승 속 상한가","2017-06-05"
"014570","고려제약",8700.0,24.64,"","치매 국가책임제 공식화에 치매관련주 상승 속 급등","2017-06-05"
"033250","체시스",1435.0,19.09,"","AI 재확산 우려에 시장에서 관련주로 부각되며 급등","2017-06-05"
"047920","씨트리",7470.0,18.57,"","치매 국가책임제 공식화에 치매관련주 상승 속 급등","2017-06-05"
"054950","제이브이엠",49250.0,12.31,"","한미약품과의 시너지 본격화 기대감에 급등","2017-06-05"
"065650","메디프론",5300.0,11.93,"","치매 국가책임제 공식화에 치매관련주 상승 속 급등","2017-06-05"
"003090","대웅",15300.0,10.87,"","치매 국가책임제 공식화에 치매 관련주로 부각되며 급등","2017-06-05"
"057680","옴니텔",4350.0,10.41,"","최대주주(위지트)의 동사 지분 증가 소식에 급등","2017-06-05"
"048410","현대아이비티",5420.0,29.82,1.0,"美 바니스뉴욕과 독점계약 소식에 상한가","2017-06-07"
"217480","에스디생명공학",15600.0,23.32,"","중국 화장품시장 진출 소식에 급등","2017-06-07"
