"날짜","종목코드","종목명","급등 사유","등락"
"2012-01-03","","","CCTV, 베이징TV, 상하이TV 등 중국 6개 방송국이 공동출자한 3D 채널이 출범했다는 소식에 3D 안경을 제조하는 동사가 수혜주로 부각",""
"2012-01-03","","","모바일게임(스마트폰) 관련주 상승",""
"2012-01-03","","","정부가 핵융합 기반기술에 올해부터 5년간 1조원을 투입한다는 소식에 핵융합에너지 관련주 상승",""
"2012-01-03","","","무상증자 결정",""
"2012-01-04","","","동사의 조현정 대표가 한나라당 비상대책위원회에 외부위원으로 참여한다는 소식",""
"2012-01-04","","","인터넷 매체를 이용한 선거운동이 활발해 질 것이란 기대감에 SNS(소셜네트워크서비스)/UCC/무선인터넷 관련주 상승",""
"2012-01-04","","","인터넷 매체를 이용한 선거운동이 활발해 질 것이란 기대감에 SNS(소셜네트워크서비스)/UCC/무선인터넷 관련주 상승",""
"2012-01-04","","","일부 교육/온라인 교육 관련주 상승",""
"2012-01-04","","","동사의 이사인 송철호 변호사가 국회의원 선거에 출마한다는 소식",""
"2012-01-04","","","캐릭터상품 관련주 상승",""
"2012-01-04","","","세포신호전달 화장품 개발 소식",""
"2012-01-04","","","SI(시스템통합) 관련주 상승",""
"2012-01-04","","","인터넷 매체를 이용한 선거운동이 활발해 질 것이란 기대감에 SNS(소셜네트워크서비스)/UCC/무선인터넷 관련주 상승",""
"2012-01-04","","","인터넷 매체를 이용한 선거운동이 활발해 질 것이란 기대감에 SNS(소셜네트워크서비스)/UCC/무선인터넷 관련주 상승",""
"2012-01-04","","","인터넷 매체를 이용한 선거운동이 활발해 질 것이란 기대감에 SNS(소셜네트워크서비스)/UCC/무선인터넷 관련주 상승",""
"2012-01-04","","","인터넷 매체를 이용한 선거운동이 활발해 질 것이란 기대감에 SNS(소셜네트워크서비스)/UCC/무선인터넷 관련주 상승",""
"2012-01-04","","","인터넷 매체를 이용한 선거운동이 활발해 질 것이란 기대감에 SNS(소셜네트워크서비스)/UCC/무선인터넷 관련주 상승",""
"2012-01-04","","","다우기술 그룹주 일제히 상한가",""
"2012-01-04","","","대표이사 변경",""
"2012-01-04","","","다우기술 그룹주 일제히 상한가",""
"2012-01-04","","","다우기술 그룹주 일제히 상한가",""
"2012-01-04","","","다이아몬드 원석 시험생산에 들어간다는 소식",""
"2012-01-04","","","인터넷 매체를 이용한 선거운동이 활발해 질 것이란 기대감에 SNS(소셜네트워크서비스)/UCC/무선인터넷 관련주 상승",""
"2012-01-04","","","캐릭터상품 관련주 상승",""
"2012-01-04","","","인터넷 매체를 이용한 선거운동이 활발해 질 것이란 기대감에 SNS(소셜네트워크서비스)/UCC/무선인터넷 관련주 상승",""
"2012-01-04","","","인터넷 매체를 이용한 선거운동이 활발해 질 것이란 기대감에 SNS(소셜네트워크서비스)/UCC/무선인터넷 관련주 상승",""
"2012-01-04","","","인터넷 매체를 이용한 선거운동이 활발해 질 것이란 기대감에 SNS(소셜네트워크서비스)/UCC/무선인터넷 관련주 상승",""
"2012-01-04","","","시멘트 가격 인상 소식에 시멘트 관련주 상승",""
"2012-01-05","","","동사의 조현정 대표가 한나라당 비상대책위원회에 외부위원으로 참여한다는 소식",""
"2012-01-05","","","SNS 서비스 활성화 기대감이 높아지면서 SNS 관련주 동반 급등",""
"2012-01-05","","","SNS 서비스 활성화 기대감이 높아지면서 SNS 관련주 동반 급등",""
"2012-01-05","","","일부 교육/온라인 교육 관련주 상승",""
"2012-01-05","","","SNS 서비스 활성화 기대감이 높아지면서 SNS 관련주 동반 급등",""
"2012-01-05","","","네이버 제휴를 맺고 MBC방송 프로그램 유료 다운로드 서비스를 제공한다는 소식",""
"2012-01-05","","","세포신호전달 화장품 개발 소식",""
"2012-01-05","","","모바일콘텐츠(스마트폰/태블릿) 관련주 상승",""
"2012-01-05","","","일부 다우기술 그룹주 연일 상한가",""
"2012-01-05","","","SNS 서비스 활성화 기대감이 높아지면서 SNS 관련주 동반 급등",""
"2012-01-05","","","다이아몬드 원석 시험생산에 들어간다는 소식",""
"2012-01-05","","","SNS 서비스 활성화 기대감이 높아지면서 SNS 관련주 동반 급등",""
"2012-01-05","","","SNS 서비스 활성화 기대감이 높아지면서 SNS 관련주 동반 급등",""
"2012-01-05","","","일부 다우기술 그룹주 연일 상한가",""
"2012-01-05","","","SNS 서비스 활성화 기대감이 높아지면서 SNS 관련주 동반 급등",""
"2012-01-05","","","SNS 서비스 활성화 기대감이 높아지면서 SNS 관련주 동반 급등",""
"2012-01-05","","","SNS 서비스 활성화 기대감이 높아지면서 SNS 관련주 동반 급등",""
"2012-01-05","","","SNS 서비스 활성화 기대감이 높아지면서 SNS 관련주 동반 급등",""
"2012-01-05","","","모바일솔루션(스마트폰) 관련주 상승",""
"2012-01-05","","","SNS 서비스 활성화 기대감이 높아지면서 SNS 관련주 동반 급등",""
"2012-01-05","","","포스코와 대규모 공급계약 체결",""
"2012-01-05","","","모바일솔루션(스마트폰) 관련주 상승",""
"2012-01-05","","","美 CES 2012 참가 소식",""
"2012-01-05","","","드라마 ""해를 품은 달""의 인기에 따른 수익성 개선 기대감",""
"2012-01-05","","","AI 발생 우려에 백신/진단시약/방역 관련주 상승",""
"2012-01-05","","","AI 발생 우려에 백신/진단시약/방역 관련주 상승",""
"2012-01-05","","","NI(네트워크통합) 관련주 상승",""
"2012-01-05","","","AI 발생 우려에 백신/진단시약/방역 관련주 상승",""
"2012-01-05","","","AI 발생 우려에 백신/진단시약/방역 관련주 상승",""
"2012-01-05","","","진양 그룹주 상승",""
"2012-01-05","","","AI 발생 우려에 백신/진단시약/방역 관련주 상승",""
"2012-01-05","","","모바일콘텐츠(스마트폰/태블릿) 관련주 상승",""
"2012-01-05","","","AI 발생 우려에 수산주 상승",""
"2012-01-05","","","자회사의 조류독감 항체 美 특허 출원 소식",""
"2012-01-05","","","진양 그룹주 상승",""
"2012-01-05","","","진양 그룹주 상승",""
"2012-01-05","","","AI 발생 우려에 수산주 상승",""
"2012-01-05","","","NI(네트워크통합) 관련주 상승",""
"2012-01-05","","","AI 발생 우려에 백신/진단시약/방역 관련주 상승",""
"2012-01-06","","","일부 교육/온라인 교육 관련주 상승",""
"2012-01-06","","","SNS 서비스 활성화 기대감이 높아지면서 일부 SNS 관련주 연일 급등",""
"2012-01-06","","","일부 캐릭터상품 관련주 급등",""
"2012-01-06","","","세포신호전달 화장품 개발 소식",""
"2012-01-06","","","SNS 서비스 활성화 기대감이 높아지면서 일부 SNS 관련주 연일 급등",""
"2012-01-06","","","SNS 서비스 활성화 기대감이 높아지면서 일부 SNS 관련주 연일 급등",""
"2012-01-06","","","SNS 서비스 활성화 기대감이 높아지면서 일부 SNS 관련주 연일 급등",""
"2012-01-06","","","LBS(위치기반서비스) 관련주 상승",""
"2012-01-06","","","세계 첫 필름형 발기부전치료제 개발 기대감",""
"2012-01-06","","","유동성 확보를 위한 계열사 지분 처분",""
"2012-01-06","","","인도 시장 진출 소식",""
"2012-01-06","","","백혈병 치료제 신약 판매 승인 소식",""
"2012-01-06","","","일부 교육/온라인 교육 관련주 상승",""
"2012-01-06","","","20억원 규모 유상증자 결정",""
"2012-01-06","","","일부 캐릭터상품 관련주 급등",""
"2012-01-06","","","일부 교육/온라인 교육 관련주 상승",""
"2012-01-09","","","줄기세포 관련주 상승 및 세계 첫 필름형 발기부전치료제 개발 기대감",""
"2012-01-09","","","최대주주 지원 소식 및 인도시장 진출 호재로 이틀째 상한가",""
"2012-01-09","","","제약업체 관련주 상승",""
"2012-01-09","","","제약업체 관련주 상승 및 유아 보습제 출시 소식",""
"2012-01-09","","","줄기세포 치료제 기대감에 줄기세포 관련주 상승",""
"2012-01-09","","","콘덴서 관련주 상승",""
"2012-01-09","","","다우기술 그룹주 상승",""
"2012-01-09","","","제약업체 관련주 상승",""
"2012-01-09","","","해저터널 관련주 상승",""
"2012-01-09","","","콘덴서 관련주 상승",""
"2012-01-09","","","유상증자 결정",""
"2012-01-09","","","제약업체 관련주 상승",""
"2012-01-09","","","음성인식 관련주 상승",""
"2012-01-09","","","줄기세포 치료제 기대감에 줄기세포 관련주 상승",""
"2012-01-09","","","하이엔드(High-end) TV 수혜주 분석",""
"2012-01-10","","","최대주주 지원 소식 및 인도시장 진출 호재",""
"2012-01-10","","","유상증자 결정",""
"2012-01-10","","","콘덴서 관련주 상승",""
"2012-01-10","","","유아 보습제 출시 소식",""
"2012-01-10","","","의료기기 제조 및 품질관리기준 적합인정서 취득 소식",""
"2012-01-10","","","SNS(소셜네트워크서비스) 관련주 상승",""
"2012-01-10","","","대통령선거(인맥) 관련주 상승",""
"2012-01-10","","","CES 2012 행사에 안드로이드4.0 기반 애플리케이션프로세서를 출품했다는 소식",""
"2012-01-10","","","SNS(소셜네트워크서비스) 관련주 상승",""
"2012-01-10","","","美 컨퀘스트社와 세포치료제 개발 관련 MOU체결 소식",""
"2012-01-10","","","2011년 메모리카드 생산량이 5천만개를 돌파하며 창사 이래 최대치를 기록했다는 소식",""
"2012-01-10","","","SNS(소셜네트워크서비스) 관련주 상승",""
"2012-01-10","","","디자인/리모델링 관련주 상승",""
"2012-01-10","","","TFT-LCD BLU제조 관련주 상승",""
"2012-01-10","","","지난해 연간 사상 최대 실적 전망",""
"2012-01-10","","","남북경협 관련주 상승",""
"2012-01-10","","","에이즈 치료제 공동연구와 관련해 1월 중으로 결과를 발표할 것이란 소식",""
"2012-01-10","","","지난해 영업이익, 순이익 전년대비 흑자전환",""
"2012-01-10","","","3분기(10~12월) 영업이익, 순이익 전년동기대비 흑자전환",""
"2012-01-10","","","디자인/리모델링 관련주 상승",""
"2012-01-10","","","남북경협 관련주 상승 및 쥬얼리, 핸드백부분의 실적급증 기대감",""
"2012-01-10","","","U-HEALTHCARE 관련주 상승",""
"2012-01-10","","","아이패드 케이스 및 현대차 카시트 공급에 따른 수혜 기대감",""
"2012-01-11","","","최대주주 지원 소식 및 인도시장 진출 호재",""
"2012-01-11","","","유아 보습제 출시 소식",""
"2012-01-11","","","유상증자 결정",""
"2012-01-11","","","의료기기 제조 및 품질관리기준 적합인정서 취득 소식",""
"2012-01-11","","","에이즈 치료제 공동연구와 관련해 1월 중으로 결과를 발표할 것이란 소식",""
"2012-01-11","","","3분기(10~12월) 영업이익, 순이익 전년동기대비 흑자전환",""
"2012-01-11","","","일부 태양광에너지(셀제조) 관련주 급등",""
"2012-01-11","","","비철금속 관련주 상승",""
"2012-01-11","","","회생절차 종결신청 검토 중",""
"2012-01-11","","","비철금속 관련주 상승",""
"2012-01-11","","","AMOLED 발광재료용 특수필름 양산 개시 소식",""
"2012-01-11","","","KT와 LTE 중계기 납품계약 체결",""
"2012-01-11","","","LG디스플레이와 삼성모바일디스플레이의 신규설비 투자에 대한 기대감",""
"2012-01-11","","","일부 태양광에너지(셀제조) 관련주 급등",""
"2012-01-12","","","회생절차 종결신청 검토 중",""
"2012-01-12","","","상장폐지 기준 미해당 및 자사주 취득 결정으로 거래 재개 첫날 상한가",""
"2012-01-12","","","태양광에너지(원료 및 장비) 관련주 상승 및 미국 대규모 태양광발전 프로젝트의 우선협상자로 선정됐다는 소식",""
"2012-01-12","","","중소형철강주 상승",""
"2012-01-12","","","중소형철강주 상승",""
"2012-01-12","","","모회사인 JYP와의 합병설 및 2AM 일본 진출 기대감",""
"2012-01-12","","","태양광에너지(원료 및 장비) 관련주 상승",""
"2012-01-12","","","태양광에너지(원료 및 장비) 관련주 상승 및 OCI가 미국 대규모 태양광발전 프로젝트의 우선협상자로 선정되면서 파트너사로 참여한다는 소식",""
"2012-01-12","","","계열사 OCI가 태양광에너지(원료 및 장비) 관련주 상승 및 미국 대규모 태양광발전 프로젝트의 우선협상자로 선정됐다는 소식에 상한가를 기록한 가운데, 동사의 OCI 지분가치가 부각되며 상한가",""
"2012-01-12","","","감자 및 출자전환 관련 회생계획안 수정 제출 예정",""
"2012-01-13","","","모회사인 JYP와의 합병을 검토중이라는 조회공시 답변",""
"2012-01-13","","","시트콤, 드라마, 예능 등 다양한 장르에서의 뛰어난 제작능력 부각",""
"2012-01-13","","","선관위의 인터넷 선거운동 허용으로 일부 SNS(소셜네트워크서비스) 관련주 상승",""
"2012-01-13","","","회생절차 조기종결 위해 M&A 추진",""
"2012-01-13","","","선관위의 인터넷 선거운동 허용으로 일부 SNS(소셜네트워크서비스) 관련주 상승",""
"2012-01-16","","","회생절차 조기종결 위해 M&A 추진",""
"2012-01-16","","","드라마 ""해를 품은 달""이 주간 시청률 조사에서 전체 2위에 등극했다는 소식",""
"2012-01-16","","","통합민주당에서 친노무현 세력이 약진하면서 대표적인 친노 인맥 관련주로 언급(동사의 류원기 회장은 2006년 ""3.1절 골프 파문""을 통해 이해찬 전총리와 친분관계가 알려진바 있음.)",""
"2012-01-16","","","한명숙 전 총리가 민주통합당 대표로 선출되면서 지난 서울시장 선거때 무상교육을 정책으로 제시했던 점이 부각되면서 수혜주로 언급.",""
"2012-01-17","","","회생절차 조기종결 위해 M&A 추진",""
"2012-01-17","","","교육/온라인 교육 관련주 상승",""
"2012-01-17","","","통합민주당에서 친노무현 세력이 약진하면서 대표적인 친노 인맥 관련주로 언급(동사의 류원기 회장은 2006년 ""3.1절 골프 파문""을 통해 이해찬 전총리와 친분관계가 알려진바 있음)",""
"2012-01-17","","","엔젤산업 관련주 상승",""
"2012-01-17","","","엔젤산업 관련주 상승",""
"2012-01-17","","","엔젤산업 관련주 상승",""
"2012-01-17","","","교육/온라인 교육 관련주 상승",""
"2012-01-17","","","페이스북의 기업공개 일정이 구체화된다는 소식에 SNS관련주 상승",""
"2012-01-17","","","중국 및 베트남업체와 천연물신약 수출계약 체결 소식",""
"2012-01-17","","","정부의 클라우드서비스 인증제 도입 소식에 클라우드 컴퓨팅 관련주 상승",""
"2012-01-17","","","페이스북의 기업공개 일정이 구체화된다는 소식에 SNS관련주 상승",""
"2012-01-17","","","교육/온라인 교육 관련주 상승",""
"2012-01-17","","","정부의 클라우드서비스 인증제 도입 소식에 클라우드 컴퓨팅 관련주 상승",""
"2012-01-17","","","중국 스마트폰 제조업체와 ""맥스홈 런처"" 탑재 계약을 체결했다는 소식",""
"2012-01-17","","","정부의 클라우드서비스 인증제 도입 소식에 클라우드 컴퓨팅 관련주 상승",""
"2012-01-18","","","애플의 교육산업 진출 소식에 교육/온라인 교육 관련주 급등",""
"2012-01-18","","","바이오사업 진출 소식",""
"2012-01-18","","","애플의 교육산업 진출 소식에 교육/온라인 교육 관련주 급등 및 대규모 폐구리 공급계약 체결 소식",""
"2012-01-18","","","중국 스마트폰 제조업체와 ""맥스홈 런처""를 탑재 계약을 체결했다는 소식",""
"2012-01-18","","","애플의 교육산업 진출 소식에 교육/온라인 교육 관련주 급등",""
"2012-01-18","","","애플의 교육산업 진출 소식에 교육/온라인 교육 관련주 급등",""
"2012-01-18","","","정부의 해상풍력단지 건설 추진 재차 강조 소식",""
"2012-01-18","","","화학비료 구매납품 계약 체결",""
"2012-01-18","","","인천 구월보금자리주택 건설공사 2공구 (B-1BL) 공사 수주",""
"2012-01-18","","","인천 구월보금자리주택 건설공사 2공구 공사수주",""
"2012-01-18","","","애플의 교육산업 진출 소식에 교육/온라인 교육 관련주 급등",""
"2012-01-19","","","애플의 교육산업 진출 소식에 교육/온라인 교육 관련주 급등",""
"2012-01-19","","","바이오사업 진출 소식",""
"2012-01-19","","","애플의 교육산업 진출 소식에 교육/온라인 교육 관련주 급등",""
"2012-01-19","","","중국 스마트폰 제조업체와 ""맥스홈 런처""를 탑재 계약을 체결했다는 소식",""
"2012-01-19","","","애플의 교육산업 진출 소식에 교육/온라인 교육 관련주 급등",""
"2012-01-19","","","애플의 교육산업 진출 소식에 교육/온라인 교육 관련주 급등",""
"2012-01-19","","","애플의 교육산업 진출 소식에 교육/온라인 교육 관련주 급등",""
"2012-01-19","","","4G 국제표준 최종 확정 소식에 일부 와이브로관련주 급등",""
"2012-01-19","","","애플의 교육산업 진출 소식에 교육/온라인 교육 관련주 급등",""
"2012-01-19","","","하이마트 M&A 기대감",""
"2012-01-19","","","4G 국제표준 최종 확정 소식에 일부 와이브로관련주 급등",""
"2012-01-19","","","애플의 교육산업 진출 소식에 교육/온라인 교육 관련주 급등",""
"2012-01-19","","","일부 모바일솔루션(스마트폰)관련주 급등",""
"2012-01-19","","","일부 모바일솔루션(스마트폰)관련주 급등",""
"2012-01-20","","","대규모 폐구리 공급계약 체결",""
"2012-01-20","","","바이오사업 진출 소식",""
"2012-01-20","","","4G 국제표준 최종 확정 소식에 일부 와이브로관련주 급등",""
"2012-01-20","","","4G 국제표준 최종 확정 소식에 일부 와이브로관련주 급등",""
"2012-01-20","","","에스엠엔터테인먼트로의 피인수설",""
"2012-01-20","","","지분매각설에 대한 조회공시 답변에서 자회사 미리넷솔라와 지난 13일 신문지상에 M&A 공고했고 이를 추진하는 과정에서 지분매각 등이 발생할 수 있다고 밝힘",""
"2012-01-20","","","자본감소로 인한 액면변경에 따른 변경 상장 첫날 상한가",""
"2012-01-20","","","美 신재생에너지 발전사업 관련 공동수행 협약 체결 소식",""
"2012-01-25","","","대규모 폐구리 공급계약 체결",""
"2012-01-25","","","美 신재생에너지 발전사업 관련 공동수행 협약 체결 소식",""
"2012-01-25","","","자산재평가 실시 결정",""
"2012-01-26","","","절대적 저평가 분석",""
"2012-01-26","","","비철금속 관련주 상승",""
"2012-01-26","","","치매관리법 시행령 국무회의 통과 소식에 화장지, 티슈, 기저귀 등 위생용품 제조업체인 동사가 수혜주로 부각",""
"2012-01-26","","","창투사 관련주 상승",""
"2012-01-26","","","창투사 관련주 상승",""
"2012-01-26","","","정치권의 모바일 투표 도입 추진 소식에 SNS(소셜네트워크서비스)관련주 상승",""
"2012-01-26","","","올해 최대주주인 덴츠플라이와의 본격적인 시너지 창출 기대감",""
"2012-01-26","","","전자책 관련주 상승",""
"2012-01-26","","","전자책 스토리K 초기물량 완판 소식",""
"2012-01-26","","","정치권의 모바일 투표 도입 추진 소식에 SNS(소셜네트워크서비스)관련주 상승",""
"2012-01-26","","","전자책 관련주 상승",""
"2012-01-27","","","대기업의 베이커리 사업 철수에 따른 반사이익 기대",""
"2012-01-27","","","대기업의 베이커리 사업 철수에 따른 반사이익 기대",""
"2012-01-27","","","북한의 가스관 사업 추진 의지 소식에 남-북-러 가스관사업 관련주 상승",""
"2012-01-27","","","자기관리 부동산투자회사(REITs) 관련주 동반 급등",""
"2012-01-27","","","자기관리 부동산투자회사(REITs) 관련주 동반 급등",""
"2012-01-30","","","하천환경정비사업 수주",""
"2012-01-30","","","북한의 가스관 사업 추진 의지 소식에 남-북-러 가스관사업 관련주 연일 상승",""
"2012-01-30","","","케이탑리츠 상장을 하루 앞두고 자기관리부동산투자회사(REITs) 관련주 상승",""
"2012-01-30","","","실적 기대감 및 저평가 분석",""
"2012-01-30","","","북한의 가스관 사업 추진 의지 소식에 남-북-러 가스관사업 관련주 연일 상승",""
"2012-01-30","","","글루코스민 대체물질인 관절엔파낙스 등 신제품 효과에 대한 기대감",""
"2012-01-30","","","북한의 가스관 사업 추진 의지 소식에 남-북-러 가스관사업 관련주 연일 상승",""
"2012-01-30","","","국가균형발전 기대감에 세종시 관련주 급등",""
"2012-01-30","","","재무구조 개선 기대감",""
"2012-01-30","","","악성 림프종 임상3상 환자등록 최종 완료 소식",""
"2012-01-30","","","국가균형발전 기대감에 세종시 관련주 급등",""
"2012-01-30","","","국가균형발전 기대감에 세종시 관련주 급등",""
"2012-01-30","","","글로벌 유산균 대표기업으로 성장 중이라는 증권사 호평",""
"2012-01-31","","","국가균형발전 기대감에 세종시 관련주 연일 급등",""
"2012-01-31","","","재무구조 개선 기대감",""
"2012-01-31","","","국가균형발전 기대감에 세종시 관련주 연일 급등",""
"2012-01-31","","","국가균형발전 기대감에 세종시 관련주 연일 급등",""
"2012-01-31","","","발기부전치료제 2종 임상 1상 시험 종료",""
"2012-01-31","","","이동통신 번호이동 MVNO까지 확대 소식",""
"2012-01-31","","","(주)얼반웍스미디어 인수에 따른 미디어 사업 진출 기대감",""
"2012-02-01","","","영상콘텐츠 관련주 상승",""
"2012-02-01","","","항노화 기능 화장품 양산 성공 소식",""
"2012-02-01","","","폐구리 공급계약 체결",""
"2012-02-01","","","교육/온라인교육 관련주 상승",""
"2012-02-01","","","8거래일 연속 하한가를 마치고 9거래일 만에 가격제한폭까지 치솟으며 급반등",""
"2012-02-01","","","사상 최대 실적 전망",""
"2012-02-01","","","휴대 단말용 안테나 및 이를 구비한 휴대용 단말 관련 특허권 취득",""
"2012-02-01","","","4분기 실적 급증 전망",""
"2012-02-01","","","교육/온라인교육 관련주 상승",""
"2012-02-01","","","영상콘텐츠 관련주 상승",""
"2012-02-02","","","폐구리 공급계약 체결",""
"2012-02-02","","","8거래일 연속 하한가 이후 이틀 연속 상한가",""
"2012-02-02","","","사상 최대 실적 전망",""
"2012-02-02","","","안철수 서울대학교 융합과학기술대학원장의 기부재단 설립 계획 발표 소식",""
"2012-02-02","","","경영권분쟁 부각",""
"2012-02-06","","","중소형철강주 상승",""
"2012-02-06","","","최대주주 변경을 수반하는 주식 양수도 계약 체결",""
"2012-02-06","","","일부 탄소나노튜브(CNT) 관련주 연일 급등",""
"2012-02-06","","","중소형철강주 상승",""
"2012-02-06","","","일부 탄소나노튜브(CNT) 관련주 연일 급등",""
"2012-02-06","","","경구용 표적항암제 정부 지원과제 선정 소식",""
"2012-02-06","","","새누리당이 총선 공약으로 초중고 대상 아침 무상급식을 실시하는 방안을 검토 중이라는 소식에 식자재유통 업체인 동사의 주가가 수혜주로 부각",""
"2012-02-06","","","중소형철강주 상승",""
"2012-02-06","","","새누리당이 총선 공약으로 초중고 대상 아침 무상급식을 실시하는 방안을 검토 중이라는 소식에 식자재유통 업체인 동사의 주가가 수혜주로 부각",""
"2012-02-06","","","계열사 웅진코웨이 지분 전량 매각 추진 소식",""
"2012-02-07","","","일부 탄소나노튜브(CNT) 관련주 연일 급등",""
"2012-02-07","","","최대주주 변경을 수반하는 주식 양수도 계약 체결",""
"2012-02-07","","","일부 탄소나노튜브(CNT) 관련주 연일 급등",""
"2012-02-07","","","중소형철강주 상승",""
"2012-02-07","","","정부가 폐기물 에너지를 신재생에너지로 활용하기 위한 로드맵을 만든다는 소식에 대체에너지 개발사업(쓰레기 매립장 폐가스 활용 발전사업), 음식물쓰레기 자원화(발전) 사업 등을 영위하는 동사가 수혜주로 부각",""
"2012-02-07","","","웅진홀딩스의 웅진코웨이 지분 매각 추진 검토",""
"2012-02-07","","","새누리당이 총선 공약으로 초중고 대상 아침 무상급식을 실시하는 방안을 검토 중이라는 소식에 식자재유통 업체인 동사의 주가가 수혜주로 부각되며 연일 상한가",""
"2012-02-07","","","중소형철강주 상승",""
"2012-02-07","","","새누리당이 총선 공약으로 초중고 대상 아침 무상급식을 실시하는 방안을 검토 중이라는 소식에 식자재유통 업체인 동사의 주가가 수혜주로 부각되며 연일 상한가",""
"2012-02-07","","","지난 5일부터 치매관리법이 시행된 데 따른 수혜 기대감. 동사는 화장지, 티슈, 기저귀 등 위생용품 제조 및 판매업체임.",""
"2012-02-07","","","주식분할 결정",""
"2012-02-07","","","지분 9.88%를 보유 중인 사람인HR이 기관 수요 예측에서 높은 청약 경쟁률을 보였다는 소식",""
"2012-02-07","","","중소형철강주 상승",""
"2012-02-07","","","웅진홀딩스의 웅진코웨이 지분 매각 추진 검토",""
"2012-02-07","","","독립적인 제3자와 여러 대상 인수가능성에 대해 협의중",""
"2012-02-07","","","100Gbps 광 송수신 기술 개발 소식",""
