"종목코드","종목명","가격","등락","상한가일수","사유","날짜"
"187790","나노",3745.0,20.81,"","사상 최악 미세먼지 발생에 황사/미세먼지 관련주 상승 속 급등","2018-03-26"
"131390","피앤이솔루션",16050.0,17.58,"","2차전지/전기차 관련주 상승 속 中 업체와 2차전지 충방전장비 공급계약 모멘텀 지속에 급등","2018-03-26"
"241820","피씨엘",16000.0,15.52,"","제약/바이오 관련주 상승 속 급등","2018-03-26"
"203650","드림시큐리티",6050.0,14.8,"","블록체인 관련주 상승 속 급등","2018-03-26"
"091580","상신이디피",13500.0,14.41,"","2차전지/전기차 관련주 상승 속 급등","2018-03-26"
"058220","아리온",1085.0,14.21,"","엔터테인먼트 관련주 상승 속 급등","2018-03-26"
"039200","오스코텍",23300.0,12.29,"","제약/바이오 관련주 상승 속 급등","2018-03-26"
"066700","테라젠이텍스",15650.0,11.79,"","제약/바이오 관련주 상승 속 급등","2018-03-26"
"219550","MP한강",2460.0,10.81,"","화장품 관련주 상승 속 급등","2018-03-26"
"041920","메디아나",10350.0,10.34,"","PICC 제조인증 획득 소식에 급등","2018-03-26"
"042040","케이피엠테크",1455.0,10.23,"","마스크 관련주 상승 속 급등","2018-03-26"
"083790","크리스탈",24800.0,10.22,"","복합성분 진통제 임상 1상 시험 계획 승인에 급등","2018-03-26"
"085370","루트로닉",19150.0,10.06,"","망막질환 치료 레이저 '알젠' 치료기 승인 모멘텀 지속에 급등","2018-03-26"
"065170","넥스트BT",2520.0,10.04,"","제약/바이오 관련주 상승 속 최대주주 바이오리더스의 경영권 인수 완료 소식 등으로 급등","2018-03-26"
"006490","인스코비",9540.0,29.97,2.0,"관계사 아피메즈, 골관절염 치료제 기대감 지속 및 40억원 규모 CB 발행 결정에 이틀째 상한가","2018-03-27"
"017680","데코앤이",958.0,29.99,1.0,"최대주주 키위미디어그룹의 주식양수도 계약 체결에 상한가","2018-03-27"
"000520","삼일제약",33150.0,24.86,"","제약업체 및 황사/미세먼지 관련주 상승 속 급등","2018-03-27"
"127160","매직마이크로",3340.0,23.93,"","자금조달 계획 순항 기대감 등으로 급등","2018-03-27"
"112240","에스에프씨",5780.0,21.68,"","110억원 규모 CB 납입 기대감에 급등","2018-03-27"
"002760","보락",1945.0,20.06,"","신약개발 모멘텀 지속에 급등","2018-03-27"
"196170","알테오젠",23500.0,17.79,"","네덜란드 업체와 허셉틴 바이오시밀러 공급계약 체결 소식에 급등","2018-03-27"
"058820","CMG제약",6780.0,14.92,"","美 조현병 신약허가 기대감 지속 등으로 급등","2018-03-27"
"005320","국동",4910.0,12.74,"","바이오 및 식물줄기세포 사업 진출 기대감 지속에 급등","2018-03-27"
"069540","라이트론",8150.0,12.26,"","신재생에너지 업체 메타비스타 지분 추가 취득 결정에 급등","2018-03-27"
"084650","랩지노믹스",11800.0,11.32,"","암진단 패널에 따른 실적 턴어라운드 기대감 지속에 급등","2018-03-27"
"099660","한솔신텍",1195.0,11.16,"","韓-UAE 원전 및 에너지분야 협력 확대 기대감에 원자력발전 관련주 상승 속 급등","2018-03-27"
"025620","제이준코스메틱",19150.0,10.37,"","화장품 관련주 상승 속 급등","2018-03-27"
"095660","네오위즈",18200.0,10.3,"","게임/모바일게임(스마트폰) 관련주 상승 속 급등","2018-03-27"
"058610","에스피지",13400.0,10.29,"","공기청정기 관련주 상승 속 급등","2018-03-27"
"114450","KPX생명과학",8230.0,10.17,"","제약/바이오 관련주 상승 속 급등","2018-03-27"
"007390","네이처셀",28400.0,10.08,"","알츠하이머 치매 치료기술 日 전역 확대 기대감 지속에 급등","2018-03-27"
"017680","데코앤이",1245.0,29.96,2.0,"최대주주 키위미디어그룹의 주식양수도 계약 체결 모멘텀 지속에 이틀째 상한가","2018-03-28"
"263700","케어랩스",52000.0,30.0,1.0,"신규상장 첫날 상한가","2018-03-28"
"112240","에스에프씨",7510.0,29.93,1.0,"줄기세포 치매치료제 기대감에 상한가","2018-03-28"
"033100","제룡전기",14550.0,27.07,"","北-中 회담 소식에 전력설비/철도 관련주 상승 속 급등","2018-03-28"
"147830","제룡산업",17350.0,20.07,"","北-中 회담 소식에 전력설비 관련주 상승 속 급등","2018-03-28"
"033340","좋은사람들",4565.0,15.42,"","北-中 회담 소식에 남북경협 관련주 상승 속 급등","2018-03-28"
"083470","KJ프리텍",1440.0,14.29,"","최대주주 변경 모멘텀 지속에 급등","2018-03-28"
"065170","넥스트BT",2730.0,12.81,"","최대주주 바이오리더스의 경영권 인수 완료 모멘텀 지속 등으로 급등","2018-03-28"
"069460","대호에이엘",2350.0,12.71,"","北-中 회담 소식에 철도 관련주 상승 속 급등","2018-03-28"
"025860","남해화학",13250.0,12.29,"","北-中 회담 소식에 남북경협 관련주 상승 속 급등","2018-03-28"
"001260","남광토건",20200.0,12.22,"","北-中 회담 소식에 남북경협/철도 관련주 상승 속 급등","2018-03-28"
"017040","광명전기",3870.0,11.53,"","北-中 회담 소식에 전력설비 관련주 상승 속 급등","2018-03-28"
"159910","스킨앤스킨",809.0,11.28,"","일부 화장품 관련주 상승 속 급등","2018-03-28"
"003280","흥아해운",713.0,10.71,"","장금상선과 컨테이너 정기선 부문 합병 소식에 급등","2018-03-28"
"014990","인디에프",2570.0,10.54,"","北-中 회담 소식에 남북경협 관련주 상승 속 급등","2018-03-28"
"086280","현대글로비스",173500.0,10.16,"","지배구조 개편 기대감에 급등","2018-03-28"
"042040","케이피엠테크",1785.0,29.82,1.0,"마스크 관련주 상승 속 알리코제약과 오피란제린 외용제 임상 CMO 계약 소식에 상한가","2018-03-29"
"033180","필룩스",20250.0,29.81,1.0,"바이럴진 면역항암백신 CMO 생산 및 하반기 임상 2상 돌입 소식에 상한가","2018-03-29"
"217600","켐온",2290.0,29.75,1.0,"화평법 수혜 기대감에 상한가","2018-03-29"
"093640","다믈멀티미디어",6950.0,25.68,"","안철수 위원장 서울시장 출마 기대감에 급등","2018-03-29"
"126880","제이엔케이히터",5730.0,22.96,"","일부 수소차 관련주 상승 속 급등","2018-03-29"
"224060","코디엠",915.0,16.12,"","감사보고서 '적정' 의견에 급등","2018-03-29"
"104540","코렌텍",10250.0,15.17,"","감사보고서 '적정' 의견에 급등","2018-03-29"
"112240","에스에프씨",8600.0,14.51,"","줄기세포 치매치료제 기대감 지속에 급등","2018-03-29"
"053800","안랩",84900.0,13.5,"","안철수 위원장 서울시장 출마 기대감에 급등","2018-03-29"
"025880","케이씨피드",3500.0,13.27,"","안철수 위원장 서울시장 출마 기대감에 급등","2018-03-29"
"065170","넥스트BT",3085.0,13.0,"","최대주주 바이오리더스의 경영권 인수 완료 모멘텀 지속 등으로 급등","2018-03-29"
"263700","케어랩스",58500.0,12.5,"","신규상장 이후 이틀째 급등","2018-03-29"
"140410","메지온",51600.0,12.17,"","제약/바이오 관련주 상승 속 급등","2018-03-29"
"065660","안트로젠",98700.0,12.16,"","제약/바이오 관련주 상승 속 급등","2018-03-29"
"215380","우정비에스씨",3745.0,10.8,"","제약/바이오 관련주 상승 속 급등","2018-03-29"
"001340","백광산업",3520.0,10.17,"","1분기 실적 호조 기대감 지속에 급등","2018-03-29"
"004870","티웨이홀딩스",5640.0,10.16,"","저가 항공사(LCC) 관련주 상승 속 급등","2018-03-29"
"068270","셀트리온",317000.0,9.5,"","'램시마', 유럽서 오리지날 의약품 점유율 추월 소식에 급등","2018-03-29"
"217600","켐온",2975.0,29.91,2.0,"화평법 수혜 기대감 지속에 이틀째 상한가","2018-03-30"
"073240","금호타이어",4615.0,30.0,1.0,"해외매각 찬반 투표 결정에 상한가","2018-03-30"
"008290","원풍물산",5490.0,29.94,1.0,"美 투자사 렐마다 비마약성 신경성통증치료 신약 임상 2상 기대감에 상한가","2018-03-30"
"142760","바이오리더스",23100.0,29.78,1.0,"자궁경부전암 백신 '후파벡' 인도 특허 취득 모멘텀 지속 등으로 상한가","2018-03-30"
"042040","케이피엠테크",2050.0,14.85,"","알리코제약과 오피란제린 외용제 임상 CMO 계약 모멘텀 지속 등으로 급등","2018-03-30"
"016590","신대양제지",75400.0,14.76,"","中 환경 보호 정책 수혜 기대감 지속에 골판지 제조 관련주 강세 속 급등","2018-03-30"
"051980","넥스트바이오홀딩스",1455.0,11.92,"","의료기기 관련주 상승 속 급등","2018-03-30"
"166480","코아스템",19750.0,11.9,"","줄기세포 관련주 상승 속 루게릭 줄기세포 치료제 '뉴로나타-알' 판매량 급증 모멘텀 지속에 급등","2018-03-30"
"032790","엠젠플러스",11850.0,11.79,"","제약/바이오 관련주 상승 속 급등","2018-03-30"
"039200","오스코텍",26450.0,11.6,"","제약/바이오 관련주 상승 속 급등","2018-03-30"
"006490","인스코비",9610.0,11.23,"","관계사 아피메즈, 골관절염 치료제 기대감 지속 등으로 급등","2018-03-30"
"115440","우리넷",9030.0,10.93,"","지난해 실적 호조에 급등","2018-03-30"
"030790","동양네트웍스",3800.0,10.79,"","사업 다각화에 따른 체질 개선 기대감 지속에 급등","2018-03-30"
"069540","라이트론",8940.0,10.51,"","신재생에너지 업체 메타비스타 지분 추가 취득 결정 모멘텀 지속에 급등","2018-03-30"
"032980","바이온",3700.0,10.12,"","줄기세포/화장품 관련주 상승 속 급등","2018-03-30"
"127160","매직마이크로",3740.0,10.0,"","자금조달 계획 순항 기대감 지속 등으로 급등","2018-03-30"
"073240","금호타이어",5990.0,29.79,2.0,"더블스타로의 매각 결정에 이틀째 상한가","2018-04-02"
"252500","세화피앤씨",7020.0,30.0,1.0,"中 사드 보복 해제 기대감에 상한가","2018-04-02"
"032350","롯데관광개발",20250.0,29.81,1.0,"中 사드 보복 해제 기대감에 상한가","2018-04-02"
"009780","엠에스씨",15900.0,29.8,1.0,"무상증자 결정에 상한가","2018-04-02"
"074610","나노메딕스",19850.0,29.74,1.0,"나노기술 치료장비 출시 계획에 상한가","2018-04-02"
"224060","코디엠",1210.0,29.69,1.0,"최대주주 변경에 상한가","2018-04-02"
"065170","넥스트BT",4070.0,25.23,"","中 사드 보복 해제 기대감 속 최대주주 바이오리더스의 경영권 인수 완료 모멘텀 지속에 급등","2018-04-02"
"003350","한국화장품제조",51700.0,22.37,"","中 사드 보복 해제 기대감에 급등","2018-04-02"
"032980","바이온",4400.0,18.92,"","中 사드 보복 해제 기대감 속 줄기세포 관련주 상승 등으로 급등","2018-04-02"
"027390","한화갤러리아타임월드",52300.0,17.26,"","中 사드 보복 해제 기대감에 급등","2018-04-02"
"900310","컬러레이",3505.0,16.45,"","中 사드 보복 해제 기대감에 급등","2018-04-02"
"214420","토니모리",19400.0,15.48,"","中 사드 보복 해제 기대감에 급등","2018-04-02"
"137940","넥스트아이",3130.0,15.29,"","中 사드 보복 해제 기대감에 급등","2018-04-02"
"225650","쿠첸",8790.0,13.71,"","中 사드 보복 해제 기대감에 급등","2018-04-02"
"018250","애경산업",38100.0,13.56,"","中 사드 보복 해제 기대감에 급등","2018-04-02"
"217730","강스템바이오텍",17000.0,13.33,"","中 사드 보복 해제 기대감 속 줄기세포 관련주 상승 등으로 급등","2018-04-02"
"027050","코리아나",8070.0,12.87,"","中 사드 보복 해제 기대감에 급등","2018-04-02"
"034230","파라다이스",23600.0,12.38,"","中 사드 보복 해제 기대감에 급등","2018-04-02"
"069540","라이트론",10000.0,11.86,"","신재생에너지 업체 메타비스타 지분 추가 취득 결정 모멘텀 지속에 급등","2018-04-02"
"203650","드림시큐리티",6750.0,11.57,"","공인인증서 폐지 속 삼성SDS와 블록체인 협력 부각에 급등","2018-04-02"
"142760","바이오리더스",25750.0,11.47,"","자궁경부전암 백신 '후파벡' 인도 특허 취득 모멘텀 지속 등으로 급등","2018-04-02"
"123690","한국화장품",18550.0,10.75,"","中 사드 보복 해제 기대감에 급등","2018-04-02"
"073240","금호타이어",7780.0,29.88,3.0,"더블스타로의 매각 결정 모멘텀 지속에 사흘째 상한가","2018-04-03"
"109070","KGP",7150.0,25.66,"","바이오웨이, 분자표적 항암제 연내 임상 돌입 기대감에 급등","2018-04-03"
"033180","필룩스",18700.0,20.65,"","바이럴진 실사 완료 소식 등에 급등","2018-04-03"
"066790","씨씨에스",580.0,19.59,"","감사보고서 '적정' 의견에 급등","2018-04-03"
"234080","JW생명과학",61400.0,17.85,"","유럽 수출 본격화 전망에 급등","2018-04-03"
"090850","이지웰페어",11450.0,16.01,"","복지서비스 기반 사업 성장 본격화 기대감 지속에 급등","2018-04-03"
"065660","안트로젠",125000.0,15.85,"","줄기세포 관련주 상승 속 급등","2018-04-03"
"204630","화이브라더스코리아",4920.0,15.09,"","中 사드 보복 해제 기대감 지속에 급등","2018-04-03"
"002100","경농",7100.0,14.89,"","남북 관계 개선 기대감 지속에 남북경협 관련주 상승 속 급등","2018-04-03"
"187420","제노포커스",16200.0,12.5,"","제약/바이오 관련주 상승 속 급등","2018-04-03"
"150900","파수닷컴",5900.0,12.17,"","비식별화 솔루션 신사업 기대감에 급등","2018-04-03"
"054180","중앙오션",5680.0,11.37,"","남북 관계 개선 기대감 지속에 철도 관련주 상승 속 급등","2018-04-03"
"000250","삼천당제약",42450.0,11.13,"","제약/바이오 관련주 상승 속 급등","2018-04-03"
"151910","나노스",2985.0,10.97,"","코스닥150 편입 기대감 지속에 급등","2018-04-03"
"057880","토필드",3750.0,10.29,"","中 업체와 글로벌 R&D센터 합작법인 설립 계약 체결 모멘텀 지속에 급등","2018-04-03"
"082270","젬백스",19000.0,9.83,"","제약/바이오 관련주 상승 속 급등","2018-04-03"
"002720","국제약품",7070.0,9.61,"","제약/바이오 관련주 상승 속 급등","2018-04-03"
"018250","애경산업",41750.0,9.58,"","中 사드 보복 해제 기대감 지속에 급등","2018-04-03"
"096760","JW홀딩스",8890.0,9.21,"","JW생명과학 유럽 수출 본격화 전망에 급등","2018-04-03"
"084650","랩지노믹스",13900.0,9.02,"","제약/바이오 관련주 상승 속 암/질병 예측통합서비스 출시 모멘텀 지속에 급등","2018-04-03"
"102210","해덕파워웨이",17550.0,30.0,2.0,"조선기자재 관련주 강세 속 최대주주 변경 수반 주식양수도 계약 체결에 이틀째 상한가","2018-04-05"
"246720","아스타",18700.0,29.86,1.0,"바이오 플랫폼 사업 진출 기대감 등으로 상한가","2018-04-05"
"097800","윈팩",1570.0,29.75,1.0,"49.40억원 규모 신규시설 투자 결정 모멘텀 지속에 상한가","2018-04-05"
"158310","인터불스",13100.0,29.7,1.0,"항암면역세포치료제 개발사 투자 모멘텀 지속에 상한가","2018-04-05"
"109070","KGP",12000.0,29.17,"","바이오웨이, 분자표적 항암제 연내 임상 돌입 기대감 지속에 급등","2018-04-05"
"222980","한국맥널티",15100.0,21.29,"","식약처 '신개발의료기기' 지원 제도 선정 소식에 급등","2018-04-05"
"085660","차바이오텍",22400.0,20.75,"","세포치료제 기술수출 검토 소식 및 최대주주 보유 CB 전량 주식 전환에 급등","2018-04-05"
"067900","와이엔텍",5620.0,19.07,"","폐기물산업 재조명 분석에 폐기물처리 관련주 상승 속 급등","2018-04-05"
"011200","현대상선",5150.0,14.83,"","해수부, 해운재건 5개년 계획 발표에 해운주 강세 속 급등","2018-04-05"
"215200","메가스터디교육",120800.0,13.96,"","서울 주요대학 정시 확대 검토 소식에 급등","2018-04-05"
"030210","KTB투자증권",5420.0,13.63,"","증권주 상승 속 급등","2018-04-05"
"003280","흥아해운",789.0,10.97,"","해수부, 해운재건 5개년 계획 발표에 해운주 강세 속 급등","2018-04-05"
"007370","진양제약",7020.0,10.9,"","삼성전자, 치매·난치암 연구 등 미래기술육성사업 지원 소식에 치매 관련주 강세 속 급등","2018-04-05"
"068760","셀트리온제약",90800.0,10.6,"","제약/바이오 관련주 상승 속 급등","2018-04-05"
"230980","솔트웍스",4020.0,10.59,"","국방부 VR·AR 활용 훈련체계 추진 기대감에 급등","2018-04-05"
"204840","지엘팜텍",5330.0,10.35,"","신경병성통증 치료제 임상3상 기대감 지속에 급등","2018-04-05"
"042040","케이피엠테크",2430.0,29.95,1.0,"자회사 에이비온, 미국암학회서 개발 중인 신약 효과 발표 기대감 등으로 상한가","2018-04-06"
"200780","비씨월드제약",32000.0,24.51,"","제약/바이오 관련주 상승 속 경구용 마약진통제 재평가 기대감 등으로 급등","2018-04-06"
"005690","파미셀",20800.0,17.51,"","줄기세포 관련주 상승 속 간경변 치료제 '셀그램-리버' 기대감 지속 등으로 급등","2018-04-06"
"131030","디에이치피코리아",12150.0,17.39,"","내륙 지방서 올해 첫 중국發 황사 관측 소식에 황사/미세먼지 관련주 상승 속 급등","2018-04-06"
"950170","JTC",16300.0,16.01,"","신규상장 첫날 급등","2018-04-06"
"000250","삼천당제약",49500.0,15.12,"","제약/바이오 관련주 상승 속 급등","2018-04-06"
"028300","에이치엘비",97000.0,14.93,"","줄기세포 관련주 상승 속 표적항암제 '아파티닙' 기대감 지속에 급등","2018-04-06"
"197210","리드",1975.0,14.83,"","500억원 규모 자금조달 기대감에 급등","2018-04-06"
"049080","기가레인",2915.0,10.42,"","엔비디아로부터 태블릿용 FRC 수주 소식에 급등","2018-04-06"
"097800","윈팩",1725.0,9.87,"","49.40억원 규모 신규시설 투자 결정 모멘텀 지속에 급등","2018-04-06"
"159910","스킨앤스킨",1225.0,9.87,"","최대주주 변경 및 자금조달 기대감 지속 등으로 급등","2018-04-06"
"000520","삼일제약",50000.0,29.87,1.0,"간질환 치료제 '아람콜' 개발 모멘텀 지속에 상한가","2018-04-09"
"203650","드림시큐리티",8610.0,29.86,1.0,"공인인증서 폐지 추진 속 삼성SDS와의 블록체인 협력 모멘텀이 지속되며 상한가","2018-04-09"
"051980","넥스트바이오홀딩스",1920.0,29.73,1.0,"의료기기 관련주 상승 속 상한가","2018-04-09"
"203690","프로스테믹스",11400.0,29.69,1.0,"암 줄기세포 억제 마이크로RNA 확인 소식에 상한가","2018-04-09"
"173940","에프엔씨엔터",10950.0,29.59,1.0,"소속배우 정해인 中 인기 소식에 상한가","2018-04-09"
"185490","아이진",32800.0,26.15,"","제약/바이오 관련주 상승 속 급등","2018-04-09"
"053030","바이넥스",16450.0,22.3,"","관계사 페프로민 바이오, 차세대 면역 항암제 'CAR-T' 개발 기대감에 급등","2018-04-09"
"196170","알테오젠",31450.0,21.9,"","바이오시밀러(복제 바이오의약품) 관련주 상승 속 급등","2018-04-09"
"065660","안트로젠",168500.0,20.19,"","줄기세포 관련주 상승 속 급등","2018-04-09"
"052020","에스티큐브",16100.0,20.15,"","제약/바이오 관련주 상승 속 급등","2018-04-09"
"083660","CSA 코스믹",11500.0,19.92,"","중국向 화장품 매출 성장 기대감에 급등","2018-04-09"
"005690","파미셀",24750.0,18.99,"","줄기세포 관련주 상승 속 간경변 치료제 '셀그램-리버' 기대감 지속 등으로 급등","2018-04-09"
"018290","지엠피",8400.0,18.14,"","뇌질환 세포치료제ㆍ탈모치료제 독점적 기술이전 모멘텀 지속에 급등","2018-04-09"
"224060","코디엠",1380.0,17.45,"","관계사 페프로민 바이오, 차세대 면역 항암제 'CAR-T' 개발 기대감에 급등","2018-04-09"
"006360","GS건설",33750.0,14.99,"","1분기 어닝서프라이즈에 급등","2018-04-09"
"028040","미래SCI",5120.0,13.78,"","바이오 사업 기대감에 급등","2018-04-09"
"043610","지니뮤직",5580.0,13.53,"","일부 음원/음반 관련주 상승 속 급등","2018-04-09"
"065650","메디프론",7020.0,11.08,"","제약/바이오 관련주 상승 속 급등","2018-04-09"
"127160","매직마이크로",4885.0,10.9,"","대규모 자금조달 등 기대감 지속에 급등","2018-04-09"
"042040","케이피엠테크",2955.0,29.89,1.0,"에이비온(주) 지분 추가 취득 결정에 상한가","2018-04-10"
"067630","에이치엘비생명과학",19350.0,29.87,1.0,"줄기세포 관련주 상승 속 에이치엘비 자회사, '아파티닙' 기대감 지속에 상한가","2018-04-10"
"009300","삼아제약",31750.0,29.86,1.0,"제약/바이오 관련주 상승 속 상한가","2018-04-10"
"068330","일신바이오",3045.0,18.95,"","삼성 '바이오' 주력사업 확대 소식 속 동결건조기 공급 경험 부각에 급등","2018-04-10"
"173940","에프엔씨엔터",13000.0,18.72,"","소속배우 정해인 中 진출 성과 기대감 지속에 급등","2018-04-10"
"174900","앱클론",66400.0,15.68,"","항체 신약 개발 기대감 지속에 급등","2018-04-10"
"036170","씨티엘",3700.0,15.63,"","세계 최초 정액제 가상화폐 거래소 사전 예약 소식에 가상화폐(비트코인 등) 관련주 상승 속 급등","2018-04-10"
"166480","코아스템",22000.0,15.49,"","줄기세포 관련주 상승 속 급등","2018-04-10"
"038070","서린바이오",16300.0,13.99,"","삼성 '바이오' 주력사업 확대 소식 속 협력관계 부각에 급등","2018-04-10"
"090850","이지웰페어",12950.0,12.61,"","복지서비스 기반 사업 성장 본격화 기대감 지속에 급등","2018-04-10"
"224060","코디엠",1550.0,12.32,"","관계사 페프로민 바이오, 차세대 면역 항암제 'CAR-T' 개발 기대감 지속에 급등","2018-04-10"
"215380","우정바이오",4610.0,12.03,"","면역항암제 개발 기대감 지속 등에 급등","2018-04-10"
"000520","삼일제약",56000.0,12.0,"","간질환 치료제 '아람콜' 개발 모멘텀 지속에 급등","2018-04-10"
"115440","우리넷",9960.0,11.04,"","지난해 실적 호조 모멘텀 지속에 급등","2018-04-10"
"217730","강스템바이오텍",19200.0,10.66,"","줄기세포 관련주 상승 속 다양한 신약 파이프라인 기대감 지속에 급등","2018-04-10"
"144510","녹십자랩셀",71900.0,10.11,"","제약/바이오 관련주 상승 속 급등","2018-04-10"
"138610","나이벡",16100.0,29.84,1.0,"제약/바이오 관련주 강세 속 펩타이드 기반 암 치료 기술 부각 등으로 상한가","2018-04-11"
"900110","이스트아시아홀딩스",544.0,29.83,1.0,"일부 국내 상장 중국기업 관련주 강세 속 상한가","2018-04-11"
"033180","필룩스",23950.0,29.81,1.0,"바이오 사업 집중 기대감에 지속 등에 상한가","2018-04-11"
"067290","JW신약",12600.0,29.63,1.0,"제약/바이오 관련주 강세 속 상한가","2018-04-11"
"083790","크리스탈",33900.0,24.18,"","제약/바이오 관련주 강세 속 슈퍼박테리아 항생제 후보물질 기술이전 기대감 등에 급등","2018-04-11"
"067630","에이치엘비생명과학",23600.0,21.96,"","제약/바이오 관련주 강세 속 에이치엘비 자회사, '아파티닙' 기대감 지속 등에 급등","2018-04-11"
"224060","코디엠",1840.0,18.71,"","종속회사의 페프로민바이오 지분 확대 소식에 급등","2018-04-11"
"203690","프로스테믹스",14350.0,18.11,"","제약/바이오 관련주 강세 속 암 줄기세포 억제 마이크로RNA 확인 모멘텀 지속 등에 급등","2018-04-11"
"019170","신풍제약",11100.0,17.83,"","제약/바이오 관련주 강세 속 급등","2018-04-11"
"196170","알테오젠",37350.0,17.08,"","제약/바이오 관련주 강세 속 급등","2018-04-11"
"096760","JW홀딩스",10700.0,16.81,"","제약/바이오 관련주 강세 속 급등","2018-04-11"
"050890","쏠리드",4495.0,14.96,"","통신장비 관련주 강세 속 급등","2018-04-11"
"073490","이노와이어리스",16150.0,13.33,"","통신장비 관련주 강세 속 급등","2018-04-11"
"085670","뉴프렉스",4845.0,13.2,"","일부 PCB(FPCB 등) 관련주 상승 속 급등","2018-04-11"
"037270","YG PLUS",2560.0,12.53,"","음악, 화장품 성장성 부각 등으로 급등","2018-04-11"
"267270","현대건설기계",171000.0,11.76,"","中 시장 점유율 확대 기대감에 급등","2018-04-11"
"220100","퓨쳐켐",24350.0,11.7,"","제약/바이오 관련주 강세 속 급등","2018-04-11"
"036200","유니셈",10600.0,10.19,"","일부 반도체 장비 관련주 상승 속 급등","2018-04-11"
"251630","브이원텍",30900.0,10.16,"","일부 2차전지 관련주 상승 속 급등","2018-04-11"
"049180","셀루메드",14950.0,30.0,1.0,"골이식재 미국 FDA 승인에 상한가","2018-04-12"
"223310","이에스브이",1495.0,30.0,1.0,"바이오, AI 분야 투자 결정에 상한가","2018-04-12"
"007390","네이처셀",34900.0,29.98,1.0,"세계 최초 줄기세포 치매치료 상용화 소식에 상한가","2018-04-12"
"036120","SCI평가정보",4080.0,29.94,1.0,"가상화폐 관련주 강세 속 상한가","2018-04-12"
"032790","엠젠플러스",19000.0,22.98,"","나노기술 암치료 상용화 기대감 지속에 급등","2018-04-12"
"090710","디에스티로봇",2000.0,21.95,"","출자지분 양도 및 사모투자합자회사 지분 양수 후 거래재개 첫날 급등","2018-04-12"
"097800","윈팩",2115.0,21.55,"","49.40억원 규모 신규시설 투자 결정 모멘텀 지속에 급등","2018-04-12"
"006490","인스코비",10850.0,19.23,"","관계사 아피메즈, 골관절염 치료제 기대감 지속에 급등","2018-04-12"
"106520","디지탈옵틱",1740.0,18.37,"","가상화폐 관련주 강세 속 급등","2018-04-12"
"121800","비덴트",14850.0,17.86,"","가상화폐 관련주 강세 속 급등","2018-04-12"
"008290","원풍물산",6770.0,15.92,"","美 투자사 렐마다, 화이자 임상전문가 영입 소식에 급등","2018-04-12"
"057880","토필드",4645.0,15.69,"","中 업체와 글로벌 R&D센터 합작법인 설립 계약 체결 모멘텀 지속에 급등","2018-04-12"
"900110","이스트아시아홀딩스",619.0,13.79,"","일부 국내 상장 중국기업 관련주 강세 속 급등","2018-04-12"
"031860","엔에스엔",3040.0,12.8,"","뇌질환 치료기기 기술개발 부각에 급등","2018-04-12"
"090460","비에이치",23700.0,12.32,"","전방 산업 확대 기대감에 급등","2018-04-12"
"032980","바이온",4600.0,11.25,"","화장품 제조사 인수 및 줄기세포화장품 시장 진출 기대감 지속에 급등","2018-04-12"
"019550","SBI인베스트먼트",1395.0,10.28,"","가상화폐 관련주 강세 속 급등","2018-04-12"
"001820","삼화콘덴서",51300.0,9.62,"","일부 전기차 관련주 상승 속 급등","2018-04-12"
"095270","웨이브일렉트로",29550.0,9.44,"","일부 통신장비 관련주 상승 속 급등","2018-04-12"
"049180","셀루메드",19400.0,29.77,2.0,"골이식재 미국 FDA 승인 모멘텀 지속에 이틀째 상한가","2018-04-13"
"109070","컨버즈",14000.0,29.63,1.0,"바이오웨이, 표적항암제 전임상 연구결과 발표 기대감에 상한가","2018-04-13"
"065650","메디프론",8780.0,25.97,"","제약/바이오 관련주 상승 속 급등","2018-04-13"
"096690","제이스테판",530.0,24.71,"","관리종목 해제 후 거래재개 첫날 급등","2018-04-13"
"142760","바이오리더스",27700.0,20.7,"","美 암학회에서 자궁경부전암 임상데이터 공개 소식에 급등","2018-04-13"
"117670","알파홀딩스",22300.0,20.54,"","바이럴진 지분 보유 모멘텀 지속에 급등","2018-04-13"
"214680","디알텍",2610.0,18.1,"","의료기기 관련주 상승 속 급등","2018-04-13"
"033100","제룡전기",16700.0,17.19,"","북미 회담 긍정적 전망에 전력설비/철도 관련주 상승 속 급등","2018-04-13"
"085310","엔케이",2410.0,16.99,"","남-북-러 가스관 관련주 상승 속 세계 최초 Type-1 수소충전소 수소용기 개발 소식에 급등","2018-04-13"
"166480","코아스템",23200.0,16.88,"","줄기세포 관련주 상승 속 급등","2018-04-13"
"208370","셀바스헬스케어",8110.0,14.87,"","의료기기 관련주 상승 속 급등","2018-04-13"
"065660","안트로젠",197700.0,13.56,"","줄기세포 관련주 상승 속 급등","2018-04-13"
"106190","하이텍팜",15000.0,13.21,"","제약/바이오 관련주 상승 속 급등","2018-04-13"
"138360","에이씨티",4845.0,12.54,"","화장품 관련주 상승 속 급등","2018-04-13"
"025620","제이준코스메틱",25000.0,12.11,"","화장품 관련주 상승 속 급등","2018-04-13"
"080520","오디텍",9000.0,12.08,"","자회사 엔비엠, 백혈병 치료제 개발 부각에 급등","2018-04-13"
"082270","젬백스",21500.0,11.4,"","제약/바이오 관련주 상승 속 급등","2018-04-13"
"033180","필룩스",27150.0,11.27,"","바이오 사업 집중 기대감 지속 등에 급등","2018-04-13"
"205470","휴마시스",2435.0,11.19,"","의료기기 관련주 상승 속 급등","2018-04-13"
