"종목코드","종목명","가격","등락","상한가일수","사유","날짜"
"004870","티웨이홀딩스",11150.0,11.5,"","항공업 성장성 부각 및 유가 급락에 항공/저가 항공사(LCC) 관련주 급등","2015-08-04"
"003490","대한항공",38050.0,11.42,"","항공업 성장성 부각 및 유가 급락에 항공/저가 항공사(LCC) 관련주 급등","2015-08-04"
"084010","대한제강",11550.0,10.53,"","실적 턴어라운드 가속화 기대감이 지속되며 급등","2015-08-04"
"078780","아이디에스",13000.0,30.0,1.0,"사후 면세점 사업 기대감에 상한가","2015-08-05"
"077970","STX엔진",8850.0,29.96,1.0,"STX건설 매각설에 상한가","2015-08-05"
"071970","STX중공업",8500.0,21.43,"","STX건설 매각설에 급등","2015-08-05"
"094360","칩스앤미디어",16400.0,19.71,"","이전 상장 첫날 급등","2015-08-05"
"044960","이-글 벳",5700.0,19.5,"","제약/바이오주 강세 속 급등","2015-08-05"
"052460","아이크래프트",16500.0,17.86,"","신사업 기대감이 지속되며 급등","2015-08-05"
"002020","코오롱",72500.0,17.12,"","자회사 정상화 및 티슈진 가치 기대감이 지속되며 급등","2015-08-05"
"123690","한국화장품",14100.0,17.01,"","화장품 관련주 강세 속 급등","2015-08-05"
"011810","STX",4730.0,13.43,"","STX건설 매각설에 급등","2015-08-05"
"215750","미래에셋제3호스팩",3145.0,29.96,1.0,"기업인수목적회사(SPAC) 관련주 강세 속 상한가","2015-08-06"
"208140","엘아이지스팩2호",3060.0,29.94,1.0,"기업인수목적회사(SPAC) 관련주 강세 속 상한가","2015-08-06"
"222420","미래에셋제4호스팩",4065.0,29.87,1.0,"신규 상장 첫날 상한가","2015-08-06"
"028300","에이치엘비",32250.0,23.09,"","신약 '아파티닙' 기대감이 지속되며 급등","2015-08-06"
"081000","일진다이아",9170.0,16.67,"","일진그룹주 강세 속 급등","2015-08-06"
"027390","한화갤러리아타임월드",170500.0,16.38,"","면세점 신규사업자 선정 모멘텀이 지속되며 급등","2015-08-06"
"145990","삼양사",103500.0,13.74,"","음식료업종 강세 속 급등","2015-08-06"
"208870","하나머스트3호스팩",4120.0,13.66,"","기업인수목적회사(SPAC) 관련주 강세 속 급등","2015-08-06"
"091700","파트론",9560.0,12.6,"","제품믹스 개선 스토리는 여전히 유효하다는 분석에 급등","2015-08-06"
"007310","오뚜기",1095000.0,12.42,"","음식료업종 강세 속 급등","2015-08-06"
"189980","흥국에프엔비",52000.0,30.0,1.0,"신규상장 첫날 상한가","2015-08-07"
"052790","액토즈소프트",64400.0,29.84,1.0,"게임/모바일게임 강세 속 상한가","2015-08-07"
"112040","위메이드",67000.0,21.82,"","게임/모바일게임 강세 속 급등","2015-08-07"
"001060","JW중외제약",37450.0,17.95,"","기술수출 기대감에 급등","2015-08-07"
"003230","삼양식품",29050.0,17.85,"","음식료업종 강세 속 급등","2015-08-07"
"005670","푸드웰",16000.0,13.48,"","음식료업종 강세 속 급등","2015-08-07"
"030720","동원수산",14700.0,12.21,"","수산주 강세 속 급등","2015-08-07"
"145990","삼양사",116000.0,12.08,"","음식료업종 강세 속 급등","2015-08-07"
"043150","바텍",33700.0,11.04,"","2분기 실적 호조에 급등","2015-08-07"
"093230","이아이디",993.0,10.33,"","최대주주 대상 유상증자 결정에 급등","2015-08-07"
"002600","조흥",260000.0,30.0,1.0,"음식료업종 강세 속 상한가","2015-08-10"
"189980","흥국에프엔비",62300.0,19.81,"","음식료업종 강세 속 신규상장 후 이틀째 급등","2015-08-10"
"078520","에이블씨엔씨",29100.0,19.75,"","2분기 흑자전환에 급등","2015-08-10"
"004410","서울식품",7710.0,16.64,"","음식료업종 강세 속 급등","2015-08-10"
"049770","동원F&B",560000.0,15.7,"","음식료업종 강세 속 급등","2015-08-10"
"037950","엘컴텍",1900.0,13.1,"","2분기 흑자전환에 급등","2015-08-10"
"007310","오뚜기",1286000.0,12.02,"","음식료업종 강세 속 안전성장 지속 전망에 급등","2015-08-10"
"030270","가희",31250.0,12.01,"","10억원 규모 유상증자 결정에 급등","2015-08-10"
"086670","비엠티",6150.0,11.41,"","2분기 실적 호조에 급등","2015-08-10"
"031440","신세계푸드",244000.0,10.41,"","강력한 HMR Value Chain으로 성장성 부각 전망에 급등","2015-08-10"
"079190","EMW",1800.0,29.96,1.0,"차세대 전지 공급 소식에 상한가","2015-08-11"
"011000","진원생명과학",13900.0,29.91,1.0,"美 관계사 대규모 라이선스 이전 계약 체결 소식에 상한가","2015-08-11"
"900100","뉴프라이드",1520.0,29.91,1.0,"자회사 통한 화장품 판매 공급계약 체결 소식에 상한가","2015-08-11"
"036630","세종텔레콤",570.0,21.02,"","제4이통 진출 타진 소식에 급등","2015-08-11"
"065450","빅텍",2395.0,20.65,"","북한의 지뢰 도발에 따른 일부 방위산업 관련주 강세 속 급등","2015-08-11"
"039200","오스코텍",6200.0,12.12,"","자회사 신약 개발 기대감이 지속되며 급등","2015-08-11"
"041510","에스엠",41400.0,11.14,"","2분기 실적 호조에 급등","2015-08-11"
"138690","엘아이에스",34000.0,11.11,"","사후면세 백화점 JSM 기대감이 지속되며 급등","2015-08-11"
"005160","동국산업",3420.0,10.14,"","2분기 실적 호조에 급등","2015-08-11"
"079190","EMW",2340.0,30.0,2.0,"차세대 전지 공급 모멘텀이 지속되며 이틀째 상한가","2015-08-12"
"011000","진원생명과학",17500.0,25.9,"","美 관계사 대규모 라이선스 이전 계약 체결 모멘텀이 지속되며 급등","2015-08-12"
"092200","디아이씨",7980.0,22.39,"","2분기 실적 호조 모멘텀이 지속되며 급등","2015-08-12"
"093230","이아이디",1155.0,15.5,"","경영 안정화 기대감에 급등","2015-08-12"
"053590","한국테크놀로지",4900.0,26.94,"","60억원 규모 유상증자 결정에 급등","2015-08-13"
"069410","엔텔스",22950.0,19.53,"","SK텔레콤/시스코와 함께 '지능형 네트워크 플랫폼' 개발을 위한 양해각서(MOU) 체결 소식에 급등","2015-08-13"
"024810","이화전기",392.0,18.79,"","2분기 및 상반기 영업이익 흑자전환으로 급등","2015-08-13"
"047440","레이젠",2285.0,17.18,"","2분기 실적 호조로 급등","2015-08-13"
"192820","코스맥스",212500.0,16.12,"","2분기 실적 호조에 급등","2015-08-13"
"005750","대림B&Co",23100.0,15.79,"","2분기 실적호조 및 성장성 기대감에 급등","2015-08-13"
"011090","에넥스",7070.0,14.03,"","상반기 사상 최대 실적 달성 소식에 급등","2015-08-13"
"094190","이엘케이",4075.0,29.98,1.0,"에스맥 인수 결정에 상한가","2015-08-17"
"025560","미래산업",445.0,18.67,"","SK하이닉스 투자 수혜 기대감에 급등","2015-08-17"
"112040","위메이드",64800.0,14.49,"","중국 출시 게임 “열혈전기” 흥행 소식에 급등","2015-08-17"
"082660","삼우엠스",3190.0,13.12,"","신규사업 진출 소식에 급등","2015-08-17"
"007980","태평양물산",4880.0,11.8,"","OEM 의류 부문 수익성 개선 기대감에 급등","2015-08-17"
"105630","한세실업",64000.0,11.69,"","하반기 실적 성장 전망에 급등","2015-08-17"
"008490","서흥",51700.0,10.12,"","2분기 실적 호조 및 증권사 호평에 급등","2015-08-17"
"087220","스틸플라워",1975.0,29.93,1.0,"356억원 규모 Submerged Arc Welded pipes 제작납품 계약 체결에 상한가","2015-08-18"
"014940","오리엔탈정공",3000.0,29.87,1.0,"2분기(연결) 영업이익 및 순이익 흑자 전환에 상한가","2015-08-18"
"011000","진원생명과학",16050.0,16.73,"","2차 기술수출 대금 수령 소식에 급등","2015-08-18"
"048410","현대아이비티",7000.0,15.32,"","중국 약국체인과 제품 공급계약 MOU 체결 소식에 급등","2015-08-18"
"005850","에스엘",16850.0,15.02,"","2분기 실적호조에 급등","2015-08-18"
"130660","한전산업",4810.0,13.31,"","2분기 영업이익 호조에 급등","2015-08-18"
"204320","만도",115000.0,11.65,"","올해 주당 4,800원 수준 배당 계획 소식에 급등","2015-08-18"
"014940","오리엔탈정공",3900.0,30.0,2.0,"2분기(연결) 영업이익, 순이익 흑자 전환 모멘텀이 지속되며 이틀째 상한가","2015-08-19"
"079190","EMW",2300.0,10.05,"","국제표준 스마트폰 무선충전기 개발 모멘텀이 지속되며 급등","2015-08-19"
"028150","GS홈쇼핑",206200.0,9.91,"","中 최대 온라인 여행사와 모바일 사업 추진 소식에 급등","2015-08-19"
"004920","씨아이테크",1120.0,8.74,"","2분기 실적 호조 모멘텀이 지속되며 급등","2015-08-19"
"014940","오리엔탈정공",5070.0,30.0,3.0,"2분기(연결) 영업이익, 순이익 흑자 전환 모멘텀이 지속되며 사흘째 상한가","2015-08-20"
"032980","폴리비전",1510.0,29.61,1.0,"경영체제 개편 기대감에 상한가","2015-08-20"
"093230","이아이디",1035.0,29.05,"","화장품업체 '엘리샤코이' 인수 추진설로 급등","2015-08-20"
"068330","일신바이오",3855.0,24.96,"","삼성바이오에피스 나스닥 상장 주관사 선정 소식에 급등","2015-08-20"
"053300","한국정보인증",10500.0,11.58,"","삼성페이 출시에 따른 수혜 전망에 급등","2015-08-20"
"064090","한양하이타오",5650.0,9.71,"","화장품사업 진출 기대감에 급등","2015-08-20"
"014940","오리엔탈정공",6590.0,29.98,4.0,"2분기(연결) 영업이익, 순이익 흑자 전환 모멘텀이 지속되며 나흘째 상한가","2015-08-21"
"065450","빅텍",2615.0,28.5,"","북한 포격 도발 여파로 일부 방위산업/전쟁 및 테러 관련주 급등","2015-08-21"
"013810","스페코",4795.0,19.28,"","북한 포격 도발 여파로 일부 방위산업/전쟁 및 테러 관련주 급등","2015-08-21"
"119500","포메탈",3000.0,16.96,"","북한 포격 도발 여파로 일부 방위산업/전쟁 및 테러 관련주 급등","2015-08-21"
"095570","AJ네트웍스",35500.0,14.89,"","신규 상장 첫날 급등","2015-08-21"
"002990","금호산업",16300.0,11.26,"","매각 추진 기대감에 급등","2015-08-21"
"010780","아이에스동서",52700.0,10.71,"","주가 급락에 따른 투자매력이 더욱 커졌다는 분석에 급등","2015-08-21"
"039340","한국경제TV",3140.0,10.18,"","북한 포격 도발 여파로 일부 뉴스채널 관련주 급등","2015-08-21"
"011200","현대상선",6510.0,29.94,1.0,"남북 고위급 협상 소식에 상한가","2015-08-24"
"049630","재영솔루텍",1715.0,29.92,1.0,"남북 고위급 협상 소식에 상한가","2015-08-24"
"024810","이화전기",373.0,23.1,"","남북 고위급 협상 소식에 급등","2015-08-24"
"001840","이화공영",3130.0,22.99,"","남북 고위급 협상 소식에 급등","2015-08-24"
"147830","제룡산업",4970.0,20.48,"","남북 고위급 협상 소식에 급등","2015-08-24"
"067900","와이엔텍",3065.0,18.11,"","슈퍼개미 지분 취득 소식에 급등","2015-08-24"
"079190","EMW",2280.0,12.32,"","공기아연전지 1차전기 생산라인 확대 및 2차전지 개발 착수 소식에 급등","2015-08-24"
"068330","일신바이오",3690.0,11.99,"","삼성그룹 바이오사업 수혜 기대감이 지속되며 급등","2015-08-24"
"043100","솔고바이오",1080.0,11.8,"","삼성그룹 바이오사업 수혜 기대감이 지속되며 급등","2015-08-24"
"036710","심텍홀딩스",3835.0,30.0,1.0,"자회사 심텍이 실적 성장 기대감 등으로 급등한 가운데, 동사의 주가가 상한가를 기록","2015-08-25"
"000970","한국주철관",12900.0,29.91,1.0,"화장품 관련주 강세 속 상한가","2015-08-25"
"089230","용현BM",595.0,29.91,1.0,"풍력에너지(부품) 관련주 강세 속 상한가","2015-08-25"
"053660","현진소재",1400.0,29.63,1.0,"풍력에너지(부품) 관련주 강세 속 상한가","2015-08-25"
"138690","엘아이에스",29500.0,26.61,"","사후면세점 부문 1위 전망에 급등","2015-08-25"
"027050","코리아나",12500.0,26.26,"","화장품 관련주 강세 속 급등","2015-08-25"
"166480","코아스템",23550.0,24.6,"","줄기세포 관련주 강세 속 급등","2015-08-25"
"024090","디씨엠",11900.0,21.43,"","최대주주측 지분 매수 소식에 급등","2015-08-25"
"115450","지트리비앤티",11650.0,21.35,"","신경영양성각막염 치료제 미국 FDA 임상 3상 시험 승인 소식에 급등","2015-08-25"
"095610","테스",13650.0,20.8,"","SK하이닉스의 대규모 투자 소식에 따른 반도체 장비 관련주 강세 속 급등","2015-08-25"
"069110","코스온",27450.0,18.32,"","화장품 관련주 강세 속 급등","2015-08-25"
"028300","에이치엘비",22000.0,17.65,"","줄기세포 관련주 강세 속 급등","2015-08-25"
"003350","한국화장품제조",33000.0,17.65,"","화장품 관련주 강세 속 급등","2015-08-25"
"030530","원익IPS",11650.0,17.44,"","SK하이닉스의 대규모 투자 소식에 따른 반도체 장비 관련주 강세 속 급등","2015-08-25"
"002720","국제약품",4725.0,16.67,"","화장품 관련주 강세 속 급등","2015-08-25"
"168330","내츄럴엔도텍",26800.0,16.52,"","백수오 제품 생산 재개 소식에 급등","2015-08-25"
"123690","한국화장품",11200.0,16.42,"","화장품 관련주 강세 속 급등","2015-08-25"
"048470","대동스틸",3755.0,29.93,1.0,"남∙북∙러 3각 가스관 사업프로젝트 논의 예정 소식에 관련주로 부각되며 상한가","2015-08-26"
"087220","스틸플라워",2280.0,29.91,1.0,"남∙북∙러 3각 가스관 사업프로젝트 논의 예정 소식에 관련주로 부각되며 상한가","2015-08-26"
"008970","동양철관",1355.0,29.67,1.0,"남∙북∙러 3각 가스관 사업프로젝트 논의 예정 소식에 관련주로 부각되며 상한가","2015-08-26"
"047820","초록뱀",2900.0,26.36,"","300억원 규모 유상증자 결정에 급등","2015-08-26"
"011200","현대상선",8600.0,22.51,"","남북경협 관련주 강세 속 급등","2015-08-26"
"101240","씨큐브",8830.0,19.32,"","30억원 규모 자사주 취득 신탁계약 체결에 급등","2015-08-26"
"071090","하이스틸",24550.0,18.89,"","남∙북∙러 3각 가스관 사업프로젝트 논의 예정 소식에 관련주로 부각되며 급등","2015-08-26"
"090360","로보스타",10300.0,16.65,"","100억원 규모 제조용 로봇 공급계약 체결에 급등","2015-08-26"
"001070","대한방직",121500.0,29.95,1.0,"전주공장 부지 매각 소식에 상한가","2015-08-27"
"024090","디씨엠",16100.0,29.84,1.0,"대한방직이 전주공장 부지 매각 소식에 상한가를 기록한 가운데, 대한방직 지분을 보유한 동사도 동반 상한가","2015-08-27"
"040350","큐로컴",1835.0,29.68,1.0,"자회사 스마젠의 에이즈백신 美 임상 2상 추진 소식에 상한가","2015-08-27"
"064260","다날",9700.0,22.47,"","美 3대 신용평가기관 에퀴팩스와 모바일 ID서비스 사업 계약 체결로 급등","2015-08-27"
"065060","지엔코",1310.0,21.3,"","계열사 스마젠의 에이즈백신 美 임상 2상 추진 소식에 급등","2015-08-27"
"060230","이그잭스",2065.0,20.76,"","유상증자 권리락 효과로 급등","2015-08-27"
"078520","에이블씨엔씨",28000.0,16.18,"","중국 경기 부양책 기대감에 따른 화장품 관련주 강세 속 급등","2015-08-27"
"101400","네오피델리티",2890.0,29.89,1.0,"대규모 투자유치 소식에 상한가","2015-08-28"
"138610","나이벡",11450.0,29.52,1.0,"화장품 러시아 판매 허가 획득 소식에 상한가","2015-08-28"
"003060","슈넬생명과학",6460.0,20.3,"","서울대와 항암제 개발 관련 기술이전 계약 체결 소식에 급등","2015-08-28"
"087220","스틸플라워",2700.0,17.39,"","남-북-러 가시관사업 관련주 강세 속 급등","2015-08-28"
"037460","삼지전자",4655.0,12.99,"","2분기 흑자전환에 급등","2015-08-28"
"069080","웹젠",32050.0,11.28,"","해외시장 진출 기대감에 급등","2015-08-28"
"015710","코콤",15100.0,29.61,1.0,"삼성전자 사물인터넷 시장 공략 기대감에 따른 사물인터넷 관련주 강세 속 상한가","2015-08-31"
"038680","에스넷",7600.0,21.21,"","삼성전자 사물인터넷 시장 공략 기대감에 따른 사물인터넷 관련주 강세 속 급등","2015-08-31"
"014200","광림",2075.0,20.29,"","2분기 실적 호조로 급등","2015-08-31"
"052710","아모텍",16450.0,16.25,"","삼성페이 관련주로 부각되며 급등","2015-08-31"
"042500","링네트",3910.0,15.0,"","삼성전자 사물인터넷 시장 공략 기대감에 따른 사물인터넷 관련주 강세 속 급등","2015-08-31"
"036170","씨티엘",2270.0,13.22,"","20억원 규모 단기차입금 상환 결정에 급등","2015-08-31"
"200710","에이디테크놀로지",19350.0,10.57,"","삼성전자 사물인터넷 시장 공략 기대감에 따른 사물인터넷 관련주 강세 속 급등","2015-08-31"
"044480","유니더스",3595.0,14.13,"","한/중 FTA에서 콘돔이 즉시 관세철폐 품목에 포함된다는 소식에 관련주로 부각되며 급등","2015-09-01"
"011080","우성I&C",2200.0,12.53,"","중장기 성장동력 확보 분석에 급등","2015-09-01"
"159580","제로투세븐",10950.0,12.19,"","중국 경기부양책 수혜 기대감에 따른 유아용품 관련주 강세 속 급등","2015-09-01"
"036170","씨티엘",2520.0,11.01,"","단기차입금 상환 결정 모멘텀이 지속되며 급등","2015-09-01"
"004990","롯데제과",2161000.0,10.93,"","그룹 지배구조 변화 수혜 기대감에 급등","2015-09-01"
"053810","케이엘티",1270.0,10.43,"","52.95억원 규모 제3자배정 유상증자 결정에 급등","2015-09-01"
"161570","미동전자통신",5210.0,29.93,1.0,"최대주주 변경에 상한가","2015-09-02"
"053810","케이엘티",1650.0,29.92,1.0,"아이카이스트와의 협력관계 강화 소식에 상한가","2015-09-02"
"099830","씨그널엔터테인먼트그룹",2475.0,29.92,1.0,"中 투자법인 피인수설에 상한가","2015-09-02"
"041460","한국전자인증",6070.0,29.84,1.0,"핀테크 관련주 강세 속 상한가","2015-09-02"
"030720","동원수산",13000.0,27.45,"","도시락 유통사업 기대감에 급등","2015-09-02"
"053300","한국정보인증",14250.0,25.55,"","핀테크 관련주 강세 속 급등","2015-09-02"
"044480","유니더스",4460.0,24.06,"","한/중 FTA에서 콘돔이 즉시 관세철폐 품목에 포함된다는 소식에 관련주로 부각되며 이틀째 급등","2015-09-02"
"025770","한국정보통신",18650.0,16.2,"","핀테크 관련주 강세 속 급등","2015-09-02"
"099830","씨그널엔터테인먼트그룹",3215.0,29.9,2.0,"최대주주 지분매각 추진 소식에 이틀째 상한가","2015-09-03"
"065270","플렉스컴",3045.0,29.85,1.0,"스마트폰 관련주 강세 속 상한가","2015-09-03"
"052690","한전기술",31100.0,24.9,"","사우디 스마트 원자로 설계용역 수주 기대감에 급등","2015-09-03"
"214430","아이쓰리시스템",57000.0,16.33,"","군수시장 성장 수혜 전망에 급등","2015-09-03"
"053810","아이팩토리",1895.0,14.85,"","아이카이스트와의 협력관계 강화 모멘텀이 지속되며 급등","2015-09-03"
"140410","메지온",33800.0,13.04,"","유데나필 '폰탄수술환자 치료제' 美 희귀의약품 지정 소식에 급등","2015-09-03"
"161570","미동전자통신",5760.0,10.56,"","최대주주 변경 효과 기대감에 급등","2015-09-03"
"091700","파트론",8600.0,10.26,"","3분기 실적 큰 폭 회복 전망에 급등","2015-09-03"
"001470","삼부토건",3185.0,30.0,1.0,"회생절차 개시 결정에 상한가","2015-09-04"
"005960","동부건설",9420.0,29.93,1.0,"감자 후 변경상장 첫날 상한가","2015-09-04"
"045660","에이텍",5400.0,14.89,"","삼성페이 교통카드 기능 추가 소식에 관련주로 부각되며 급등","2015-09-04"
"007660","이수페타시스",6170.0,13.42,"","실적 호조세 지속 전망에 급등","2015-09-04"
"044380","주연테크",1335.0,12.18,"","우리로에 피인수 소식에 급등","2015-09-04"
"001470","삼부토건",4140.0,29.98,2.0,"회생절차 개시 결정에 이틀째 상한가","2015-09-07"
"005960","동부건설",12200.0,29.51,2.0,"감자 후 변경상장 이틀째 상한가","2015-09-07"
"224110","에이텍티앤",9260.0,29.87,1.0,"삼성페이 교통카드 기능 추가 모멘텀이 지속되며 상한가","2015-09-07"
"900100","뉴프라이드",1460.0,29.78,1.0,"중국 내 면세점 오픈 소식에 상한가","2015-09-07"
"094280","효성ITX",21800.0,18.8,"","그룹 계열사 노틸러스효성의 '삼성페이' 지원 ATM 서비스 시작 소식에 급등","2015-09-07"
"078130","국일제지",2465.0,17.66,"","40억원 CB 발행 결정에 급등","2015-09-07"
"001260","남광토건",16000.0,17.22,"","M&A 기대감이 지속되며 급등","2015-09-07"
"035480","마제스타",3480.0,12.99,"","영업 정상화 기대감에 급등","2015-09-07"
"094480","갤럭시아컴즈",7120.0,11.6,"","그룹 계열사 노틸러스효성의 '삼성페이' 지원 ATM 서비스 시작 소식에 급등","2015-09-07"
"025770","한국정보통신",18950.0,10.17,"","삼성페이 관련주 강세 속 급등","2015-09-07"
"001470","삼부토건",5380.0,29.95,3.0,"회생절차 개시 결정에 사흘째 상한가","2015-09-08"
"005960","동부건설",15850.0,29.92,3.0,"감자 후 변경상장 사흘째 상한가","2015-09-08"
"900100","뉴프라이드",1895.0,29.79,2.0,"중국 내 면세점 오픈 소식에 이틀째 상한가","2015-09-08"
"005360","모나미",4015.0,29.94,1.0,"올해 영업이익률 상승 전망 등으로 상한가","2015-09-08"
"093230","이아이디",1255.0,29.65,1.0,"중국 면세점 직접투자 고려 소식에 상한가","2015-09-08"
"040160","누리텔레콤",12400.0,15.89,"","실적개선 기대감에 급등","2015-09-08"
"066910","손오공",6080.0,14.5,"","하반기 실적호조 지속 전망에 급등","2015-09-08"
"224110","에이텍티앤",10250.0,10.69,"","삼성페이 기대감이 지속되며 급등","2015-09-08"
"036690","코맥스",5590.0,10.47,"","SK텔레콤과 사업 제휴 소식에 급등","2015-09-08"
"009440","KC그린홀딩스",8420.0,10.21,"","종속회사 집진기 공급계약 체결 소식에 급등","2015-09-08"
"005960","동부건설",20600.0,29.97,4.0,"매각 흥행 기대감에 나흘째 상한가","2015-09-09"
"900100","뉴프라이드",2460.0,29.82,3.0,"중국 내 면세점 오픈 소식에 사흘째 상한가","2015-09-09"
"019570","제미니투자",425.0,29.97,1.0,"창투사 관련주 강세 속 상한가","2015-09-09"
"014470","부방",6780.0,29.89,1.0,"인적분할 후 변경상장 나흘만에 상한가","2015-09-09"
"077280","한컴지엠디",2980.0,29.85,1.0,"모바일 포렌식 제품 中 수출계약 체결 소식에 상한가","2015-09-09"
"008290","원풍물산",10350.0,29.7,1.0,"패션/의류 관련주 강세 속 상한가","2015-09-09"
"044960","이-글 벳",6500.0,23.11,"","백신 관련주 강세 속 급등","2015-09-09"
"178780","유테크",13200.0,19.46,"","4분기 사상 최고 실적 전망에 급등","2015-09-09"
"225650","쿠첸",30500.0,16.41,"","인적분할 후 재상장 나흘만에 급등","2015-09-09"
"005960","동부건설",26750.0,29.85,5.0,"매각 흥행 기대감에 닷새째 상한가","2015-09-10"
"900100","뉴프라이드",3195.0,29.88,4.0,"중국 내 면세점 오픈 소식에 나흘째 상한가","2015-09-10"
"001260","남광토건",17350.0,29.96,1.0,"매각 기대감에 상한가","2015-09-10"
"005390","신성통상",2045.0,29.84,1.0,"지난 사업연도 실적 호조에 상한가","2015-09-10"
"035480","마제스타",4200.0,20.34,"","제주신항 면세점 사업 진출 소식에 급등","2015-09-10"
