"종목코드","종목명","가격","등락","상한가일수","사유","날짜"
"224060","코디엠",10300.0,29.89,2.0,"신규 상장 첫날 급락 이후 이틀째 상한가","2016-01-04"
"109610","에스와이패널",8670.0,29.99,1.0,"신규 상장 후 급등세가 지속되며 상한가","2016-01-04"
"025620","신우",1055.0,29.93,1.0,"최대주주 변경에 상한가","2016-01-04"
"043580","에임하이",9000.0,23.8,"","최대주주 변경 모멘텀이 지속되며 급등","2016-01-04"
"056000","코원",6710.0,20.9,"","박남규 대표가 中 기업에 의결권을 위임했다는 소식에 급등","2016-01-04"
"217730","강스템바이오텍",12400.0,13.76,"","줄기세포 치료에 대한 관심이 지속되며 급등","2016-01-04"
"224060","코디엠",13350.0,29.61,3.0,"신규 상장 첫날 급락 이후 사흘째 상한가","2016-01-05"
"048870","코아로직",3695.0,29.88,1.0,"M&A 기대감에 상한가","2016-01-05"
"069620","대웅제약",83500.0,20.32,"","항생제 '대웅메로페넴주' 美 FDA 승인 소식에 급등","2016-01-05"
"109610","에스와이패널",10150.0,17.07,"","신규 상장 후 연일 급등","2016-01-05"
"185750","종근당",114000.0,15.5,"","증권사 호평 및 日 제약사와 빈혈약 바이오시멀러 기술 수출 계약 체결로 급등","2016-01-05"
"224060","코디엠",17350.0,29.96,4.0,"신규 상장 첫날 급락 이후 나흘째 상한가","2016-01-06"
"019490","하이트론",7670.0,30.0,1.0,"안철수 관련주로 부각되며 상한가","2016-01-06"
"003060","슈넬생명과학",4110.0,29.86,1.0,"에이프로젠 상장 소식에 상한가","2016-01-06"
"222980","한국맥널티",18700.0,29.86,1.0,"신제품 대형마트 유통 소식 및 원두커피 시장 성장 기대감에 상한가","2016-01-06"
"185750","종근당",148000.0,29.82,1.0,"증권사 호평 및 日 제약사와 빈혈약 바이오시밀러 기술 수출 계약 체결 모멘텀 지속에 상한가","2016-01-06"
"065450","빅텍",2560.0,25.8,"","北 수소탄 실험 소식에 일부 방위산업/전쟁 및 테러 관련주 상승 속 급등","2016-01-06"
"001630","종근당홀딩스",136000.0,18.78,"","종근당의 빈혈약 바이오시밀러 기술 수출 계약 체결 모멘텀이 지속되며 종근당그룹주 급등","2016-01-06"
"013810","스페코",5270.0,16.46,"","北 수소탄 실험 소식에 일부 방위산업/전쟁 및 테러 관련주 상승 속 급등","2016-01-06"
"223310","이에스브이",17650.0,16.12,"","스마트카 시장 성장에 따른 수혜 전망에 급등","2016-01-06"
"006280","녹십자",223500.0,14.91,"","글로벌 제약/바이오 그룹으로 성장 전망에 녹십자그룹주 강세 속 급등","2016-01-06"
"214390","경보제약",16300.0,14.79,"","종근당의 빈혈약 바이오시밀러 기술 수출 계약 체결 모멘텀이 지속되며 종근당그룹주 급등","2016-01-06"
"001060","JW중외제약",41900.0,12.94,"","주요제약업체 강세 속 급등","2016-01-06"
"000640","동아쏘시오홀딩스",193500.0,12.5,"","주요제약업체 강세 속 급등","2016-01-06"
"005250","녹십자홀딩스",46650.0,11.34,"","글로벌 제약/바이오 그룹으로 성장 전망에 녹십자그룹주 강세 속 급등","2016-01-06"
"019490","하이트론",9970.0,29.99,2.0,"안철수 관련주로 부각되며 이틀째 상한가","2016-01-07"
"036260","웰메이드예당",3085.0,29.89,1.0,"자회사 소속 그룹 EXID의 중국 진출 소식에 상한가","2016-01-07"
"053950","경남제약",9910.0,29.88,1.0,"中 국약그룹과 수출 계약 체결 소식에 상한가","2016-01-07"
"005960","동부건설",12000.0,29.73,1.0,"재매각 추진 소식에 상한가","2016-01-07"
"049950","미래컴퍼니",12800.0,14.29,"","복강경 수술 로봇 사업 기대감에 급등","2016-01-07"
"000080","하이트진로",26550.0,12.03,"","소주 가격 인상에 따른 수혜 기대감에 급등","2016-01-07"
"032940","원익",6800.0,10.03,"","자회사의 中 화장품시장 본격 진출 소식에 급등","2016-01-07"
"042510","라온시큐어",4035.0,29.95,1.0,"삼성전자가 '녹스'를 美 월스트리트에 공급한다는 소식에 상한가","2016-01-08"
"018290","지엠피",1545.0,29.83,1.0,"변경상장 첫날 상한가","2016-01-08"
"065450","빅텍",3160.0,26.4,"","대북 확성기 방송 재개 소식에 방위산업/전쟁 및 테러 관련주 상승 속 급등","2016-01-08"
"019490","하이트론",12100.0,21.36,"","안철수 관련주로 부각되며 연일 급등","2016-01-08"
"007570","일양약품",59100.0,17.73,"","주요 제약업체 관련주 강세 속 급등","2016-01-08"
"005960","동부건설",14000.0,16.67,"","재매각 추진 모멘텀이 지속되며 급등","2016-01-08"
"003060","슈넬생명과학",4225.0,12.07,"","에이프로젠 상장 기대감이 지속되며 급등","2016-01-08"
"013810","스페코",5240.0,11.02,"","대북 확성기 방송 재개 소식에 방위산업/전쟁 및 테러 관련주 상승 속 급등","2016-01-08"
"006280","녹십자",249500.0,10.15,"","녹십자그룹주 상승 속 급등","2016-01-08"
"000180","성창기업지주",41300.0,29.87,1.0,"자산재평가 실시 결정에 상한가","2016-01-11"
"027040","서울전자통신",1275.0,29.57,1.0,"계열사의 핀테크 핵심부품 본격 양산 소식에 상한가","2016-01-11"
"900100","뉴프라이드",9710.0,20.77,"","中 TV-인터넷 홈쇼핑 사업 착수 소식에 급등","2016-01-11"
"049950","미래컴퍼니",15800.0,19.7,"","복강경 수술 로봇 사업 기대감이 지속되며 급등","2016-01-11"
"018290","지엠피",1750.0,13.27,"","변경 상장 이틀째 급등","2016-01-11"
"086060","진바이오텍",5460.0,13.16,"","제약/바이오 관련주 상승 속 급등","2016-01-11"
"002620","제일약품",55300.0,11.04,"","제약/바이오 관련주 상승 속 급등","2016-01-11"
"050110","캠시스",2795.0,30.0,1.0,"전기차 사업 개시 소식에 상한가","2016-01-12"
"052670","제일바이오",6420.0,29.83,1.0,"전북 김제 구제역 발생에 백신 및 구제역 수혜 관련주 상승 속 상한가","2016-01-12"
"043200","파루",6400.0,29.82,1.0,"전북 김제 구제역 발생에 백신 및 구제역 수혜 관련주 상승 속 상한가","2016-01-12"
"044960","이-글 벳",7220.0,22.37,"","전북 김제 구제역 발생에 백신 및 구제역 수혜 관련주 상승 속 급등","2016-01-12"
"109960","로코조이",8100.0,15.71,"","신작 게임 기대감에 급등","2016-01-12"
"036480","대성미생물",105000.0,14.13,"","전북 김제 구제역 발생에 백신 및 구제역 수혜 관련주 상승 속 급등","2016-01-12"
"013990","아가방컴퍼니",11050.0,11.39,"","中 시장 진출 본격화 소식에 급등","2016-01-12"
"025870","신라에스지",6970.0,10.63,"","전북 김제 구제역 발생에 백신 및 구제역 수혜 관련주 상승 속 급등","2016-01-12"
"030720","동원수산",9300.0,10.32,"","전북 김제 구제역 발생에 백신 및 구제역 수혜 관련주 상승 속 급등","2016-01-12"
"024950","삼천리자전거",18750.0,10.29,"","쁘레베베 인수에 따른 기대감에 급등","2016-01-12"
"222980","한국맥널티",23200.0,29.97,1.0,"中 컨텐츠 기업 위마오와 MOU 체결 소식에 상한가","2016-01-13"
"008830","대동기어",30150.0,29.96,1.0,"그룹 계열사 대동금속 사외이사인 김태현 변호사가 새누리당에 영입됐다는 소식에 동반 상한가","2016-01-13"
"020400","대동금속",44500.0,29.93,1.0,"사외이사인 김태현 변호사가 새누리당에 영입됐다는 소식에 상한가","2016-01-13"
"005960","동부건설",15700.0,29.75,1.0,"건설주 급등 속 상한가","2016-01-13"
"005750","대림B&Co",14250.0,18.75,"","리모델링/인테리어 관련주 강세 속 급등","2016-01-13"
"208710","바이오로그디바이스",2695.0,17.17,"","필리핀 소재 카메라모듈 부품 업체 인수 소식에 급등","2016-01-13"
"012630","현대산업",41950.0,15.72,"","실적 개선 기대감에 건설주 강세 속 급등","2016-01-13"
"034830","한국토지신탁",3180.0,14.8,"","실적 상승세 지속 전망에 급등","2016-01-13"
"078150","HB테크놀러지",2230.0,14.65,"","394억원 규모 장비공급계약 체결에 급등","2016-01-13"
"215360","우리산업",28250.0,14.6,"","실적 개선 기대감이 지속되며 급등","2016-01-13"
"054620","AP시스템",13900.0,13.93,"","제조장비 공급계약 체결에 급등","2016-01-13"
"006360","GS건설",23600.0,13.46,"","건설주 강세 및 미청구공사금액 1조 감소 소식에 급등","2016-01-13"
"115480","씨유메디칼",8200.0,29.95,1.0,"애플코리아와 VAR 계약 체결에 상한가","2016-01-14"
"054620","AP시스템",16950.0,21.94,"","대규모 수주 모멘텀 가시화 전망 및 OLED 관련주 강세에 급등","2016-01-14"
"109610","에스와이패널",11150.0,19.25,"","신규 사업 본격화 소식에 급등","2016-01-14"
"141000","비아트론",26500.0,18.83,"","OLED 관련주 강세 속 급등","2016-01-14"
"078150","HB테크놀러지",2645.0,18.61,"","OLED 관련주 강세 속 급등","2016-01-14"
"213420","덕산네오룩스",29900.0,14.78,"","OLED 관련주 강세 속 급등","2016-01-14"
"086390","유니테스트",10100.0,12.47,"","반도체장비 관련주 강세 속 급등","2016-01-14"
"073570","에이티테크놀러지",1855.0,12.42,"","반도체장비 관련주 강세 속 급등","2016-01-14"
"060720","KH바텍",16750.0,11.67,"","올해 성장 본격화 전망에 급등","2016-01-14"
"083660","CSA 코스믹",7480.0,11.64,"","동방CJ 홈쇼핑을 통해 中 시장 진출 소식에 급등","2016-01-14"
"065270","플렉스컴",2640.0,11.63,"","최대주주 변경을 수반하는 주식양수도 계약 체결에 급등","2016-01-14"
"095610","테스",14800.0,10.86,"","반도체장비 관련주 강세 속 급등","2016-01-14"
"123100","테라세미콘",24700.0,10.76,"","OLED 관련주 강세 속 급등","2016-01-14"
"051170","썬코어",6790.0,29.83,1.0,"제3자배정 유상증자 추진설에 상한가","2016-01-15"
"083310","엘오티베큠",10700.0,18.1,"","일부 OLED 관련주 강세 속 급등","2016-01-15"
"159910","MBK",2195.0,14.62,"","20억원 규모 전환사채 발행 결정에 급등","2016-01-15"
"223310","이에스브이",20300.0,13.09,"","드론 사업 기대감이 지속되며 급등","2016-01-15"
"072770","네오디안테크놀로지",1790.0,11.53,"","HMI 매출 본격화 기대감에 급등","2016-01-15"
"006090","사조오양",16950.0,10.78,"","구제역 영향에 일부 수산주 강세 속 급등","2016-01-15"
"052020","에스티큐브",5170.0,10.0,"","50억원 규모 전환사채 발행 결정에 급등","2016-01-15"
"076080","웰크론한텍",3035.0,29.98,1.0,"이란 경제제재 해제에 따른 자회사 웰크론강원 수혜 기대감에 상한가","2016-01-18"
"008040","동아원",2195.0,29.88,1.0,"매각 기대감에 상한가","2016-01-18"
"025320","시노펙스",1785.0,29.82,1.0,"국내 최초 바이오시밀러 필터 美 FDA 승인 신청 소식에 상한가","2016-01-18"
"051170","썬코어",8040.0,18.41,"","5,000만 달러 규모 유상증자 추진 소식에 급등","2016-01-18"
"068270","셀트리온",116700.0,17.64,"","램시마 美 FDA 승인 기대감에 급등","2016-01-18"
"012510","더존비즈온",19000.0,14.8,"","지난해 4분기 분기 최대 실적 달성 전망에 급등","2016-01-18"
"114190","웰크론강원",3460.0,14.0,"","이란 경제제재 해제에 따른 수혜 기대감에 급등","2016-01-18"
"060590","씨티씨바이오",17750.0,12.7,"","사료용 효소제 美 FDA 승인 소식에 급등","2016-01-18"
"002780","진흥기업",2555.0,12.06,"","이란 경제제재 해제 소식에 따른 건설주 강세 속 급등","2016-01-18"
"058630","엠게임",5120.0,11.55,"","'열혈강호전' 中 흥행 소식에 급등","2016-01-18"
"036630","세종텔레콤",2860.0,30.0,1.0,"제4이동통신 본 심사 돌입 기대감에 상한가","2016-01-19"
"001440","대한전선",2365.0,29.95,1.0,"630억원 규모 사우디 프로젝트 수주 소식에 상한가","2016-01-19"
"023770","플레이위드",13350.0,29.61,1.0,"중국업체 룬쿤과 모바일게임 개발 계약 체결 소식에 상한가","2016-01-19"
"003000","부광약품",31300.0,23.72,"","신약 모멘텀 보유 분석에 급등","2016-01-19"
"008040","동아원",2710.0,23.46,"","동사 및 한국제분 매각 진행 소식에 급등","2016-01-19"
"072770","네오디안테크놀로지",1720.0,13.16,"","유상증자 권리락 효과로 급등","2016-01-19"
"185750","종근당",166500.0,10.63,"","제약/바이오 관련주 강세 속 급등","2016-01-19"
"078600","대주전자재료",5500.0,10.22,"","148.42억원 규모 토지 자산 재평가 차액 발생으로 급등","2016-01-19"
"003000","부광약품",40650.0,29.87,1.0,"신약 모멘텀 보유 분석 모멘텀이 지속되며 상한가","2016-01-20"
"042510","라온시큐어",3820.0,17.36,"","터치엔 원패스 애플 공식인증 획득 소식에 급등","2016-01-20"
"036630","세종텔레콤",3210.0,12.24,"","제4이동통신 본 심사 기대감에 연일 급등","2016-01-20"
"007570","일양약품",65000.0,11.88,"","백혈병 치료체 '슈펙트' 1차 치료제 출시 소식에 급등","2016-01-20"
"001440","대한전선",2635.0,11.42,"","630억원 규모 사우디 프로젝트 수주 모멘텀이 지속되며 급등","2016-01-20"
"036500","에스에스컴텍",1890.0,10.53,"","중국 자회사 처분에 결정에 급등","2016-01-20"
"033320","제이씨현시스템",6030.0,29.96,1.0,"지난해 국내 드론 판매 증가 소식에 상한가","2016-01-21"
"047770","코데즈컴바인",27350.0,29.93,1.0,"회사분할 결정에 상한가","2016-01-21"
"011200","현대상선",3005.0,29.81,1.0,"벌크선사업부 매각 추진설에 상한가","2016-01-21"
"121800","세븐스타웍스",14800.0,15.63,"","최대주주 대상 59.99억원 규모 제3자배정 유상증자 결정에 급등","2016-01-21"
"011690","유양디앤유",1790.0,13.29,"","가시광 통신 관련 특허 취득에 급등","2016-01-21"
"042670","두산인프라코어",3800.0,11.44,"","저가 매수세가 유입되며 급등","2016-01-21"
"078070","유비쿼스",11550.0,11.06,"","4분기 실적 호조 기대감에 급등","2016-01-21"
"001440","대한전선",3120.0,30.0,1.0,"(주)티이씨앤코 흡수합병 결정에 상한가","2016-01-22"
"205500","액션스퀘어",1585.0,29.92,1.0,"게임주 강세 속 상한가","2016-01-22"
"053660","현진소재",1700.0,29.77,1.0,"룽투코리아와 용현BM 지분 매각 협상 소식에 상한가","2016-01-22"
"153490","우리이앤엘",1790.0,29.71,1.0,"상반기 내 중국 현지 조인트벤처 출범 계획 소식에 상한가","2016-01-22"
"033180","필룩스",3070.0,19.46,"","LED 관련주 상승 속 급등","2016-01-22"
"089230","용현BM",11800.0,18.24,"","룽투코리아의 동사 지분 인수 협상 소식에 급등","2016-01-22"
"052790","액토즈소프트",26350.0,14.57,"","게임주 강세 속 급등","2016-01-22"
"064350","현대로템",12600.0,14.55,"","5,313억원 규모 필리핀 전동차 및 시스템 공급계약 체결에 급등","2016-01-22"
"095660","네오위즈게임즈",18400.0,13.93,"","신작 게임 블레스 기대감에 급등","2016-01-22"
"008560","메리츠종금증권",3485.0,13.52,"","증시 강세 및 거래시간 연장 기대감에 증권주 상승 속 급등","2016-01-22"
"082800","루미마이크로",1250.0,11.61,"","LED 관련주 상승 속 급등","2016-01-22"
"035620","바른손이앤에이",2500.0,11.36,"","모바일 게임 '히트' 흥행 소식에 급등","2016-01-22"
"048870","코아로직",3445.0,30.0,1.0,"M&A 우선협상대상자 선정 소식에 상한가","2016-01-25"
"053350","이니텍",8380.0,29.92,1.0,"지난해 실적 호조에 상한가","2016-01-25"
"051170","썬코어",9990.0,22.28,"","사우디 자금 유치 확정 소식에 급등","2016-01-25"
"066620","국보디자인",18500.0,15.26,"","자사주 취득 결정에 급등","2016-01-25"
"069260","휴켐스",16150.0,12.94,"","日 미쓰이화학 설비 폐쇄에 따른 반사 수혜 기대감 등으로 급등","2016-01-25"
"223310","이에스브이",17750.0,12.7,"","국내 드론업체 '휴인스'와의 MOU 체결 소식에 급등","2016-01-25"
"011930","신성솔라에너지",1850.0,12.12,"","강한 주가 반등 전망에 급등","2016-01-25"
"067390","아스트",23400.0,11.43,"","677억원 규모 공급계약 체결에 급등","2016-01-25"
"047770","코데즈컴바인",30700.0,29.81,1.0,"회생절차 종결 신청에 상한가","2016-01-26"
"005320","국동",10350.0,23.36,"","4분기 실적 호조 및 원/달러 환율 상승 수혜 기대감 등으로 급등","2016-01-26"
"054630","에이디칩스",2510.0,16.74,"","케이앤씨코리아 흡수합병 결정에 급등","2016-01-26"
"048870","코아로직",4000.0,16.11,"","M&A 우선협상대상자 선정 모멘텀이 지속되며 급등","2016-01-26"
"033320","제이씨현시스템",6870.0,10.99,"","DJI를 대표해 단독으로 아시아 최대 드론쇼에 참가한다는 소식에 급등","2016-01-26"
"122800","케이티롤",21200.0,10.42,"","필룩스 지분 인수 소식에 급등","2016-01-26"
"041920","메디아나",27300.0,10.3,"","주당 0.2주 무상증자 결정 및 실적 호조에 급등","2016-01-26"
"131370","알서포트",2665.0,30.0,1.0,"“리모트콜 모바일팩” 중국 진출 소식에 상한가","2016-01-27"
"040350","큐로컴",1735.0,29.96,1.0,"자회사 스마젠의 세계 첫 에이즈백신 美 임상2상 예정 소식에 상한가","2016-01-27"
"087220","스틸플라워",2025.0,29.81,1.0,"사우디아라비아 대규모 프로젝트 재개에 따른 수혜 기대감에 상한가","2016-01-27"
"138610","나이벡",10850.0,16.67,"","주입형 피하조직재생용 바이오소재 특허 취득에 급등","2016-01-27"
"081580","성우전자",7580.0,11.47,"","삼성 갤럭시 메탈케이스에 채택돼 제품을 납품 중이란 소식에 급등","2016-01-27"
"002250","알보젠코리아",21200.0,11.29,"","지난해 실적 호조에 급등","2016-01-27"
"026260","보타바이오",8350.0,10.74,"","방글라데시 친환경 소각로 건설을 위한 MOU 체결 소식에 급등","2016-01-27"
"006360","GS건설",25400.0,10.2,"","사우디아라비아 대규모 프로젝트 재개에 따른 수주 기대감에 건설주 강세 속 급등","2016-01-27"
"034300","신세계건설",44900.0,10.18,"","사우디아라비아 대규모 프로젝트 재개에 따른 수주 기대감에 건설주 강세 속 급등","2016-01-27"
"037340","씨엘인터내셔널",3610.0,29.86,1.0,"중국석유생활망과 122.75억원 규모 화장품 독점공급계약 체결로 상한가","2016-01-28"
"032830","삼성생명",109500.0,11.51,"","금융지주사 전환설에 급등","2016-01-28"
"029780","삼성카드",35000.0,10.41,"","최대주주 삼성전자가 삼성생명㈜로의 동사 지분 매각 추진설에 급등","2016-01-28"
"083650","비에이치아이",2980.0,9.76,"","143억원 규모 발전설비 공급계약 체결에 급등","2016-01-28"
"017180","명문제약",4270.0,29.98,1.0,"지카바이러스 확산 우려감에 관련주 상승 속 상한가","2016-01-29"
"044480","유니더스",5200.0,29.84,1.0,"지카바이러스 확산 우려감 및 中 업체와의 콘돔 공급 협의 소식에 상한가","2016-01-29"
"011000","진원생명과학",16200.0,28.57,"","지카바이러스 확산 우려감에 관련주 상승 속 급등","2016-01-29"
"112040","위메이드",39750.0,24.61,"","신작 RPG '소울 앤 스톤' 흥행 기대감에 급등","2016-01-29"
"028050","삼성엔지니어링",12650.0,13.96,"","이재용 삼성전자 부회장의 동사 유상증자 참여 기대감에 급등","2016-01-29"
"065270","플렉스컴",2480.0,11.71,"","본격적인 전기차 개발 소식에 급등","2016-01-29"
"056730","아큐픽스",2030.0,11.23,"","中 업체와 30.62억원 규모 유연탄 공급계약 체결로 급등","2016-01-29"
"086200","제이앤유글로벌",5160.0,10.85,"","자회사 아이캔택, 키르기스스탄 LED 사업 진출 소식에 급등","2016-01-29"
"044480","유니더스",6760.0,30.0,2.0,"지카바이러스 확산 우려감 및 中 업체와의 콘돔 공급 협의 소식에 이틀째 상한가","2016-02-01"
"017180","명문제약",5550.0,29.98,2.0,"지카바이러스 확산 우려감에 관련주 상승 속 이틀째 상한가","2016-02-01"
"011000","진원생명과학",21050.0,29.94,1.0,"지카바이러스 확산 우려감에 관련주 상승 속 상한가","2016-02-01"
"002630","오리엔트바이오",1975.0,29.93,1.0,"지카 바이러스 확산에 따른 뇌염백신 원료 생산 부각에 상한가","2016-02-01"
"018620","우진비앤지",7120.0,29.93,1.0,"지카 바이러스 확산 우려에 따른 모기 구제제 수혜 기대감에 상한가","2016-02-01"
"004780","대륙제관",7900.0,17.38,"","지카바이러스 확산 우려감에 관련주 상승 속 급등","2016-02-01"
"189690","포시에스",7700.0,14.07,"","애플과 협력해 日 시장 공략 소식에 급등","2016-02-01"
"052670","제일바이오",5980.0,13.26,"","지카 바이러스 확산 우려에 따른 모기 구제제 수혜 기대감에 급등","2016-02-01"
"011200","현대상선",3195.0,12.11,"","자구안 제출 소식에 급등","2016-02-01"
"004310","현대약품",5020.0,11.18,"","지카바이러스 확산 우려감에 관련주 상승 속 급등","2016-02-01"
"066910","손오공",5880.0,29.94,1.0,"지난해 영업이익 및 순이익 흑자전환에 상한가","2016-02-02"
"089140","넥스턴",11800.0,29.67,1.0,"최대주주 변경을 수반하는 주식양수도 계약 체결 및 유상증자 결정에 상한가","2016-02-02"
"004090","한국석유",119000.0,28.23,"","지난해 실적 호조로 급등","2016-02-02"
"122800","케이티롤",22500.0,20.97,"","주식분할 결정에 급등","2016-02-02"
"044480","유니더스",8140.0,20.41,"","지카바이러스 확산 우려감 및 中 업체와의 콘돔 공급 협의 모멘텀이 지속되며 급등","2016-02-02"
"083930","아바코",6350.0,15.04,"","지난해 실적 호조로 급등","2016-02-02"
"064550","바이오니아",13450.0,14.47,"","지카 바이러스 진단키트 보유 소식에 급등","2016-02-02"
"003680","한성기업",8600.0,10.54,"","지난해 실적 호조로 급등","2016-02-02"
"095720","웅진씽크빅",13650.0,10.53,"","지난해 실적 호조로 급등","2016-02-02"
"226350","아이엠텍",12350.0,30.0,1.0,"신규상장 첫날 상한가","2016-02-03"
"044480","유니더스",10550.0,29.61,1.0,"지카바이러스 관련주 강세 및 中 업체와의 콘돔 공급 협의 모멘텀이 지속되며 상한가","2016-02-03"
"017180","명문제약",6180.0,26.12,"","지카바이러스 관련주 강세 속 급등","2016-02-03"
"067630","에이치엘비생명과학",4815.0,20.98,"","모회사 에이치엘비가 LSKB의 표적항암제 '아파티닙' 가치 부각에 상승한 가운데, 동사의 주가가 동반 급등","2016-02-03"
"065710","서호전기",11150.0,16.02,"","지난해 실적 호조 및 대규모 크레인 제어 시스템 공급계약 체결에 급등","2016-02-03"
"005360","모나미",4580.0,11.57,"","저평가 분석에 급등","2016-02-03"
"122800","케이티롤",25000.0,11.11,"","주식분할 결정 모멘텀이 지속되며 급등","2016-02-03"
"004800","효성",117000.0,10.9,"","지난해 실적 호조에 급등","2016-02-03"
"082640","동양생명",11100.0,10.45,"","지난해 영업이익 증가에 급등","2016-02-03"
"090710","디에스티로봇",4335.0,10.17,"","지난해 영업이익 및 순이익 흑자전환에 급등","2016-02-03"
"033340","좋은사람들",2430.0,29.95,1.0,"사물인터넷 이너웨어 브랜드, 유럽/중국/일본 등 공급계약 협의 소식에 상한가","2016-02-04"
"076080","웰크론한텍",3540.0,29.91,1.0,"이란 프로젝트 수주 기대감에 상한가","2016-02-04"
"019570","제미니투자",1050.0,29.63,1.0,"최대주주 변경을 수반하는 주식양수도 계약 체결에 상한가","2016-02-04"
"052270","우전앤한단",1275.0,29.57,1.0,"100% 자회사의 주주배정 유상증자 결정에 상한가","2016-02-04"
"063570","한국전자금융",7800.0,23.81,"","신규 사업 기대감에 급등","2016-02-04"
"114190","웰크론강원",3770.0,23.81,"","이란 프로젝트 수주 기대감에 웰크론한텍이 상한가를 기록한 가운데, 동사의 주가가 동반 급등","2016-02-04"
"005690","파미셀",6000.0,16.05,"","제약사 최초 줄기세포 병원 설립 소식에 급등","2016-02-04"
"005750","대림B&Co",17100.0,13.25,"","지난해 실적 호조에 급등","2016-02-04"
"034230","파라다이스",15850.0,12.41,"","지난해 4분기 영업이익 흑자전환에 급등","2016-02-04"
"044480","유니더스",11850.0,12.32,"","지카바이러스 관련주 강세 및 中 업체와의 콘돔 공급 협의 모멘텀이 지속되며 급등","2016-02-04"
"196490","디에이테크놀로지",10100.0,11.48,"","176억원 규모 밧데리 제조장비 공급계약 체결에 급등","2016-02-04"
"222040","뉴트리바이오텍",59000.0,10.9,"","호주 자회사 설립 결정에 급등","2016-02-04"
"096770","SK이노베이션",145000.0,10.27,"","지난해 실적 호조 및 국제유가 폭등에 급등","2016-02-04"
"042510","라온시큐어",4260.0,10.08,"","실적 성장 기대감에 급등","2016-02-04"
"050090","휘닉스소재",1640.0,29.64,1.0,"원샷법 통과에 따른 구조조정/M&A 기대감에 상한가","2016-02-05"
"051360","토비스",8950.0,12.16,"","공매도 적극 대응 소식에 급등","2016-02-05"
"094840","슈프리마에이치큐",11100.0,11.0,"","분할 후 변경상장 첫날 급등","2016-02-05"
"001520","동양",3050.0,9.91,"","적대적 M&A 가능성 부각에 급등","2016-02-05"
"065450","빅텍",3625.0,29.93,1.0,"개성공단 가동 전면 중단 소식에 일부 방위산업/전쟁 및 테러 관련주 강세 속 상한가","2016-02-11"
"045060","오공",5950.0,29.91,1.0,"中 스모그 수치 최악 소식 및 지카 바이러스 체액감염 우려 등으로 일부 마스크 관련주 급등 속 상한가","2016-02-11"
"048870","코아로직",3780.0,29.9,1.0,"회생계획 인가전 M&A 계약 체결 소식에 상한가","2016-02-11"
"013810","스페코",5900.0,28.26,"","개성공단 가동 전면 중단 소식에 일부 방위산업/전쟁 및 테러 관련주 강세 속 급등","2016-02-11"
"119500","포메탈",3365.0,16.44,"","개성공단 가동 전면 중단 소식에 일부 방위산업/전쟁 및 테러 관련주 강세 속 급등","2016-02-11"
"044480","유니더스",13600.0,14.77,"","지카바이러스 확산 우려감 및 中 업체와의 콘돔 공급 협의 모멘텀이 지속되며 급등","2016-02-11"
"200230","텔콘",19250.0,14.24,"","최대주주 지분매각 검토에 급등","2016-02-11"
"222040","뉴트리바이오텍",73000.0,10.61,"","호주 자회사 설립 결정 모멘텀이 지속되며 급등","2016-02-11"
"083550","케이엠",6730.0,9.43,"","中 스모그 수치 최악 소식 및 지카 바이러스 체액감염 우려 등으로 일부 마스크 관련주 급등","2016-02-11"
"003010","혜인",4295.0,29.95,1.0,"개성공단 가동 전면 중단 모멘텀이 지속되며 일부 방위산업/전쟁 및 테러 관련주 상승 속 상한가","2016-02-12"
"009780","엠에스씨",90300.0,29.93,1.0,"주식분할 결정에 상한가","2016-02-12"
"119500","포메탈",4370.0,29.87,1.0,"개성공단 가동 전면 중단 모멘텀이 지속되며 일부 방위산업/전쟁 및 테러 관련주 상승 속 상한가","2016-02-12"
"047050","대우인터내셔널",18100.0,13.13,"","대규모 가스층 발견 소식에 급등","2016-02-12"
"100220","비상교육",8780.0,9.48,"","4분기 실적 호조에 급등","2016-02-12"
"024740","한일단조",4100.0,29.95,1.0,"방위산업/전쟁 및 테러 관련주 강세 속 상한가","2016-02-15"
"010280","쌍용정보통신",1910.0,29.93,1.0,"사드 배치 검토 소식에 관련주로 부각되며 상한가","2016-02-15"
"025320","시노펙스",1870.0,29.86,1.0,"인도네시아 첫 수처리 수주 소식에 상한가","2016-02-15"
"009730","코센",1435.0,29.86,1.0,"터키 대기업과 CNG 시장 공략 소식에 상한가","2016-02-15"
"054220","비츠로시스",1445.0,29.6,1.0,"사드 배치 검토 소식에 관련주로 부각되며 상한가","2016-02-15"
"032580","피델릭스",2600.0,19.54,"","유럽 드론 업체에 반도체를 수출한다는 소식에 급등","2016-02-15"
"150840","인트로메딕",11000.0,18.66,"","바이오신약 사업 진출에 급등","2016-02-15"
"014200","광림",4150.0,17.4,"","방위산업/전쟁 및 테러 관련주 강세 속 급등","2016-02-15"
"119500","포메탈",5080.0,16.25,"","방위산업/전쟁 및 테러 관련주 강세 속 급등","2016-02-15"
"005110","한창",4060.0,16.17,"","호텔업 진출 소식에 급등","2016-02-15"
"088800","에이스테크",4400.0,15.64,"","사드 배치 검토 소식에 관련주로 부각되며 급등","2016-02-15"
"003450","현대증권",5990.0,13.23,"","매각 기대감에 급등","2016-02-15"
"115480","씨유메디칼",6320.0,12.26,"","지난해 영업이익 및 순이익 흑자전환에 급등","2016-02-15"
"069640","엠케이트렌드",15400.0,10.79,"","올해 고속 성장 전망에 급등","2016-02-15"
