"종목코드","종목명","가격","등락","상한가일수","사유","날짜"
"193250","영백씨엠",34950.0,29.93,4.0,"최대주주 변경을 수반하는 주식양수도 계약 체결 모멘텀 지속 및 유상증자, 주식분할 결정에 나흘째 상한가","2016-03-16"
"019570","제미니투자",1625.0,30.0,2.0,"애니메이션 업체 (주)고구미의 동사 지분 취득 모멘텀이 지속되며 이틀째 상한가","2016-03-16"
"003580","동원",8950.0,29.9,2.0,"최대주주 변경을 수반하는 주식양수도 계약 체결 모멘텀이 지속되며 이틀째 상한가","2016-03-16"
"204630","심엔터테인먼트",7130.0,29.87,1.0,"최대주주 변경을 수반하는 주식양수도 계약 체결에 상한가","2016-03-16"
"094360","칩스앤미디어",7800.0,26.83,"","글로벌 드론업체 'DJI' 투자 칩 제조업체에 IP를 공급한다는 소식에 급등","2016-03-16"
"109740","디에스케이",26300.0,23.47,"","최대주주 변경을 수반하는 주식양수도 계약 체결 및 총 200억원 규모 자금조달 모멘텀이 지속되며 급등","2016-03-16"
"224060","코디엠",13500.0,15.88,"","100억원 규모 CB 발행 결정에 급등","2016-03-16"
"192820","코스맥스",140000.0,10.67,"","마스카라 조성물 관련 특허 취득 및 화장품 관련주 상승에 급등","2016-03-16"
"193250","영백씨엠",45400.0,29.9,5.0,"최대주주 변경을 수반하는 주식양수도 계약 체결 및 유상증자, 주식분할 결정 모멘텀 지속에 닷새째 상한가","2016-03-17"
"049480","오픈베이스",3175.0,29.86,1.0,"정부의 인공지능 투자 소식에 관련주로 부각되며 상한가","2016-03-17"
"060230","이그잭스",2045.0,29.84,1.0,"SC유나이티드 경영 참여 소식에 상한가","2016-03-17"
"043100","솔고바이오",1480.0,29.82,1.0,"수소수기 3종 美 FDA 등록 소식에 상한가","2016-03-17"
"050320","에스아이티글로벌",13700.0,18.1,"","최대주주 예정 디지파이의 이란 국가재난망 구축 사업 참여 소식에 급등","2016-03-17"
"115530","씨엔플러스",15950.0,16.85,"","액화가스사업, 천연자원 개발 관련 사업 등 신사업 기대감에 급등","2016-03-17"
"003580","동원",10200.0,13.97,"","최대주주 변경을 수반하는 주식양수도 계약 체결 모멘텀이 지속되며 급등","2016-03-17"
"086830","신양",1025.0,12.89,"","상장폐지 가능성 부인에 급등","2016-03-17"
"102120","어보브반도체",7190.0,11.65,"","갤럭시S7 시리즈, MCU칩 독점 공급 소식에 급등","2016-03-17"
"052900","비아이이엠티",2425.0,10.73,"","거래 재개 첫날 급등","2016-03-17"
"037620","미래에셋증권",22350.0,10.37,"","증권주 상승 속 대우증권 인수 최종계약 기대감에 급등","2016-03-17"
"019570","제미니투자",1950.0,30.0,1.0,"(주)고구미의 적대적 M&A 선언 소식에 상한가","2016-03-18"
"001440","대한전선",3880.0,29.98,1.0,"관리종목 지정해제 소식에 상한가","2016-03-18"
"052420","오성엘에스티",942.0,29.93,1.0,"관리종목 지정해제 소식에 상한가","2016-03-18"
"142280","녹십자엠에스",18050.0,29.86,1.0,"지카바이러스 진단키트 수출 허가 취득 소식에 상한가","2016-03-18"
"032800","판타지오",1900.0,22.58,"","4년만의 흑자전환 모멘텀 지속되며 급등","2016-03-18"
"069140","누리플랜",8910.0,18.96,"","한국자원투자개발 주식 취득 결정에 급등","2016-03-18"
"043100","솔고바이오",1670.0,12.84,"","수소수기 3종 美 FDA 등록 모멘텀이 지속되며 급등","2016-03-18"
"008900","티이씨앤코",2500.0,12.11,"","최대주주 대한전선이 관리종목 지정해제 소식에 상한가를 기록한 가운데, 동사의 주가가 동반 급등","2016-03-18"
"018500","동원금속",2800.0,10.89,"","슈퍼개미 손명완 세광무역 대표의 추가 지분 취득에 급등","2016-03-18"
"001440","대한전선",5040.0,29.9,2.0,"관리종목 지정해제 소식에 이틀째 상한가","2016-03-21"
"052420","오성엘에스티",1220.0,29.51,2.0,"관리종목 지정해제 소식에 이틀째 상한가","2016-03-21"
"094940","푸른기술",8870.0,29.87,1.0,"중국과 홍콩을 잇는 고속철 건설 수혜 기대감에 상한가","2016-03-21"
"039420","케이엘넷",3200.0,29.82,1.0,"삼성전자의 인공지능(AI)·사물인터넷(IoT) 기업 지원 소식에 관련주로 부각되며 상한가","2016-03-21"
"204630","심엔터테인먼트",9950.0,29.22,"","中 엔터사(화이브라더스) 최대주주 등극 모멘텀이 지속되며 급등","2016-03-21"
"008900","티이씨앤코",3100.0,24.0,"","최대주주 대한전선이 관리종목 지정해제 소식에 이틀째 상한가를 기록한 가운데, 동사의 주가도 이틀째 동반 급등","2016-03-21"
"019570","제미니투자",2175.0,11.54,"","(주)고구미의 적대적 M&A 선언 모멘텀이 지속되며 급등","2016-03-21"
"003350","한국화장품제조",33000.0,10.0,"","일부 화장품 관련주 상승 속 급등","2016-03-21"
"017180","명문제약",6120.0,29.94,1.0,"첫 한국인 지카바이러스 환자 발생 소식에 관련주 급등 속 상한가","2016-03-22"
"136510","쎄미시스코",8640.0,29.92,1.0,"계열사 새안을 통해 역삼륜전기차 예약 판매를 돌입했다는 소식에 급등","2016-03-22"
"142280","녹십자엠에스",22600.0,29.89,1.0,"첫 한국인 지카바이러스 환자 발생 소식에 관련주 급등 속 상한가","2016-03-22"
"032790","엠젠플러스",23250.0,29.89,1.0,"美 미주리대학과 형질전환 복제돼지 연구개발을 위한 업무협약 체결 소식에 상한가","2016-03-22"
"044480","유니더스",12600.0,29.5,1.0,"첫 한국인 지카바이러스 환자 발생 소식에 관련주 급등 속 상한가","2016-03-22"
"065560","큐브스",3380.0,15.95,"","4년만에 흑자전환에 성공했다는 소식에 급등","2016-03-22"
"011000","진원생명과학",17050.0,15.59,"","첫 한국인 지카바이러스 환자 발생 소식에 관련주 급등","2016-03-22"
"094940","푸른기술",10200.0,14.99,"","중국과 홍콩을 잇는 고속철 건설 수혜 기대감이 지속되며 급등","2016-03-22"
"049180","셀루메드",1180.0,14.56,"","엠젠플러스가 상한가를 기록한 가운데, 관계사인 동사의 주가도 동반 급등","2016-03-22"
"045060","오공",6540.0,14.34,"","미세먼지 기승에 마스크 관련주 상승 속 급등","2016-03-22"
"204630","심엔터테인먼트",11200.0,12.56,"","中 엔터사(화이브라더스) 최대주주 등극 모멘텀이 지속되며 연일 급등","2016-03-22"
"064550","바이오니아",13800.0,11.74,"","첫 한국인 지카바이러스 환자 발생 소식에 관련주 급등","2016-03-22"
"042940","르네코",2225.0,29.74,1.0,"관리종목 해제 소식에 거래재개 첫날 상한가","2016-03-23"
"099830","씨그널엔터테인먼트그룹",2155.0,21.07,"","中 화이자신이 지분 투자를 위한 실사를 마무리했다는 소식에 급등","2016-03-23"
"058420","제이웨이",5740.0,14.34,"","관리종목 해제 모멘텀이 지속되며 급등","2016-03-23"
"205500","액션스퀘어",2190.0,11.17,"","'블레이드2' 흥행 기대감에 급등","2016-03-23"
"032790","엠젠플러스",25750.0,10.75,"","美 미주리대학과 형질전환 복제돼지 연구개발을 위한 업무협약 체결 모멘텀이 지속되며 급등","2016-03-23"
"058820","CMG제약",3185.0,30.0,1.0,"아빌리파이 복제약 美 임상 1상 시험 완료 소식에 상한가","2016-03-24"
"047920","씨트리",12900.0,29.91,1.0,"치매치료제 첫 복제약 제품 출시 소식에 상한가","2016-03-24"
"204630","심엔터테인먼트",14450.0,29.02,"","中 엔터사(화이브라더스) 최대주주 등극 모멘텀이 지속되며 급등","2016-03-24"
"033500","동성화인텍",5530.0,18.92,"","美서 대규모 사업 수주 소식에 급등","2016-03-24"
"011720","현대페인트",940.0,18.24,"","60억 규모 제3자배정 유증 소식에 급등","2016-03-24"
"049550","잉크테크",7530.0,16.38,"","인쇄전자형 FPCB사업 2분기 내 양산 매출 가시화 소식에 급등","2016-03-24"
"019570","제미니투자",2005.0,12.64,"","㈜고구미의 적대적 M&A 선언 모멘텀 지속으로 급등","2016-03-24"
"002290","삼일기업공사",5200.0,30.0,1.0,"84억원 규모 남부순환로 평탄화공사 수주 소식에 상한가","2016-03-25"
"080420","이노칩",12050.0,29.57,1.0,"계열회사 (주)모다 흡수합병 결정에 상한가","2016-03-25"
"108860","디오텍",4885.0,20.62,"","삼성전자의 인공지능(AI) 개발사 인수합병(M&A) 기대감에 관련주로 부각되며 급등","2016-03-25"
"042700","한미반도체",14500.0,12.84,"","中 칭화유니그룹의 대규모 반도체 투자 수혜 기대감에 급등","2016-03-25"
"038340","리젠",1250.0,29.53,1.0,"최대주주 변경 소식에 상한가","2016-03-28"
"065420","에스아이리소스",1800.0,19.21,"","드라마 '사임당' 회당 3억 규모 中 수출 소식에 급등","2016-03-28"
"049480","오픈베이스",4125.0,16.53,"","삼성전자의 인공지능(AI) 개발사 인수합병(M&A) 기대감이 지속되며 급등","2016-03-28"
"036260","웰메이드예당",4225.0,14.81,"","고소영 영입설에 급등","2016-03-28"
"149940","모다정보통신",10800.0,13.09,"","삼성전자의 사물인터넷 사업 강화 모멘텀이 지속되며 급등","2016-03-28"
"115480","씨유메디칼",8700.0,12.4,"","무상증자 결정에 급등","2016-03-28"
"096640","멜파스",8840.0,30.0,1.0,"中 기업 대규모 투자자금 유치에 상한가","2016-03-29"
"047770","코데즈컴바인",82200.0,29.86,1.0,"투자경고종목 해제 소식에 상한가","2016-03-29"
"068760","셀트리온제약",17000.0,11.48,"","서정진 회장 동생 대표이사 선임에 급등","2016-03-29"
"058730","동아에스텍",5100.0,10.87,"","사우디 메트로 지상교량 설치공사 LOI 체결에 급등","2016-03-29"
"100220","비상교육",11250.0,10.84,"","교과서 입찰에 따른 실적 개선 기대감에 급등","2016-03-29"
"036630","세종텔레콤",1200.0,14.83,"","유상증자 성공에 급등","2016-03-30"
"027040","서울전자통신",1170.0,13.04,"","삼성페이가 유니온페이와 중국 전역에서 결제서비스를 시작한다는 소식에 관련주로 부각되며 급등","2016-03-30"
"058420","제이웨이",5730.0,12.35,"","경영권 분쟁 가능성 소식에 급등","2016-03-30"
"010060","OCI",105000.0,10.53,"","폴리실리콘 가격 반등에 따른 실적 개선 기대감이 지속되며 급등","2016-03-30"
"044480","유니더스",12700.0,9.96,"","中 업체와의 대규모 콘돔 공급계약 협의 진행 모멘텀이 지속되며 급등","2016-03-30"
"063170","서울옥션",21450.0,9.44,"","올해 경매 실적 최고치 경신 전망에 급등","2016-03-30"
"006090","사조오양",14500.0,9.02,"","저평가 분석에 급등","2016-03-30"
"007190","한솔아트원제지",3130.0,29.88,1.0,"지난해 영업이익 흑자전환 모멘텀이 재부각되며 상한가","2016-03-31"
"027710","팜스토리",1625.0,18.61,"","적자사업부 매각에 따른 실적 개선 기대감에 급등","2016-03-31"
"064760","티씨케이",35850.0,16.78,"","신규 시설투자 결정에 급등","2016-03-31"
"187790","나노",1975.0,16.52,"","글로벌 대기환경 규제 강화에 따른 수혜 전망에 급등","2016-03-31"
"025950","동신건설",5600.0,12.56,"","관리종목 해제 소식에 급등","2016-03-31"
"043710","로켓모바일",9000.0,15.68,"","서울리거파트너스의 경영참여 목적 지분 보유 소식에 급등","2016-04-01"
"101670","코리아에스이",5990.0,15.19,"","자사주 취득 결정 모멘텀이 지속되며 급등","2016-04-01"
"081000","일진다이아",9300.0,13.0,"","올해 호실적 지속 기대감에 급등","2016-04-01"
"003520","영진약품",3965.0,12.8,"","만성폐쇄성 폐질환(COPD) 천연물 신약 기대감이 지속되며 급등","2016-04-01"
"050320","에스아이티글로벌",23900.0,11.16,"","최대주주 변경에 따른 이란 국가재난망 사업 기대감이 지속되며 급등","2016-04-01"
"043710","로켓모바일",11700.0,30.0,1.0,"서울리거파트너스의 경영참여 목적 지분 보유 모멘텀이 지속되며 상한가","2016-04-04"
"900130","웨이포트",936.0,30.0,1.0,"지난해 영업이익 흑자전환에 상한가","2016-04-04"
"031860","에이모션",6290.0,29.96,1.0,"제3자배정 유상증자 추진설에 상한가","2016-04-04"
"086520","에코프로",12500.0,18.48,"","테슬라 '모델3' 흥행 소식에 전기차/2차전기 관련주 상승 속 급등","2016-04-04"
"001820","삼화콘덴서",14100.0,17.99,"","테슬라 '모델3' 흥행 소식에 전기차/2차전기 관련주 상승 속 급등","2016-04-04"
"080470","성창오토텍",5040.0,17.76,"","테슬라 '모델3' 흥행 소식에 전기차/2차전기 관련주 상승 속 급등","2016-04-04"
"131390","피앤이솔루션",7940.0,12.94,"","테슬라 '모델3' 흥행 소식에 전기차/2차전기 관련주 상승 속 급등","2016-04-04"
"090350","노루페인트",13200.0,12.82,"","페인트 관련주 상승 속 급등","2016-04-04"
"002390","한독",40850.0,11.46,"","올해 실적 개선 전망에 급등","2016-04-04"
"039840","디오",59700.0,11.38,"","디오나비 성장 기대감이 지속되며 급등","2016-04-04"
"067630","에이치엘비생명과학",4645.0,10.07,"","LSK BioPartners, Inc.(USA) 지분 추가 취득 소식에 급등","2016-04-04"
"031860","에이모션",7900.0,25.6,"","100억원 규모 유상증자 결정에 급등","2016-04-05"
"093230","이아이디",897.0,17.1,"","재무구조 개선 기대감에 급등","2016-04-05"
"109740","디에스케이",30300.0,11.4,"","투자경고종목 해제로 급등","2016-04-05"
"131100","리켐",2740.0,10.71,"","일부 전기차/2차전기 관련주 상승 속 급등","2016-04-05"
"149940","모다정보통신",14850.0,10.41,"","삼성전자의 사물인터넷 사업 강화 모멘텀이 지속되며 급등","2016-04-05"
"050320","에스아이티글로벌",27200.0,9.9,"","해외 위성통신 사업 참여 검토 소식에 급등","2016-04-05"
"091580","상신이디피",4075.0,9.54,"","일부 전기차/2차전기 관련주 상승 속 급등","2016-04-05"
"068760","셀트리온제약",21300.0,9.23,"","셀트리온 ‘램시마’ 4월 초 美 FDA 판매 승인 기대감이 지속되며 급등","2016-04-05"
"093240","형지엘리트",3770.0,30.0,1.0,"中 교복시장 진출 소식에 상한가","2016-04-06"
"168330","내츄럴엔도텍",18850.0,30.0,1.0,"유럽제약사와 백수오추출물 공급계약 체결 소식에 상한가","2016-04-06"
"036630","세종텔레콤",1325.0,29.9,1.0,"제4이동통신 사업 재도전 기대감이 지속되며 상한가","2016-04-06"
"036500","에스에스컴텍",2955.0,25.21,"","'김수현 폰' 中 예약판매 돌풍 소식에 급등","2016-04-06"
"158310","세호로보트",10600.0,21.84,"","유상증자 및 전환사채 발행 검토 소식에 급등","2016-04-06"
"058110","멕아이씨에스",8420.0,15.34,"","스위스 기업과 고유량 호흡치료기 공급 업무협약 체결 모멘텀이 지속되며 급등","2016-04-06"
"011080","형지I&C",2245.0,13.67,"","형지엘리트의 中 교복시장 진출 소식에 동반 급등","2016-04-06"
"023790","동일철강",3260.0,10.88,"","철강주 상승 속 급등","2016-04-06"
"114090","GKL",25800.0,10.02,"","2분기부터 실적 개선 전망에 급등","2016-04-06"
"068760","셀트리온제약",26000.0,30.0,1.0,"셀트리온 ""램시마"" 美 FDA 판매 승인 모멘텀 지속으로 상한가","2016-04-07"
"131400","액트",2325.0,29.89,1.0,"최대주주 지분매각 및 제3자배정 유상증자 검토 소식에 상한가","2016-04-07"
"109070","KGP",1480.0,29.82,1.0,"최대주주 변경 및 대표이사 횡령 혐의 각하 소식에 상한가","2016-04-07"
"072520","태양기전",1750.0,18.24,"","감자 및 주식분할 결정에 급등","2016-04-07"
"003520","영진약품",4915.0,17.02,"","KT&G생명과학 흡수합병 결정에 급등","2016-04-07"
"047310","파워로직스",4340.0,16.98,"","갤럭시노트6 홍채인식 솔루션 탑재 소식에 급등","2016-04-07"
"093230","이아이디",956.0,13.0,"","재무구조 개선 기대감 지속에 급등","2016-04-07"
"093240","형지엘리트",4190.0,11.14,"","중국 교복사업 진출 MOU 체결 모멘텀 지속에 급등","2016-04-07"
"193250","영백씨엠",40300.0,10.56,"","YG엔터 등 투자 소식에 급등","2016-04-07"
"012610","경인양행",4600.0,20.73,"","정부의 설탕과의 전쟁 선포에 따른 수혜 부각에 급등","2016-04-08"
"083640","인콘",8550.0,12.65,"","정부 보안 시스템 강화 소식에 보안주(물리) 상승 속 급등","2016-04-08"
"180400","엠지메드",38000.0,12.26,"","지카바이러스 및 메르스 진단키트 식약처 허가 획득 소식에 급등","2016-04-08"
"060240","룽투코리아",10300.0,11.11,"","""검과마법"" 게임 출시 기대감 지속에 급등","2016-04-08"
"053800","안랩",73500.0,11.03,"","정부 보안 시스템 강화 소식에 보안주(정보) 상승 속 급등","2016-04-08"
"054920","한컴시큐어",4130.0,10.28,"","정부 보안 시스템 강화 소식에 보안주(정보) 상승 속 급등","2016-04-08"
"002760","보락",5700.0,10.04,"","정부의 설탕과의 전쟁 선포에 따른 수혜 부각에 급등","2016-04-08"
"192250","케이사인",2750.0,9.34,"","정부 보안 시스템 강화 소식에 보안주(정보) 상승 속 급등","2016-04-08"
"079370","제우스",17350.0,29.96,1.0,"진단의학 핵심소재 기술 개발 소식에 상한가","2016-04-11"
"093240","형지엘리트",5820.0,29.91,1.0,"中 교복사업 진출을 위한 MOU 체결 모멘텀 지속에 상한가","2016-04-11"
"011080","형지I&C",2650.0,29.9,1.0,"형지엘리트의 中 교복사업 진출을 위한 MOU 체결 모멘텀 지속에 상한가","2016-04-11"
"225530","보광산업",10300.0,29.4,1.0,"사상 최대 실적 달성 전망에 상한가","2016-04-11"
"032790","엠젠플러스",22150.0,22.38,"","日 정부의 이종이식 임상 허용 기대감에 급등","2016-04-11"
"050320","에스아이티글로벌",35000.0,16.67,"","해외 위성통신 사업 참여 검토 모멘텀 지속에 급등","2016-04-11"
"035610","솔본",6730.0,11.79,"","글로벌 IT 기업들의 인공지능(AI) M&A 움직임에 자회사 가치가 부각되며 급등","2016-04-11"
"000150","두산",97200.0,10.58,"","올해 실적 턴어라운드 전망에 급등","2016-04-11"
"023410","유진기업",5250.0,9.6,"","1분기 실적개선 기대감에 급등","2016-04-11"
"094840","슈프리마에이치큐",10900.0,29.76,1.0,"슈프리마 공개매수 소식에 상한가","2016-04-12"
"093240","형지엘리트",7000.0,20.27,"","中 교복사업 진출을 위한 MOU 체결 모멘텀 지속에 급등","2016-04-12"
"050320","에스아이티글로벌",41500.0,18.57,"","해외 위성통신 사업 참여 검토 모멘텀 지속에 급등","2016-04-12"
"236200","슈프리마",26150.0,15.96,"","슈프리마에이치큐의 동사 공개매수 소식에 급등","2016-04-12"
"089230","용현BM",8320.0,11.83,"","거래재개 첫날 상장폐지 위기 해소로 급등","2016-04-12"
"011080","형지I&C",2960.0,11.7,"","형지엘리트의 中 교복사업 진출을 위한 MOU 체결 모멘텀 지속에 급등","2016-04-12"
"082740","두산엔진",4110.0,11.23,"","그룹리스크 완화 및 턴어라운드 전망에 급등","2016-04-12"
"049080","기가레인",6990.0,11.13,"","신규사업 기대감에 급등","2016-04-12"
"038340","리젠",1135.0,10.19,"","세정에듀 흡수합병 결정에 급등","2016-04-12"
"006910","보성파워텍",7070.0,29.96,1.0,"반기문 총장에 대한 대망론이 힘을 얻을 것이라는 전망에 상한가","2016-04-14"
"065650","메디프론",4305.0,29.86,1.0,"치매치료제 관련 유럽 특허 취득에 상한가","2016-04-14"
"096350","대창솔루션",2950.0,18.24,"","총선에서 안철수 대성공 소식에 급등","2016-04-14"
"066790","씨씨에스",2500.0,17.1,"","반기문 총장에 대한 대망론이 힘을 얻을 것이라는 전망에 급등","2016-04-14"
"032080","아즈텍WB",3730.0,16.93,"","김두관 후보 당선 소식에 급등","2016-04-14"
"118000","우리들휴브레인",3155.0,15.57,"","총선 야당 승리소식에 문재인 관련주 급등","2016-04-14"
"049630","재영솔루텍",2400.0,14.29,"","반기문 총장에 대한 대망론이 힘을 얻을 것이라는 전망에 급등","2016-04-14"
"042670","두산인프라코어",8320.0,13.2,"","中 굴삭기 판매 회복 기대감 지속에 급등","2016-04-14"
"009830","한화케미칼",26350.0,12.85,"","1분기 실적호조 전망에 급등","2016-04-14"
"097230","한진중공업",4040.0,10.38,"","조선주 강세 속 급등","2016-04-14"
"034020","두산중공업",26550.0,10.17,"","中 원전 서비스 진출 기대감에 급등","2016-04-14"
"011080","형지I&C",3965.0,30.0,1.0,"형지엘리트의 中 교복사업 진출을 위한 MOU 체결 모멘텀이 지속되며 상한가","2016-04-15"
"093240","형지엘리트",9100.0,30.0,1.0,"中 교복사업 진출을 위한 MOU 체결 모멘텀이 지속되며 상한가","2016-04-15"
"127710","아시아경제",3965.0,30.0,1.0,"자회사 팍스넷 상장 기대감에 상한가","2016-04-15"
"047770","코데즈컴바인",75500.0,29.95,1.0,"단기과열완화장치 해제 속 정상거래 첫날 상한가","2016-04-15"
"032080","아즈텍WB",4700.0,26.01,"","김두관 후보 당선 소식 및 형지 中 교복시장 진출 수혜 기대감이 지속되며 급등","2016-04-15"
"040350","큐로컴",2620.0,21.58,"","57억원 규모 CB 발행 결정에 급등","2016-04-15"
"065650","메디프론",5060.0,17.54,"","치매치료제 관련 유럽 특허 취득 모멘텀이 지속되며 급등","2016-04-15"
"197210","리드",8400.0,15.38,"","삼성디스플레이 OLED패널 애플 납품 소식에 OLED관련주 상승 속 급등","2016-04-15"
"171010","램테크놀러지",3850.0,11.11,"","삼성디스플레이 OLED패널 애플 납품 소식에 OLED관련주 상승 속 급등","2016-04-15"
"020180","대신정보통신",1365.0,10.53,"","유승민 새누리당 복당 가능성 부각에 급등","2016-04-15"
"118000","우리들휴브레인",3970.0,29.95,1.0,"문재인 차기 대선주자 지지율 1위 소식에 상한가","2016-04-18"
"065060","지엔코",2155.0,29.82,1.0,"최대주주 대상 유상증자 결정에 상한가","2016-04-18"
"060260","뉴보텍",2180.0,29.76,1.0,"문재인 차기 대선주자 지지율 1위 소식에 상한가","2016-04-18"
"040350","큐로컴",3320.0,26.72,"","지엔코 유상증자 참여 소식에 급등","2016-04-18"
"004720","우리들제약",9200.0,25.34,"","문재인 차기 대선주자 지지율 1위 소식에 급등","2016-04-18"
"015260","에이엔피",1700.0,18.47,"","문재인 차기 대선주자 지지율 1위 소식에 급등","2016-04-18"
"127710","아시아경제",4465.0,12.61,"","자회사 팍스넷 상장 기대감이 지속되며 급등","2016-04-18"
"018700","바른손",3135.0,11.96,"","문재인 차기 대선주자 지지율 1위 소식에 급등","2016-04-18"
"054540","삼영엠텍",3810.0,11.57,"","일본 지진에 따른 수혜 기대감에 급등","2016-04-18"
"060260","뉴보텍",2830.0,29.82,2.0,"문재인 차기 대선주자 지지율 1위 모멘텀 지속에 이틀째 상한가","2016-04-19"
"139050","경봉",4065.0,29.87,1.0,"김종인, 당 대표 가능성 부각에 상한가","2016-04-19"
"011160","두산건설",6310.0,29.84,1.0,"1분기 어닝서프라이즈 달성에 상한가","2016-04-19"
"096690","세우테크",10950.0,29.59,1.0,"제주 카지노 추진 소식에 상한가","2016-04-19"
"123840","한일진공",4030.0,18.53,"","하이비젼시스템 주식 취득 결정에 급등","2016-04-19"
"053610","프로텍",9700.0,16.31,"","삼성전자의 아이폰용 낸드플래시 공급 소식에 급등","2016-04-19"
"093240","형지엘리트",9810.0,14.87,"","中 교복사업 진출을 위한 MOU 체결 모멘텀이 지속되며 급등","2016-04-19"
"045510","정원엔시스",2405.0,10.32,"","김종인, 당 대표 가능성 부각에 급등","2016-04-19"
"018700","바른손",3965.0,30.0,1.0,"문재인 차기 대선주자 지지율 1위 모멘텀 지속에 상한가","2016-04-20"
"027580","상보",5940.0,29.98,1.0,"中 정부와 그래핀배리어 공동개발 소식에 상한가","2016-04-20"
"048830","엔피케이",4860.0,29.95,1.0,"안철수, 광주·전남지역 대선 지지율 1위 소식에 상한가","2016-04-20"
"096350","대창솔루션",3430.0,29.92,1.0,"안철수, 광주·전남지역 대선 지지율 1위 소식에 상한가","2016-04-20"
"060310","3S",3330.0,29.82,1.0,"일본지진으로 삼성전자 웨이퍼캐리어 단독 공급 소식에 상한가","2016-04-20"
"034940","조아제약",6450.0,27.47,"","中 아동의약품 시장 본격 진출 소식에 급등","2016-04-20"
"060260","뉴보텍",3300.0,16.61,"","문재인 차기 대선주자 지지율 1위 모멘텀 지속에 급등","2016-04-20"
"093640","다믈멀티미디어",7330.0,15.8,"","안철수, 광주·전남지역 대선 지지율 1위 소식에 급등","2016-04-20"
"088290","이원컴포텍",1940.0,11.82,"","개인투자자 대량 매수 소식에 급등","2016-04-20"
"020180","대신정보통신",1885.0,30.0,1.0,"유승민 여권 대권후보 지지율 1위 소식에 상한가","2016-04-21"
"007530","영신금속",4950.0,29.92,1.0,"유승민 여권 대권후보 지지율 1위 소식에 상한가","2016-04-21"
"002290","삼일기업공사",5170.0,29.9,1.0,"유승민 여권 대권후보 지지율 1위 소식에 상한가","2016-04-21"
"004100","태양금속",2025.0,29.81,1.0,"자회사 유상증자 결정에 상한가","2016-04-21"
"006910","보성파워텍",7190.0,16.91,"","반기문, 문재인과 가상대결서 초박빙이라는 소식에 급등","2016-04-21"
"048830","엔피케이",5470.0,12.55,"","안철수, 광주·전남지역 대선 지지율 1위 모멘텀이 지속되며 급등","2016-04-21"
"078590","두올산업",3935.0,12.43,"","유승민 여권 대권후보 지지율 1위 소식에 급등","2016-04-21"
"035460","기산텔레콤",3640.0,12.17,"","와이파이 성능 2배 향상 장비 개발 소식에 급등","2016-04-21"
"049630","재영솔루텍",2455.0,12.1,"","반기문, 문재인과 가상대결서 초박빙이라는 소식에 급등","2016-04-21"
"086520","에코프로",14000.0,12.0,"","1분기 실적 호조에 급등","2016-04-21"
"005980","성지건설",10700.0,29.7,3.0,"전략적 투자유치 및 신사업 진출 검토 소식에 사흘째 상한가","2016-04-22"
"066590","우수AMS",3470.0,29.96,1.0,"테슬라 '모델3' 부품 공급 소식에 상한가","2016-04-22"
"086250","화신테크",4065.0,29.87,1.0,"테슬라 '모델3' 부품 공급 소식에 상한가","2016-04-22"
"054090","삼진엘앤디",4230.0,23.14,"","테슬라 '모델3' 부품 공급 소식에 급등","2016-04-22"
"015540","핫텍",1610.0,12.98,"","유상증자 성공 소식에 급등","2016-04-22"
"032790","엠젠플러스",20950.0,11.73,"","정부의 바이오 육성 방침에 급등","2016-04-22"
"033560","블루콤",14400.0,9.92,"","안정성 및 성장성 부각에 급등","2016-04-22"
"041190","우리기술투자",676.0,30.0,1.0,"창투사 관련주 상승 속 상한가","2016-04-25"
"060310","3S",4680.0,30.0,1.0,"장비 공급계약 체결에 상한가","2016-04-25"
"109820","진매트릭스",4515.0,29.93,1.0,"차세대 분자진단 원천기술 확보 소식에 상한가","2016-04-25"
"037440","희림",6320.0,29.91,1.0,"이란 건설사업수주 기대감에 상한가","2016-04-25"
"001260","남광토건",13050.0,29.85,1.0,"이란 건설사업수주 기대감에 상한가","2016-04-25"
"003520","영진약품",7700.0,29.85,1.0,"케이티앤지생명과학과 소규모합병 결의 모멘텀 지속에 상한가","2016-04-25"
"214420","토니모리",39650.0,16.28,"","화장품 관련주 상승 속 급등","2016-04-25"
"071090","하이스틸",25350.0,14.97,"","이란 수출 기대감에 급등","2016-04-25"
"222040","뉴트리바이오텍",61500.0,13.47,"","1분기 실적 호조에 급등","2016-04-25"
"034940","조아제약",6670.0,12.1,"","베트남 등 동남아 수출 본격화 소식에 급등","2016-04-25"
"005980","성지건설",11900.0,11.21,"","전략적 투자유치 및 신사업 진출 검토 모멘텀이 지속되며 급등","2016-04-25"
"109820","진매트릭스",5860.0,29.79,2.0,"차세대 분자진단 원천기술 확보 모멘텀이 지속되며 이틀째 상한가","2016-04-26"
"066590","우수AMS",4820.0,29.92,1.0,"테슬라 '모델3' 인기와 중국 전기차 시장 본격화 기대감 지속에 상한가","2016-04-26"
"048870","코아로직",5980.0,29.86,1.0,"거래 재개 첫 날 상한가","2016-04-26"
"050320","에스아이티글로벌",36750.0,17.04,"","최대주주가 이란 국가통신망에 솔루션을 공급한다는 소식에 급등","2016-04-26"
"086250","화신테크",4495.0,12.23,"","테슬라 '모델3' 부품 공급 모멘텀이 지속되며 급등","2016-04-26"
