"날짜","종목코드","종목명","급등 사유","등락"
"2014-01-13",38620.0,"위즈코프","사물인터넷 기대감에 관련주로 언급되며 상한가",14.88
"2014-01-13",30790.0,"동양네트웍스","회생 기대감",14.87
"2014-01-13","","","최대주주 변경",""
"2014-01-14",30790.0,"동양네트웍스","회생 기대감",14.99
"2014-01-14","","","최대주주 변경",""
"2014-01-14",94280.0,"효성ITX","사물인터넷 기대감에 관련주로 언급되며 이틀째 상한가",14.87
"2014-01-14",48770.0,"TPC","박근혜 대통령 발언에 따른 정책 기대감이 지속되며 일부 3D 프린터 관련주 상승",14.73
"2014-01-14","","","싸이메라 흥행 소식",""
"2014-01-14",1520.0,"동양","회생 기대감",14.84
"2014-01-15",30790.0,"동양네트웍스","회생 기대감",14.96
"2014-01-15",1520.0,"동양","회생 기대감",14.89
"2014-01-15",99440.0,"스맥","시장 성장 기대감에 3D 프린터 관련주가 상승한 가운데, 관련주로 언급되며 상한가",14.96
"2014-01-15",131180.0,"딜리","시장 성장 기대감에 3D 프린터 관련주가 상승한 가운데, 관련주로 언급되며 상한가",14.87
"2014-01-15",33200.0,"모아텍","시장 성장 기대감에 3D 프린터 관련주가 상승한 가운데, 관련주로 언급되며 상한가",14.87
"2014-01-15",49080.0,"기가레인","사물인터넷 수혜 기대감 지속",14.84
"2014-01-16",93520.0,"매커스","비트코인 가치상승 기대감에 비트코인(Bitcoin) 관련주 상승",15.0
"2014-01-16",25620.0,"제이준코스메틱","연체 대출원리금 상환 소식",14.96
"2014-01-16",50120.0,"라이브플렉스","비트코인 사업 본격 진출 소식",14.94
"2014-01-16","","","거래재개 첫날 상한가",""
"2014-01-17",25870.0,"신라에스지","조류인플루엔자(AI) 발생 소식에 수산 관련주 상승",14.99
"2014-01-17",44960.0,"이글벳","조류인플루엔자(AI) 발생 소식에 백신/진단시약/방역 관련주 상승",14.99
"2014-01-17",30720.0,"동원수산","조류인플루엔자(AI) 발생 소식에 수산 관련주 상승",14.98
"2014-01-17",43200.0,"파루","조류인플루엔자(AI) 발생 소식에 백신/진단시약/방역 관련주 상승",14.98
"2014-01-17",79370.0,"제우스","실적 개선 기대감",14.94
"2014-01-17",54670.0,"대한뉴팜","조류인플루엔자(AI) 발생 소식에 백신/진단시약/방역 관련주 상승",14.87
"2014-01-17",39440.0,"에스티아이","삼성전자와 3D프린터 공급계약설",14.86
"2014-01-17",52670.0,"제일바이오","조류인플루엔자(AI) 발생 소식에 백신/진단시약/방역 관련주 상승",14.84
"2014-01-17",230.0,"일동홀딩스","적대적 M&A 가능성",14.71
"2014-01-17",60300.0,"레드로버","""넛잡"" 美 개봉을 앞두고 상한가",14.57
"2014-01-20",25870.0,"신라에스지","조류인플루엔자(AI) 확산 우려감에 수산 관련주 상승",14.97
"2014-01-20",54670.0,"대한뉴팜","조류인플루엔자(AI) 확산 우려감에 백신/진단시약/방역 관련주 상승",14.88
"2014-01-20",52670.0,"제일바이오","조류인플루엔자(AI) 확산 우려감에 백신/진단시약/방역 관련주 상승",14.86
"2014-01-20",44960.0,"이글벳","조류인플루엔자(AI) 확산 우려감에 백신/진단시약/방역 관련주 상승",14.85
"2014-01-20",43200.0,"파루","조류인플루엔자(AI) 확산 우려감에 백신/진단시약/방역 관련주 상승",14.83
"2014-01-20",30720.0,"동원수산","조류인플루엔자(AI) 확산 우려감에 수산 관련주 상승",14.71
"2014-01-20",230.0,"일동홀딩스","적대적 M&A 가능성",14.65
"2014-01-20",123420.0,"선데이토즈","""애니팡2"" 흥행 기대감",14.97
"2014-01-20",3680.0,"한성기업","조류인플루엔자(AI) 확산 우려감에 수산 관련주 상승",14.95
"2014-01-20",33320.0,"제이씨현시스템","비트코인(Bitcoin) 관련주 상승",14.95
"2014-01-20",6090.0,"사조오양","조류인플루엔자(AI) 확산 우려감에 수산 관련주 상승",14.92
"2014-01-20",38460.0,"바이오스마트","카드사 개인정보 유출 소식에 스마트카드(전자화폐) 관련주 상승",14.9
"2014-01-20",68940.0,"아이씨케이","카드사 개인정보 유출 소식에 스마트카드(전자화폐) 관련주 상승",14.9
"2014-01-20",6980.0,"우성사료","자회사의 조류인플루엔자(AI) 치료제 보유 소식",14.86
"2014-01-20",3960.0,"사조대림","조류인플루엔자(AI) 확산 우려감에 수산 관련주 상승",14.81
"2014-01-20",43090.0,"큐브앤컴퍼니","조류인플루엔자(AI) 확산 우려감에 백신/진단시약/방역 관련주 상승",14.8
"2014-01-20",42510.0,"라온시큐어","카드사 개인정보 유출 소식에 보안(정보) 관련주 상승",14.76
"2014-01-20",72020.0,"중앙백신","조류인플루엔자(AI) 확산 우려감에 백신/진단시약/방역 관련주 상승",14.72
"2014-01-21",52670.0,"제일바이오","조류인플루엔자(AI) 확산 우려감에 일부 백신/진단시약/방역 관련주 상승",14.91
"2014-01-21",43200.0,"파루","조류인플루엔자(AI) 확산 우려감에 일부 백신/진단시약/방역 관련주 상승",14.83
"2014-01-21",68940.0,"아이씨케이","카드사 대표 사퇴 및 개인정보 유출 확산 소식에 스마트카드(전자화폐) 관련주 상승",14.85
"2014-01-21",38460.0,"바이오스마트","카드사 대표 사퇴 및 개인정보 유출 확산 소식에 스마트카드(전자화폐) 관련주 상승",14.85
"2014-01-21","","","채권단 자금수혈 검토 소식",""
"2014-01-21",53350.0,"이니텍","카드사 대표 사퇴 및 개인정보 유출 확산 소식에 일부 보안(정보) 관련주 상승",14.93
"2014-01-22",43200.0,"파루","조류인플루엔자(AI) 확산 우려감에 일부 백신/진단시약/방역 관련주 상승",14.89
"2014-01-22",68940.0,"아이씨케이","카드사 대표 사퇴 및 개인정보 유출 확산 소식에 일부 스마트카드(전자화폐) 관련주 상승",14.94
"2014-01-22",12600.0,"청호컴넷","4월 윈도XP 만료에 따른 ATM 교체 기대감에 금융자동화기기 관련주 급등",14.99
"2014-01-22",45060.0,"오공","마스크 관련주 상승",14.93
"2014-01-22",52600.0,"한네트","4월 윈도XP 만료에 따른 ATM 교체 기대감에 금융자동화기기 관련주 급등",14.93
"2014-01-22",37370.0,"EG","정부 연구개발 사업자 선정",14.93
"2014-01-22",94940.0,"푸른기술","4월 윈도XP 만료에 따른 ATM 교체 기대감에 금융자동화기기 관련주 급등",14.92
"2014-01-22",32350.0,"롯데관광개발","용산개발 무산 관련 이행보증금 청구 기각 소식",14.92
"2014-01-22",33050.0,"제이엠아이","4월 윈도XP 만료에 따른 ATM 교체 기대감에 윈도운영체제(OS) 출시 관련주 상승",14.92
"2014-01-22",23150.0,"MH에탄올","재무구조 개선 기대감",14.88
"2014-01-22",86060.0,"진바이오텍","자회사 다원케미칼의 AI소독제 4종류가 정부 검역기관에 등록돼 있다는 소식",14.86
"2014-01-22",89150.0,"케이씨티","4월 윈도XP 만료에 따른 ATM 교체 기대감에 금융자동화기기 관련주 급등",14.84
"2014-01-22",60240.0,"룽투코리아","삼성전자가 디지털 교과서 사업에 진출한다는 소식",14.84
"2014-01-22",73640.0,"삼원테크","무상증자 결정",14.74
"2014-01-23",68940.0,"아이씨케이","카드사 대표 사퇴 및 개인정보 유출 확산 소식에 일부 스마트카드(전자화폐) 관련주 상승",14.9
"2014-01-23",12600.0,"청호컴넷","4월 윈도XP 만료에 따른 ATM 교체 기대감 지속",14.97
"2014-01-23",23150.0,"MH에탄올","재무구조 개선 기대감",14.9
"2014-01-23",73640.0,"삼원테크","무상증자 결정 모멘텀 지속",14.86
"2014-01-23",37370.0,"EG","정부 연구개발 사업자 선정 모멘텀 지속",14.81
"2014-01-23",118000.0,"우리들휴브레인","줄기세포 관련 특허 취득 소식",14.93
"2014-01-23",4720.0,"우리들제약","우리들생명과학의 줄기세포 관련 특허 취득 소식",14.91
"2014-01-23",93520.0,"매커스","비트코인 관련주 상승 및 지난해 실적 호조",14.89
"2014-01-24",73640.0,"삼원테크","무상증자 결정 모멘텀 지속",14.91
"2014-01-24",4720.0,"우리들제약","우리들생명과학의 줄기세포 관련 특허 취득 모멘텀 지속",14.89
"2014-01-24",118000.0,"우리들휴브레인","줄기세포 관련 특허 취득 모멘텀 지속",14.85
"2014-01-24",95270.0,"웨이브일렉트로","일부 통신장비 관련주 상승",15.0
"2014-01-24",138610.0,"나이벡","바이오/의료 국책사업자 선정 소식",14.99
"2014-01-24",44960.0,"이글벳","조류인플루엔자(AI) 확산 우려에 백신/진단시약/방역 관련주 상승",14.93
"2014-01-24",52670.0,"제일바이오","조류인플루엔자(AI) 확산 우려에 백신/진단시약/방역 관련주 상승",14.92
"2014-01-24",123420.0,"선데이토즈","애니팡2 효과로 인한 실적 성장 기대감",14.92
"2014-01-24",230.0,"일동홀딩스","경영권 분쟁 가능성 부각",14.9
"2014-01-27",1840.0,"이화공영","이산가족 상봉 기대감에 관련주로 언급되며 상한가",15.0
"2014-01-27",44960.0,"이글벳","조류인플루엔자(AI) 전국 확산 우려감에 백신/진단시약/방역 관련주 상승",14.97
"2014-01-27",52670.0,"제일바이오","조류인플루엔자(AI) 전국 확산 우려감에 백신/진단시약/방역 관련주 상승",14.81
"2014-01-27",25980.0,"아난티","이산가족 상봉 기대감에 남북경협 관련주 상승",15.0
"2014-01-27",54670.0,"대한뉴팜","조류인플루엔자(AI) 전국 확산 우려감에 백신/진단시약/방역 관련주 상승",14.97
"2014-01-27",83660.0,"CSA 코스믹","조류인플루엔자(AI) 전국 확산 우려감에 하수처리 관련주로 언급되며 상한가",14.93
"2014-01-27",49630.0,"재영솔루텍","이산가족 상봉 기대감에 남북경협 관련주 상승",14.93
"2014-01-27",147830.0,"제룡산업","이산가족 상봉 기대감에 일부 전력설비 관련주 상승",14.92
"2014-01-27",43200.0,"파루","조류인플루엔자(AI) 전국 확산 우려감에 백신/진단시약/방역 관련주 상승",14.92
"2014-01-27",14570.0,"고려제약","조류인플루엔자(AI) 전국 확산 우려감에 백신/진단시약/방역 관련주 상승",14.91
"2014-01-27",45060.0,"오공","美 신종플루 발생 소식에 마스크 관련주 급등",14.89
"2014-01-27",72020.0,"중앙백신","조류인플루엔자(AI) 전국 확산 우려감에 백신/진단시약/방역 관련주 상승",14.84
"2014-01-27",43090.0,"큐브앤컴퍼니","조류인플루엔자(AI) 전국 확산 우려감에 백신/진단시약/방역 관련주 상승",14.79
"2014-01-27",11200.0,"현대상선","이산가족 상봉 기대감에 남북경협 관련주 상승",14.75
"2014-01-28",14570.0,"고려제약","조류인플루엔자(AI) 전국 확산 우려 지속 및 신종플루 대유행 우려감에 관련주로 부각되며 이틀째 상한가",14.89
"2014-01-28",46940.0,"우원개발","제주~목포간 해저터널사업에 중국 국영회사들이 20조원 규모로 투자 의사를 타진했다는 소식에 관련주로 언급되며 상한가",15.0
"2014-01-28",26150.0,"특수건설","제주~목포간 해저터널사업에 중국 국영회사들이 20조원 규모로 투자 의사를 타진했다는 소식에 관련주로 언급되며 상한가",14.99
"2014-01-28",37070.0,"파세코","빌트인 가전 고성장세 전망 및 인도 군대에 석유난로 공급을 시작한다는 소식",14.93
"2014-01-28","","","제주~목포간 해저터널사업에 중국 국영회사들이 20조원 규모로 투자 의사를 타진했다는 소식에 관련주로 언급되며 상한가",""
"2014-01-28",25550.0,"한국선재","제주~목포간 해저터널사업에 중국 국영회사들이 20조원 규모로 투자 의사를 타진했다는 소식에 관련주로 언급되며 상한가",14.88
"2014-01-28",60370.0,"KT서브마린","제주~목포간 해저터널사업에 중국 국영회사들이 20조원 규모로 투자 의사를 타진했다는 소식에 관련주로 언급되며 상한가",14.78
"2014-01-29",14570.0,"고려제약","조류인플루엔자(AI) 전국 확산 우려 지속 및 신종플루 대유행 우려감에 관련주로 부각되며 사흘째 상한가",14.95
"2014-01-29",39420.0,"케이엘넷","e-내비게이션 국제협력 기대감에 관련주로 언급되며 상한가",14.97
"2014-01-29",123420.0,"선데이토즈","""애니팡2"" 흥행 기대감 지속",14.94
"2014-01-29",65170.0,"넥스트BT","계열사에서 조류독감 치료 물질 관련 특허를 보유하고 있다는 소식",14.74
"2014-02-03",33320.0,"제이씨현시스템","중국 비트코인거래소(BTC 차이나)의 위안화 예탁 재개 소식에 비트코인관련주 상승",14.91
"2014-02-03",67900.0,"와이엔텍","여수 원유유출 사고에 원유유출 복구/폐기물처리 관련주 상승",14.84
"2014-02-03",25980.0,"아난티","이산가족 상봉 관련 적십자 실무 접촉 논의 소식에 남북경협 관련주 상승",14.59
"2014-02-04",53300.0,"한국정보인증","신규 상장 첫날 상한가",15.0
"2014-02-04",153490.0,"우리이앤엘","세계 최고 효율 LED형광등 개발 소식",15.0
"2014-02-04",123420.0,"선데이토즈","""애니팡2"" 흥행에 따른 실적 증가 기대감",14.99
"2014-02-04",5450.0,"신한","리비아 공사 재개 소식",14.98
"2014-02-04","","","제주도 카지노호텔 복합리조트 개발 착수 소식",""
"2014-02-04",37400.0,"우리조명","세계 최고 효율 LED형광등 개발 소식",14.88
"2014-02-04","","","제주도 카지노호텔 복합리조트 개발 착수 소식",""
"2014-02-05",53300.0,"한국정보인증","신규 상장 이틀째 상한가",14.99
"2014-02-05","","","제주도 카지노호텔 복합리조트 개발 착수 소식",""
"2014-02-05",161570.0,"THE MIDONG","신제품 ""유라이브 U5"" 블랙박스 판매 호조 모멘텀 지속",14.93
"2014-02-05",73640.0,"삼원테크","무상증자 권리락 효과",14.83
"2014-02-06",53300.0,"한국정보인증","신규 상장 사흘째 상한가",14.99
"2014-02-06",108790.0,"인터파크","신규 상장 첫날 상한가",14.94
"2014-02-07",53300.0,"한국정보인증","신규 상장 나흘째 상한가",14.97
"2014-02-07",108790.0,"인터파크","신규 상장 이틀째 상한가",14.97
"2014-02-07",51780.0,"큐로홀딩스","지난해 영업이익 흑자전환",15.0
"2014-02-07",10820.0,"퍼스텍","정부의 DMZ 지뢰제거 로봇 입찰 준비 소식에 관련주로 부각되며 상한가",14.81
"2014-02-07",42510.0,"라온시큐어","최대주주 지분 확대 소식",14.68
"2014-02-10",53300.0,"한국정보인증","안정적 실적성장 전망에 신규 상장 닷새째 상한가",14.99
"2014-02-10",108790.0,"인터파크","실적성장 전망에 신규 상장 사흘째 상한가",14.99
"2014-02-10","","","제주도 카지노호텔 복합리조트 개발 모멘텀 지속",""
"2014-02-10",45340.0,"토탈소프트","나진-하산 실사단 방북 소식에 관련주로 언급되며 상한가",14.96
"2014-02-10",39010.0,"현대통신","정몽준 새누리당 의원의 서울시장 출마 기대감에 관련주로 언급되며 상한가",14.9
"2014-02-10",65770.0,"CS","BW 상환이 문제없다는 소식",14.88
"2014-02-10",29960.0,"코엔텍","정몽준 새누리당 의원의 서울시장 출마 기대감에 관련주로 언급되며 상한가",14.86
"2014-02-10","","","재평가 기대감에 국내 상장 중국기업 관련주 상승",""
"2014-02-11",29960.0,"코엔텍","정몽준 새누리당 의원의 서울시장 출마 기대감에 관련주로 언급되며 이틀째 상한가",14.86
"2014-02-11",60150.0,"인선이엔티","신규사업 진출에 따른 성장성 부각",14.99
"2014-02-11",3350.0,"한국화장품제조","한국화장품의 사옥 매각설",14.97
"2014-02-11",31330.0,"에스에이엠티","M&A 기대감",14.91
"2014-02-11",123690.0,"한국화장품","사옥 매각설",14.7
"2014-02-12",49630.0,"재영솔루텍","남북 고위급 회담 개최에 남북경협 관련주 상승",14.95
"2014-02-12",25980.0,"아난티","남북 고위급 회담 개최에 남북경협 관련주 상승",14.92
"2014-02-12",15710.0,"코콤","삼성전자가 상반기 내에 스마트홈 국내 서비스를 시작한다는 소식에 수혜주로 부각되며 상한가",14.9
"2014-02-12",6390.0,"한일현대시멘트","가격 인상 기대감에 시멘트 관련주 상승",14.88
"2014-02-12",17000.0,"신원종합개발","지난해 실적 호조",14.72
"2014-02-13",36120.0,"SCI평가정보","정부의 아이핀(I-PIN) 사용 확대 계획 소식에 아이핀(I-PIN)/보안(정보) 관련주 상승",14.95
"2014-02-13",102280.0,"쌍방울","광림으로의 피인수 소식",14.93
"2014-02-13",53350.0,"이니텍","정부의 아이핀(I-PIN) 사용 확대 계획 소식에 아이핀(I-PIN)/보안(정보) 관련주 상승",14.92
"2014-02-13",78340.0,"컴투스","실적 개선 전망",14.91
"2014-02-13",52420.0,"오성첨단소재","감자 후 거래재개 첫날 상한가",14.9
"2014-02-13",50110.0,"캠시스","지난해 4분기 실적 호조",14.89
"2014-02-13",41460.0,"한국전자인증","정부의 아이핀(I-PIN) 사용 확대 계획 소식에 아이핀(I-PIN)/보안(정보) 관련주 상승",14.87
"2014-02-14",36120.0,"SCI평가정보","정부의 아이핀(I-PIN) 사용 확대 계획 소식",14.96
"2014-02-14",92730.0,"네오팜","지난해 실적 호조",14.99
"2014-02-14",39440.0,"에스티아이","지난해 실적 호조",14.94
"2014-02-14",1260.0,"남광토건","지난해 영업손실 및 순손실 적자폭 감소",14.88
"2014-02-17",36120.0,"SCI평가정보","정부의 아이핀(I-PIN) 사용 확대 계획 소식",14.99
"2014-02-17",123040.0,"엠에스오토텍","지난해 영업이익 급증",15.0
"2014-02-17",53060.0,"세동","주당 1.2주 무상증자 결정",14.86
"2014-02-17",18310.0,"삼목에스폼","지난해 영업이익 및 순이익 급증",14.8
"2014-02-18",53060.0,"세동","주당 1.2주 무상증자 결정",14.96
"2014-02-18",123040.0,"엠에스오토텍","지난해 영업이익 급증",14.86
"2014-02-18",38680.0,"에스넷","정부 육성 기대감 및 삼성전자의 사물인터넷 전담팀 신설 소식에 사물인터넷 관련주 상승",14.98
"2014-02-18",11810.0,"STX","STX 그룹주 동반 급등",14.9
"2014-02-18",19570.0,"리더스 기술투자","창투사 관련주 상승",14.7
"2014-02-19",38680.0,"에스넷","사물인터넷 활성화 기대감 지속 및 지난해 실적 호조",14.89
"2014-02-19",29960.0,"코엔텍","정몽준 의원이 중국 방문 이후 서울시장 출마와 관련한 입장을 밝힌다는 소식에 관련주로 부각되며 상한가",14.98
"2014-02-19",99220.0,"SDN","지난해 영업이익, 순이익 흑자전환",14.96
"2014-02-19",68290.0,"삼성출판사","지난해 실적 호조",14.95
"2014-02-19",2700.0,"신일산업","경영권 분쟁 가능성",14.94
"2014-02-19",3030.0,"세아제강지주","美 반덤핑 무혐의 판정 소식에 강관업체 관련주 상승",14.92
"2014-02-19",39010.0,"현대통신","정몽준 의원이 중국 방문 이후 서울시장 출마와 관련한 입장을 밝힌다는 소식에 관련주로 부각되며 상한가",14.87
"2014-02-20",1440.0,"대한전선","매각 작업 본격화 기대감",14.88
"2014-02-21",590.0,"CS홀딩스","지난해 실적 호조",14.99
"2014-02-21",42940.0,"상지카일룸","69.47억원 규모 공급계약 체결",14.98
"2014-02-21",117670.0,"알파홀딩스","스마트파이 인수 소식",14.87
"2014-02-24",590.0,"CS홀딩스","지난해 실적 호조",14.98
"2014-02-24",45060.0,"오공","높은 미세먼지 농도 소식에 마스크 관련주 상승",14.95
"2014-02-24",10040.0,"한국내화","새누리당 정몽준 의원의 서울시장 출마 기대감에 관련주로 언급되며 상한가",14.93
"2014-02-24",13580.0,"계룡건설","부실PF해소 기대 및 올해 흑자 전환 기대감",14.9
"2014-02-24","","","유상증자 및 CB발행 성공 소식",""
"2014-02-25","","","유상증자 및 CB발행 성공 소식",""
"2014-02-25",13580.0,"계룡건설","부실PF해소 기대 및 올해 흑자 전환 기대감",14.61
"2014-02-25",53700.0,"삼보모터스","지난해 영업이익 및 순이익 급증",14.97
"2014-02-25","","","지난해 영업이익 급증",""
"2014-02-25","","","LED 평행 광선 및 웻지형 반사판을 이용한 무안경 3D 디스플레이 특허 취득",""
"2014-02-26",5320.0,"국동","종속회사 KUKDONG APPAREL(AMERICA),INC.의 34.93억원 규모 생산기계 취득 결정",14.96
"2014-02-26",131100.0,"알이피","테슬라모터스의 주가 사상 최고치 경신 소식에 2차전지/전기차 관련주 상승",14.9
"2014-02-26",96640.0,"멜파스","삼성전자 2014 올해의 강소기업에 선정됐다는 소식",14.82
"2014-02-27",138080.0,"오이솔루션","신규 상장 첫날 상한가",15.0
"2014-02-27",45060.0,"오공","중국발 스모그 유입 소식에 마스크 관련주 상승",14.92
"2014-02-27","","","정부가 부동산투자회사(REITs)를 활용해 2017년까지 최대 8만 가구를 공급한다는 소식에 관련주로 부각되며 상한가",""
"2014-02-28",10040.0,"한국내화","지난해 실적 호조 및 현금배당 결정",14.97
"2014-02-28",58630.0,"엠게임","모바일게임 “프린세스메이커 for Kakao” 출시 임박 소식",14.96
"2014-02-28",40300.0,"YTN","민영화 가능성 부각",14.86
"2014-03-03",58630.0,"엠게임","모바일게임 “프린세스메이커 for Kakao” 출시 임박 소식",14.98
"2014-03-03",40300.0,"YTN","민영화 가능성 부각",14.91
"2014-03-03",4770.0,"써니전자","안철수 의원과 민주당 김한길 대표의 신당 창당 선언에 관련주로 언급되며 상한가",15.0
"2014-03-03",6920.0,"모헨즈","안철수 의원과 민주당 김한길 대표의 신당 창당 선언에 관련주로 언급되며 상한가",14.95
"2014-03-03",37270.0,"YG PLUS","안철수 의원과 민주당 김한길 대표의 신당 창당 선언에 관련주로 언급되며 상한가",14.95
"2014-03-03",48550.0,"SM C&C","연예 기획사들의 실적 개선 전망에 엔터테인먼트 관련주 상승",14.95
"2014-03-03",66910.0,"손오공","남경필 경기도지사 출마 기대감에 관련주로 언급되며 상한가",14.94
"2014-03-03",93640.0,"다믈멀티미디어","안철수 의원과 민주당 김한길 대표의 신당 창당 선언에 관련주로 언급되며 상한가",14.93
"2014-03-03",131390.0,"피앤이솔루션","전기차 관련주 상승",14.89
"2014-03-04",52420.0,"오성첨단소재","태양광에너지(원료 및 장비) 관련주 상승",14.97
"2014-03-04",30350.0,"드래곤플라이","게임 관련주 상승",14.9
"2014-03-04",6740.0,"영풍제지","주당 2,000원의 현금배당 결정",14.81
"2014-03-05",31860.0,"엔에스엔","실적 개선 기대감",14.9
"2014-03-05",66410.0,"버킷스튜디오","영화관 사업 진출 소식",14.98
"2014-03-05","","","재평가 기대감에 국내상장중국기업 관련주 상승",""
"2014-03-05",18000.0,"유니슨","정부 투자활성화 소식에 풍력에너지 관련주 상승",14.86
"2014-03-05",13580.0,"계룡건설","주택경기 회복에 따른 수혜 전망에 중소형건설사 관련주 상승",14.77
"2014-03-05",101330.0,"모베이스","지난해 영업이익 및 순이익 급증",14.51
"2014-03-06",77970.0,"STX엔진","금융위원회가 산업은행의 출자전환을 허용한다는 소식에 STX그룹주 동반 상승",14.98
"2014-03-06",71970.0,"STX중공업","금융위원회가 산업은행의 출자전환을 허용한다는 소식에 STX그룹주 동반 상승",14.96
"2014-03-06",11810.0,"STX","금융위원회가 산업은행의 출자전환을 허용한다는 소식에 STX그룹주 동반 상승",14.72
"2014-03-07",96040.0,"이트론","지난해 영업이익 및 순이익 흑자 전환",14.92
"2014-03-07",100030.0,"모바일리더","지난해 실적 호조",14.86
"2014-03-10",32350.0,"롯데관광개발","용산개발 재추진 기대감",14.95
"2014-03-10",60310.0,"3S","실적 기대감 지속",14.94
