"날짜","종목코드","종목명","급등 사유","등락"
"2007-01-09","","","바이오 벤처 MCTT가 시판허가를 받은 피부 세포 치료제의 시판 기대감",""
"2007-01-09","","","MS와 로봇사업 관련 MOU 체결 기대감",""
"2007-01-10","","","LG家 구본호씨 투자소식",""
"2007-01-10","","","박찬호 등 스포츠스타 유상증자 참여소식",""
"2007-01-10","","","기업분할 재상장후 연일 급등",""
"2007-01-10","","","납 가격 하락에 따른 매출원가 개선 기대감",""
"2007-01-10","","","KTF에 WCDMA폰 공급소식",""
"2007-01-10","","","KTF에 WCDMA폰 공급소식",""
"2007-01-10","","","신규 상장 첫날 급등",""
"2007-01-11","","","LG家 구본호씨 투자소식",""
"2007-01-11","","","기업분할 재상장후 연일 급등",""
"2007-01-11","","","자원개발사업 공개",""
"2007-01-11","","","자회사 대성마이맥에 대한 기대감",""
"2007-01-11","","","신규 상장후 연일 급등",""
"2007-01-11","","","헬리아텍의 자원개발사업 공개",""
"2007-01-11","","","홍석현회장 2세 투자소식",""
"2007-01-11","","","윈도비스타 총판권 취득소식",""
"2007-01-12","","","LG家 구본호씨 투자소식",""
"2007-01-12","","","대주주의 자사주 매입 소식",""
"2007-01-12","","","홍석현회장 2세 투자소식",""
"2007-01-12","","","창투사주 강세",""
"2007-01-12","","","최대주주 변경 소식",""
"2007-01-15","","","LG家 구본호씨 투자소식",""
"2007-01-15","","","오일샌드 개발 모멘텀",""
"2007-01-15","","","비 홍콩공연 성공소식",""
"2007-01-15","","","일부 지능형로봇 관련주 강세",""
"2007-01-15","","","비앤아이미디어 인수 결정 소식",""
"2007-01-15","","","UCC붐 수혜주로 부각",""
"2007-01-16","","","LG家 구본호씨 투자소식",""
"2007-01-16","","","비 홍콩공연 성공소식",""
"2007-01-16","","","최대주주 변경 소식",""
"2007-01-16","","","UCC테마주 강세",""
"2007-01-16","","","오일샌드 개발 모멘텀",""
"2007-01-16","","","대표이사 추가 지분 취득소식",""
"2007-01-16","","","UCC테마주 강세",""
"2007-01-16","","","UCC테마주 강세",""
"2007-01-16","","","UCC테마주 강세",""
"2007-01-16","","","UCC테마주 강세",""
"2007-01-16","","","UCC테마주 강세",""
"2007-01-16","","","UCC테마주 강세",""
"2007-01-16","","","에스제이공영에 피인수 소식",""
"2007-01-16","","","UCC테마주 강세",""
"2007-01-17","","","일부 UCC테마주 강세",""
"2007-01-17","","","일부 UCC테마주 강세",""
"2007-01-17","","","일부 UCC테마주 강세",""
"2007-01-17","","","상장 첫날 급등",""
"2007-01-17","","","경영권 양수도 계약체결소식",""
"2007-01-17","","","케이디미디어와 DVD 유통계약 소식",""
"2007-01-17","","","상장 첫날 급등",""
"2007-01-18","","","최대주주 경영권 매각 소식 등",""
"2007-01-18","","","LG家가 대표라는 사실 부각",""
"2007-01-18","","","유전개발업체 지분인수 위한 평가 의뢰 소식",""
"2007-01-18","","","구조조정 완료 소식",""
"2007-01-19","","","최대주주 경영권 매각 소식 등",""
"2007-01-19","","","LG家가 대표라는 사실 부각",""
"2007-01-19","","","구조조정 완료 및 영상감시 사업 기대감",""
"2007-01-19","","","DNA응용소재 및 환경호르몬 제품개발에 대한 MOU체결 소식",""
"2007-01-19","","","외국계 투자사의 동사 지분 취득 소식",""
"2007-01-19","","","日 기업에 리튬전지 공급 계약 소식",""
"2007-01-22","","","최대주주 경영권 매각 소식 등",""
"2007-01-22","","","LG家가 대표라는 사실 부각",""
"2007-01-22","","","日 기업에 리튬전지 공급 계약 소식",""
"2007-01-22","","","무전기 인터넷 전화 개발 소식",""
"2007-01-22","","","녹조류 바이오디젤 원료 개발 연구용역 계약 소식",""
"2007-01-23","","","최대주주 경영권 매각 소식 등",""
"2007-01-23","","","유전개발 기대감",""
"2007-01-23","","","무전기 인터넷 전화 개발 소식",""
"2007-01-23","","","다매체간 양방향 메시지 서비스 원천기술 보유 부각",""
"2007-01-24","","","유전개발 기대감",""
"2007-01-24","","","외국인 매수세 유입",""
"2007-01-24","","","연예인 안재욱 일본내 권한 대행 계약소식",""
"2007-01-24","","","대체에너지관련주 강세",""
"2007-01-24","","","대체에너지관련주 강세",""
"2007-01-24","","","차량용 PCB 시장 진출 소식",""
"2007-01-24","","","대체에너지관련주 강세",""
"2007-01-25","","","연예인 안재욱 일본내 권한 대행 계약소식",""
"2007-01-25","","","모바일 UCC 서비스 개시 소식",""
"2007-01-25","","","바이오에탄올 사업 정상 추진 소식",""
"2007-01-25","","","""신화"" 겨울 프로젝트앨범 발매",""
"2007-01-25","","","경영권 교체 기대감",""
"2007-01-26","","","형광등 대체 램프 개발에 따른 기대감",""
"2007-01-26","","","아태 고속성장 500대 기업 선정 소식",""
"2007-01-26","","","최대주주의 추가 지분 취득 소식",""
"2007-01-26","","","일부 UCC테마주 강세",""
"2007-01-26","","","온타임텍 : 일부 UCC테마주 강세",""
"2007-01-26","","","IC카드칩 단말기 교체에 따른 수혜 기대감",""
"2007-01-26","","","코오롱의 공개매수소식 및 합병설",""
"2007-01-29","","","형광등 대체 램프 개발에 따른 기대감",""
"2007-01-29","","","블루투스관련주 강세",""
"2007-01-29","","","블루투스관련주 강세",""
"2007-01-29","","","개인투자자의 지분 확대 소식",""
"2007-01-29","","","",""
"2007-01-29","","","윈도우비스타 관련 MOU체결소식",""
"2007-01-29","","","윈도우비스타 관련 MOU체결소식",""
"2007-01-29","","","UCC테마주 강세",""
"2007-01-29","","","블루투스관련주 강세",""
"2007-01-29","","","플라즈마 금속 처리기술 개발 소식",""
"2007-01-30","","","개인투자자의 지분 확대 소식",""
"2007-01-30","","","하이브리드카 관련주 강세",""
"2007-01-30","","","하이브리드카 관련주 강세",""
"2007-01-30","","","LCD 식각사업에 대한 기대감",""
"2007-01-30","","","前 美국방장관 등 수석고문 추가영입소식",""
"2007-01-30","","","ETRI와 기술 도입 계약 소식",""
"2007-01-30","","","JYP엔터테인먼트(비 소속사) 직상장 준비 소식",""
"2007-01-31","","","JYP엔터테인먼트(비 소속사) 직상장 추진 소식",""
"2007-01-31","","","간암 표적 치료제 미국 특허 출원소식",""
"2007-01-31","","","제노프라 인수를 위한 실사 소식",""
"2007-01-31","","","미국업체와 바이오에너지 공동협력 소식",""
"2007-01-31","","","MS 최우수 공인파트너 선정 소식",""
"2007-01-31","","","최대주주의 동사 지분 추가 매수 소식",""
"2007-02-01","","","MS 최우수 공인파트너 선정 소식",""
"2007-02-01","","","간암 표적 치료제 미국 특허 출원소식",""
"2007-02-01","","","지주회사 체제 전환 기대감",""
"2007-02-02","","","지주회사 전환에 대한 긍정적인 평가",""
"2007-02-02","","","팬텀 및 소속연예인 유상증자 참여소식",""
"2007-02-02","","","헬리아텍의 거래재개후 동반 상한가",""
"2007-02-02","","","日 기업과 대규모 공급계약 소식",""
"2007-02-02","","","실적호조 소식",""
"2007-02-02","","","저평가 인식 확산",""
"2007-02-02","","","내몽고서 대규모 수주 기대감",""
"2007-02-02","","","액면분할후 첫거래일 급등",""
"2007-02-05","","","팬텀 및 소속연예인 유상증자 참여소식",""
"2007-02-05","","","최대주주 보유주식 양수도계약 체결소식",""
"2007-02-05","","","액면분할 후 거래재개 첫날 급등",""
"2007-02-05","","","리버티스퀘어의 동사지분 추가매입 소식",""
"2007-02-05","","","와이브로관련주 강세",""
"2007-02-05","","","자회사의 전자여권 발급 및 인증시스템 국산화 성공 소식",""
"2007-02-05","","","와이브로관련주 강세",""
"2007-02-05","","","와이브로관련주 강세",""
"2007-02-06","","","팬텀 및 소속연예인 유상증자 참여소식",""
"2007-02-06","","","리버티스퀘어의 동사지분 추가매입 소식",""
"2007-02-06","","","KT의 와이브로 IPv6 시스템 개발 모멘텀 지속",""
"2007-02-06","","","한강엠앤에이인베스트먼트의 동사 지분 취득 소식",""
"2007-02-06","","","헬리아텍의 美 현지법인 대규모 출자소식",""
"2007-02-06","","","4분기 실적호전소식",""
"2007-02-06","","","헬리아텍의 美 현지법인 대규모 출자소식으로 동반 급등",""
"2007-02-07","","","KT의 와이브로 IPv6 시스템 개발 모멘텀 지속",""
"2007-02-07","","","헬리아텍의 美 현지법인 대규모 출자소식으로 동반 급등",""
"2007-02-07","","","美 현지법인 대규모 출자소식",""
"2007-02-07","","","실적개선 전망",""
"2007-02-07","","","올해 긍정적 전망",""
"2007-02-07","","","디지탈인사이드와 전략적 제휴를 위한 MOU체결공시",""
"2007-02-07","","","대규모 공급계약 소식",""
"2007-02-08","","","美 현지법인 대규모 출자소식",""
"2007-02-08","","","실시간 모바일 UCC사업 진출 소식",""
"2007-02-08","","","폐수없는 연성 인쇄회로 기술 개발 소식",""
"2007-02-08","","","주식로또레드폭스아이 인수소식",""
"2007-02-08","","","저평가 분석",""
"2007-02-08","","","폐수없는 연성 인쇄회로 기술 개발 소식",""
"2007-02-08","","","시나와닷컴의 순수창작 UCC 부각",""
"2007-02-09","","","폐수없는 연성 인쇄회로 기술 개발 소식",""
"2007-02-09","","","폐수없는 연성 인쇄회로 기술 개발 소식",""
"2007-02-09","","","주식로또레드폭스아이 인수소식",""
"2007-02-12","","","폐수없는 연성 인쇄회로 기술 개발 소식",""
"2007-02-12","","","주식로또레드폭스아이 인수소식",""
"2007-02-12","","","(주)호도투어와의 합병 기대감",""
"2007-02-12","","","외국법인의 동사 지분 취득소식",""
"2007-02-12","","","최대주주 등 대상 유상증자 소식",""
"2007-02-13","","","최대주주 등 대상 유상증자 소식",""
"2007-02-13","","","실적호조와 자사주 취득 기대감",""
"2007-02-13","","","최대주주 지분 확대 소식",""
"2007-02-13","","","최대주주 지분 확대 소식",""
"2007-02-13","","","새로운 골관절염 치료약 비임상시험 완료",""
"2007-02-13","","","출자회사의 러시아 유전개발 사업계획서 제출 및 수리",""
"2007-02-13","","","전력설비주 강세",""
"2007-02-13","","","거래재개 첫날 급등",""
"2007-02-13","","","실적호조",""
"2007-02-14","","","신규사업 진출 및 유증 기대감",""
"2007-02-14","","","최대주주 등 대상 유상증자 소식",""
"2007-02-14","","","최대주주 지분 확대 소식",""
"2007-02-14","","","새로운 골관절염 치료약 비임상시험 완료소식",""
"2007-02-14","","","출자회사의 러시아 유전개발 사업계획서 제출 및 수리",""
"2007-02-14","","","실적호조",""
"2007-02-14","","","작년 순이익 흑자전환 소식",""
"2007-02-14","","","관리종목 탈피기대감",""
"2007-02-15","","","대규모 유상증자 소식",""
"2007-02-15","","","카지노 및 호텔 사업 진출 발표",""
"2007-02-15","","","대규모 공급계약 소식",""
"2007-02-16","","","대규모 유상증자 소식",""
"2007-02-16","","","카지노 및 호텔 사업 진출 발표",""
"2007-02-16","","","대체에너지 관련 사업 추가 소식",""
"2007-02-20","","","대규모 유상증자 소식",""
"2007-02-20","","","카지노 및 호텔 사업 진출 발표",""
"2007-02-20","","","실적호전 모멘텀",""
"2007-02-20","","","대체에너지 관련 사업 추가 소식",""
"2007-02-20","","","액면분할 결정",""
"2007-02-20","","","개발 신약 임상시험 돌입소식",""
"2007-02-20","","","바이오 관련 시설투자 등을 위한 유상증자 소식",""
"2007-02-20","","","거래재개 첫날 상한가",""
"2007-02-20","","","영광스텐의 동사 지분 추가 매수 소식",""
"2007-02-20","","","액면분할 결정",""
"2007-02-21","","","대규모 유상증자 소식",""
"2007-02-21","","","실적호전 모멘텀",""
"2007-02-21","","","액면분할 결정",""
"2007-02-21","","","거래재개 후 연일 급등",""
"2007-02-21","","","영광스텐의 동사 지분 추가 매수 소식",""
"2007-02-21","","","바이오 관련 시설투자 등을 위한 유상증자 소식",""
"2007-02-21","","","제3자배정 유상증자 결정",""
"2007-02-21","","","발표 예정인 신서비스 기대감",""
"2007-02-21","","","대규모 무상증자 결정공시",""
"2007-02-21","","","신규 상장 첫날 급등",""
"2007-02-21","","","관절 줄기세포치료제 관련 유럽 특허 취득 소식",""
"2007-02-21","","","U-헬스케어관련주 강세",""
"2007-02-22","","","거래재개 후 연일 급등",""
"2007-02-22","","","대규모 무상증자 결정공시",""
"2007-02-22","","","신규 상장후 연일 급등",""
"2007-02-22","","","일부 무선인터넷테마 강세",""
"2007-02-22","","","HIV/AIDS치료제 아시아.아프리카 판권 계약 소식",""
"2007-02-22","","","최대주주 변경 소식",""
"2007-02-22","","","유전사업과 낙뢰보호시스템사업에 대한 기대감",""
"2007-02-23","","","신규 상장후 연일 급등",""
"2007-02-23","","","최대주주 변경 소식",""
"2007-02-23","","","3자배정 유상증자소식",""
"2007-02-23","","","큰 폭의 수익개선 소식",""
"2007-02-23","","","실적호조",""
"2007-02-26","","","신규 상장후 연일 급등",""
"2007-02-26","","","3자배정 유상증자소식",""
"2007-02-26","","","최대주주 변경 소식",""
"2007-02-26","","","실적호조",""
"2007-02-26","","","싸이월드 연계서비스 기대감",""
"2007-02-26","","","실적호조",""
"2007-02-26","","","M&A에 대한 기대감",""
"2007-02-26","","","M&A에 대한 기대감",""
"2007-02-26","","","최대주주 경영참가 공시",""
"2007-02-27","","","황우석박사 연대 기대감",""
"2007-02-27","","","에스켐과 황우석박사 연대 기대감으로 동반급등",""
"2007-02-27","","","골다공증 예방식품의 美의약체인점 온라인 판매채널 입점 소식",""
"2007-02-27","","","자원개발업 등 사업목적 추가 소식",""
"2007-02-27","","","자원개발업 등 사업목적 추가 소식",""
"2007-02-27","","","실적호전소식",""
"2007-02-28","","","황우석박사 연대 기대감으로 동반 급등",""
"2007-02-28","","","황우석박사 연대 기대감",""
"2007-02-28","","","골다공증 예방식품의 美의약체인점 온라인 판매채널 입점 소식",""
"2007-02-28","","","에스켐과 황우석박사 연대 기대감으로 동반 급등",""
"2007-02-28","","","자원개발업 등 사업목적 추가 소식",""
"2007-02-28","","","부동산 매각계획소식",""
"2007-02-28","","","비용절감 계획에 따른 흑자전환 기대감",""
"2007-02-28","","","동파방지수도계량기 NEP인증 획득 소식",""
"2007-02-28","","","최대주주 변경 소식",""
"2007-02-28","","","비용절감 계획에 따른 흑자전환 기대감",""
"2007-03-02","","","에스켐과 황우석박사 연대 기대감으로 동반 급등",""
"2007-03-02","","","황우석박사 연대 기대감",""
"2007-03-02","","","작년 실적에 대한 긍정적 전망",""
"2007-03-02","","","투자회사 美 FDA 승인 소식",""
"2007-03-02","","","자원개발업 등 사업목적 추가 소식",""
"2007-03-02","","","에스켐과 황우석박사 연대 기대감으로 동반 급등",""
"2007-03-02","","","이노콤과 중국 조인트벤처 설립 MOU 체결 소식",""
"2007-03-02","","","동파방지수도계량기 NEP인증 획득 소식",""
"2007-03-02","","","음반사 인수소식",""
"2007-03-02","","","투자회사 美 FDA 승인 소식",""
"2007-03-02","","","외국인 지분율 변동소식",""
"2007-03-02","","","골드만삭스의 동사 자회사 투자 소식",""
"2007-03-02","","","신규사업 진출과 자회사 상장 긍정적 검토 소식",""
"2007-03-02","","","토양유해물질 처리 사업 진출 소식",""
"2007-03-05","","","황우석박사 연대 기대감",""
"2007-03-05","","","투자회사 美 FDA 승인 소식",""
"2007-03-05","","","자원개발업 등 사업목적 추가 소식",""
"2007-03-05","","","에스켐과 황우석박사 연대 기대감으로 동반 급등",""
"2007-03-05","","","투자회사 美 FDA 승인 소식",""
"2007-03-05","","","아이콜스로 최대주주 변경 모멘텀",""
"2007-03-05","","","신사업 성장 가속화를 위한 외부인사 영입 소식",""
"2007-03-05","","","연예매니지먼트 등 사업목적 추가 소식",""
"2007-03-05","","","판도라TV와 UCC사업 MOU 체결 소식",""
"2007-03-05","","","50% 무상증자 결정 소식",""
"2007-03-05","","","계열사의 나노기술적용 브레이크패드 국산화 소식",""
"2007-03-05","","","자회사 통한 DY엔터테인먼트 인수소식",""
"2007-03-05","","","소리바다의 삼성전자와 전략적 제휴 및 MOU체결공시로 동반 급등",""
"2007-03-05","","","백색 LED 원천기술 개발소식",""
"2007-03-05","","","삼성전자와의 전략적 제휴 및 MOU체결공시",""
"2007-03-06","","","에스켐과 황우석박사 연대 기대감",""
"2007-03-06","","","투자회사 美 FDA 승인 소식",""
"2007-03-06","","","계열사의 나노기술적용 브레이크패드 국산화 소식",""
"2007-03-06","","","삼성전자와의 전략적 제휴 및 MOU체결공시",""
"2007-03-06","","","자원개발사업 기대감",""
"2007-03-06","","","대규모 무상증자 결정 공시",""
"2007-03-06","","","긍정적인 실적 전망",""
"2007-03-06","","","에이나인미디어와 UCC사업 MOU 체결 소식",""
"2007-03-06","","","S&TC의 동사 지분 취득 결정 공시",""
"2007-03-07","","","황우석박사 연대 기대감",""
"2007-03-07","","","경영권 매각 모멘텀",""
"2007-03-07","","","계열사의 나노기술적용 브레이크패드 국산화 소식",""
"2007-03-07","","","S&TC로의 피인수소식",""
"2007-03-07","","","제3자배정 유상증자 소식",""
"2007-03-07","","","게임유통업체 지분 인수소식",""
"2007-03-07","","","대체에너지 관련 사업 등 사업목적 추가 소식",""
"2007-03-07","","","해외자원개발 사업계획 신고 소식으로 동반 급등",""
"2007-03-07","","","해외자원개발 사업계획 신고 소식",""
"2007-03-07","","","美상장사와의 공동마케팅 계약체결공시",""
"2007-03-07","","","헬리아텍의 해외자원개발 사업계획 신고 소식으로 동반 급등",""
"2007-03-08","","","에스켐의 황우석박사 연대 기대감으로 동반급등",""
"2007-03-08","","","황우석박사 연대 기대감",""
"2007-03-08","","","경영권 매각 모멘텀",""
"2007-03-08","","","美상장사와의 공동마케팅 계약체결공시",""
"2007-03-08","","","최대주주 변경 소식",""
"2007-03-08","","","윈도비스타수혜주 강세",""
"2007-03-08","","","나노기술 사업목적 추가소식",""
"2007-03-08","","","AI백신 제조 허가 소식",""
"2007-03-08","","","윈도비스타수혜주 강세",""
"2007-03-08","","","에스켐의 황우석박사 연대 기대감으로 동반급등",""
"2007-03-08","","","자원개발사업 진출소식",""
"2007-03-09","","","경영권 매각 모멘텀",""
"2007-03-09","","","최대주주 변경 소식",""
"2007-03-09","","","공급계약 체결 기대감 등",""
"2007-03-09","","","대규모 무상증자 결정 공시",""
"2007-03-12","","","경영권 매각 모멘텀",""
"2007-03-12","","","미국특허 기술로 미네랄 제품출시 소식",""
"2007-03-12","","","무상증자 효과",""
"2007-03-12","","","美증시 진출설",""
"2007-03-12","","","하이브리드카관련주 강세",""
"2007-03-12","","","실적 호조",""
"2007-03-12","","","대규모 공사 수주 소식",""
"2007-03-12","","","하이브리드카관련주 강세",""
"2007-03-12","","","中업체와 의료정보사업 협력에 관한 MOU 체결 소식",""
"2007-03-13","","","경영권 매각 모멘텀",""
"2007-03-13","","","로봇관련사업, 생명공학사업, 자원개발사업 등 사업목적 추가",""
"2007-03-13","","","유전개발 등 사업목적 추가",""
"2007-03-13","","","최대주주의 보유주식 및 경영권 양도 계약 체결 공시",""
"2007-03-13","","","저평가 자산주로 부각",""
"2007-03-14","","","경영권 매각 모멘텀",""
"2007-03-14","","","액면분할 및 대체에너지개발 등 사업목적 추가공시",""
"2007-03-14","","","영상표시방향 자동조절 디스플레이 장치 관련 미국특허 취득 소식",""
"2007-03-14","","","표적항암제 신약후보 발굴 및 전임상 등 계획 소식",""
"2007-03-14","","","일부 하이브리드카관련주 강세",""
"2007-03-14","","","기업개선작업 졸업소식",""
"2007-03-14","","","일부 하이브리드카관련주 강세",""
"2007-03-14","","","M&A 기대감",""
"2007-03-14","","","M&A 기대감",""
"2007-03-15","","","경영권 매각 모멘텀",""
"2007-03-15","","","액면분할 및 대체에너지개발 등 사업목적 추가공시",""
"2007-03-15","","","여행사관련주 강세",""
"2007-03-15","","","기업개선작업 졸업소식",""
"2007-03-15","","","여행사관련주 강세",""
"2007-03-15","","","에스에프인베스트먼트에 피인수됐다는 소식",""
"2007-03-15","","","개인투자자 지분 취득소식",""
"2007-03-15","","","U-Healthcare관련주 강세",""
"2007-03-15","","","U-Healthcare관련주 강세",""
"2007-03-15","","","U-Healthcare관련주 강세",""
"2007-03-15","","","검지기술 관련 특허 취득 모멘텀",""
"2007-03-15","","","코리아홈쇼핑 인수 모멘텀",""
"2007-03-15","","","썸텍이 에스에프인베스트먼트에 피인수됐다는 소식에 동반 상한가",""
"2007-03-16","","","경영권 매각 모멘텀",""
"2007-03-16","","","日현지법인 설립 검토, 확정된 사항은 없음",""
"2007-03-16","","","액면분할 및 대체에너지개발 등 사업목적 추가공시",""
"2007-03-16","","","에스에프인베스트먼트에 피인수 소식",""
"2007-03-16","","","일부 지능형로봇 관련주 강세",""
"2007-03-16","","","일부 지능형로봇 관련주 강세",""
"2007-03-16","","","당뇨병 치료물질 관련 특허취득 공시",""
"2007-03-16","","","고성장 가치주로 부각",""
"2007-03-16","","","에스켐의 새 대표에 박상훈 모스트아이텍 대표가 취임한다는 소식으로 동반 급등",""
"2007-03-16","","","새 대표에 박상훈 모스트아이텍 대표가 취임한다는 소식",""
"2007-03-19","","","경영권 매각 모멘텀",""
"2007-03-19","","","日현지법인 설립 검토, 확정된 사항은 없음",""
"2007-03-19","","","유상증자 등 검토, 확정된 사항은 없음",""
"2007-03-19","","","에스에프인베스트먼트에 피인수 소식",""
"2007-03-19","","","온실가스관련주 강세",""
"2007-03-19","","","당뇨병 치료물질 관련 특허취득 공시",""
"2007-03-19","","","고성장 가치주로 부각",""
"2007-03-19","","","화장품 업체 지분취득 결정, 공급계약 소식 등",""
"2007-03-19","","","LCD부품주 강세",""
"2007-03-19","","","온실가스관련주 강세",""
"2007-03-19","","","대규모 공사 수주 소식",""
"2007-03-19","","","고성장 기대감",""
"2007-03-19","","","온실가스관련주 강세",""
"2007-03-19","","","LCD부품주 강세",""
"2007-03-19","","","3자배정 유상증자 소식",""
"2007-03-19","","","자회사 아이스테이션과 메가스터디의 판매계약 체결 소식",""
"2007-03-19","","","LCD부품주 강세",""
"2007-03-20","","","경영권 매각 모멘텀",""
"2007-03-20","","","日현지법인 설립 검토, 확정된 사항은 없음",""
"2007-03-20","","","中업체와 공급계약 검토 소식 등",""
"2007-03-20","","","생체인식관련주 강세",""
"2007-03-20","","","모바일 게임 공급계약 체결소식",""
"2007-03-20","","","대규모 무상증자 결정소식",""
"2007-03-20","","","최대주주 변경 소식",""
"2007-03-20","","","생체인식관련주 강세",""
"2007-03-20","","","최대주주 변경 기대감",""
"2007-03-20","","","관리종목 해제 소식",""
"2007-03-20","","","동부 컨설팅 부문 인수 예정 소식",""
"2007-03-20","","","높은 인수가격 부각",""
"2007-03-21","","","최대주주 변경 기대감",""
"2007-03-21","","","구본호 효과",""
"2007-03-21","","","몰리브덴 사업 기대감",""
"2007-03-21","","","올림픽 공인구 원단 독점 공급 소식",""
"2007-03-21","","","영광스텐의 동사 지분 확대 소식",""
"2007-03-22","","","브이에스에스티의 우회상장 소식",""
"2007-03-22","","","최대주주 변경소식",""
"2007-03-22","","","감자후 거래재개 첫날 급등",""
"2007-03-22","","","대규모 공급계약 소식",""
"2007-03-22","","","제3자배정 유상증자 결정 소식",""
"2007-03-23","","","브이에스에스티의 우회상장 소식",""
"2007-03-23","","","최대주주 변경소식",""
"2007-03-23","","","창투사 강세",""
"2007-03-23","","","감자후 거래재개 이후 연일 급등",""
"2007-03-23","","","실적 기대감",""
"2007-03-23","","","무상증자 권리락 효과",""
"2007-03-23","","","창투사 강세",""
"2007-03-23","","","분할후 거래재개 첫날 급등",""
"2007-03-23","","","성장 기대감",""
"2007-03-26","","","브이에스에스티의 우회상장 소식",""
"2007-03-26","","","최대주주 변경소식",""
"2007-03-26","","","감자후 거래재개 이후 연일 급등",""
"2007-03-26","","","상장폐지사유 해소에 따른 거래재개 첫날 급등",""
"2007-03-26","","","10만달러 상당의 제품 공급 계약 체결 소식",""
"2007-03-26","","","가격 메리트 부각",""
"2007-03-26","","","대규모 공급계약 체결소식",""
"2007-03-27","","","브이에스에스티의 우회상장 소식",""
"2007-03-27","","","최대주주 변경소식",""
"2007-03-27","","","개인투자자의 동사 지분 취득 소식",""
"2007-03-27","","","윈도비스타수혜주 강세",""
"2007-03-27","","","윈도비스타수혜주 강세",""
"2007-03-27","","","독일 업체에 보안경비 로봇 초도수출 소식",""
"2007-03-27","","","저평가 부각",""
"2007-03-28","","","최대주주 변경 소식",""
"2007-03-28","","","구조조정 마무리 소식, 창투사 강세",""
"2007-03-28","","","개인투자자의 동사 지분 취득 소식, 창투사 강세",""
"2007-03-28","","","창투사 강세",""
"2007-03-28","","","세계육상선수권대회의 대구 유치에 따른 수혜 기대감",""
"2007-03-28","","","창투사 강세",""
