"날짜","종목코드","종목명","급등 사유","등락"
"2008-01-07","","","전력설비주 강세",""
"2008-01-07","","","전력설비주 강세",""
"2008-01-07","","","전력설비주 강세",""
"2008-01-07","","","일부 남북경협주 강세",""
"2008-01-07","","","일부 남북경협주 강세",""
"2008-01-07","","","전력설비주 강세",""
"2008-01-08","","","대운하관련주 강세",""
"2008-01-08","","","대체에너지 공장완공 기대감",""
"2008-01-08","","","로스쿨 사업 진출 소식",""
"2008-01-08","","","금속나노분말 국산화 성공 모멘텀",""
"2008-01-08","","","대운하관련주 강세",""
"2008-01-08","","","태양에너지 사업의 전략적 제휴를 위한 양해각서를 체결 소식",""
"2008-01-09","","","새만금사업 관련주로 부각",""
"2008-01-09","","","태양에너지 사업의 전략적 제휴를 위한 양해각서를 체결 소식",""
"2008-01-09","","","M&A 이슈 부각",""
"2008-01-09","","","대규모 공급계약 소식",""
"2008-01-09","","","새만금사업 관련주로 부각",""
"2008-01-09","","","우주항공사업에 대한 기대감",""
"2008-01-09","","","새만금사업 관련주로 부각",""
"2008-01-09","","","국제 비료값 강세 소식",""
"2008-01-09","","","새만금사업 관련주로 부각",""
"2008-01-10","","","미국 통신업체 스프린트넥스텔의 미국 와이브로 사업 정상 추진 소식",""
"2008-01-10","","","일부 지능형로봇 관련주 강세",""
"2008-01-10","","","일부 지능형로봇 관련주 강세",""
"2008-01-10","","","일부 지능형로봇 관련주 강세",""
"2008-01-10","","","매출 성장 전망, 최대주주 지분 확대 소식 등",""
"2008-01-10","","","청정개발사업 간접진출 소식 등",""
"2008-01-11","","","LPG경차/하이브리드카 허용 기대감으로 관련주 강세",""
"2008-01-11","","","LPG경차/하이브리드카 허용 기대감으로 관련주 강세",""
"2008-01-11","","","LPG경차/하이브리드카 허용 기대감으로 관련주 강세",""
"2008-01-11","","","LPG경차/하이브리드카 허용 기대감으로 관련주 강세",""
"2008-01-11","","","LPG경차/하이브리드카 허용 기대감으로 관련주 강세",""
"2008-01-11","","","LPG경차/하이브리드카 허용 기대감으로 관련주 강세",""
"2008-01-11","","","LPG경차/하이브리드카 허용 기대감으로 관련주 강세",""
"2008-01-11","","","LPG경차/하이브리드카 허용 기대감으로 관련주 강세",""
"2008-01-11","","","LPG경차/하이브리드카 허용 기대감으로 관련주 강세",""
"2008-01-11","","","최대주주 변경소식",""
"2008-01-14","","","일부 새만금사업관련주 강세",""
"2008-01-14","","","일부 새만금사업관련주 강세",""
"2008-01-14","","","일부 새만금사업관련주 강세",""
"2008-01-14","","","태양전지 웨이퍼 TFT 출범 소식",""
"2008-01-15","","","뇌졸중 억제 신약후보물질 안정성 입증 소식",""
"2008-01-15","","","CNT사업 기대감",""
"2008-01-15","","","대규모 유상증자 소식",""
"2008-01-15","","","해외 언론 호평",""
"2008-01-16","","","뇌졸중 억제 신약후보물질 안정성 입증 소식",""
"2008-01-16","","","대규모 유상증자 소식",""
"2008-01-16","","","증권사 호평(다품종 소량생산의 강소(强小)기업)",""
"2008-01-16","","","캐나다 개발광구 지분 확보소식",""
"2008-01-16","","","일부 하이브리드카관련주 강세",""
"2008-01-16","","","몽골금광 기대감",""
"2008-01-17","","","뇌졸중 억제 신약후보물질 안정성 입증 소식",""
"2008-01-17","","","몽골금광 기대감",""
"2008-01-17","","","싱가포르 투자회사의 유증참여소식",""
"2008-01-17","","","인천국제공항에 솔루션 공급 소식",""
"2008-01-17","","","육계업체 강세",""
"2008-01-17","","","여수엑스포관련주 강세",""
"2008-01-17","","","쇼테크 우회상장 기대감",""
"2008-01-17","","","육계업체 강세",""
"2008-01-17","","","여수엑스포관련주 강세",""
"2008-01-18","","","뇌졸중 억제 신약후보물질 안정성 입증 소식",""
"2008-01-18","","","몽골금광 기대감",""
"2008-01-18","","","새만금사업관련주 강세",""
"2008-01-18","","","쇼테크 우회상장 기대감",""
"2008-01-18","","","태양광 판넬소재 공급 및 판매사업 등 신규사업 진출소식",""
"2008-01-18","","","새만금사업관련주 강세",""
"2008-01-18","","","항암•면역증강 주사제 제품화 기대감 부각",""
"2008-01-18","","","대운하관련주 강세",""
"2008-01-18","","","대운하관련주 강세",""
"2008-01-18","","","대운하관련주 강세",""
"2008-01-18","","","액면분할 결정",""
"2008-01-21","","","뇌졸중 억제 신약후보물질 안정성 입증 소식",""
"2008-01-21","","","몽골금광 기대감",""
"2008-01-21","","","캄보디아 카지노 사업장 3월 개장 소식",""
"2008-01-21","","","수주증가 기대감",""
"2008-01-21","","","美 소고기 수입 확대 기대감",""
"2008-01-21","","","美 소고기 수입 확대 기대감",""
"2008-01-21","","","일부 제대혈테마주 강세",""
"2008-01-22","","","몽골금광 기대감",""
"2008-01-22","","","몽골금광 개발 관련주로 부각",""
"2008-01-22","","","수주증가 기대감",""
"2008-01-22","","","감자 후 거래재개 첫날 급등",""
"2008-01-22","","","C형 간염예방 및 치료 관련 특허취득 소식",""
"2008-01-22","","","대운하, 새만금사업 수혜 기대감",""
"2008-01-22","","","최다 GLP(우수실험기준)인증 보유 부각",""
"2008-01-23","","","수주증가 기대감, 대운하 수혜 기대감 부각",""
"2008-01-23","","","감자 후 거래재개되면서 연일 급등",""
"2008-01-23","","","C형 간염예방 및 치료 관련 특허취득 소식",""
"2008-01-23","","","대운하, 새만금사업 수혜 기대감",""
"2008-01-23","","","최다 GLP(우수실험기준)인증 보유 부각",""
"2008-01-23","","","실적 전망 발표",""
"2008-01-23","","","교육관련주 강세",""
"2008-01-23","","","교육관련주 강세",""
"2008-01-23","","","4분기 실적호조소식",""
"2008-01-23","","","교육관련주 강세",""
"2008-01-23","","","실적 전망 발표",""
"2008-01-24","","","수주증가 기대감, 대운하 수혜 기대감 부각",""
"2008-01-24","","","대운하, 새만금사업 수혜 기대감",""
"2008-01-24","","","자배정 유상증자 결정",""
"2008-01-24","","","최대주주 변경소식",""
"2008-01-24","","","식욕억제 비만치료제 3월 시판 기대감",""
"2008-01-24","","","항암 유전자 백신 관련 기술이전 계약 체결",""
"2008-01-24","","","신규상장 첫날 급등",""
"2008-01-24","","","새만금 수혜 기대감",""
"2008-01-24","","","상반기 한국진출 기대감",""
"2008-01-24","","","현금 및 주식배당 결정",""
"2008-01-24","","","해운업황 호조 및 자산가치 부각",""
"2008-01-24","","","대운하 관련주로 부각",""
"2008-01-24","","","자사주 취득 결정 소식",""
"2008-01-25","","","3자배정 유상증자 결정",""
"2008-01-25","","","일부 저출산대책관련주 강세",""
"2008-01-25","","","카지노관련주 강세",""
"2008-01-25","","","최대주주 변경 소식",""
"2008-01-25","","","인도네시아 바이오에탄올 칩 공장 부지 계약 소식",""
"2008-01-25","","","새만큼 카지노사업 수혜 기대감",""
"2008-01-25","","","실적호전 소식",""
"2008-01-25","","","3분기 실적 전년동기비 급증 소식",""
"2008-01-25","","","물류사업 기대감",""
"2008-01-25","","","경영권 양수도계약소식",""
"2008-01-25","","","美 블랙샌드홀딩스와 공동개발 협약 소식",""
"2008-01-28","","","최대주주 보유주식 및 경영권 양수도 계약 소식",""
"2008-01-28","","","미국특허 취득소식",""
"2008-01-28","","","美 오일샌드 개발 사업 모멘텀",""
"2008-01-28","","","일부 교육관련주 강세",""
"2008-01-28","","","최대주주 변경 소식",""
"2008-01-28","","","새만큼 카지노사업 수혜 기대감",""
"2008-01-28","","","나이지리아 원유 중개무역 사업 기대감",""
"2008-01-28","","","대운하관련주 강세",""
"2008-01-28","","","러시아 휴대폰 시장 진출 소식",""
"2008-01-28","","","일부 교육관련주 강세",""
"2008-01-28","","","미국특허 취득소식",""
"2008-01-28","","","대운하관련주 강세",""
"2008-01-28","","","대운하관련주 강세",""
"2008-01-28","","","태양전지사업관련 전략적제휴 소식",""
"2008-01-29","","","美 오일샌드 개발 사업 모멘텀",""
"2008-01-29","","","서울레저컨소시움의 지분 인수 소식",""
"2008-01-29","","","최대주주 변경 소식",""
"2008-01-29","","","효성으로의 피인수소식",""
"2008-01-29","","","3자배정 유상증자 결정",""
"2008-01-29","","","효성의 진흥기업 인수소식으로 동반 급등",""
"2008-01-30","","","효성으로의 피인수소식",""
"2008-01-30","","","수주증가 기대감, 대운하 수혜 기대감 지속",""
"2008-01-30","","","3자배정 유상증자 결정",""
"2008-01-30","","","3자배정(예당 등) 유상증자 결정",""
"2008-01-30","","","경영권 양도 계약 등",""
"2008-01-30","","","중동계 자금 투자 소식 및 터치스크린 제품 기대감",""
"2008-01-30","","","자회사 실적호조 소식",""
"2008-01-30","","","대규모 수주소식",""
"2008-01-30","","","계열사 유상증자에 대우조선해양 등 참여 소식",""
"2008-01-30","","","윈도비스타 수혜 기대",""
"2008-01-30","","","윈도비스타관련주 강세",""
"2008-01-30","","","몽골 금광 탐사권 추가 취득 소식",""
"2008-01-30","","","윈도비스타관련주 강세",""
"2008-01-31","","","경영권 양도 계약 등",""
"2008-01-31","","","유상증자에 따른 최대주주변경 기대감",""
"2008-01-31","","","중동계 자금 투자 소식 및 터치스크린 제품 기대감",""
"2008-01-31","","","이라크 유전문제에 대한 투자심리 회복",""
"2008-01-31","","","지속적인 매출증가 기대 등",""
"2008-01-31","","","보험주 강세",""
"2008-01-31","","","현금배당과 자사주 취득 결정, 해운주 강세",""
"2008-01-31","","","자회사 합병에 따른 매출증가 기대감",""
"2008-01-31","","","해운주 강세",""
"2008-02-01","","","경영권 양도 계약 등",""
"2008-02-01","","","석탄 테마 관련주로 부각",""
"2008-02-01","","","중국 폭설로 인한 중국 아연업체들의 감산에 따른 수혜 전망",""
"2008-02-01","","","석탄 테마 관련주로 부각",""
"2008-02-01","","","석탄 테마 관련주로 부각",""
"2008-02-01","","","석탄 테마 관련주로 부각",""
"2008-02-01","","","최대주주 변경 소식",""
"2008-02-01","","","소재사업 진출소식",""
"2008-02-01","","","최대주주 지분 및 경영권 양도 계약 소식",""
"2008-02-04","","","경영권 양도 계약 등",""
"2008-02-04","","","석탄 관련주로 부각",""
"2008-02-04","","","미국 유타주 24억배럴 오일샌드개발 및 추출방법의 친환경 공법 IR 예정",""
"2008-02-04","","","석탄 관련주로 부각",""
"2008-02-04","","","석탄 관련주로 부각",""
"2008-02-04","","","증권주 강세",""
"2008-02-04","","","수입육유통업체 강세",""
"2008-02-04","","","미래에셋자산운용의 동사 지분 보유소식",""
"2008-02-04","","","수입육유통업체 강세",""
"2008-02-04","","","우주항공산업테마주 강세",""
"2008-02-04","","","조선기자재 생산업체 강세",""
"2008-02-04","","","우주항공산업테마주 강세",""
"2008-02-04","","","조선기자재 생산업체 강세",""
"2008-02-04","","","수입육유통업체 강세",""
"2008-02-04","","","조선기자재 생산업체 강세",""
"2008-02-05","","","건설사업 기대감",""
"2008-02-05","","","한국생명공학연구원의 단백질 조절 관련 기술 이전 소식",""
"2008-02-05","","","유동성 개선 기대감",""
"2008-02-05","","","수산주 강세",""
"2008-02-05","","","러시아 유전개발업체 지분 인수 소식",""
"2008-02-05","","","금광관련 IR 개최소식",""
"2008-02-05","","","유전 계약 기대감 등",""
"2008-02-11","","","유동성 개선 기대감",""
"2008-02-11","","","한국생명공학연구원의 단백질 조절 관련 기술 이전 소식",""
"2008-02-11","","","벌크선 4척 수주 소식",""
"2008-02-11","","","금광관련 IR 개최 소식",""
"2008-02-12","","","유동성 개선 기대감",""
"2008-02-12","","","한국생명공학연구원의 단백질 조절 관련 기술 이전 소식",""
"2008-02-12","","","저평가 부각",""
"2008-02-12","","","액면분할 결정",""
"2008-02-12","","","3자배정 유상증자에 따른 최대주주 변경 기대감",""
"2008-02-12","","","1분기 순이익 흑자전환 소식",""
"2008-02-12","","","U-헬스케어관련주 강세",""
"2008-02-13","","","유동성 개선 기대감",""
"2008-02-13","","","저평가 부각",""
"2008-02-13","","","3자배정 유상증자에 따른 최대주주 변경 기대감",""
"2008-02-13","","","100억 규모 BW발행 결정",""
"2008-02-13","","","두바이투자그룹에 해외법인 일부지분 매각 소식",""
"2008-02-13","","","중소형철강주 강세",""
"2008-02-13","","","중소형철강주 강세",""
"2008-02-13","","","중소형철강주 강세",""
"2008-02-13","","","중소형철강주 강세",""
"2008-02-13","","","이라크 재건사업 참여소식",""
"2008-02-13","","","윈드타워제작 관련 맥시코현지법인 설립 소식",""
"2008-02-13","","","중소형철강주 강세",""
"2008-02-14","","","이라크 재건사업 참여소식",""
"2008-02-14","","","인수위의 원자력육성 방침에 따른 수혜 기대감 부각",""
"2008-02-14","","","MSCI 지수 신규편입 소식",""
"2008-02-14","","","성장 지속 전망, 실적호조 소식 등",""
"2008-02-14","","","페루 광물회사와 독점판매 계약 소식",""
"2008-02-14","","","인수위의 원자력육성 방침에 따른 수혜 기대감 부각",""
"2008-02-14","","","인수위의 원자력육성 방침에 따른 수혜 기대감 부각",""
"2008-02-14","","","지주회사 전환 기대감",""
"2008-02-14","","","인수위의 원자력육성 방침에 따른 수혜 기대감 부각",""
"2008-02-14","","","국제 나노텍 종합 전시회 참가 소식",""
"2008-02-14","","","배용준의 지분 확대 소식",""
"2008-02-14","","","자원개발 등 사업목적 추가 소식",""
"2008-02-14","","","4분기 실적호조, 태양광에너지 관련주 강세",""
"2008-02-14","","","인수위의 원자력육성 방침에 따른 수혜 기대감 부각",""
"2008-02-14","","","인수위의 원자력육성 방침에 따른 수혜 기대감 부각",""
"2008-02-14","","","인수위의 원자력육성 방침에 따른 수혜 기대감 부각",""
"2008-02-14","","","정유주 강세",""
"2008-02-14","","","인수위의 원자력육성 방침에 따른 수혜 기대감 부각",""
"2008-02-14","","","인수위의 원자력육성 방침에 따른 수혜 기대감 부각",""
"2008-02-15","","","원자력관련주 강세",""
"2008-02-15","","","원자력관련주 강세",""
"2008-02-15","","","원자력관련주 강세",""
"2008-02-15","","","원자력관련주 강세",""
"2008-02-15","","","원자력관련주 강세",""
"2008-02-15","","","케나다 우라늄광 지분참여 부각",""
"2008-02-15","","","성장 지속 전망, 실적호조 소식 등",""
"2008-02-15","","","페루 광물회사와 독점판매 계약 소식",""
"2008-02-15","","","원자력관련주 강세",""
"2008-02-15","","","원자력관련주 강세",""
"2008-02-15","","","제천 몰리브덴 광산 가치 부각",""
"2008-02-15","","","새만금사업관련주 강세",""
"2008-02-15","","","새만금사업관련주 강세",""
"2008-02-15","","","실적호전 소식",""
"2008-02-15","","","조선기자재 생산업체 강세",""
"2008-02-15","","","조선기자재 생산업체 강세",""
"2008-02-15","","","자원개발업체 설립후 계열사 추가 소식",""
"2008-02-15","","","실적호전 소식",""
"2008-02-18","","","페루 광물회사와 독점판매 계약 소식",""
"2008-02-18","","","자원개발업체 설립후 계열사 추가 소식",""
"2008-02-18","","","대운하관련주 강세",""
"2008-02-18","","","제천 몰리브덴 광산 가치 부각",""
"2008-02-18","","","대운하관련주 강세",""
"2008-02-18","","","나노입자를 이용한 배아줄기세포 생산기법 특허취득 모멘텀",""
"2008-02-18","","","대운하관련주 강세",""
"2008-02-18","","","암치료약 개발업체인 천지산의 하반기 상장 전망",""
"2008-02-18","","","실적호조 소식, : 대운하관련주 강세",""
"2008-02-18","","","대운하관련주 강세",""
"2008-02-18","","","대운하관련주 강세",""
"2008-02-18","","","블루레이 관련주 강세",""
"2008-02-18","","","62.5억원 규모 공사 수주",""
"2008-02-18","","","원자력 사업 진출소식",""
"2008-02-18","","","블루레이 관련주 강세",""
"2008-02-18","","","대운하관련주 강세",""
"2008-02-18","","","100% 무상증자 결정",""
"2008-02-18","","","日업체와 원유거래 관련 조인트벤처 설립계약 체결",""
"2008-02-19","","","대운하관련주 강세",""
"2008-02-19","","","대운하관련주 강세",""
"2008-02-19","","","대운하관련주 강세",""
"2008-02-19","","","대운하관련주 강세",""
"2008-02-19","","","실적호조 소식, 대운하관련주 강세",""
"2008-02-19","","","대운하관련주 강세",""
"2008-02-19","","","100% 무상증자 결정",""
"2008-02-19","","","몽골 금광 기대감 부각",""
"2008-02-19","","","농업관련주 강세",""
"2008-02-19","","","대규모 공급계약 체결",""
"2008-02-19","","","성장성, 안정성, 저평가 부각",""
"2008-02-19","","","농업관련주 강세",""
"2008-02-20","","","실적호조 소식",""
"2008-02-20","","","농업관련주 강세",""
"2008-02-20","","","농업관련주 강세",""
"2008-02-20","","","해외광산업 등 사업목적추가 소식, 농업관련주 강세",""
"2008-02-20","","","원자력관련주 강세",""
"2008-02-20","","","유상증자 부담 해소",""
"2008-02-20","","","농업관련주 강세",""
"2008-02-20","","","원자력관련주 강세",""
"2008-02-20","","","실적 호조 및 대체에너지사업 진출소식",""
"2008-02-20","","","원자력관련주 강세",""
"2008-02-20","","","긍정적 실적발표, 中 LED 생산법인 설립 소식 등",""
"2008-02-20","","","치과용 골이식재 관련 특허취득",""
"2008-02-20","","","주식분할 소식",""
"2008-02-21","","","치과용 골이식재 관련 특허취득",""
"2008-02-21","","","에너코사 실체 의혹 정면 반박 소식, 루이지애나 유정 생산 기대감 등",""
"2008-02-21","","","대운하 프로젝트 기본 설계 단독 참여 소식",""
"2008-02-21","","","미래에셋맵스운용의 동사 지분 보유 소식",""
"2008-02-21","","","주식분할 결정 및 실적호조 소식",""
"2008-02-21","","","KOPEC과 업무협약 소식",""
"2008-02-21","","","M&A 기대감",""
"2008-02-22","","","비료업체 강세",""
"2008-02-22","","","실적호조 소식",""
"2008-02-22","","","대운하 프로젝트 기본 설계 단독 참여 소식",""
"2008-02-22","","","지능형로봇 관련주 강세",""
"2008-02-22","","","터치키 모멘텀 기대감",""
"2008-02-22","","","액면분할 결정",""
"2008-02-22","","","실적호조 소식",""
"2008-02-22","","","액면분할 후 거래재개 첫날 급등",""
"2008-02-22","","","태양광 발전사업 등 사업목적 추가 소식",""
"2008-02-22","","","액면분할 결정",""
"2008-02-25","","","농업관련주 강세",""
"2008-02-25","","","실적호조 소식",""
"2008-02-25","","","액면분할 결정",""
"2008-02-25","","","액면분할 후 거래재개하면서 연일 급등",""
"2008-02-25","","","태양광 발전사업 등 사업목적 추가 소식",""
"2008-02-25","","","액면분할 결정",""
"2008-02-25","","","하이브리드 자동차 양산 부품 공급 공시",""
"2008-02-25","","","원자력관련주 강세",""
"2008-02-25","","","실적호조 소식",""
"2008-02-25","","","무상증자 소식",""
"2008-02-25","","","강남고속버스터미널 이전 수혜주로 부각",""
"2008-02-25","","","농업관련주 강세",""
"2008-02-25","","","바이오관련 사업목적 추가 소식",""
"2008-02-25","","","태양광 발전시스템 제조 등 사업목적 추가 소식",""
"2008-02-25","","","강남고속버스터미널 이전 수혜주로 부각",""
"2008-02-25","","","석탄 유통사업 기대감",""
"2008-02-25","","","90억원 규모 BW 발행 결정",""
"2008-02-25","","","원자력관련주 강세",""
"2008-02-25","","","내달 멕시코만 해상가스전 생산 개시 소식",""
"2008-02-25","","","공급계약 체결소식",""
"2008-02-26","","","무상증자 및 액면분할 결정",""
"2008-02-26","","","무상증자 및 액면분할 결정",""
"2008-02-26","","","강남고속버스터미널 이전 수혜주로 부각",""
"2008-02-26","","","무상증자 소식",""
"2008-02-26","","","강남고속버스터미널 이전 수혜주로 부각",""
"2008-02-26","","","최대주주 변경 기대감",""
"2008-02-26","","","석탄 유통사업 기대감",""
"2008-02-26","","","장기계약 증가에 따른 향후 긍정적 전망 부각",""
"2008-02-26","","","액면분할 결정",""
"2008-02-26","","","신정부 정책 수혜주로 부각",""
"2008-02-26","","","태양광에너지 관련주 강세",""
"2008-02-26","","","최대주주 변경 기대감",""
"2008-02-26","","","M&A 이슈 부각",""
"2008-02-27","","","무상증자 및 액면분할 결정",""
"2008-02-27","","","무상증자 및 액면분할 결정",""
"2008-02-27","","","최대주주 변경 기대감",""
"2008-02-27","","","무상증자 소식",""
"2008-02-27","","","최대주주 변경 기대감",""
"2008-02-27","","","대규모 CB발행 결정",""
"2008-02-27","","","자원개발 등 사업목적 추가 소식",""
"2008-02-27","","","수산주 강세",""
"2008-02-27","","","선박제조업체 지분 취득 결정",""
"2008-02-27","","","광산개발 및 자원개발사업 등 사업목적 추가 소식",""
"2008-02-27","","","수산주 강세",""
"2008-02-27","","","실적 호조 및 자원개발 사업 추진 소식",""
"2008-02-27","","","한-코미공화국 에너지분야 협력 기대감",""
"2008-02-28","","","대규모 CB발행 결정",""
"2008-02-28","","","실적 호조 및 자원개발 사업 추진 소식, 매출증가 전망 등",""
"2008-02-28","","","선박제조업체 지분 취득 결정",""
"2008-02-28","","","관리종목 탈피 소식",""
"2008-02-28","","","자원개발 등 사업목적 추가 공시",""
"2008-02-28","","","비철금속주 강세",""
"2008-02-28","","","前 두산그룹 회장의 동사 인수소식",""
"2008-02-28","","","대규모 공급계약 연장 소식",""
"2008-02-28","","","신영중공업 인수소식",""
"2008-02-29","","","대규모 CB발행 결정, 3자 배정 유상증자 결정",""
"2008-02-29","","","선박제조업체 지분 취득 결정",""
"2008-02-29","","","영업이익 흑자전환, 태양광 전지 제조 등 사업목적 추가 소식",""
"2008-02-29","","","새만금사업관련주 강세",""
"2008-02-29","","","관리종목 해제 소식",""
"2008-02-29","","","P2P 음악서비스 법 개정 기대감",""
"2008-02-29","","","온라인 교육정보제공업 등 사업목적 추가 소식",""
"2008-02-29","","","새만금사업관련주 강세",""
"2008-03-03","","","관리종목 해제 소식",""
"2008-03-03","","","음원관련주 강세",""
"2008-03-03","","","음원관련주 강세",""
"2008-03-03","","","음원관련주 강세",""
"2008-03-03","","","최대주주 지분 확대 소식",""
"2008-03-03","","","애그플레이션 수혜 부각",""
"2008-03-03","","","관광사업 등 사업목적 추가",""
"2008-03-03","","","중국 반도체시장에 제품 공급 소식",""
"2008-03-03","","","항공우주사업 성과 가시화 모멘텀",""
"2008-03-03","","","음원관련주 강세",""
"2008-03-03","","","풍력발전 관련 특허취득 소식",""
"2008-03-04","","","일부 음원관련주 강세",""
"2008-03-04","","","일부 음원관련주 강세",""
"2008-03-04","","","일부 해운주 강세",""
"2008-03-04","","","수소연료전지 발전소 착공 소식",""
"2008-03-04","","","순이익 흑자전환 소식",""
"2008-03-04","","","최대주주 변경 모멘텀 지속",""
"2008-03-05","","","실적호조 기대감",""
"2008-03-05","","","카자흐스탄 동광산 기대감",""
"2008-03-05","","","캄보디아 호텔 경영권 인수 추진",""
"2008-03-05","","","최대주주 변경 모멘텀 지속",""
"2008-03-05","","","나노테크닉스 우회상장 소식",""
"2008-03-05","","","한국기술투자 동사 지분 취득소식",""
"2008-03-05","","","캄보디아 호텔 경영권 인수 추진",""
"2008-03-05","","","헬게이트런던의 실적 호조",""
"2008-03-05","","","세포치료제 등 사업목적 추가",""
"2008-03-05","","","신재생에너지 등 사업목적 추가",""
"2008-03-06","","","실적호조 기대감",""
"2008-03-06","","","캄보디아 호텔 경영권 인수 추진",""
"2008-03-06","","","선박제조업체 지분 취득 모멘텀 지속",""
"2008-03-06","","","최대주주 대상 유상증자소식",""
"2008-03-06","","","흑자전환 소식",""
"2008-03-06","","","매각 기대감",""
"2008-03-06","","","휴대폰 대기화면용 컨텐츠 재생관련 특허 취득",""
"2008-03-07","","","3자배정 유상증자 결정",""
"2008-03-07","","","선박제조업체 지분 취득 모멘텀 지속",""
"2008-03-07","","","외국계 투자회사의 경영참여 소식",""
"2008-03-07","","","4분기 흑자전환 모멘텀",""
"2008-03-07","","","흑자전환 소식",""
"2008-03-07","","","관리종목 해제소식",""
"2008-03-07","","","고강도 알루미늄 개발 호재",""
"2008-03-10","","","선박제조업체 지분 취득 모멘텀 지속",""
"2008-03-10","","","고강도 알루미늄 개발 호재",""
"2008-03-10","","","신재생에너지 등 사업목적 추가 소식",""
"2008-03-10","","","M&A 재시도 소식",""
"2008-03-10","","","M&A설 부각",""
"2008-03-10","","","실적 호전 및 주식분할 소식",""
"2008-03-10","","","표적항암제 ""DAAP"" 대량생산 배양공정 성공 소식",""
"2008-03-10","","","대체에너지관련 사업 등 사업목적 추가 소식",""
"2008-03-10","","","3자배정 유상증자 결정",""
"2008-03-10","","","M&A 기대감",""
"2008-03-10","","","인도네시아 가상이동통신망사업 진출 추진",""
"2008-03-11","","","고강도 알루미늄 개발 호재",""
"2008-03-11","","","철구조물 선박 임가공업 관련 양수 소식",""
"2008-03-11","","","대체에너지관련 사업 등 사업목적 추가 소식",""
"2008-03-11","","","액면분할후 변경상장 첫날 급등",""
"2008-03-11","","","최대주주 변경 기대감",""
"2008-03-11","","","몽골 금광 1광구 시추작업 개시 소식",""
"2008-03-11","","","태양전지 사업 본격화 소식",""
"2008-03-11","","","최대주주 변경소식",""
"2008-03-11","","","해운주 강세",""
"2008-03-11","","","3자배정 유상증자 결정",""
"2008-03-12","","","대체에너지관련 사업 등 사업목적 추가 소식",""
"2008-03-12","","","3자배정 유상증자 결정",""
"2008-03-12","","","니켈가격 강세 랠리에 따른 수혜 부각",""
"2008-03-12","","","가수 비의 헐리우드 영화 출연계약 소식",""
"2008-03-12","","","친환경 환기시설 사업 본격 가동소식",""
"2008-03-12","","","바이오에탄올사업 위한 인도네시아 공장부지매입계약 소식",""
"2008-03-12","","","청정개발 및 2차전자 수혜 부각",""
"2008-03-12","","","대운하관련주 강세",""
"2008-03-12","","","최대주주 변경 기대감",""
"2008-03-12","","","의료기기 등 사업목적 추가 및 줄기세포 배양시설 투자 소식",""
"2008-03-13","","","주식병합 소식",""
"2008-03-13","","","나스닥 상장 여부에 대한 기대감",""
"2008-03-13","","","자본감소 및 액면분할에 따른 변경상장 첫날 급등",""
"2008-03-13","","","관리종목 탈피 소식",""
