"날짜","종목코드","종목명","급등 사유","등락"
"2010-01-07","","","경기 포천 구제역 발생 소식에 구제역 관련주 강세",""
"2010-01-07","","","경기 포천 구제역 발생 소식에 일부 백신/진단시약/방역 관련주 급등",""
"2010-01-07","","","경기회복에 따른 수주 증가 기대감과 저평가 매력 부각 등으로 조선주 급등",""
"2010-01-07","","","아이폰용 전자결제 솔루션 개발 소식",""
"2010-01-07","","","삼성전자의 3D 시장공략 강화 소식과 개별 호재에 힘입어 일부 3D 관련주 급등",""
"2010-01-07","","","경기 포천 구제역 발생 소식에 일부 백신/진단시약/방역 관련주 급등",""
"2010-01-07","","","삼성전자의 3D 시장공략 강화 소식과 개별 호재에 힘입어 일부 3D 관련주 급등",""
"2010-01-07","","","인브릭스 흡수합병으로 거래 재개 첫날 상한가",""
"2010-01-08","","","인브릭스 흡수합병으로 거래 재개 후 연일 상한가",""
"2010-01-08","","","원자력발전소 추가 수주 기대감에 관련주 강세",""
"2010-01-08","","","거래 재개 첫날 상한가",""
"2010-01-08","","","원자력발전소 추가 수주 기대감에 관련주 강세",""
"2010-01-08","","","지식경제부로부터 신재생에너지 전문기업 선정 소식",""
"2010-01-08","","","원자력발전소 추가 수주 기대감에 관련주 강세",""
"2010-01-08","","","플렉서블 전자책 필름 상용화 기대감",""
"2010-01-11","","","인브릭스 흡수합병으로 거래 재개 후 연일 상한가",""
"2010-01-11","","","글로벌 원전 시장 확대에 따른 수혜 기대감에 원자력발전 관련주 이틀 연속 급등",""
"2010-01-11","","","글로벌 원전 시장 확대에 따른 수혜 기대감에 원자력발전 관련주 이틀 연속 급등",""
"2010-01-11","","","정부의 세종시 수정안 발표로 U-헬스케어 관련주 급등",""
"2010-01-11","","","정부의 세종시 수정안 발표로 U-헬스케어 관련주 급등",""
"2010-01-11","","","정부의 세종시 수정안 발표로 U-헬스케어 관련주 급등",""
"2010-01-11","","","정부의 세종시 수정안 발표로 U-헬스케어 관련주 급등",""
"2010-01-11","","","10억 규모 유상증자 성공",""
"2010-01-11","","","정부의 세종시 수정안 발표로 U-헬스케어 관련주 급등",""
"2010-01-11","","","국내 상장 중국기업 관련주 강세",""
"2010-01-12","","","인브릭스 흡수합병으로 거래 재개 후 연일 상한가",""
"2010-01-12","","","정부의 세종시 수정안 발표로 일부 U-헬스케어 관련주 연일 급등",""
"2010-01-12","","","10억 규모 유상증자 성공 모멘텀 지속",""
"2010-01-12","","","하이브리드카 관련주 강세",""
"2010-01-12","","","하이브리드카 관련주 강세",""
"2010-01-12","","","정부의 전자교과서 개편 소식에 전자책 관련주 급등",""
"2010-01-12","","","정부의 전자교과서 개편 소식에 전자책 관련주 급등",""
"2010-01-12","","","정부의 전자교과서 개편 소식에 전자책 관련주 급등",""
"2010-01-12","","","정부의 전자교과서 개편 소식에 전자책 관련주 급등",""
"2010-01-13","","","인브릭스 흡수합병으로 거래 재개 후 연일 상한가",""
"2010-01-13","","","원전 수출전략 발표 기대감에 일부 원자력 발전 관련주 급등",""
"2010-01-13","","","원전 수출전략 발표 기대감에 일부 원자력 발전 관련주 급등",""
"2010-01-13","","","원전 수출전략 발표 기대감에 일부 원자력 발전 관련주 급등",""
"2010-01-13","","","스마트폰 활성화에 따른 수요 증가 전망에 통신장비 관련주 강세",""
"2010-01-13","","","무상증자 결정",""
"2010-01-13","","","3D TV 사업 진출 소식",""
"2010-01-13","","","스마트폰 활성화에 따른 수요 증가 전망에 통신장비 관련주 강세",""
"2010-01-14","","","정부의 원자력 수출화 전략 발표로 일부 원자력 관련주 연일 강세",""
"2010-01-14","","","로봇산업 육성대책 발표 기대감에 지능형로봇 관련주 강세",""
"2010-01-14","","","로봇산업 육성대책 발표 기대감에 지능형로봇 관련주 강세",""
"2010-01-14","","","로봇산업 육성대책 발표 기대감에 지능형로봇 관련주 강세",""
"2010-01-14","","","IR(기업설명활동) 효과로 상한가",""
"2010-01-15","","","바이오 핵심 영역 성장 전망에 줄기세포 관련주 동반 급등",""
"2010-01-15","","","현대중공업의 핵융합사업 수주에 따른 수혜 기대감",""
"2010-01-15","","","바이오 핵심 영역 성장 전망에 줄기세포 관련주 동반 급등",""
"2010-01-15","","","HP와 마이크로소프트(MS)의 클라우드 컴퓨팅 관련 전략적 제휴 체결 소식에 클라우드 컴퓨팅 관련주 강세",""
"2010-01-15","","","신규상장 첫날 상한가",""
"2010-01-15","","","바이오 핵심 영역 성장 전망에 줄기세포 관련주 동반 급등",""
"2010-01-15","","","북한이 금강산관광 재개를 위한 실무회담을 제의했다는 소식에 전력설비 관련주 강세",""
"2010-01-15","","","구제역 확산 우려에 따른 대체심품 부각으로 육계 관련주 강세",""
"2010-01-15","","","바이오 핵심 영역 성장 전망에 줄기세포 관련주 동반 급등",""
"2010-01-15","","","바이오 핵심 영역 성장 전망에 줄기세포 관련주 동반 급등",""
"2010-01-15","","","포스코의 인수 관심 소식 및 조선주 강세",""
"2010-01-15","","","SK케미칼의 동사 인수 추진 소식",""
"2010-01-15","","","경영권 분쟁 부각",""
"2010-01-15","","","스마트그리드 관련주 강세",""
"2010-01-18","","","차세대 바이오 인공간 개발 성공 소식",""
"2010-01-18","","","신규상장 후 이틀 연속 상한가",""
"2010-01-18","","","원전 추가 수주 기대감에 원자력발전 관련주 강세",""
"2010-01-18","","","철도 관련주 강세",""
"2010-01-18","","","원전 추가 수주 기대감에 원자력발전 관련주 강세",""
"2010-01-18","","","유망 항암백신 선정 소식",""
"2010-01-18","","","원전 추가 수주 기대감에 원자력발전 관련주 강세",""
"2010-01-18","","","美 신재생에너지 기업과 기술제휴 및 독점생산 공급계약 체결 소식, 원전 추가 수주 기대감에 원자력발전 관련주 강세",""
"2010-01-18","","","원전 추가 수주 기대감에 원자력발전 관련주 강세",""
"2010-01-18","","","철도 관련주 강세",""
"2010-01-18","","","원전 추가 수주 기대감에 원자력발전 관련주 강세",""
"2010-01-19","","","원전 추가 수주 기대감에 일부 원자력발전 관련주 강세",""
"2010-01-19","","","구제역 확산 소식에 일부 백신 관련주 강세",""
"2010-01-19","","","구제역 확산 소식에 일부 백신 관련주 강세",""
"2010-01-19","","","223억원 규모의 냉동 볼밸브 공급계약 체결",""
"2010-01-19","","","원전 추가 수주 기대감에 일부 원자력발전 관련주 강세",""
"2010-01-19","","","정부 정책 지원 기대감에 일부 3D관련주 강세",""
"2010-01-19","","","대표이사 등의 횡령 및 배임 혐의 부인",""
"2010-01-19","","","정부 정책 지원 기대감에 일부 3D관련주 강세",""
"2010-01-20","","","원전 추가 수주 기대감에 일부 원자력발전 관련주 연일 강세",""
"2010-01-20","","","원전 추가 수주 기대감에 일부 원자력발전 관련주 연일 강세",""
"2010-01-20","","","고주파 피부노화 치료기 세계특허 출원 소식",""
"2010-01-20","","","전기자동차 사업 진출 소식",""
"2010-01-20","","","원전 추가 수주 기대감에 일부 원자력발전 관련주 연일 강세",""
"2010-01-20","","","원자력발전 폐기물 사업 기대감",""
"2010-01-20","","","원전 추가 수주 기대감에 일부 원자력발전 관련주 연일 강세",""
"2010-01-21","","","원전 제어시스템 공급계약 진행중",""
"2010-01-21","","","LED조명시장 확대 수혜 기대감",""
"2010-01-21","","","통신장비 투자확대 기대감으로 관련주 강세",""
"2010-01-21","","","일부 철도 관련주 급등",""
"2010-01-21","","","일부 철도 관련주 급등",""
"2010-01-21","","","고성장 및 고수익성 지속 전망",""
"2010-01-21","","","전기차와 LED 시장 확대에 따른 수혜 기대감",""
"2010-01-21","","","삼성물산의 캐나다 풍력 및 태양광발전 복합단지 개발 사업 수주에 따른 수혜 기대감",""
"2010-01-22","","","구구글로벌에너지와 특허전용 사용실시권 계약 체결 모멘텀 지속",""
"2010-01-22","","","원전 제어시스템 공급계약 진행중",""
"2010-01-22","","","3D영화 아바타 관객 천만 돌파 기대감으로 3D관련주 강세",""
"2010-01-22","","","77억 규모 철도공사 발주 프로젝트 입찰",""
"2010-01-22","","","3D영화 아바타 관객 천만 돌파 기대감으로 3D관련주 강세",""
"2010-01-22","","","회생기대감으로 상한가",""
"2010-01-22","","","국내 전기차 사업 본격화 소식",""
"2010-01-22","","","정부 정책 기대감에 우주항공산업 관련주 급등",""
"2010-01-22","","","정부 정책 기대감에 우주항공산업 관련주 급등",""
"2010-01-22","","","정부 정책 기대감에 우주항공산업 관련주 급등",""
"2010-01-22","","","정부 정책 기대감에 우주항공산업 관련주 급등",""
"2010-01-22","","","정부 정책 기대감에 우주항공산업 관련주 급등",""
"2010-01-22","","","정부 정책 기대감에 우주항공산업 관련주 급등",""
"2010-01-22","","","3D영화 아바타 관객 천만 돌파 기대감으로 3D관련주 강세",""
"2010-01-25","","","정부 정책 기대감에 일부 우주항공산업 관련주 연일 급등",""
"2010-01-25","","","정부 정책 기대감에 일부 우주항공산업 관련주 연일 급등",""
"2010-01-25","","","정부 정책 기대감에 일부 우주항공산업 관련주 연일 급등",""
"2010-01-25","","","스마트폰 사용자인터페이스(UI) 개발 모멘텀 지속",""
"2010-01-25","","","전기차 충전기용 콘덴서(EVC) 출시 예정 소식",""
"2010-01-25","","","히스토스템의 척수손상개 치료 성공 소식",""
"2010-01-26","","","스마트폰 사업 진출 소식",""
"2010-01-26","","","지난해 영업이익 개선",""
"2010-01-27","","","전자결제(전자화폐) 관련주 강세",""
"2010-01-27","","","태블릿PC 수혜주로 부각",""
"2010-01-27","","","자회사의 삼협건설 인수 및 37K 보통레일 개발 성공 소식",""
"2010-01-27","","","일본 LED시장 진출 소식",""
"2010-01-27","","","3D 광고시장 진출 소식",""
"2010-01-28","","","태블릿PC 수혜주로 부각되며 연일 상한가",""
"2010-01-28","","","4분기 실적 호조",""
"2010-01-28","","","4분기 실적 호조와 차량용 블랙박스 수혜주 부각",""
"2010-01-28","","","신규상장 첫날 상한가",""
"2010-01-28","","","차량용 블랙박스 수혜주로 부각",""
"2010-01-28","","","중국 LED 합작법인 설립 본계약 체결",""
"2010-01-29","","","차량용 블랙박스 수혜주로 부각되며 연일 급등",""
"2010-01-29","","","몽골광산개발 본격 착수 소식",""
"2010-01-29","","","재상장 첫 날 상한가",""
"2010-02-01","","","몽골광산개발 본격 착수 소식",""
"2010-02-01","","","3D관련주 강세",""
"2010-02-01","","","3D관련주 강세",""
"2010-02-01","","","원자력발전 관련주 강세",""
"2010-02-01","","","유상증자 청약 호조",""
"2010-02-01","","","우주항공산업 관련주 강세",""
"2010-02-01","","","액면분할에 따른 주식거래 활성화 기대감",""
"2010-02-01","","","원자력발전 관련주 강세",""
"2010-02-01","","","바른전자 인수",""
"2010-02-01","","","3D관련주 강세",""
"2010-02-01","","","원자력발전 관련주 강세",""
"2010-02-01","","","3D관련주 강세",""
"2010-02-02","","","일부 U-헬스케어 관련주 강세",""
"2010-02-02","","","일부 U-헬스케어 관련주 강세",""
"2010-02-02","","","실적개선 기대감과 대규모 공급계약 체결",""
"2010-02-02","","","휘어지는 백라이트 특허출원 소식",""
"2010-02-03","","","U-헬스케어 관련주 강세",""
"2010-02-03","","","실적개선 기대감과 대규모 공급계약 체결",""
"2010-02-03","","","철도 관련주 강세",""
"2010-02-03","","","시장지배력 강화 및 저평가 분석",""
"2010-02-03","","","블루스톤에 경영권 양도 결정",""
"2010-02-03","","","철도 관련주 강세",""
"2010-02-03","","","철도 관련주 강세",""
"2010-02-03","","","U-헬스케어 관련주 강세",""
"2010-02-03","","","U-헬스케어 관련주 강세",""
"2010-02-04","","","일부 전력설비 관련주 강세",""
"2010-02-04","","","일부 전력설비 관련주 강세",""
"2010-02-04","","","정부정책 수혜 기대감에 자전거 관련주 강세",""
"2010-02-04","","","도요타 리콜 관련 전자파 간섭 문제 부각으로 전자파 관련주 급등",""
"2010-02-04","","","도요타 리콜 관련 전자파 간섭 문제 부각으로 전자파 관련주 급등",""
"2010-02-04","","","전자책 육성방안 논의 소식",""
"2010-02-04","","","유상증자 청약 완료",""
"2010-02-05","","","자회사의 발기부전 치료물질 미국 특허 취득 소식",""
"2010-02-05","","","도요타 자동차 결함이 일부분 전자파 때문이란 분석이 제기되며 일부 전자파 관련주 이틀 연속 강세",""
"2010-02-05","","","신규 상장 첫날 상한가.",""
"2010-02-08","","","지난해 실적 호조",""
"2010-02-08","","","자회사의 발기부전 치료물질 미국 특허 취득 소식",""
"2010-02-08","","","지난해 실적 호조",""
"2010-02-08","","","쿠스코엘비이 인수",""
"2010-02-08","","","홈네트워크 분야의 KS 국가표준이 제정된다는 소식",""
"2010-02-08","","","홈네트워크 분야의 KS 국가표준이 제정된다는 소식",""
"2010-02-09","","","일부 바이오산업 투자 관련주 급등",""
"2010-02-09","","","개발중인 발모제가 국내외 특허등록을 완료했다는 소식",""
"2010-02-09","","","계열사 분리 경영 소식에 금호아시아나그룹주 동반 급등",""
"2010-02-09","","","지난해 실적 호조에 따른 관리종목 탈피 기대감",""
"2010-02-09","","","일부 바이오산업 투자 관련주 급등",""
"2010-02-09","","","계열사 분리 경영 소식에 금호아시아나그룹주 동반 급등",""
"2010-02-09","","","지난해 실적 호조",""
"2010-02-09","","","최대주주 변경",""
"2010-02-09","","","MS스마트폰 출시설",""
"2010-02-09","","","일부 바이오산업 투자 관련주 급등",""
"2010-02-09","","","일부 바이오산업 투자 관련주 급등",""
"2010-02-09","","","계열사 분리 경영 소식에 금호아시아나그룹주 동반 급등",""
"2010-02-09","","","동부하이텍 설비 인수 추진 소식",""
"2010-02-09","","","저평가 분석",""
"2010-02-10","","","수출입은행이 원전 수출 지원에 나선다는 소식에 원자력발전 관련주 상승",""
"2010-02-10","","","수출입은행이 원전 수출 지원에 나선다는 소식에 원자력발전 관련주 상승",""
"2010-02-11","","","스마트카드(전자화폐) 관련주 강세",""
"2010-02-11","","","모바일 클라우드 시장 성장 전망에 클라우드 컴퓨팅 관련주 강세",""
"2010-02-11","","","모바일 클라우드 시장 성장 전망에 클라우드 컴퓨팅 관련주 강세",""
"2010-02-11","","","스마트카드(전자화폐) 관련주 강세",""
"2010-02-11","","","지난해 실적 호조",""
"2010-02-11","","","모바일 클라우드 시장 성장 전망에 클라우드 컴퓨팅 관련주 강세",""
"2010-02-11","","","중국의 긴축 우려 완화 기대감으로 국내 상장 중국기업들 상승",""
"2010-02-11","","","초경량 고강도 자전거 프레임 개발 및 자전거 시장 진출 소식",""
"2010-02-11","","","지난해 4분기 실적 호조",""
"2010-02-11","","","스마트케어 서비스 시범사업 제안서 마감을 앞두고 U-헬스케어 관련주 강세",""
"2010-02-11","","","스마트케어 서비스 시범사업 제안서 마감을 앞두고 U-헬스케어 관련주 강세",""
"2010-02-11","","","최대주주 지분매각 검토",""
"2010-02-11","","","자회사인 경남제약 흡수합병 결정",""
"2010-02-12","","","초경량 고강도 자전거 프레임 개발 및 자전거 시장 진출 소식",""
"2010-02-12","","","KT의 BC카드 인수 추진 소식에 스마트카드/전자결제(전자화폐) 관련주 강세",""
"2010-02-12","","","아이패드에 모바일게임 공급 추진 소식",""
"2010-02-12","","","원자력발전 관련주 강세",""
"2010-02-12","","","방통위의 인도 수출지원 소식에 와이브로 관련주 강세",""
"2010-02-12","","","지난해 실적 호조",""
"2010-02-12","","","지난해 영업이익 흑자전환",""
"2010-02-12","","","원자력발전 관련주 강세",""
"2010-02-16","","","인도 진출 기대감에 통신장비 및 와이브로 관련주 강세",""
"2010-02-16","","","가족간 경영권 분쟁 부각",""
"2010-02-16","","","인도 진출 기대감에 통신장비 및 와이브로 관련주 강세",""
"2010-02-16","","","일부 전자파 관련주 급등",""
"2010-02-16","","","일부 전자파 관련주 급등",""
"2010-02-16","","","감자 후 거래재개 첫 날 상한가",""
"2010-02-16","","","합병신주 상장 첫날 상한가",""
"2010-02-16","","","인도 진출 기대감에 통신장비 및 와이브로 관련주 강세",""
"2010-02-16","","","인도 진출 기대감에 통신장비 및 와이브로 관련주 강세",""
"2010-02-16","","","인도 진출 기대감에 통신장비 및 와이브로 관련주 강세",""
"2010-02-16","","","인도 진출 기대감에 통신장비 및 와이브로 관련주 강세",""
"2010-02-16","","","미연소폐기물 재처리사업 기술시연 소식",""
"2010-02-16","","","간염치료제 유럽 특허 취득",""
"2010-02-16","","","인도 진출 기대감에 통신장비 및 와이브로 관련주 강세",""
"2010-02-16","","","인도 진출 기대감에 통신장비 및 와이브로 관련주 강세",""
"2010-02-16","","","아이폰과 비견되는 UI 솔루션 보유와 올해 대규모 흑자 전망",""
"2010-02-17","","","감자 효과로 이틀째 상한가",""
"2010-02-17","","","스마트케어서비스 시범사업자 선정 임박에 U-헬스케어 관련주 강세",""
"2010-02-17","","","스마트케어서비스 시범사업자 선정 임박에 U-헬스케어 관련주 강세",""
"2010-02-17","","","일부 전자책 관련주 강세",""
"2010-02-18","","","감자 효과로 연일 상한가",""
"2010-02-18","","","스마트케어서비스 시범사업자 선정 임박에 연일 상한가",""
"2010-02-18","","","워렌 버핏 효과로 폐기물처리 관련주 급등",""
"2010-02-18","","","3D 사업 진출",""
"2010-02-18","","","워렌 버핏 효과로 폐기물처리 관련주 급등",""
"2010-02-18","","","중국 폐지가격 상승에 따른 수혜 기대",""
"2010-02-19","","","감자 효과로 연일 상한가",""
"2010-02-19","","","재상장 첫날 상한가.",""
"2010-02-19","","","제대혈 법안 통과 및 황우석 효과",""
"2010-02-19","","","무선인터넷 활성화 기대감에 통신장비 및 와이브로 관련주 상승",""
"2010-02-19","","","무선인터넷 활성화 기대감에 통신장비 및 와이브로 관련주 상승",""
"2010-02-19","","","지난해 실적 호조",""
"2010-02-19","","","LED조명 업체가 경영참여 목적으로 동사의 지분을 확보",""
"2010-02-22","","","감자 효과로 연일 상한가",""
"2010-02-22","","","무선인터넷 활성화 기대감",""
"2010-02-22","","","지난해 실적 호조 모멘텀 지속",""
"2010-02-22","","","재상장 후 이틀 연속 상한가.",""
"2010-02-22","","","서울시의 전기 오토바이 보급 소식에 전기오토바이 관련주 강세",""
"2010-02-22","","","브라질 고속철도 본격 수주활동 소식에 철도 관련주 강세",""
"2010-02-22","","","일부 홈네트워크 관련주 급등",""
"2010-02-22","","","일부 홈네트워크 관련주 급등",""
"2010-02-22","","","브라질 고속철도 본격 수주활동 소식에 철도 관련주 강세",""
"2010-02-22","","","지난해 영업이익, 순이익 흑자전환",""
"2010-02-22","","","클라우드 컴퓨팅 관련주 강세",""
"2010-02-22","","","서울시의 전기 오토바이 보급 소식에 전기오토바이 관련주 강세",""
"2010-02-22","","","플래시 메모리 관련주 강세",""
"2010-02-22","","","클라우드 컴퓨팅 관련주 강세",""
"2010-02-22","","","지상파4사의 3D TV 시험방송참여 기대감에 3D관련주 상승",""
"2010-02-23","","","감자 효과로 연일 상한가",""
"2010-02-23","","","재상장 후 연일 상한가.",""
"2010-02-23","","","무선인터넷 활성화 기대감",""
"2010-02-23","","","李대통령의 교육개혁 발언에 일부 교육/온라인교육주 급등",""
"2010-02-23","","","무선인터넷 활성화 기대감",""
"2010-02-23","","","줄기세포 관련 업체 지분 취득 결정",""
"2010-02-23","","","우즈베키스탄 텅스텐 광산개발 소식",""
"2010-02-23","","","李대통령의 교육개혁 발언에 일부 교육/온라인교육주 급등",""
"2010-02-23","","","李대통령의 교육개혁 발언에 일부 교육/온라인교육주 급등",""
"2010-02-24","","","재상장 후 연일 상한가.",""
"2010-02-24","","","주식분할 결정",""
"2010-02-24","","","주식분할 결정",""
"2010-02-24","","","UAE 총참모장 방한에 따른 국산 고등훈련기 수출 기대감으로 우주항공산업 관련주 상승",""
"2010-02-24","","","자전거 관련주 강세",""
"2010-02-24","","","6자회담 기대감에 일부 전력설비 관련주 상승",""
"2010-02-24","","","UAE 총참모장 방한에 따른 국산 고등훈련기 수출 기대감으로 우주항공산업 관련주 상승",""
"2010-02-24","","","지난해 실적 호조",""
"2010-02-24","","","자전거 관련주 강세",""
"2010-02-25","","","재상장 후 연일 상한가.",""
"2010-02-25","","","주식분할 결정",""
"2010-02-25","","","주식분할 결정",""
"2010-02-25","","","유상증자 결정에 따른 자금조달 기대감",""
"2010-02-25","","","지난해 실적 호조",""
"2010-02-25","","","정부의 저출산 대책 기대로 일부 출산장려정책 관련주 상승",""
"2010-02-26","","","재상장 후 연일 상한가",""
"2010-02-26","","","미국 전기차 부품업체 로토블럭이 동사 주식 98만주를 확보했다는 소식",""
"2010-02-26","","","삼성전자의 3D TV 출시 소식과 수요 급증 기대감으로 일부 3D산업 관련주 강세",""
"2010-02-26","","","지난해 실적 호조",""
"2010-02-26","","","신규상장 첫날 상한가",""
"2010-03-02","","","열 분해방식 오일 추출 성공소식",""
"2010-03-03","","","재상장 후 연일 상한가",""
"2010-03-03","","","일부 창투사 관련주 급등",""
"2010-03-03","","","지난해 실적 호조",""
"2010-03-03","","","일부 창투사 관련주 급등",""
"2010-03-03","","","일부 창투사 관련주 급등",""
"2010-03-03","","","일부 창투사 관련주 급등",""
"2010-03-03","","","일부 통신장비 관련주 강세",""
"2010-03-03","","","전자파 장애에 대한 문제가 재부각 될 것이란 기대감에 일부 전자파 관련주 급등",""
"2010-03-03","","","일부 통신장비 관련주 강세",""
"2010-03-03","","","대규모 웨이퍼 공급계약 체결",""
"2010-03-04","","","재상장 후 연일 상한가",""
"2010-03-04","","","상장 후 연일 상한가",""
"2010-03-04","","","지난해 실적 호조 모멘텀 지속",""
"2010-03-04","","","금일 개봉하는 3D영화 이상한나라 앨리스의 흥행 기대감에 3D 관련주 강세",""
"2010-03-04","","","정부의 유치원 로봇교육(R러닝) 사업 참여 기대감",""
"2010-03-04","","","금일 개봉하는 3D영화 이상한나라 앨리스의 흥행 기대감에 3D 관련주 강세",""
"2010-03-04","","","정부의 유치원 로봇교육(R러닝) 사업 참여 기대감",""
"2010-03-05","","","재상장 후 연일 상한가",""
"2010-03-05","","","지난해 실적 호조 모멘텀 지속",""
"2010-03-05","","","지난해 실적 호조 및 올해 실적 호조 전망",""
"2010-03-05","","","유상증자 결정 철회",""
"2010-03-05","","","지난해 실적 호조",""
"2010-03-05","","","지난해 실적 호조",""
"2010-03-05","","","재조합골형성단백질 상용화 기대감",""
"2010-03-05","","","감자 후 거래 첫 날 상한가",""
"2010-03-08","","","재상장 후 연일 상한가",""
"2010-03-08","","","지난해 실적 호조 및 올해 실적 호조 전망",""
"2010-03-08","","","그린카 전략포럼 발대식 소식에 전기차, 전기오토바이, 2차전지 관련주 강세",""
"2010-03-08","","","감자 후 이틀째 상한가",""
"2010-03-08","","","지난해 실적 호조",""
"2010-03-08","","","그린카 전략포럼 발대식 소식에 전기차, 전기오토바이, 2차전지 관련주 강세",""
"2010-03-08","","","지난해 실적 호조",""
"2010-03-08","","","그린카 전략포럼 발대식 소식에 전기차, 전기오토바이, 2차전지 관련주 강세",""
"2010-03-08","","","그린카 전략포럼 발대식 소식에 전기차, 전기오토바이, 2차전지 관련주 강세",""
"2010-03-08","","","그린카 전략포럼 발대식 소식에 전기차, 전기오토바이, 2차전지 관련주 강세",""
"2010-03-08","","","롯데家 신동훈씨의 지분 취득소식",""
"2010-03-08","","","3D영화 이상한 나라의 앨리스 흥행 소식에 일부 3D관련주 강세",""
"2010-03-08","","","유상증자를 예정대로 추진한다는 소식",""
"2010-03-08","","","스마트폰 시장 확대 수혜 기대감에 LBS(위치기반서비스), 스마트카드(전자화폐) 관련주 강세",""
"2010-03-08","","","스마트폰 시장 확대 수혜 기대감에 LBS(위치기반서비스), 스마트카드(전자화폐) 관련주 강세",""
"2010-03-08","","","스마트폰 시장 확대 수혜 기대감에 LBS(위치기반서비스), 스마트카드(전자화폐) 관련주 강세",""
