"날짜","종목코드","종목명","급등 사유","등락"
"2011-01-11","","","정부의 의료산업 활성화 수혜 전망에 U-HEALTHCARE 관련주 상승",""
"2011-01-11","","","미국 줄기세포시장 진출 추진 소식",""
"2011-01-11","","","정부의 의료산업 활성화 수혜 전망에 U-HEALTHCARE 관련주 상승",""
"2011-01-12","","","구제역과 조류인플루엔자(AI) 확산에 따른 반사이익 기대감으로 연일 급등",""
"2011-01-12","","","구제역과 조류인플루엔자(AI) 확산에 따른 반사이익 기대감으로 연일 급등",""
"2011-01-12","","","구제역과 조류인플루엔자(AI) 확산에 따른 반사이익 기대감으로 연일 급등",""
"2011-01-12","","","미국업체와 3D태블릿 공급을 위한 양해각서(MOU)를 체결했다는 소식",""
"2011-01-12","","","몽골 광산회사 인수 소식",""
"2011-01-12","","","투자광구인 갈라즈 광구가 카자흐스탄 정부로부터 시범상업생산 승인을 허가 받았다는 소식",""
"2011-01-12","","","차바이오앤 美 자회사의 배아줄기세포를 이용한 혈소판 생산 소식에 줄기세포 관련주 동반 급등",""
"2011-01-12","","","차바이오앤 美 자회사의 배아줄기세포를 이용한 혈소판 생산 소식에 줄기세포 관련주 동반 급등",""
"2011-01-12","","","차바이오앤 美 자회사의 배아줄기세포를 이용한 혈소판 생산 소식에 줄기세포 관련주 동반 급등",""
"2011-01-12","","","차바이오앤 美 자회사의 배아줄기세포를 이용한 혈소판 생산 소식에 줄기세포 관련주 동반 급등",""
"2011-01-12","","","차바이오앤 美 자회사의 배아줄기세포를 이용한 혈소판 생산 소식에 줄기세포 관련주 동반 급등",""
"2011-01-12","","","구제역과 조류인플루엔자(AI) 확산에 따른 반사이익 기대감으로 수산주 연일 급등",""
"2011-01-12","","","구제역과 조류인플루엔자(AI) 확산에 따른 반사이익 기대감으로 수산주 연일 급등",""
"2011-01-12","","","구제역과 조류인플루엔자(AI) 확산에 따른 반사이익 기대감으로 수산주 연일 급등",""
"2011-01-12","","","구제역과 조류인플루엔자(AI) 확산에 따른 반사이익 기대감으로 수산주 연일 급등",""
"2011-01-12","","","구제역과 조류인플루엔자(AI) 확산에 따른 반사이익 기대감으로 연일 급등",""
"2011-01-12","","","구제역과 조류인플루엔자(AI) 확산에 따른 반사이익 기대감으로 수산주 연일 급등",""
"2011-01-12","","","조류인플루엔자(AI) 위기경보 격상 소식에 예방용 DNA백신 임상시험 진행 사실이 부각되며 상한가",""
"2011-01-13","","","몽골 광산회사 인수 모멘텀 지속",""
"2011-01-13","","","차바이오앤 美 자회사의 배아줄기세포를 이용한 혈소판 생산 소식에 일부 줄기세포 관련주 연일 급등",""
"2011-01-13","","","차바이오앤 美 자회사의 배아줄기세포를 이용한 혈소판 생산 소식에 일부 줄기세포 관련주 연일 급등",""
"2011-01-13","","","인천시의 해저터널 건설 추진 소식에 한일해저터널 관련주 상승",""
"2011-01-13","","","3D 콘텐츠 제작 소프트웨어 공개 소식",""
"2011-01-13","","","유상증자 성공 소식",""
"2011-01-14","","","POSCO 정준양 회장의 인수검토 발언에 상한가",""
"2011-01-14","","","감자 후 첫 거래일 상한가",""
"2011-01-17","","","감자 후 이틀째 상한가",""
"2011-01-17","","","상장폐지기준 미해당",""
"2011-01-17","","","LG CNS와 디지털콘텐츠 사업에 대한 MOU를 체결 소식",""
"2011-01-17","","","캐나다 태양광발전소 건립 최종허가 승인 기대감",""
"2011-01-17","","","대한광물 지분 34% 취득 결정",""
"2011-01-17","","","분식회계설 부인으로 거래 재개 첫날 상한가",""
"2011-01-18","","","분식회계설 부인으로 거래 재개 후 이틀째 상한가",""
"2011-01-18","","","상장폐지기준 미해당으로 이틀째 상한가",""
"2011-01-18","","","美 유니다임 인수설에 상한가",""
"2011-01-18","","","제4이동통신 사업권 신청 KMI 단독 접수 소식에 관련주 급등",""
"2011-01-18","","","제4이동통신 사업권 신청 KMI 단독 접수 소식에 관련주 급등",""
"2011-01-18","","","제4이동통신 사업권 신청 KMI 단독 접수 소식에 관련주 급등",""
"2011-01-18","","","제4이동통신 사업권 신청 KMI 단독 접수 소식에 관련주 급등",""
"2011-01-18","","","제4이동통신 사업권 신청 KMI 단독 접수 소식에 관련주 급등",""
"2011-01-19","","","상장폐지기준 미해당으로 연일 상한가",""
"2011-01-19","","","분식회계설 부인으로 연일 상한가",""
"2011-01-19","","","美 탄소나노튜브 업체 인수",""
"2011-01-19","","","이라크 원유 수출 재개 임박 기대감",""
"2011-01-19","","","인수합병(M&A) 본격화 기대감",""
"2011-01-19","","","몰리브덴 광산 채굴 개시 소식",""
"2011-01-19","","","대통령선거 관련주 급등",""
"2011-01-19","","","M&A 기대감",""
"2011-01-19","","","대통령선거 관련주 급등",""
"2011-01-19","","","대통령선거 관련주 급등",""
"2011-01-19","","","대통령선거 관련주 급등",""
"2011-01-19","","","대통령선거 관련주 급등",""
"2011-01-20","","","분식회계설 부인으로 연일 상한가",""
"2011-01-20","","","美 탄소나노튜브 업체 인수",""
"2011-01-20","","","일부 대통령 선거 관련주 연일 급등",""
"2011-01-20","","","몽골 광산회사 지분 51% 인수계약 체결",""
"2011-01-20","","","몰리브덴 광산 채굴 개시 소식",""
"2011-01-20","","","일부 대통령 선거 관련주 연일 급등",""
"2011-01-20","","","일부 대통령 선거 관련주 연일 급등",""
"2011-01-20","","","유상증자 철회",""
"2011-01-21","","","중국 정부가 희토류 광산을 국가 통제체제로 전환키로 했다는 소식에 일부 희귀금속 관련주 상승",""
"2011-01-21","","","GM대우의 시보레 도입을 통한 판매회복 기대감",""
"2011-01-21","","","GM대우의 시보레 도입을 통한 판매회복 기대감",""
"2011-01-21","","","정몽준 전 한나라당 대표의 대선출마 시사 발언으로 상한가",""
"2011-01-21","","","미국 줄기세포 개발연구업체 지분 취득 결정",""
"2011-01-24","","","자회사의 몰리브덴 광산채굴 개시 소식에 연일 상한가",""
"2011-01-24","","","실버로봇 개발 주관사 선정 모멘텀 부각",""
"2011-01-24","","","일본 수출 기대감",""
"2011-01-24","","","대통령선거 관련주 상승",""
"2011-01-24","","","삼성전자가 시스템반도체(비메모리) 사업분야를 대대적으로 키운다는 소식에 수혜 기대감에 상한가",""
"2011-01-24","","","M&A 기대감",""
"2011-01-24","","","일본 수출 기대감",""
"2011-01-24","","","대통령선거 관련주 상승",""
"2011-01-25","","","자회사의 몰리브덴 광산채굴 개시 소식에 연일 상한가",""
"2011-01-25","","","실버로봇 개발 주관사 선정 모멘텀 부각으로 연일 상한가",""
"2011-01-25","","","삼성전자가 시스템반도체(비메모리) 사업분야를 대대적으로 키운다는 소식",""
"2011-01-25","","","양양철광 재개발 기대",""
"2011-01-25","","","재상장 첫 날 상한가",""
"2011-01-25","","","성체줄기세포 연구법인에 20억원 규모의 투자를 추진중인 것으로 알려지면서 상한가",""
"2011-01-25","","","무상증자 결정",""
"2011-01-25","","","회사분할 확정 소식",""
"2011-01-25","","","액면분할 및 무상증자 검토",""
"2011-01-25","","","박근혜 의원과의 관련성을 공식적으로 인정했다는 소식에 상한가",""
"2011-01-26","","","주식분할 결정",""
"2011-01-26","","","수입육유통 관련주 급등",""
"2011-01-26","","","에이즈(AIDS)치료제 개발 참여",""
"2011-01-26","","","몰리브덴 채굴사업에 대한 사업성 평가를 다시 진행한다는 소식",""
"2011-01-26","","","탄소나노튜브 복합소재 초도 생산 및 공급 개시",""
"2011-01-26","","","LTE 시스템 신호 분석 장치 특허 취득",""
"2011-01-27","","","주식분할 결정",""
"2011-01-27","","","몰리브덴 채굴사업에 대한 사업성 평가를 다시 진행한다는 소식",""
"2011-01-27","","","일부 LTE(4세대 이동통신) 관련주 연일 급등",""
"2011-01-27","","","탄소나노튜브 복합소재 초도 생산 및 공급 개시",""
"2011-01-27","","","에이즈(AIDS)치료제 개발 참여",""
"2011-01-27","","","일부 LTE(4세대 이동통신) 관련주 연일 급등",""
"2011-01-27","","","일부 LTE(4세대 이동통신) 관련주 연일 급등",""
"2011-01-27","","","일부 희귀금속 관련주 급등",""
"2011-01-27","","","게임개발사 인수",""
"2011-01-27","","","일부 희귀금속 관련주 급등",""
"2011-01-28","","","주식분할 결정",""
"2011-01-28","","","설날을 앞두고 구제역 등으로 육류 가격이 급등하고 있다는 소식에 육계 관련주 급등",""
"2011-01-28","","","지난해 실적 호조 및 주식분할 결정",""
"2011-01-31","","","정부의 보육료 전액지원 대상 확대 소식에 일부 출산장려정책 관련주 상승",""
"2011-01-31","","","지난해 실적 호조",""
"2011-01-31","","","일본 바이오업체와 공동으로 연구한 에이즈체료제가 부각되면서 가격제한폭까지 급등",""
"2011-01-31","","","세포치료제 개발 업체 지분 취득",""
"2011-01-31","","","신규상장 첫날 상한가",""
"2011-01-31","","","신규상장 첫날 상한가",""
"2011-02-01","","","지난해 실적 호조",""
"2011-02-01","","","이달부터 본격적인 비천연 아미노산 상업 생산 시작 소식",""
"2011-02-01","","","주식분할 및 현금배당 결정으로 상한가",""
"2011-02-01","","","유상증자 성공으로 상한가",""
"2011-02-07","","","비(非) 천연 아미노산 상업 생산 기대감",""
"2011-02-07","","","슈퍼박테리아 구조 규명 소식",""
"2011-02-07","","","소셜커머스 사업 진출 소식",""
"2011-02-07","","","대통령선거 관련주 상승",""
"2011-02-07","","","탈모치료제 美 FDA 임상시험 승인 소식",""
"2011-02-07","","","대통령선거 관련주 상승",""
"2011-02-07","","","대통령선거 관련주 상승",""
"2011-02-07","","","10억 규모 BW발행 결정",""
"2011-02-07","","","대통령선거 관련주 상승",""
"2011-02-07","","","경영권 매각 검토중",""
"2011-02-07","","","중국업체와 특수광물 공급계약 체결",""
"2011-02-08","","","비(非) 천연 아미노산 상업 생산 기대감",""
"2011-02-08","","","슈퍼박테리아 구조 규명 소식",""
"2011-02-08","","","10억 규모 BW발행 결정",""
"2011-02-08","","","지난해 실적 호조",""
"2011-02-08","","","동계올림픽 유치전 돌입 소식에 일부 평창동계올림픽 관련주 상승",""
"2011-02-08","","","동사의 필름콘덴서가 애플의 아이맥에 쓰인다는 소식",""
"2011-02-08","","","동사의 슈퍼박테리아 바이오 신약 후보물질이 세계적 권위지에 소개됐다는 소식",""
"2011-02-09","","","박근혜 전 한나라당 대표의 정책행보에 가속도가 붙을 것이란 관측에 대통령선거 관련주 급등",""
"2011-02-09","","","박근혜 전 한나라당 대표의 정책행보에 가속도가 붙을 것이란 관측에 대통령선거 관련주 급등",""
"2011-02-09","","","30프레임급 3D카메라모듈 세계 첫 상용화 소식",""
"2011-02-09","","","캐리어 인수에 따른 실적 성장 전망",""
"2011-02-09","","","박근혜 전 한나라당 대표의 정책행보에 가속도가 붙을 것이란 관측에 대통령선거 관련주 급등",""
"2011-02-10","","","수제스포츠카 ""스피라"" 유로5 배출기준 통과 소식",""
"2011-02-10","","","소니에 광픽업 공급 소식",""
"2011-02-11","","","박근혜 정책 수혜주로 부각되며 일부 수자원 질적개선 관련주 상승",""
"2011-02-11","","","박근혜 정책 수혜주로 부각되며 일부 수자원 질적개선 관련주 상승",""
"2011-02-11","","","곡물가격 추가 상승 전망에 일부 농업 관련주 상승",""
"2011-02-11","","","박근혜 전 한나라당 대표의 정책 이슈가 교육분야까지 확대될 것으로 전망되면서 수혜주로 부각",""
"2011-02-11","","","박근혜 정책 수혜주로 부각되며 일부 수자원 질적개선 관련주 상승",""
"2011-02-11","","","곡물가격 추가 상승 전망에 일부 농업 관련주 상승",""
"2011-02-14","","","박근혜 정책 수혜주로 부각되며 일부 수자원 질적개선 관련주 연일 상승",""
"2011-02-14","","","대통령선거 관련주 상승",""
"2011-02-14","","","박근혜 정책 수혜주로 부각되며 일부 수자원 질적개선 관련주 연일 상승",""
"2011-02-14","","","몽골유연탄광산개발사업 신고서가 지식경제부에서 최종 수리됐다는 소식",""
"2011-02-14","","","자회사의 백신 기술이 해외에서 호평을 받았다는 소식",""
"2011-02-14","","","장하성 펀드의 지배구조개선 움직임 소식",""
"2011-02-14","","","일부 희귀금속 관련주 급등",""
"2011-02-14","","","대통령선거 관련주 상승",""
"2011-02-14","","","일부 희귀금속 관련주 급등",""
"2011-02-14","","","주식분할 결정",""
"2011-02-14","","","대통령선거 관련주 상승",""
"2011-02-14","","","일부 희귀금속 관련주 급등",""
"2011-02-15","","","박근혜 정책 수혜주로 부각되며 일부 수자원 질적개선 관련주 연일 상승",""
"2011-02-15","","","대통령선거 관련주 연일 상승",""
"2011-02-15","","","박근혜 정책 수혜주로 부각되며 일부 수자원 질적개선 관련주 연일 상승",""
"2011-02-15","","","대통령선거 관련주 연일 상승",""
"2011-02-15","","","대통령선거 관련주 연일 상승",""
"2011-02-15","","","피쉬플레이션 도래에 따른 수혜 전망에 수산주 급등",""
"2011-02-15","","","피쉬플레이션 도래에 따른 수혜 전망에 수산주 급등",""
"2011-02-15","","","박근혜 정책 수혜주로 부각되며 일부 수자원 질적개선 관련주 연일 상승",""
"2011-02-15","","","피쉬플레이션 도래에 따른 수혜 전망에 수산주 급등",""
"2011-02-15","","","대통령선거 관련주 연일 상승",""
"2011-02-15","","","대통령선거 관련주 연일 상승",""
"2011-02-16","","","IT컨설팅업체 스마트퓨쳐웍스가 경영참여 목적으로 동사 지분 11.83%를 취득했다는 소식",""
"2011-02-16","","","피쉬플레이션 도래에 따른 수혜 전망에 일부 수산주 연일 급등",""
"2011-02-16","","","피쉬플레이션 도래에 따른 수혜 전망에 일부 수산주 연일 급등",""
"2011-02-16","","","삼성전자와 “모바일 병원 서비스 사업” 관련 업무 협약 체결 소식",""
"2011-02-16","","","미주제강의 멕시코 철광석 개발사업 컨소시엄 참여 소식",""
"2011-02-16","","","미주제강의 멕시코 철광석 개발사업 컨소시엄 참여 소식",""
"2011-02-16","","","지난해 실적 호조",""
"2011-02-17","","","박근혜 정책 수혜주로 부각되며 연일 급등",""
"2011-02-17","","","자회사 실적 호조",""
"2011-02-17","","","비메모리 시장 확대 수혜 전망",""
"2011-02-17","","","삼성전자의 바이오사업 본격화 소식",""
"2011-02-18","","","박근혜 전 한나라당 대표의 과학벨트 충청권 입지 시사 발언에 세종시 관련주 연일 급등",""
"2011-02-18","","","박근혜 전 한나라당 대표의 과학벨트 충청권 입지 시사 발언에 세종시 관련주 연일 급등",""
"2011-02-18","","","박근혜 전 한나라당 대표의 과학벨트 충청권 입지 시사 발언에 세종시 관련주 연일 급등",""
"2011-02-18","","","4분기 실적 호조",""
"2011-02-18","","","지난해 실적 호조",""
"2011-02-18","","","대통령선거 관련주 상승",""
"2011-02-18","","","대통령선거 관련주 상승",""
"2011-02-21","","","해외곡물 생산량 1만톤 돌파 소식",""
"2011-02-21","","","수산주 상승",""
"2011-02-21","","","제4이통사 허가를 위한 심사 개시로 제4이통사 설립 기대주 동반 상승",""
"2011-02-21","","","美 스프린트와 휴대폰결제 계약 체결 소식",""
"2011-02-22","","","박근혜 정책 수혜주로 부각되며 연일 급등",""
"2011-02-22","","","해외곡물 생산량 1만톤 돌파 소식",""
"2011-02-22","","","박근혜 정책 수혜주로 부각되며 연일 급등",""
"2011-02-22","","","박근혜 정책 수혜주로 부각되며 연일 급등",""
"2011-02-22","","","경영권 안정화 전망",""
"2011-02-22","","","금가격 급등으로 상한가",""
"2011-02-23","","","해외곡물 생산량 1만톤 돌파 소식",""
"2011-02-23","","","거래재개 후 이틀 연속 상한가",""
"2011-02-23","","","유가급등에 따른 반사이익 기대감에 풍력에너지 관련주 상승",""
"2011-02-23","","","유가급등에 따른 반사이익 기대감에 자전거 관련주 상승",""
"2011-02-23","","","일부 첨단의료복합단지 관련주 급등",""
"2011-02-23","","","유가급등에 따른 반사이익 기대감에 자전거 관련주 상승",""
"2011-02-23","","","일부 첨단의료복합단지 관련주 급등",""
"2011-02-23","","","일부 첨단의료복합단지 관련주 급등",""
"2011-02-23","","","신규상장 첫날 상한가",""
"2011-02-23","","","지난해 실적 호조 및 현금배당 결정",""
"2011-02-23","","","유가급등에 따른 반사이익 기대감에 풍력에너지 관련주 상승",""
"2011-02-23","","","유가급등에 따른 반사이익 기대감에 자전거 관련주 상승",""
"2011-02-24","","","유가급등에 따른 반사이익 기대감에 풍력에너지 관련주 연일 상승",""
"2011-02-24","","","유가급등에 따른 반사이익 기대감에 자전거 관련주 연일 상승",""
"2011-02-24","","","동사가 공동 개발중인 카자흐스탄 유전광구 매각에 대한 기대감",""
"2011-02-24","","","유가급등에 따른 반사이익 기대감에 풍력에너지 관련주 연일 상승",""
"2011-02-24","","","유가급등에 따른 반사이익 기대감에 자전거 관련주 연일 상승",""
"2011-02-24","","","최대주주 대상 유상증자",""
"2011-02-24","","","유가 급등에 따른 수혜 기대감에 일부 원자력발전 관련주 급등",""
"2011-02-24","","","중동 사태로 인한 금가격 강세 여파로 금관련주 상승",""
"2011-02-24","","","제4이동통신 출범 불발에 따른 수혜주로 부각",""
"2011-02-24","","","유가 급등에 따른 수혜 기대감에 일부 원자력발전 관련주 급등",""
"2011-02-24","","","지난해 실적 호조",""
"2011-02-24","","","유가 급등에 따른 수혜 기대감에 일부 원자력발전 관련주 급등",""
"2011-02-24","","","액면분할과 현금배당 결정",""
"2011-02-24","","","워크아웃 개시 기대감에 상한가",""
"2011-02-24","","","유가 급등에 따른 수혜 기대감에 일부 원자력발전 관련주 급등",""
"2011-02-25","","","동사의 3차원 촉각센서 기술이 스마트TV에 도입됐다는 소식",""
"2011-02-28","","","지난해 실적 호조",""
"2011-02-28","","","지난해 영업이익 및 순이익 흑자전환",""
"2011-03-02","","","지난해 실적 호조",""
"2011-03-02","","","지난해 영업이익 및 순이익 흑자전환",""
"2011-03-02","","","지난해 실적 호조",""
"2011-03-02","","","유가 급등에 따른 대체에너지 수혜 기대감에 일부 풍력에너지(부품) 관련주 급등",""
"2011-03-02","","","지난해 실적 호조",""
"2011-03-02","","","유가 급등에 따른 대체에너지 수혜 기대감에 일부 풍력에너지(부품) 관련주 급등",""
"2011-03-03","","","모기업 효성의 자금지원으로 최종 부도를 모면했다는 소식",""
"2011-03-03","","","박근혜 전 한나라당 대표 평창 동계올림픽 유치특위 고문 참여 소식에 평창동계올림픽(추진) 관련주 급등",""
"2011-03-03","","","박근혜 전 한나라당 대표 평창 동계올림픽 유치특위 고문 참여 소식에 평창동계올림픽(추진) 관련주 급등",""
"2011-03-03","","","박근혜 전 한나라당 대표 평창 동계올림픽 유치특위 고문 참여 소식에 평창동계올림픽(추진) 관련주 급등",""
"2011-03-03","","","박근혜 전 한나라당 대표 평창 동계올림픽 유치특위 고문 참여 소식에 평창동계올림픽(추진) 관련주 급등",""
"2011-03-03","","","박근혜 전 한나라당 대표 평창 동계올림픽 유치특위 고문 참여 소식에 평창동계올림픽(추진) 관련주 급등",""
"2011-03-03","","","가정용 광섬유 양산화 성공 소식",""
"2011-03-03","","","박근혜 전 한나라당 대표 평창 동계올림픽 유치특위 고문 참여 소식에 평창동계올림픽(추진) 관련주 급등",""
"2011-03-03","","","박근혜 전 한나라당 대표 평창 동계올림픽 유치특위 고문 참여 소식에 평창동계올림픽(추진) 관련주 급등",""
"2011-03-03","","","지난해 매출액 및 영업이익 호조",""
"2011-03-03","","","박근혜 전 한나라당 대표 평창 동계올림픽 유치특위 고문 참여 소식에 평창동계올림픽(추진) 관련주 급등",""
"2011-03-03","","","수산주 상승",""
"2011-03-03","","","박근혜 전 한나라당 대표 평창 동계올림픽 유치특위 고문 참여 소식에 평창동계올림픽(추진) 관련주 급등",""
"2011-03-03","","","올해 실적 기대감",""
"2011-03-04","","","일부 평창동계올림픽(추진) 관련주 연일 급등",""
"2011-03-04","","","플렉시블 디스플레이 제조에 쓰이는 플라스틱 기판을 개발했다는 소식",""
"2011-03-04","","","지난해 실적 호조",""
"2011-03-04","","","일부 대통령선거 관련주 급등",""
"2011-03-04","","","일부 대통령선거 관련주 급등",""
"2011-03-04","","","일부 대통령선거 관련주 급등",""
"2011-03-04","","","지난해 실적 호조",""
"2011-03-07","","","플렉시블 디스플레이 제조에 쓰이는 플라스틱 기판을 개발했다는 소식",""
"2011-03-07","","","국제유가 급등에 따른 반사이익 기대감으로 일부 풍력에너지 관련주 상승",""
"2011-03-07","","","지난해 실적 호조",""
"2011-03-07","","","지난해 실적 개선에 따른 관리종목 탈피 기대감",""
"2011-03-07","","","형질전환 생쥐 개발 성공 소식",""
"2011-03-07","","","괴산광산서 5천억원 규모의 우라늄 및 바나듐을 확인했다는 소식",""
"2011-03-08","","","플렉시블 디스플레이 제조에 쓰이는 플라스틱 기판을 개발했다는 소식",""
"2011-03-08","","","지난해 실적 호조",""
"2011-03-08","","","농축산물 가격 강세와 캐나다 광우병 발생 소식에 관련주 상승",""
"2011-03-08","","","오너일가간의 경영권 분쟁 부각",""
"2011-03-08","","","농축산물 가격 강세와 캐나다 광우병 발생 소식에 관련주 상승",""
"2011-03-08","","","관리종목 해제",""
"2011-03-08","","","지난해 실적 개선",""
